,group,variable,month,PERIODONCIA MENORES DE 5 AÑOS,PERIODONCIA MENORES DE 5 AÑOS,PERIODONCIA 5 A 13 AÑOS,PERIODONCIA 5 A 13 AÑOS,PERIODONCIA 14 A 19 AÑOS,PERIODONCIA 14 A 19 AÑOS,PERIODONCIA 20 A 59 AÑOS,PERIODONCIA 20 A 59 AÑOS,PERIODONCIA 60 AÑOS Y MAS,PERIODONCIA 60 AÑOS Y MAS,PERIODONCIA EMB,PERIODONCIA EMB,PERIODONCIA POST,PERIODONCIA POST,TOTALES,TOTALES,TOTALES
SAN JULIAN,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,1,3,1,8,5,7,0,0,0,0,7,18,25
SAN LORENZO(TJA),atencion odontologica,periodoncia,2016-07-01,0,0,2,0,6,3,2,8,0,0,0,0,0,0,10,11,21
SAN LUCAS,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,2,7,0,0,0,0,0,0,2,7,9
SAN MATIAS,atencion odontologica,periodoncia,2016-07-01,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3,3
SAN MIGUEL DE VELASCO,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
SAN PEDRO DE BUENA VISTA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,1,1,4,0,0,0,0,0,0,1,5,6
SAN PEDRO DE CURAHUARA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,0,1,2,1,0,0,0,0,2,2,4
SAN RAFAEL,atencion odontologica,periodoncia,2016-07-01,0,0,0,1,0,0,0,6,1,0,0,0,0,0,1,7,8
SAN RAMON SCZ,atencion odontologica,periodoncia,2016-07-01,0,0,1,0,0,2,0,0,1,4,0,0,0,0,2,6,8
SANTA CRUZ DE LA SIERRA,atencion odontologica,periodoncia,2016-07-01,0,0,133,148,104,240,713,1438,150,151,0,0,0,0,1100,1977,3077
SANTA ROSA,atencion odontologica,periodoncia,2016-07-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2
SANTA ROSA DEL SARA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,6,6
SANTIAGO DE HUARI,atencion odontologica,periodoncia,2016-07-01,0,0,0,1,6,5,3,2,0,5,0,0,0,0,9,13,22
SANTIAGO DE HUATA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,1,0,0,2,7,5,0,0,0,0,8,7,15
SANTIAGO DE MACHACA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SANTIVAÑES,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SANTUARIO DE QUILLACAS,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SENA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,4,7,2,0,0,0,0,0,6,7,13
SHINAOTA,atencion odontologica,periodoncia,2016-07-01,0,0,1,0,3,4,1,17,4,0,0,0,0,0,9,21,30
SICAYA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,1,1,2,0,1,0,0,0,0,1,4,5
SIPE SIPE,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,10,8,34,9,13,0,0,0,0,17,57,74
SOPACHUY,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,1,1,1,5,0,0,0,0,0,0,2,6,8
SORACACHI,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
SORATA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,2,1,6,0,0,0,0,0,0,1,8,9
SUCRE,atencion odontologica,periodoncia,2016-07-01,0,0,21,16,45,68,229,251,36,14,0,0,0,0,331,349,680
TACACOMA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
TACOBAMBA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
TACOPAYA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,6
TAPACARI,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,2,12,2,4,0,0,0,0,4,16,20
TARABUCO,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,15,15
TARACO,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,1,0,4,4,3,0,0,0,0,4,8,12
TARATA,atencion odontologica,periodoncia,2016-07-01,0,0,0,1,1,1,1,6,0,3,0,0,0,0,2,11,13
TARIJA,atencion odontologica,periodoncia,2016-07-01,0,0,4,11,28,45,113,168,26,15,0,0,0,0,171,239,410
TARVITA,atencion odontologica,periodoncia,2016-07-01,0,0,1,0,0,3,1,2,0,0,0,0,0,0,2,5,7
TEOPONTE,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,4,4,6,3,0,0,0,0,0,7,10,17
TIAWANACU,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
TIQUIPAYA,atencion odontologica,periodoncia,2016-07-01,0,0,4,1,2,8,1,53,8,26,0,0,0,0,15,88,103
TIRAQUE (CBBA),atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,1,1,5,1,4,0,0,0,0,2,10,12
TOCO,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,1,0,2,6,3,5,0,0,0,0,6,11,17
TOLATA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,1,4,5,4,5,0,0,0,0,8,11,19
TOLEDO,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,8,8
TOMAVE,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,3,4
TOMINA,atencion odontologica,periodoncia,2016-07-01,0,0,0,2,0,1,3,6,0,0,0,0,0,0,3,9,12
TORO TORO,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,2,2,1,0,0,0,0,0,3,2,5
TOTORA(CBBA),atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,4,2,16,2,2,0,0,0,0,4,22,26
TOTORA(ORR),atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,1,3,2,0,0,0,0,0,0,3,3,6
TRINIDAD,atencion odontologica,periodoncia,2016-07-01,0,0,1,1,0,7,7,28,0,0,0,0,0,0,8,36,44
TUPIZA,atencion odontologica,periodoncia,2016-07-01,0,0,1,5,1,5,4,14,6,5,0,0,0,0,12,29,41
TURCO,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
UMALA,atencion odontologica,periodoncia,2016-07-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2
UNCIA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,0,3,6,1,0,0,0,0,6,4,10
URIONDO (A. CONCEPCION),atencion odontologica,periodoncia,2016-07-01,0,0,3,0,0,5,3,10,0,0,0,0,0,0,6,15,21
UYUNI,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,1,0,4,3,2,0,0,0,0,3,7,10
VACAS,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
VALLEGRANDE,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,5,5,0,2,0,0,0,0,5,7,12
VIACHA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,1,5,6,2,0,0,0,0,7,7,14
VILA VILA,atencion odontologica,periodoncia,2016-07-01,0,0,0,2,0,2,4,5,2,0,0,0,0,0,6,9,15
VILLA CHARCAS,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,1,1,4,0,0,0,0,0,0,1,5,6
VILLA MONTES,atencion odontologica,periodoncia,2016-07-01,0,0,6,4,15,4,25,23,0,0,0,0,0,0,46,31,77
VILLA NUEVA (LOMA ALTA),atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
VILLA RIVERO,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,0,6,2,4,0,0,0,0,2,10,12
VILLA SERRANO,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
VILLA TUNARI,atencion odontologica,periodoncia,2016-07-01,0,0,2,3,1,2,11,35,3,6,0,0,0,0,17,46,63
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,1,5,10,3,0,0,0,0,0,8,11,19
VILLAZON,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,1,8,1,1,0,0,0,0,2,9,11
VINTO,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,0,11,8,7,0,0,0,0,8,18,26
VITICHI,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,1,2,2,0,3,0,0,0,0,2,6,8
WARNES,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,10,10
YACUIBA,atencion odontologica,periodoncia,2016-07-01,0,0,2,3,5,7,27,38,2,3,0,0,0,0,36,51,87
YAMPARAEZ,atencion odontologica,periodoncia,2016-07-01,0,0,1,2,0,1,1,5,0,0,0,0,0,0,2,8,10
YANACACHI,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,0,6,1,1,0,0,0,0,1,7,8
YAPACANI,atencion odontologica,periodoncia,2016-07-01,0,0,0,4,1,13,5,17,8,9,0,0,0,0,14,43,57
YOCALLA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,1,0,1,12,2,1,0,0,0,0,4,13,17
YOTALA,atencion odontologica,periodoncia,2016-07-01,0,0,3,2,0,0,2,2,0,0,0,0,0,0,5,4,9
YUNCHARA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,4,5
ZUDAÑEZ,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2
ACACIO,atencion odontologica,periodoncia,2016-08-01,0,0,6,4,0,0,0,12,1,0,0,0,0,0,7,16,23
ACHACACHI,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,0,0,3,1,1,0,0,0,0,1,4,5
ACHOCALLA,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
AIQUILE,atencion odontologica,periodoncia,2016-08-01,0,0,1,0,2,0,5,15,1,4,0,0,0,0,9,19,28
ALALAY,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,0,1,5,0,1,0,0,0,0,1,6,7
ALCALA,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,1,2,3,6,0,0,0,0,0,0,4,8,12
ALTO BENI,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ANCORAIMES,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,3,0,6,1,3,0,0,0,0,1,12,13
ANDAMARCA,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
ANTEQUERA,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,0,0,3,2,6,0,0,0,0,2,9,11
ANZALDO,atencion odontologica,periodoncia,2016-08-01,0,0,0,1,0,0,0,1,2,2,0,0,0,0,2,4,6
APOLO,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,2,3
ARAMPAMPA,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ARANI,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
ARBIETO,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,3,0,8,11,14,0,0,0,0,11,25,36
ARQUE,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,0,3,3,2,2,0,0,0,0,5,5,10
ASCENCION DE GUARAYOS,atencion odontologica,periodoncia,2016-08-01,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,3,4
ATOCHA,atencion odontologica,periodoncia,2016-08-01,0,0,2,3,1,10,21,31,13,7,0,0,0,0,37,51,88
AUCAPATA,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2
AYATA,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,periodoncia,2016-08-01,0,0,1,3,2,8,11,30,4,3,0,0,0,0,18,44,62
AZURDUY,atencion odontologica,periodoncia,2016-08-01,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,5,5
BATALLAS,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
BAURES,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,0,3,2,0,0,0,0,0,0,3,2,5
BELEN DE URMIRI,atencion odontologica,periodoncia,2016-08-01,0,0,0,1,1,1,1,3,7,1,0,0,0,0,9,6,15
BELLA FLOR,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
BERMEJO,atencion odontologica,periodoncia,2016-08-01,0,0,1,2,2,3,17,33,0,1,0,0,0,0,20,39,59
BETANZOS,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,1,0,3,1,3,0,0,0,0,1,7,8
BOLIVAR,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,2,1,1,3,0,0,0,0,0,0,3,4,7
BUENA VISTA,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,4,1,3,10,6,0,0,0,0,11,13,24
CABEZAS,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
CAIROMA,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,2,3
"CAIZA ""D""",atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,2,3
CAJUATA,atencion odontologica,periodoncia,2016-08-01,0,0,0,1,1,2,4,2,0,1,0,0,0,0,5,6,11
CALACOTO,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,1,0,1,2,2,0,0,0,0,2,4,6
CAMARGO,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,4,1,10,1,0,0,0,0,0,2,14,16
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CAMIRI,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,1,10,9,1,1,0,0,0,0,11,11,22
CAPINOTA,atencion odontologica,periodoncia,2016-08-01,0,0,1,0,0,5,2,15,8,12,0,0,0,0,11,32,43
CAQUIAVIRI,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
CARACOLLO,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,1,2,4,0,1,0,0,0,0,2,6,8
CARANAVI,atencion odontologica,periodoncia,2016-08-01,0,0,8,6,10,15,10,27,5,0,0,0,0,0,33,48,81
CARAPARI,atencion odontologica,periodoncia,2016-08-01,0,0,0,1,1,1,7,10,0,0,0,0,0,0,8,12,20
CARIPUYO,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,1,0,1,2,0,1,0,0,0,0,2,3,5
CARMEN RIVERO TORREZ,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,0,5,25,10,15,0,0,0,0,15,40,55
CHALLAPATA,atencion odontologica,periodoncia,2016-08-01,0,0,1,0,0,0,6,19,11,9,0,0,0,0,18,28,46
CHAQUI,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,2,3,4,0,2,0,0,0,0,3,8,11
CHARAGUA,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,0,4,8,1,0,0,0,0,0,5,8,13
CHARAÑA,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
CHAYANTA,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,3,0,11,0,1,0,0,0,0,0,15,15
CHIMORE,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,2,1,3,3,0,0,0,0,0,4,5,9
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,8
CHUMA,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,1,4,9,3,2,0,0,0,0,7,12,19
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CKOCHAS,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,0,1,4,1,0,0,0,0,0,2,4,6
CLIZA,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,3,4,32,10,23,0,0,0,0,14,58,72
COBIJA,atencion odontologica,periodoncia,2016-08-01,0,0,0,1,0,3,2,15,9,0,0,0,0,0,11,19,30
COCAPATA,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,1,2,10,3,3,0,0,0,0,5,14,19
COCHABAMBA,atencion odontologica,periodoncia,2016-08-01,0,0,21,24,101,168,475,846,147,122,0,0,0,0,744,1160,1904
COIPASA,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,1,1,3,3,1,0,0,0,0,0,5,4,9
COLCAPIRHUA,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,3,1,34,22,33,0,0,0,0,23,70,93
"COLCHA ""K""",atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
COLOMI,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,0,0,12,10,6,0,0,0,0,10,18,28
COLQUECHACA,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,3,3,12,14,10,0,0,0,0,17,25,42
COLQUENCHA,atencion odontologica,periodoncia,2016-08-01,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3,3
COLQUIRI,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,2,10,12,1,1,0,0,0,0,11,15,26
COMARAPA,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,4
CONCEPCION,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
CORIPATA,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5
COROICO,atencion odontologica,periodoncia,2016-08-01,0,0,23,13,0,1,2,5,1,1,0,0,0,0,26,20,46
CORQUE,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
COTAGAITA,atencion odontologica,periodoncia,2016-08-01,0,0,0,2,0,4,22,19,1,4,0,0,0,0,23,29,52
COTOCA,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,2,5,17,23,11,3,0,0,0,0,30,31,61
CUATRO CAÑADAS,atencion odontologica,periodoncia,2016-08-01,0,0,0,1,0,3,0,4,7,0,0,0,0,0,7,8,15
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CULPINA,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
CURAHUARA DE CARANGAS,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,0,0,1,5,5,0,0,0,0,5,6,11
EL ALTO,atencion odontologica,periodoncia,2016-08-01,0,0,38,39,86,83,215,366,42,29,0,0,0,0,381,517,898
EL CHORO,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,0,1,0,1,2,0,0,0,0,2,2,4
EL PUENTE(STC),atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
EL PUENTE(TJA),atencion odontologica,periodoncia,2016-08-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2
EL TORNO,atencion odontologica,periodoncia,2016-08-01,0,0,3,2,16,29,8,78,11,11,0,0,0,0,38,120,158
EL VILLAR,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,1,2,3,0,0,0,0,0,0,2,4,6
ENTRE RIOS TRJ,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,3,1,8,1,1,0,0,0,0,2,12,14
ENTRE RIOS CBBA,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,1,3,14,17,0,1,0,0,0,0,15,21,36
ESCOMA,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,3,4
FERNANDEZ ALONSO,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,2,3
FILADELFIA,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
GENERAL SAAVEDRA,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,5,0,7,1,1,0,0,0,0,1,13,14
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
GUANAY,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
GUAQUI,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
GUAYARAMERIN,atencion odontologica,periodoncia,2016-08-01,0,0,0,3,0,17,4,34,2,1,0,0,0,0,6,55,61
GUTIERREZ,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
HUACARETA,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
HUACAYA (VILLA DE HUACAYA),atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
HUACHACALLA,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,1,1,2,0,2,0,0,0,0,1,5,6
HUANUNI,atencion odontologica,periodoncia,2016-08-01,0,0,2,7,0,4,11,21,11,1,0,0,0,0,24,33,57
HUARACAJE,atencion odontologica,periodoncia,2016-08-01,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,3,4
HUARINA,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,1,0,1,2,1,0,0,0,0,2,3,5
HUATAJATA,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
HUAYLLAMARCA,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
HUMANATA,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,5,8
ICHOCA,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
ICLA,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,3,1,0,5,0,0,0,0,0,0,3,6,9
INCAHUASI,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
INGAVI (HUMAITA),atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
INQUISIVI,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,0,1,2,1,0,0,0,0,0,2,2,4
IRUPANA (VILLA DE LANZA),atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,4,0,47,3,2,0,0,0,0,3,53,56
IXIAMAS,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,1,0,1,3,2,1,0,0,0,0,4,4,8
JESUS DE MACHACA,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,0,0,1,3,1,0,0,0,0,3,2,5
LA ASUNTA,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,7,3,9,2,1,0,0,0,0,5,17,22
LA GUARDIA,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,10,0,23,7,15,0,0,0,0,7,48,55
LA PAZ,atencion odontologica,periodoncia,2016-08-01,0,0,58,44,82,102,344,767,161,148,0,0,0,0,645,1061,1706
LAJA,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,3,0,4,0,2,0,0,0,0,0,9,9
LAS CARRERAS,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
LLALLAGUA,atencion odontologica,periodoncia,2016-08-01,0,0,1,3,6,4,1,6,0,0,0,0,0,0,8,13,21
LURIBAY,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
MACHACAMARCA,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,0,0,8,2,7,0,0,0,0,2,15,17
MACHARETI,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,0,1,7,0,0,0,0,0,0,1,7,8
MAGDALENA,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,1,0,1,6,1,0,0,0,0,0,3,6,9
MAIRANA,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,1,6,19,7,12,0,0,0,0,13,32,45
MAPIRI,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,3,0,2,5,3,0,0,0,0,5,8,13
MECAPACA,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,4,5
MINEROS,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,1,0,6,6,3,0,0,0,0,6,10,16
MOCOMOCO,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,0,0,0,2,3,0,0,0,0,2,3,5
MOJOCOYA,atencion odontologica,periodoncia,2016-08-01,0,0,2,4,1,3,8,10,0,0,0,0,0,0,11,17,28
MONTEAGUDO,atencion odontologica,periodoncia,2016-08-01,0,0,0,1,0,1,4,11,1,0,0,0,0,0,5,13,18
MONTERO,atencion odontologica,periodoncia,2016-08-01,0,0,4,6,2,14,13,40,4,1,0,0,0,0,23,61,84
MORO MORO,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
MOROCHATA,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,3,0,3,12,12,0,0,0,0,12,18,30
OCURI,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,5,5
OKINAWA,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4
OMEREQUE,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,0,0,6,1,0,0,0,0,0,1,6,7
ORURO,atencion odontologica,periodoncia,2016-08-01,0,0,94,4,27,93,300,426,90,85,0,0,0,0,511,608,1119
PADCAYA,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,0,1,3,0,0,0,0,0,0,0,3,1,4
PADILLA,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,1,1,4,0,0,0,0,0,0,0,5,1,6
PAILON,atencion odontologica,periodoncia,2016-08-01,0,0,0,0,1,0,1,2,0,1,0,0,0,0,2,3,5
