,group,variable,month,CIRUGIA BUCAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCAL MENOR 5 A 13 AÑOS,CIRUGIA BUCAL MENOR 5 A 13 AÑOS,CIRUGIA BUCAL MENOR 14 A 19 AÑOS,CIRUGIA BUCAL MENOR 14 A 19 AÑOS,CIRUGIA BUCAL MENOR 20 A 59 AÑOS,CIRUGIA BUCAL MENOR 20 A 59 AÑOS,CIRUGIA BUCAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCAL MENOR EMB,CIRUGIA BUCAL MENOR EMB,CIRUGIA BUCAL MENOR POST,CIRUGIA BUCAL MENOR POST,TOTALES,TOTALES,TOTALES
TOTORA(ORR),atencion odontologica,cirugia bucal menor,2016-06-01,1,5,2,3,1,2,6,12,10,20,0,0,0,0,20,42,62
TRIGAL,atencion odontologica,cirugia bucal menor,2016-06-01,0,1,1,0,0,0,2,6,2,5,0,0,0,0,5,12,17
TRINIDAD,atencion odontologica,cirugia bucal menor,2016-06-01,8,7,37,44,12,6,19,55,6,5,0,0,0,0,82,117,199
TUPIZA,atencion odontologica,cirugia bucal menor,2016-06-01,9,4,12,18,6,6,23,38,17,20,0,0,0,0,67,86,153
TURCO,atencion odontologica,cirugia bucal menor,2016-06-01,1,1,3,1,3,0,7,10,2,5,0,0,0,0,16,17,33
UMALA,atencion odontologica,cirugia bucal menor,2016-06-01,0,0,2,1,1,0,3,3,0,6,0,0,0,0,6,10,16
UNCIA,atencion odontologica,cirugia bucal menor,2016-06-01,5,11,0,1,0,3,7,6,4,1,0,0,0,0,16,22,38
URIONDO (A. CONCEPCION),atencion odontologica,cirugia bucal menor,2016-06-01,2,2,25,19,6,10,27,49,6,11,0,0,0,0,66,91,157
URUBICHA,atencion odontologica,cirugia bucal menor,2016-06-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
UYUNI,atencion odontologica,cirugia bucal menor,2016-06-01,5,3,2,1,2,1,7,11,7,3,0,0,0,0,23,19,42
VACAS,atencion odontologica,cirugia bucal menor,2016-06-01,0,1,2,4,4,5,5,8,1,8,0,0,0,0,12,26,38
VALLEGRANDE,atencion odontologica,cirugia bucal menor,2016-06-01,3,8,12,12,3,5,10,42,12,11,0,0,0,0,40,78,118
VIACHA,atencion odontologica,cirugia bucal menor,2016-06-01,9,5,14,15,5,12,10,65,31,45,0,0,0,0,69,142,211
VILA VILA,atencion odontologica,cirugia bucal menor,2016-06-01,0,0,0,1,0,1,2,1,0,0,0,0,0,0,2,3,5
VILLA CHARCAS,atencion odontologica,cirugia bucal menor,2016-06-01,1,0,6,6,1,2,4,8,16,11,0,0,0,0,28,27,55
VILLA MONTES,atencion odontologica,cirugia bucal menor,2016-06-01,12,11,78,75,24,30,60,152,14,10,0,0,0,0,188,278,466
VILLA NUEVA (LOMA ALTA),atencion odontologica,cirugia bucal menor,2016-06-01,0,0,2,6,1,2,3,3,0,0,0,0,0,0,6,11,17
VILLA RIVERO,atencion odontologica,cirugia bucal menor,2016-06-01,0,3,1,4,0,3,0,9,7,3,0,0,0,0,8,22,30
VILLA SERRANO,atencion odontologica,cirugia bucal menor,2016-06-01,0,0,3,1,0,0,6,3,4,1,0,0,0,0,13,5,18
VILLA TUNARI,atencion odontologica,cirugia bucal menor,2016-06-01,21,18,19,10,6,14,11,68,19,8,0,0,0,0,76,118,194
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,cirugia bucal menor,2016-06-01,4,3,6,3,3,4,8,29,10,4,0,0,0,0,31,43,74
VILLAZON,atencion odontologica,cirugia bucal menor,2016-06-01,17,18,17,25,9,22,15,57,17,20,0,0,0,0,75,142,217
VINTO,atencion odontologica,cirugia bucal menor,2016-06-01,14,11,0,0,1,0,0,4,2,2,0,0,0,0,17,17,34
VITICHI,atencion odontologica,cirugia bucal menor,2016-06-01,4,2,8,12,6,9,11,35,14,41,0,0,0,0,43,99,142
WALDO BALLIVIAN,atencion odontologica,cirugia bucal menor,2016-06-01,3,1,14,13,3,7,3,16,1,2,0,0,0,0,24,39,63
WARNES,atencion odontologica,cirugia bucal menor,2016-06-01,8,7,14,24,6,7,5,18,3,8,0,0,0,0,36,64,100
YACO,atencion odontologica,cirugia bucal menor,2016-06-01,0,0,0,1,2,0,4,4,10,12,0,0,0,0,16,17,33
YACUIBA,atencion odontologica,cirugia bucal menor,2016-06-01,3,4,36,37,8,21,64,128,24,21,0,0,0,0,135,211,346
YAMPARAEZ,atencion odontologica,cirugia bucal menor,2016-06-01,4,1,6,3,1,2,7,29,6,4,0,0,0,0,24,39,63
YANACACHI,atencion odontologica,cirugia bucal menor,2016-06-01,1,0,7,0,0,0,9,11,1,0,0,0,0,0,18,11,29
YAPACANI,atencion odontologica,cirugia bucal menor,2016-06-01,15,15,5,2,1,1,5,17,16,4,0,0,0,0,42,39,81
YOCALLA,atencion odontologica,cirugia bucal menor,2016-06-01,5,4,6,7,0,1,10,17,0,0,0,0,0,0,21,29,50
YOTALA,atencion odontologica,cirugia bucal menor,2016-06-01,0,2,16,12,1,2,3,18,3,8,0,0,0,0,23,42,65
YUNCHARA,atencion odontologica,cirugia bucal menor,2016-06-01,0,3,24,21,5,8,7,31,3,3,0,0,0,0,39,66,105
ZUDAÑEZ,atencion odontologica,cirugia bucal menor,2016-06-01,0,0,0,6,1,1,4,5,0,1,0,0,0,0,5,13,18
ACACIO,atencion odontologica,cirugia bucal menor,2016-07-01,1,2,4,5,0,0,1,6,1,1,0,0,0,0,7,14,21
ACHACACHI,atencion odontologica,cirugia bucal menor,2016-07-01,2,4,21,23,2,17,10,51,37,54,0,0,0,0,72,149,221
ACHOCALLA,atencion odontologica,cirugia bucal menor,2016-07-01,3,5,10,16,2,10,6,20,2,5,0,0,0,0,23,56,79
ALALAY,atencion odontologica,cirugia bucal menor,2016-07-01,2,0,2,2,0,3,5,5,0,1,0,0,0,0,9,11,20
ALCALA,atencion odontologica,cirugia bucal menor,2016-07-01,1,3,2,4,2,5,3,21,0,0,0,0,0,0,8,33,41
ALTO BENI,atencion odontologica,cirugia bucal menor,2016-07-01,1,0,1,1,0,6,6,4,4,4,0,0,0,0,12,15,27
ANCORAIMES,atencion odontologica,cirugia bucal menor,2016-07-01,8,2,10,10,7,4,13,24,21,51,0,0,0,0,59,91,150
ANDAMARCA,atencion odontologica,cirugia bucal menor,2016-07-01,1,0,4,1,0,4,1,11,9,7,0,0,0,0,15,23,38
ANTEQUERA,atencion odontologica,cirugia bucal menor,2016-07-01,1,1,1,3,1,5,7,3,0,1,0,0,0,0,10,13,23
ANZALDO,atencion odontologica,cirugia bucal menor,2016-07-01,0,1,1,10,0,4,1,12,8,3,0,0,0,0,10,30,40
APOLO,atencion odontologica,cirugia bucal menor,2016-07-01,2,1,8,7,1,1,2,9,7,6,0,0,0,0,20,24,44
ARAMPAMPA,atencion odontologica,cirugia bucal menor,2016-07-01,0,0,1,0,0,0,3,2,5,2,0,0,0,0,9,4,13
ARANI,atencion odontologica,cirugia bucal menor,2016-07-01,1,2,8,6,0,3,1,2,7,5,0,0,0,0,17,18,35
ARBIETO,atencion odontologica,cirugia bucal menor,2016-07-01,2,1,14,16,1,4,0,11,12,32,0,0,0,0,29,64,93
ARQUE,atencion odontologica,cirugia bucal menor,2016-07-01,4,1,2,8,0,4,4,16,11,14,0,0,0,0,21,43,64
ASCENCION DE GUARAYOS,atencion odontologica,cirugia bucal menor,2016-07-01,4,5,2,13,0,9,2,30,2,8,0,0,0,0,10,65,75
ATOCHA,atencion odontologica,cirugia bucal menor,2016-07-01,5,8,23,19,13,12,37,47,0,0,0,0,0,0,78,86,164
AUCAPATA,atencion odontologica,cirugia bucal menor,2016-07-01,3,2,6,3,0,3,4,16,2,1,0,0,0,0,15,25,40
AYATA,atencion odontologica,cirugia bucal menor,2016-07-01,3,2,3,6,5,6,11,36,19,7,0,0,0,0,41,57,98
AYO AYO,atencion odontologica,cirugia bucal menor,2016-07-01,1,1,3,4,2,2,1,8,3,9,0,0,0,0,10,24,34
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,cirugia bucal menor,2016-07-01,6,1,6,8,0,1,9,14,6,9,0,0,0,0,27,33,60
AZURDUY,atencion odontologica,cirugia bucal menor,2016-07-01,0,0,0,4,0,8,8,23,0,4,0,0,0,0,8,39,47
BATALLAS,atencion odontologica,cirugia bucal menor,2016-07-01,4,0,9,14,0,11,8,22,21,16,0,0,0,0,42,63,105
BAURES,atencion odontologica,cirugia bucal menor,2016-07-01,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,3,4
BELEN DE ANDAMARCA,atencion odontologica,cirugia bucal menor,2016-07-01,0,0,0,0,0,0,0,3,6,19,0,0,0,0,6,22,28
BELEN DE URMIRI,atencion odontologica,cirugia bucal menor,2016-07-01,0,0,0,1,0,0,3,1,0,0,0,0,0,0,3,2,5
BELLA FLOR,atencion odontologica,cirugia bucal menor,2016-07-01,0,0,0,0,0,0,2,1,8,6,0,0,0,0,10,7,17
BERMEJO,atencion odontologica,cirugia bucal menor,2016-07-01,2,7,22,25,15,20,28,66,5,3,0,0,0,0,72,121,193
BETANZOS,atencion odontologica,cirugia bucal menor,2016-07-01,7,3,4,6,5,7,5,47,24,17,0,0,0,0,45,80,125
BOLIVAR,atencion odontologica,cirugia bucal menor,2016-07-01,0,0,2,10,0,1,9,14,3,9,0,0,0,0,14,34,48
BOYUIBE,atencion odontologica,cirugia bucal menor,2016-07-01,0,0,1,0,0,0,2,4,1,0,0,0,0,0,4,4,8
BUENA VISTA,atencion odontologica,cirugia bucal menor,2016-07-01,1,1,4,1,1,4,0,2,0,0,0,0,0,0,6,8,14
CABEZAS,atencion odontologica,cirugia bucal menor,2016-07-01,4,3,5,6,5,6,7,9,4,0,0,0,0,0,25,24,49
CAIROMA,atencion odontologica,cirugia bucal menor,2016-07-01,3,0,9,7,2,7,6,8,0,2,0,0,0,0,20,24,44
"CAIZA ""D""",atencion odontologica,cirugia bucal menor,2016-07-01,3,3,11,9,3,10,19,28,150,210,0,0,0,0,186,260,446
CAJUATA,atencion odontologica,cirugia bucal menor,2016-07-01,6,1,23,14,5,10,35,38,3,1,0,0,0,0,72,64,136
CALACOTO,atencion odontologica,cirugia bucal menor,2016-07-01,0,1,0,1,4,1,10,5,2,10,0,0,0,0,16,18,34
CALAMARCA,atencion odontologica,cirugia bucal menor,2016-07-01,5,2,28,29,4,19,21,48,13,26,0,0,0,0,71,124,195
CAMARGO,atencion odontologica,cirugia bucal menor,2016-07-01,4,0,20,10,0,1,4,4,3,14,0,0,0,0,31,29,60
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,cirugia bucal menor,2016-07-01,0,0,0,0,0,3,2,2,0,1,0,0,0,0,2,6,8
CAMIRI,atencion odontologica,cirugia bucal menor,2016-07-01,3,0,0,4,3,4,4,7,3,5,0,0,0,0,13,20,33
CAPINOTA,atencion odontologica,cirugia bucal menor,2016-07-01,11,5,12,9,0,7,8,12,6,7,0,0,0,0,37,40,77
CAQUIAVIRI,atencion odontologica,cirugia bucal menor,2016-07-01,3,1,7,5,0,2,6,5,7,0,0,0,0,0,23,13,36
CARACOLLO,atencion odontologica,cirugia bucal menor,2016-07-01,2,10,30,20,7,9,22,34,6,10,0,0,0,0,67,83,150
CARANAVI,atencion odontologica,cirugia bucal menor,2016-07-01,10,10,14,4,9,9,7,39,2,5,0,0,0,0,42,67,109
CARAPARI,atencion odontologica,cirugia bucal menor,2016-07-01,0,6,21,12,4,14,17,37,0,1,0,0,0,0,42,70,112
CARIPUYO,atencion odontologica,cirugia bucal menor,2016-07-01,2,0,1,0,0,2,5,8,0,0,0,0,0,0,8,10,18
CARMEN RIVERO TORREZ,atencion odontologica,cirugia bucal menor,2016-07-01,0,0,3,6,1,1,6,15,1,2,0,0,0,0,11,24,35
CATACORA,atencion odontologica,cirugia bucal menor,2016-07-01,1,1,0,1,1,1,4,9,0,0,0,0,0,0,6,12,18
CHALLAPATA,atencion odontologica,cirugia bucal menor,2016-07-01,4,7,17,25,6,14,6,37,9,8,0,0,0,0,42,91,133
CHAQUI,atencion odontologica,cirugia bucal menor,2016-07-01,1,2,2,3,0,0,5,6,10,4,0,0,0,0,18,15,33
CHARAGUA,atencion odontologica,cirugia bucal menor,2016-07-01,0,1,2,2,1,1,5,22,0,2,0,0,0,0,8,28,36
CHARAÑA,atencion odontologica,cirugia bucal menor,2016-07-01,3,0,0,0,1,0,4,5,1,1,0,0,0,0,9,6,15
CHAYANTA,atencion odontologica,cirugia bucal menor,2016-07-01,3,4,4,4,0,0,0,9,0,1,0,0,0,0,7,18,25
CHIMORE,atencion odontologica,cirugia bucal menor,2016-07-01,9,5,0,0,0,1,0,4,1,1,0,0,0,0,10,11,21
CHOQUE COTA,atencion odontologica,cirugia bucal menor,2016-07-01,0,0,0,1,0,0,1,1,3,2,0,0,0,0,4,4,8
CHUA COCANI,atencion odontologica,cirugia bucal menor,2016-07-01,3,0,4,9,1,5,3,9,5,6,0,0,0,0,16,29,45
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,cirugia bucal menor,2016-07-01,7,6,11,14,1,6,6,14,5,2,0,0,0,0,30,42,72
CHUMA,atencion odontologica,cirugia bucal menor,2016-07-01,2,2,10,12,6,10,36,59,31,35,0,0,0,0,85,118,203
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,cirugia bucal menor,2016-07-01,3,0,1,2,1,7,8,6,2,3,0,0,0,0,15,18,33
CKOCHAS,atencion odontologica,cirugia bucal menor,2016-07-01,0,1,5,6,3,9,4,19,55,93,0,0,0,0,67,128,195
CLIZA,atencion odontologica,cirugia bucal menor,2016-07-01,1,8,11,12,0,5,3,10,12,12,0,0,0,0,27,47,74
COBIJA,atencion odontologica,cirugia bucal menor,2016-07-01,5,2,20,23,7,14,37,34,19,8,0,0,0,0,88,81,169
COCAPATA,atencion odontologica,cirugia bucal menor,2016-07-01,6,2,0,0,0,1,0,3,4,1,0,0,0,0,10,7,17
COCHABAMBA,atencion odontologica,cirugia bucal menor,2016-07-01,76,67,103,141,52,71,130,203,73,90,0,0,0,0,434,572,1006
COIPASA,atencion odontologica,cirugia bucal menor,2016-07-01,0,0,5,2,0,0,0,0,2,1,0,0,0,0,7,3,10
COLCAPIRHUA,atencion odontologica,cirugia bucal menor,2016-07-01,22,15,2,2,1,2,2,17,12,8,0,0,0,0,39,44,83
"COLCHA ""K""",atencion odontologica,cirugia bucal menor,2016-07-01,3,4,2,6,0,3,5,14,8,8,0,0,0,0,18,35,53
COLOMI,atencion odontologica,cirugia bucal menor,2016-07-01,1,1,0,0,0,0,0,2,7,5,0,0,0,0,8,8,16
COLPA BELGICA,atencion odontologica,cirugia bucal menor,2016-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COLQUECHACA,atencion odontologica,cirugia bucal menor,2016-07-01,5,3,5,9,1,10,8,29,20,19,0,0,0,0,39,70,109
COLQUENCHA,atencion odontologica,cirugia bucal menor,2016-07-01,1,2,30,26,6,16,20,23,3,6,0,0,0,0,60,73,133
COLQUIRI,atencion odontologica,cirugia bucal menor,2016-07-01,9,4,15,12,8,12,14,39,18,21,0,0,0,0,64,88,152
COMARAPA,atencion odontologica,cirugia bucal menor,2016-07-01,0,1,2,3,1,5,1,8,2,0,0,0,0,0,6,17,23
COMBAYA,atencion odontologica,cirugia bucal menor,2016-07-01,0,0,0,0,0,0,2,0,1,1,0,0,0,0,3,1,4
CONCEPCION,atencion odontologica,cirugia bucal menor,2016-07-01,0,0,0,1,1,5,4,6,2,0,0,0,0,0,7,12,19
CORIPATA,atencion odontologica,cirugia bucal menor,2016-07-01,5,6,14,9,0,5,7,44,10,2,0,0,0,0,36,66,102
CORO CORO,atencion odontologica,cirugia bucal menor,2016-07-01,0,0,3,4,4,7,8,4,2,4,0,0,0,0,17,19,36
COROICO,atencion odontologica,cirugia bucal menor,2016-07-01,11,10,6,6,2,9,62,64,12,0,0,0,0,0,93,89,182
CORQUE,atencion odontologica,cirugia bucal menor,2016-07-01,1,3,1,1,1,1,3,6,3,3,0,0,0,0,9,14,23
COTAGAITA,atencion odontologica,cirugia bucal menor,2016-07-01,5,7,15,13,3,8,16,27,16,4,0,0,0,0,55,59,114
COTOCA,atencion odontologica,cirugia bucal menor,2016-07-01,0,0,0,0,0,1,12,0,0,0,0,0,0,0,12,1,13
CUATRO CAÑADAS,atencion odontologica,cirugia bucal menor,2016-07-01,4,0,4,7,0,3,1,8,1,2,0,0,0,0,10,20,30
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,cirugia bucal menor,2016-07-01,0,1,5,2,3,0,0,1,10,1,0,0,0,0,18,5,23
CUEVO,atencion odontologica,cirugia bucal menor,2016-07-01,0,0,4,1,1,1,1,4,0,1,0,0,0,0,6,7,13
CULPINA,atencion odontologica,cirugia bucal menor,2016-07-01,3,2,11,7,5,3,10,24,3,7,0,0,0,0,32,43,75
CURAHUARA DE CARANGAS,atencion odontologica,cirugia bucal menor,2016-07-01,2,0,0,0,1,0,0,1,2,1,0,0,0,0,5,2,7
CURVA,atencion odontologica,cirugia bucal menor,2016-07-01,3,0,4,0,0,0,4,5,4,3,0,0,0,0,15,8,23
DESAGUADERO,atencion odontologica,cirugia bucal menor,2016-07-01,0,0,2,6,2,2,1,3,4,3,0,0,0,0,9,14,23
EL ALTO,atencion odontologica,cirugia bucal menor,2016-07-01,131,114,922,933,153,215,151,318,142,89,0,0,0,0,1499,1669,3168
EL CHORO,atencion odontologica,cirugia bucal menor,2016-07-01,2,0,7,2,0,2,6,9,2,4,0,0,0,0,17,17,34
EL PUENTE(STC),atencion odontologica,cirugia bucal menor,2016-07-01,0,0,3,11,0,2,4,9,1,3,0,0,0,0,8,25,33
EL PUENTE(TJA),atencion odontologica,cirugia bucal menor,2016-07-01,0,0,27,32,5,22,16,63,7,5,0,0,0,0,55,122,177
EL TORNO,atencion odontologica,cirugia bucal menor,2016-07-01,3,5,14,17,6,4,14,31,15,14,0,0,0,0,52,71,123
EL VILLAR,atencion odontologica,cirugia bucal menor,2016-07-01,2,0,0,0,5,0,2,7,1,0,0,0,0,0,10,7,17
ENTRE RIOS TRJ,atencion odontologica,cirugia bucal menor,2016-07-01,0,2,11,9,1,19,20,43,4,2,0,0,0,0,36,75,111
ENTRE RIOS CBBA,atencion odontologica,cirugia bucal menor,2016-07-01,5,4,2,4,1,3,0,11,2,4,0,0,0,0,10,26,36
ESCARA,atencion odontologica,cirugia bucal menor,2016-07-01,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,4,5
ESCOMA,atencion odontologica,cirugia bucal menor,2016-07-01,2,1,4,7,2,2,6,7,10,12,0,0,0,0,24,29,53
ESMERALDA,atencion odontologica,cirugia bucal menor,2016-07-01,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4
EUCALIPTUS,atencion odontologica,cirugia bucal menor,2016-07-01,2,4,9,2,2,2,7,10,3,9,0,0,0,0,23,27,50
EUREKA (SANTOS MERCADO),atencion odontologica,cirugia bucal menor,2016-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
FERNANDEZ ALONSO,atencion odontologica,cirugia bucal menor,2016-07-01,0,2,8,13,1,5,0,5,1,8,0,0,0,0,10,33,43
GENERAL SAAVEDRA,atencion odontologica,cirugia bucal menor,2016-07-01,1,0,10,10,0,5,0,9,3,5,0,0,0,0,14,29,43
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,cirugia bucal menor,2016-07-01,1,2,8,9,3,7,15,22,0,7,0,0,0,0,27,47,74
GUANAY,atencion odontologica,cirugia bucal menor,2016-07-01,4,3,4,3,2,0,5,4,9,3,0,0,0,0,24,13,37
GUAQUI,atencion odontologica,cirugia bucal menor,2016-07-01,5,1,13,6,7,15,11,23,28,25,0,0,0,0,64,70,134
GUAYARAMERIN,atencion odontologica,cirugia bucal menor,2016-07-01,1,0,10,10,5,7,2,12,3,1,0,0,0,0,21,30,51
GUTIERREZ,atencion odontologica,cirugia bucal menor,2016-07-01,3,3,0,1,0,0,0,1,0,0,0,0,0,0,3,5,8
HUACARETA,atencion odontologica,cirugia bucal menor,2016-07-01,0,0,0,0,1,0,3,17,4,0,0,0,0,0,8,17,25
HUACAYA (VILLA DE HUACAYA),atencion odontologica,cirugia bucal menor,2016-07-01,0,0,2,7,1,2,4,2,2,0,0,0,0,0,9,11,20
HUACHACALLA,atencion odontologica,cirugia bucal menor,2016-07-01,0,0,0,1,0,0,0,1,2,0,0,0,0,0,2,2,4
HUANUNI,atencion odontologica,cirugia bucal menor,2016-07-01,2,15,24,17,8,8,19,10,7,4,0,0,0,0,60,54,114
HUARACAJE,atencion odontologica,cirugia bucal menor,2016-07-01,1,0,0,0,0,1,0,5,0,0,0,0,0,0,1,6,7
HUARINA,atencion odontologica,cirugia bucal menor,2016-07-01,4,1,4,5,5,3,6,14,39,39,0,0,0,0,58,62,120
HUATAJATA,atencion odontologica,cirugia bucal menor,2016-07-01,0,3,4,4,3,4,7,18,11,4,0,0,0,0,25,33,58
HUAYLLAMARCA,atencion odontologica,cirugia bucal menor,2016-07-01,0,0,6,5,0,2,4,5,1,1,0,0,0,0,11,13,24
HUMANATA,atencion odontologica,cirugia bucal menor,2016-07-01,1,1,6,1,2,6,6,11,6,6,0,0,0,0,21,25,46
ICHOCA,atencion odontologica,cirugia bucal menor,2016-07-01,1,0,6,9,9,7,11,24,36,7,0,0,0,0,63,47,110
ICLA,atencion odontologica,cirugia bucal menor,2016-07-01,2,2,7,10,1,7,4,23,0,4,0,0,0,0,14,46,60
INCAHUASI,atencion odontologica,cirugia bucal menor,2016-07-01,0,0,0,4,0,3,3,5,1,1,0,0,0,0,4,13,17
INGAVI (HUMAITA),atencion odontologica,cirugia bucal menor,2016-07-01,2,0,0,0,0,1,0,1,2,0,0,0,0,0,4,2,6
INQUISIVI,atencion odontologica,cirugia bucal menor,2016-07-01,6,3,12,6,7,18,19,27,40,27,0,0,0,0,84,81,165
IRUPANA (VILLA DE LANZA),atencion odontologica,cirugia bucal menor,2016-07-01,19,10,16,10,4,14,15,33,20,20,0,0,0,0,74,87,161
IXIAMAS,atencion odontologica,cirugia bucal menor,2016-07-01,5,2,13,9,3,20,13,42,2,2,0,0,0,0,36,75,111
JESUS DE MACHACA,atencion odontologica,cirugia bucal menor,2016-07-01,1,4,13,12,4,24,11,41,23,20,0,0,0,0,52,101,153
LA ASUNTA,atencion odontologica,cirugia bucal menor,2016-07-01,8,13,37,47,12,20,59,93,14,10,0,0,0,0,130,183,313
LA GUARDIA,atencion odontologica,cirugia bucal menor,2016-07-01,10,8,4,2,3,6,4,10,33,7,0,0,0,0,54,33,87
LA PAZ,atencion odontologica,cirugia bucal menor,2016-07-01,178,123,386,415,166,192,309,550,183,163,0,0,0,0,1222,1443,2665
LAJA,atencion odontologica,cirugia bucal menor,2016-07-01,7,13,26,24,10,21,18,66,26,27,0,0,0,0,87,151,238
LAS CARRERAS,atencion odontologica,cirugia bucal menor,2016-07-01,0,0,10,1,0,2,4,14,3,5,0,0,0,0,17,22,39
LICOMA PAMPA,atencion odontologica,cirugia bucal menor,2016-07-01,2,1,7,6,2,2,5,12,13,9,0,0,0,0,29,30,59
LLALLAGUA,atencion odontologica,cirugia bucal menor,2016-07-01,18,29,8,12,2,8,7,41,17,8,0,0,0,0,52,98,150
LLICA,atencion odontologica,cirugia bucal menor,2016-07-01,1,0,3,3,4,7,3,9,2,0,0,0,0,0,13,19,32
LURIBAY,atencion odontologica,cirugia bucal menor,2016-07-01,2,3,5,6,5,5,4,9,9,2,0,0,0,0,25,25,50
MACHACAMARCA,atencion odontologica,cirugia bucal menor,2016-07-01,2,2,7,11,0,0,9,7,14,1,0,0,0,0,32,21,53
MACHARETI,atencion odontologica,cirugia bucal menor,2016-07-01,2,0,6,9,4,6,7,19,8,8,0,0,0,0,27,42,69
MAGDALENA,atencion odontologica,cirugia bucal menor,2016-07-01,4,6,3,2,0,0,0,2,0,0,0,0,0,0,7,10,17
MALLA,atencion odontologica,cirugia bucal menor,2016-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MAPIRI,atencion odontologica,cirugia bucal menor,2016-07-01,2,4,15,14,4,6,18,25,8,4,0,0,0,0,47,53,100
MECAPACA,atencion odontologica,cirugia bucal menor,2016-07-01,1,3,5,12,0,6,13,26,21,22,0,0,0,0,40,69,109
MINEROS,atencion odontologica,cirugia bucal menor,2016-07-01,0,0,0,0,0,0,4,2,0,0,0,0,0,0,4,2,6
MIZQUE,atencion odontologica,cirugia bucal menor,2016-07-01,6,5,18,18,4,10,14,36,34,32,0,0,0,0,76,101,177
MOCOMOCO,atencion odontologica,cirugia bucal menor,2016-07-01,2,0,14,14,4,10,18,35,23,23,0,0,0,0,61,82,143
MOJINETE,atencion odontologica,cirugia bucal menor,2016-07-01,0,0,2,2,2,0,1,5,0,0,0,0,0,0,5,7,12
MOJOCOYA,atencion odontologica,cirugia bucal menor,2016-07-01,0,0,7,9,3,8,12,23,27,12,0,0,0,0,49,52,101
MONTEAGUDO,atencion odontologica,cirugia bucal menor,2016-07-01,12,1,8,10,3,1,7,35,9,1,0,0,0,0,39,48,87
MONTERO,atencion odontologica,cirugia bucal menor,2016-07-01,15,6,94,98,34,54,47,136,22,19,0,0,0,0,212,313,525
MORO MORO,atencion odontologica,cirugia bucal menor,2016-07-01,1,0,3,3,2,0,7,11,3,2,0,0,0,0,16,16,32
MOROCHATA,atencion odontologica,cirugia bucal menor,2016-07-01,3,0,3,4,2,2,6,18,31,11,0,0,0,0,45,35,80
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,cirugia bucal menor,2016-07-01,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,1,3
NAZACARA DE PACAJES,atencion odontologica,cirugia bucal menor,2016-07-01,0,2,1,1,0,1,0,4,2,0,0,0,0,0,3,8,11
OCURI,atencion odontologica,cirugia bucal menor,2016-07-01,2,1,5,4,3,11,9,18,5,4,0,0,0,0,24,38,62
OMEREQUE,atencion odontologica,cirugia bucal menor,2016-07-01,0,0,4,2,1,3,1,7,11,8,0,0,0,0,17,20,37
ORURO,atencion odontologica,cirugia bucal menor,2016-07-01,58,67,108,138,26,82,97,222,57,68,0,0,0,0,346,577,923
PADCAYA,atencion odontologica,cirugia bucal menor,2016-07-01,1,1,15,13,6,11,20,51,4,2,0,0,0,0,46,78,124
PADILLA,atencion odontologica,cirugia bucal menor,2016-07-01,0,0,0,0,0,0,3,5,2,0,0,0,0,0,5,5,10
PAILON,atencion odontologica,cirugia bucal menor,2016-07-01,1,2,2,2,0,2,1,8,1,2,0,0,0,0,5,16,21
PALCA,atencion odontologica,cirugia bucal menor,2016-07-01,1,3,6,13,3,9,11,24,3,6,0,0,0,0,24,55,79
PALOS BLANCOS,atencion odontologica,cirugia bucal menor,2016-07-01,2,4,11,11,3,5,6,19,11,3,0,0,0,0,33,42,75
PAMPA AULLAGAS,atencion odontologica,cirugia bucal menor,2016-07-01,0,0,6,5,2,1,3,1,2,0,0,0,0,0,13,7,20
PAMPA GRANDE,atencion odontologica,cirugia bucal menor,2016-07-01,1,0,0,0,0,1,0,2,3,10,0,0,0,0,4,13,17
PAPEL PAMPA,atencion odontologica,cirugia bucal menor,2016-07-01,0,0,5,5,2,5,7,9,9,8,0,0,0,0,23,27,50
PASORAPA,atencion odontologica,cirugia bucal menor,2016-07-01,0,0,7,1,3,2,2,2,6,8,0,0,0,0,18,13,31
PATACAMAYA,atencion odontologica,cirugia bucal menor,2016-07-01,0,6,0,6,0,0,4,1,4,2,0,0,0,0,8,15,23
