,group,variable,month,PRIMERA CONSULTA MENORES DE 5 AÑOS,PRIMERA CONSULTA MENORES DE 5 AÑOS,PRIMERA CONSULTA 5 A 13 AÑOS,PRIMERA CONSULTA 5 A 13 AÑOS,PRIMERA CONSULTA 14 A 19 AÑOS,PRIMERA CONSULTA 14 A 19 AÑOS,PRIMERA CONSULTA 20 A 59 AÑOS,PRIMERA CONSULTA 20 A 59 AÑOS,PRIMERA CONSULTA 60 AÑOS Y MAS,PRIMERA CONSULTA 60 AÑOS Y MAS,PRIMERA CONSULTA EMB,PRIMERA CONSULTA EMB,PRIMERA CONSULTA POST,PRIMERA CONSULTA POST,TOTALES,TOTALES,TOTALES
SOPACHUY,atencion odontologica,primera consulta,2016-07-01,8,3,7,13,5,3,10,18,5,4,0,12,0,0,35,53,88
SORACACHI,atencion odontologica,primera consulta,2016-07-01,11,8,15,20,11,12,16,33,13,11,0,13,0,6,66,103,169
SORATA,atencion odontologica,primera consulta,2016-07-01,4,5,34,57,16,36,10,50,3,2,0,33,0,5,67,188,255
SUCRE,atencion odontologica,primera consulta,2016-07-01,713,688,378,403,146,279,469,955,85,68,0,530,0,69,1791,2992,4783
TACACHI,atencion odontologica,primera consulta,2016-07-01,1,2,0,0,0,0,1,3,0,2,0,0,0,0,2,7,9
TACACOMA,atencion odontologica,primera consulta,2016-07-01,2,1,4,3,2,6,15,19,1,3,0,0,0,5,24,37,61
TACOBAMBA,atencion odontologica,primera consulta,2016-07-01,2,3,3,0,0,2,4,5,2,2,0,1,0,2,11,15,26
TACOPAYA,atencion odontologica,primera consulta,2016-07-01,4,6,2,2,2,4,11,17,13,15,0,2,0,1,32,47,79
TAHUA,atencion odontologica,primera consulta,2016-07-01,2,5,9,14,1,5,1,1,2,2,0,1,0,0,15,28,43
TAPACARI,atencion odontologica,primera consulta,2016-07-01,11,12,7,6,7,6,15,54,14,12,0,13,0,14,54,117,171
TARABUCO,atencion odontologica,primera consulta,2016-07-01,25,13,22,21,3,18,21,39,5,6,0,21,0,4,76,122,198
TARACO,atencion odontologica,primera consulta,2016-07-01,4,5,5,5,3,2,1,7,9,6,0,6,0,0,22,31,53
TARATA,atencion odontologica,primera consulta,2016-07-01,8,9,15,20,5,11,17,28,7,13,0,0,0,6,52,87,139
TARIJA,atencion odontologica,primera consulta,2016-07-01,203,176,393,460,218,329,410,737,101,90,0,129,0,10,1325,1931,3256
TARVITA,atencion odontologica,primera consulta,2016-07-01,12,13,6,12,5,10,18,31,7,3,0,17,0,7,48,93,141
TEOPONTE,atencion odontologica,primera consulta,2016-07-01,10,13,6,10,1,5,15,16,4,0,0,5,0,3,36,52,88
TIAWANACU,atencion odontologica,primera consulta,2016-07-01,9,18,5,6,7,10,7,18,13,7,0,10,0,10,41,79,120
TINGUIPAYA,atencion odontologica,primera consulta,2016-07-01,2,3,3,5,6,9,7,23,9,7,0,5,0,0,27,52,79
TIPUANI,atencion odontologica,primera consulta,2016-07-01,31,17,81,73,2,9,5,13,8,6,0,15,0,13,127,146,273
TIQUIPAYA,atencion odontologica,primera consulta,2016-07-01,90,83,64,75,10,23,26,89,9,24,0,26,0,28,199,348,547
TIRAQUE (CBBA),atencion odontologica,primera consulta,2016-07-01,11,6,6,15,2,9,5,15,7,9,0,4,0,5,31,63,94
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,primera consulta,2016-07-01,0,0,0,0,0,1,3,5,1,1,0,0,0,0,4,7,11
TOCO,atencion odontologica,primera consulta,2016-07-01,9,8,3,5,1,3,6,20,5,9,0,6,0,4,24,55,79
TODOS SANTOS,atencion odontologica,primera consulta,2016-07-01,0,1,0,0,0,0,1,2,0,0,0,1,0,0,1,4,5
TOLATA,atencion odontologica,primera consulta,2016-07-01,5,2,6,8,0,4,4,11,1,7,0,5,0,1,16,38,54
TOLEDO,atencion odontologica,primera consulta,2016-07-01,9,9,2,3,0,4,5,18,5,8,0,8,0,3,21,53,74
TOMAVE,atencion odontologica,primera consulta,2016-07-01,9,6,7,15,10,12,14,42,7,5,0,1,0,4,47,85,132
TOMINA,atencion odontologica,primera consulta,2016-07-01,19,8,19,33,4,10,16,21,2,6,0,6,0,4,60,88,148
TORO TORO,atencion odontologica,primera consulta,2016-07-01,13,1,3,31,13,22,59,106,18,6,0,7,0,4,106,177,283
TOTORA(CBBA),atencion odontologica,primera consulta,2016-07-01,16,18,11,12,2,18,23,48,3,9,0,13,0,13,55,131,186
TOTORA(ORR),atencion odontologica,primera consulta,2016-07-01,10,8,30,35,5,7,13,15,6,5,0,3,0,0,64,73,137
TRIGAL,atencion odontologica,primera consulta,2016-07-01,0,1,4,3,0,0,3,7,1,1,0,1,0,0,8,13,21
TRINIDAD,atencion odontologica,primera consulta,2016-07-01,64,59,113,135,35,94,114,231,24,21,0,80,0,20,350,640,990
TUPIZA,atencion odontologica,primera consulta,2016-07-01,59,53,40,41,41,54,35,104,23,19,0,42,0,12,198,325,523
TURCO,atencion odontologica,primera consulta,2016-07-01,5,8,0,6,3,4,8,12,8,7,0,3,0,0,24,40,64
UMALA,atencion odontologica,primera consulta,2016-07-01,4,9,5,1,2,6,2,4,3,4,0,5,0,3,16,32,48
UNCIA,atencion odontologica,primera consulta,2016-07-01,32,17,32,27,12,19,15,30,10,17,0,10,0,12,101,132,233
URIONDO (A. CONCEPCION),atencion odontologica,primera consulta,2016-07-01,13,11,55,49,17,43,46,120,15,10,0,1,0,1,146,235,381
URUBICHA,atencion odontologica,primera consulta,2016-07-01,3,9,0,3,3,2,3,13,2,2,0,9,0,2,11,40,51
UYUNI,atencion odontologica,primera consulta,2016-07-01,24,22,37,40,10,34,25,72,14,14,0,7,0,6,110,195,305
VACAS,atencion odontologica,primera consulta,2016-07-01,2,5,4,9,3,8,8,27,2,5,0,2,0,3,19,59,78
VALLEGRANDE,atencion odontologica,primera consulta,2016-07-01,31,35,15,14,4,31,17,45,4,5,0,33,0,3,71,166,237
VIACHA,atencion odontologica,primera consulta,2016-07-01,59,84,46,38,9,28,23,84,55,50,0,8,0,15,192,307,499
VILA VILA,atencion odontologica,primera consulta,2016-07-01,2,0,1,3,2,3,2,10,2,2,0,1,0,4,9,23,32
VILLA CHARCAS,atencion odontologica,primera consulta,2016-07-01,10,6,9,7,2,16,10,24,3,2,0,14,0,1,34,70,104
VILLA MONTES,atencion odontologica,primera consulta,2016-07-01,35,44,71,108,53,102,93,204,19,10,0,24,0,3,271,495,766
VILLA NUEVA (LOMA ALTA),atencion odontologica,primera consulta,2016-07-01,2,1,0,1,1,2,1,1,1,0,0,2,0,2,5,9,14
VILLA RIVERO,atencion odontologica,primera consulta,2016-07-01,4,8,6,13,1,8,9,19,6,14,0,11,0,2,26,75,101
VILLA SERRANO,atencion odontologica,primera consulta,2016-07-01,5,3,5,2,4,3,8,3,3,2,0,3,0,3,25,19,44
VILLA TUNARI,atencion odontologica,primera consulta,2016-07-01,53,101,13,24,11,26,20,97,12,10,0,42,0,59,109,359,468
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,primera consulta,2016-07-01,9,15,9,15,1,10,31,55,11,2,0,34,0,5,61,136,197
VILLAZON,atencion odontologica,primera consulta,2016-07-01,49,34,41,47,26,35,21,66,11,16,0,21,0,7,148,226,374
VINTO,atencion odontologica,primera consulta,2016-07-01,65,72,15,22,3,15,2,45,18,15,0,9,0,14,103,192,295
VITICHI,atencion odontologica,primera consulta,2016-07-01,6,11,5,8,4,16,15,27,14,12,0,7,0,2,44,83,127
WALDO BALLIVIAN,atencion odontologica,primera consulta,2016-07-01,2,2,4,3,3,2,2,13,1,2,0,4,0,0,12,26,38
WARNES,atencion odontologica,primera consulta,2016-07-01,30,12,17,17,5,17,7,42,11,10,0,18,0,11,70,127,197
YACO,atencion odontologica,primera consulta,2016-07-01,0,3,0,1,3,3,1,1,1,2,0,1,0,0,5,11,16
YACUIBA,atencion odontologica,primera consulta,2016-07-01,24,22,83,99,50,79,118,260,26,16,0,26,0,3,301,505,806
YAMPARAEZ,atencion odontologica,primera consulta,2016-07-01,24,13,2,6,1,10,6,24,3,5,0,13,0,3,36,74,110
YANACACHI,atencion odontologica,primera consulta,2016-07-01,2,8,5,8,1,3,4,16,1,1,0,0,0,0,13,36,49
YAPACANI,atencion odontologica,primera consulta,2016-07-01,113,84,21,15,10,26,18,72,19,30,0,32,0,30,181,289,470
YOCALLA,atencion odontologica,primera consulta,2016-07-01,9,12,8,10,7,8,7,24,9,10,0,5,0,2,40,71,111
YOTALA,atencion odontologica,primera consulta,2016-07-01,31,25,13,13,11,18,6,28,2,1,0,20,0,9,63,114,177
YUNCHARA,atencion odontologica,primera consulta,2016-07-01,11,8,25,24,7,11,12,34,1,0,0,1,0,0,56,78,134
ZUDAÑEZ,atencion odontologica,primera consulta,2016-07-01,5,5,2,4,4,14,9,30,1,1,0,9,0,1,21,64,85
ACACIO,atencion odontologica,primera consulta,2016-08-01,1,1,6,3,0,4,2,5,2,1,0,4,0,0,11,18,29
ACHACACHI,atencion odontologica,primera consulta,2016-08-01,20,11,19,12,5,12,15,38,28,24,0,7,0,6,87,110,197
ACHOCALLA,atencion odontologica,primera consulta,2016-08-01,33,30,24,20,2,7,6,27,0,6,0,10,0,4,65,104,169
AIQUILE,atencion odontologica,primera consulta,2016-08-01,20,28,8,10,2,4,15,17,18,12,0,8,0,11,63,90,153
ALALAY,atencion odontologica,primera consulta,2016-08-01,1,2,2,1,0,1,1,8,2,3,0,1,0,3,6,19,25
ALCALA,atencion odontologica,primera consulta,2016-08-01,1,0,4,4,1,3,6,17,2,0,0,3,0,1,14,28,42
ALTO BENI,atencion odontologica,primera consulta,2016-08-01,21,11,9,8,2,3,9,7,5,1,0,2,0,1,46,33,79
ANCORAIMES,atencion odontologica,primera consulta,2016-08-01,20,23,9,5,4,10,7,25,9,11,0,9,0,8,49,91,140
ANDAMARCA,atencion odontologica,primera consulta,2016-08-01,1,6,15,18,1,3,4,11,12,9,0,3,0,1,33,51,84
ANTEQUERA,atencion odontologica,primera consulta,2016-08-01,6,6,2,3,1,3,3,12,8,9,0,5,0,1,20,39,59
ANZALDO,atencion odontologica,primera consulta,2016-08-01,2,3,7,6,2,3,2,6,2,7,0,2,0,1,15,28,43
APOLO,atencion odontologica,primera consulta,2016-08-01,26,16,13,23,1,6,5,19,4,3,0,4,0,9,49,80,129
ARAMPAMPA,atencion odontologica,primera consulta,2016-08-01,4,4,2,1,1,2,3,9,1,1,0,2,0,2,11,21,32
ARANI,atencion odontologica,primera consulta,2016-08-01,2,4,0,2,0,2,4,17,1,3,0,2,0,1,7,31,38
ARBIETO,atencion odontologica,primera consulta,2016-08-01,21,17,223,174,3,12,5,30,9,14,0,8,0,9,261,264,525
ARQUE,atencion odontologica,primera consulta,2016-08-01,28,25,4,8,5,7,14,30,15,11,0,3,0,7,66,91,157
ASCENCION DE GUARAYOS,atencion odontologica,primera consulta,2016-08-01,16,15,5,9,2,4,5,9,13,1,0,44,0,6,41,88,129
ATOCHA,atencion odontologica,primera consulta,2016-08-01,14,20,27,38,25,29,68,121,9,17,0,12,0,3,143,240,383
AUCAPATA,atencion odontologica,primera consulta,2016-08-01,3,10,7,7,2,8,10,12,2,1,0,3,0,0,24,41,65
AYATA,atencion odontologica,primera consulta,2016-08-01,4,6,1,5,4,5,7,13,4,1,0,0,0,1,20,31,51
AYO AYO,atencion odontologica,primera consulta,2016-08-01,7,12,4,6,2,6,5,11,1,5,0,5,0,3,19,48,67
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,primera consulta,2016-08-01,26,27,12,13,9,13,13,47,27,36,0,8,0,23,87,167,254
AZURDUY,atencion odontologica,primera consulta,2016-08-01,8,10,7,11,7,10,11,37,1,3,0,16,0,3,34,90,124
BATALLAS,atencion odontologica,primera consulta,2016-08-01,57,50,14,18,5,13,21,47,17,17,0,4,0,8,114,157,271
BAURES,atencion odontologica,primera consulta,2016-08-01,5,2,2,8,5,5,19,26,2,1,0,0,0,0,33,42,75
BELEN DE ANDAMARCA,atencion odontologica,primera consulta,2016-08-01,1,1,0,0,0,1,1,2,6,4,0,1,0,0,8,9,17
BELEN DE URMIRI,atencion odontologica,primera consulta,2016-08-01,5,3,0,1,1,2,2,3,1,1,0,1,0,0,9,11,20
BELLA FLOR,atencion odontologica,primera consulta,2016-08-01,2,1,7,9,0,5,1,7,0,0,0,5,0,4,10,31,41
BERMEJO,atencion odontologica,primera consulta,2016-08-01,56,64,87,105,79,103,158,291,51,54,0,49,0,32,431,698,1129
BETANZOS,atencion odontologica,primera consulta,2016-08-01,32,23,12,11,12,13,27,48,14,18,0,20,0,6,97,139,236
BOLIVAR,atencion odontologica,primera consulta,2016-08-01,1,0,3,2,1,2,7,9,3,2,0,0,0,0,15,15,30
BOYUIBE,atencion odontologica,primera consulta,2016-08-01,0,1,1,4,3,1,3,9,1,1,0,0,0,1,8,17,25
BUENA VISTA,atencion odontologica,primera consulta,2016-08-01,183,145,10,13,4,14,16,31,13,10,0,7,0,3,226,223,449
CABEZAS,atencion odontologica,primera consulta,2016-08-01,68,101,26,20,17,30,25,67,33,31,0,42,0,15,169,306,475
CAIROMA,atencion odontologica,primera consulta,2016-08-01,7,7,12,12,2,5,13,18,2,1,0,3,0,1,36,47,83
"CAIZA ""D""",atencion odontologica,primera consulta,2016-08-01,3,3,8,8,6,10,6,26,7,12,0,7,0,2,30,68,98
CAJUATA,atencion odontologica,primera consulta,2016-08-01,19,23,15,12,5,13,17,26,5,3,0,10,0,4,61,91,152
CALACOTO,atencion odontologica,primera consulta,2016-08-01,5,8,2,3,0,6,2,11,6,6,0,0,0,0,15,34,49
CALAMARCA,atencion odontologica,primera consulta,2016-08-01,16,18,44,57,13,15,21,42,9,1,0,2,0,3,103,138,241
CAMARGO,atencion odontologica,primera consulta,2016-08-01,16,16,8,13,1,8,4,21,4,8,0,16,0,3,33,85,118
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,primera consulta,2016-08-01,2,3,4,0,0,4,4,6,2,2,0,4,0,5,12,24,36
CAMIRI,atencion odontologica,primera consulta,2016-08-01,81,76,19,24,3,24,31,82,30,26,0,56,0,11,164,299,463
CAPINOTA,atencion odontologica,primera consulta,2016-08-01,11,17,5,0,3,4,3,9,10,13,0,2,0,8,32,53,85
CAQUIAVIRI,atencion odontologica,primera consulta,2016-08-01,15,9,35,39,8,5,11,17,8,5,0,5,0,2,77,82,159
CARACOLLO,atencion odontologica,primera consulta,2016-08-01,19,20,16,17,7,19,27,30,9,9,0,7,0,5,78,107,185
CARANAVI,atencion odontologica,primera consulta,2016-08-01,100,109,34,34,23,38,22,77,64,18,0,22,0,53,243,351,594
CARAPARI,atencion odontologica,primera consulta,2016-08-01,6,7,23,23,7,11,33,51,3,2,0,1,0,0,72,95,167
CARIPUYO,atencion odontologica,primera consulta,2016-08-01,9,6,12,20,4,9,10,22,3,3,0,7,0,9,38,76,114
CARMEN RIVERO TORREZ,atencion odontologica,primera consulta,2016-08-01,10,14,2,5,0,0,26,30,7,5,0,7,0,4,45,65,110
CATACORA,atencion odontologica,primera consulta,2016-08-01,1,2,1,2,2,5,2,3,0,0,0,1,0,0,6,13,19
CHALLAPATA,atencion odontologica,primera consulta,2016-08-01,82,96,95,84,11,26,33,145,229,199,0,67,0,35,450,652,1102
CHAQUI,atencion odontologica,primera consulta,2016-08-01,9,15,4,9,7,15,9,27,5,7,0,9,0,8,34,90,124
CHARAGUA,atencion odontologica,primera consulta,2016-08-01,34,34,23,24,32,33,39,75,19,7,0,23,0,15,147,211,358
CHARAÑA,atencion odontologica,primera consulta,2016-08-01,6,7,0,1,0,1,5,10,4,1,0,1,0,0,15,21,36
CHAYANTA,atencion odontologica,primera consulta,2016-08-01,20,25,16,13,10,11,23,28,7,11,0,8,0,8,76,104,180
CHIMORE,atencion odontologica,primera consulta,2016-08-01,20,8,10,19,7,8,34,58,5,1,0,5,0,4,76,103,179
CHIPAYA,atencion odontologica,primera consulta,2016-08-01,0,0,0,3,2,3,1,2,1,0,0,4,0,1,4,13,17
CHOQUE COTA,atencion odontologica,primera consulta,2016-08-01,3,1,1,1,2,4,3,4,5,11,0,1,0,1,14,23,37
CHUA COCANI,atencion odontologica,primera consulta,2016-08-01,5,6,6,2,3,5,5,13,29,32,0,1,0,1,48,60,108
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,primera consulta,2016-08-01,8,4,0,3,0,2,2,17,3,2,0,6,0,3,13,37,50
CHUMA,atencion odontologica,primera consulta,2016-08-01,24,19,22,21,15,21,36,52,25,26,0,5,0,3,122,147,269
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,primera consulta,2016-08-01,11,10,4,4,0,3,4,11,6,8,0,15,0,15,25,66,91
CKOCHAS,atencion odontologica,primera consulta,2016-08-01,6,6,2,3,3,5,5,21,8,12,0,6,0,4,24,57,81
CLIZA,atencion odontologica,primera consulta,2016-08-01,28,19,6,8,0,14,11,45,17,21,0,4,0,12,62,123,185
COBIJA,atencion odontologica,primera consulta,2016-08-01,178,165,39,41,7,58,47,192,22,21,0,114,0,40,293,631,924
COCAPATA,atencion odontologica,primera consulta,2016-08-01,44,32,16,16,10,21,18,64,33,35,0,23,0,19,121,210,331
COCHABAMBA,atencion odontologica,primera consulta,2016-08-01,356,328,219,242,78,156,164,450,93,113,0,397,0,149,910,1835,2745
COIPASA,atencion odontologica,primera consulta,2016-08-01,4,2,4,10,2,2,6,5,1,0,0,2,0,0,17,21,38
COLCAPIRHUA,atencion odontologica,primera consulta,2016-08-01,92,70,5,11,4,18,18,69,20,22,0,24,0,32,139,246,385
"COLCHA ""K""",atencion odontologica,primera consulta,2016-08-01,25,41,7,5,4,5,14,26,7,11,0,5,0,6,57,99,156
COLLANA,atencion odontologica,primera consulta,2016-08-01,3,2,1,0,1,1,1,3,0,0,0,0,0,0,6,6,12
COLOMI,atencion odontologica,primera consulta,2016-08-01,55,50,3,0,1,7,2,12,13,15,0,23,0,10,74,117,191
COLPA BELGICA,atencion odontologica,primera consulta,2016-08-01,8,10,0,0,0,1,0,10,0,0,0,5,0,6,8,32,40
COLQUECHACA,atencion odontologica,primera consulta,2016-08-01,30,31,19,14,9,20,35,56,60,70,0,19,0,27,153,237,390
COLQUENCHA,atencion odontologica,primera consulta,2016-08-01,9,6,7,15,6,16,9,23,4,2,0,3,0,0,35,65,100
COLQUIRI,atencion odontologica,primera consulta,2016-08-01,14,28,18,20,4,15,32,42,14,15,0,4,0,3,82,127,209
COMANCHE,atencion odontologica,primera consulta,2016-08-01,0,0,0,1,0,0,1,5,0,2,0,3,0,1,1,12,13
COMARAPA,atencion odontologica,primera consulta,2016-08-01,14,28,13,10,8,15,15,42,8,11,0,3,0,4,58,113,171
CONCEPCION,atencion odontologica,primera consulta,2016-08-01,63,80,86,107,4,4,12,20,8,2,0,10,0,0,173,223,396
COPACABANA,atencion odontologica,primera consulta,2016-08-01,9,10,6,11,4,8,8,14,2,4,0,0,0,0,29,47,76
CORIPATA,atencion odontologica,primera consulta,2016-08-01,54,41,33,34,1,6,3,35,5,5,0,14,0,10,96,145,241
CORO CORO,atencion odontologica,primera consulta,2016-08-01,2,5,3,7,1,3,3,3,1,1,0,1,0,1,10,21,31
COROICO,atencion odontologica,primera consulta,2016-08-01,16,30,101,83,3,17,35,48,13,12,0,8,0,19,168,217,385
CORQUE,atencion odontologica,primera consulta,2016-08-01,5,4,0,1,3,5,5,12,17,28,0,3,0,2,30,55,85
COTAGAITA,atencion odontologica,primera consulta,2016-08-01,19,23,29,42,18,18,63,62,13,27,0,5,0,0,142,177,319
COTOCA,atencion odontologica,primera consulta,2016-08-01,199,169,12,15,10,25,12,104,15,21,0,84,0,22,248,440,688
CUATRO CAÑADAS,atencion odontologica,primera consulta,2016-08-01,42,33,8,13,2,15,12,52,12,4,0,23,0,15,76,155,231
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,primera consulta,2016-08-01,0,2,0,2,0,2,3,5,2,4,0,2,0,0,5,17,22
CUEVO,atencion odontologica,primera consulta,2016-08-01,15,21,7,3,2,2,7,6,1,0,0,1,0,0,32,33,65
CULPINA,atencion odontologica,primera consulta,2016-08-01,8,8,18,11,4,12,21,42,7,6,0,10,0,6,58,95,153
CURAHUARA DE CARANGAS,atencion odontologica,primera consulta,2016-08-01,5,2,14,12,2,2,11,7,10,8,0,3,0,1,42,35,77
CURVA,atencion odontologica,primera consulta,2016-08-01,4,8,0,1,0,0,5,3,4,3,0,0,0,0,13,15,28
EL ALTO,atencion odontologica,primera consulta,2016-08-01,673,668,758,806,272,394,374,812,141,92,0,331,0,131,2218,3234,5452
EL CHORO,atencion odontologica,primera consulta,2016-08-01,10,3,1,1,3,1,5,9,3,3,0,1,0,1,22,19,41
EL PUENTE(STC),atencion odontologica,primera consulta,2016-08-01,6,4,6,2,2,1,14,25,2,5,0,14,0,1,30,52,82
EL PUENTE(TJA),atencion odontologica,primera consulta,2016-08-01,23,17,33,23,26,26,41,71,8,11,0,0,0,0,131,148,279
EL TORNO,atencion odontologica,primera consulta,2016-08-01,155,168,170,183,28,62,58,198,67,49,0,72,0,32,478,764,1242
EL VILLAR,atencion odontologica,primera consulta,2016-08-01,2,1,0,3,0,1,5,4,0,0,0,14,0,1,7,24,31
ENTRE RIOS TRJ,atencion odontologica,primera consulta,2016-08-01,29,40,47,49,16,28,31,105,14,12,0,19,0,7,137,260,397
ENTRE RIOS CBBA,atencion odontologica,primera consulta,2016-08-01,47,28,8,7,7,15,36,36,6,0,0,14,0,15,104,115,219
ESCARA,atencion odontologica,primera consulta,2016-08-01,2,1,1,1,0,0,1,3,3,3,0,0,0,0,7,8,15
ESCOMA,atencion odontologica,primera consulta,2016-08-01,7,9,2,4,5,8,10,18,7,16,0,0,0,5,31,60,91
ESMERALDA,atencion odontologica,primera consulta,2016-08-01,0,0,0,0,0,0,1,2,2,0,0,1,0,0,3,3,6
EUCALIPTUS,atencion odontologica,primera consulta,2016-08-01,10,9,10,8,3,3,7,15,1,2,0,0,0,1,31,38,69
EUREKA (SANTOS MERCADO),atencion odontologica,primera consulta,2016-08-01,18,22,0,2,0,0,1,1,2,1,0,7,0,3,21,36,57
FERNANDEZ ALONSO,atencion odontologica,primera consulta,2016-08-01,32,30,31,47,8,17,7,19,8,4,0,19,0,2,86,138,224
FILADELFIA,atencion odontologica,primera consulta,2016-08-01,2,0,1,1,0,1,5,3,0,0,0,2,0,0,8,7,15
GENERAL SAAVEDRA,atencion odontologica,primera consulta,2016-08-01,19,21,15,11,9,13,11,42,8,4,0,20,0,5,62,116,178
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,primera consulta,2016-08-01,24,19,7,5,0,2,9,21,1,1,0,5,0,1,41,54,95
GUANAY,atencion odontologica,primera consulta,2016-08-01,18,23,0,0,1,1,1,2,0,0,0,1,0,1,20,28,48
GUAQUI,atencion odontologica,primera consulta,2016-08-01,17,15,11,19,8,14,21,33,19,19,0,7,0,1,76,108,184
GUAYARAMERIN,atencion odontologica,primera consulta,2016-08-01,23,22,22,28,9,47,11,106,3,4,0,160,0,4,68,371,439
GUTIERREZ,atencion odontologica,primera consulta,2016-08-01,24,25,6,6,11,10,12,43,16,17,0,36,0,30,69,167,236
HUACARETA,atencion odontologica,primera consulta,2016-08-01,6,3,3,2,2,3,9,9,6,1,0,9,0,2,26,29,55
HUACAYA (VILLA DE HUACAYA),atencion odontologica,primera consulta,2016-08-01,6,5,4,3,1,3,1,17,1,2,0,4,0,2,13,36,49
HUACHACALLA,atencion odontologica,primera consulta,2016-08-01,2,0,1,1,1,4,4,14,5,10,0,6,0,2,13,37,50
HUANUNI,atencion odontologica,primera consulta,2016-08-01,41,39,42,49,5,26,34,89,15,11,0,29,0,10,137,253,390
HUARACAJE,atencion odontologica,primera consulta,2016-08-01,4,5,2,7,1,0,2,3,0,0,0,0,0,3,9,18,27
HUARINA,atencion odontologica,primera consulta,2016-08-01,8,8,1,0,0,0,1,2,8,9,0,2,0,0,18,21,39
HUATAJATA,atencion odontologica,primera consulta,2016-08-01,1,4,3,1,1,4,3,7,5,1,0,0,0,0,13,17,30
HUAYLLAMARCA,atencion odontologica,primera consulta,2016-08-01,4,2,5,5,1,2,10,8,3,5,0,4,0,0,23,26,49
HUMANATA,atencion odontologica,primera consulta,2016-08-01,18,21,3,2,4,7,6,10,31,34,0,1,0,13,62,88,150
ICHOCA,atencion odontologica,primera consulta,2016-08-01,10,3,5,4,0,1,6,3,21,14,0,0,0,1,42,26,68
ICLA,atencion odontologica,primera consulta,2016-08-01,20,12,13,17,7,13,9,42,1,4,0,15,0,1,50,104,154
INCAHUASI,atencion odontologica,primera consulta,2016-08-01,4,1,3,2,2,6,8,30,2,2,0,21,0,3,19,65,84
INGAVI (HUMAITA),atencion odontologica,primera consulta,2016-08-01,2,3,2,0,0,1,1,7,0,0,0,2,0,0,5,13,18
INQUISIVI,atencion odontologica,primera consulta,2016-08-01,22,20,6,8,6,6,13,29,25,29,0,7,0,6,72,105,177
IRUPANA (VILLA DE LANZA),atencion odontologica,primera consulta,2016-08-01,16,8,7,15,3,7,15,62,3,5,0,44,0,8,44,149,193
IXIAMAS,atencion odontologica,primera consulta,2016-08-01,11,20,25,29,5,12,13,39,15,11,0,8,0,2,69,121,190
JESUS DE MACHACA,atencion odontologica,primera consulta,2016-08-01,13,11,17,11,10,11,21,42,20,24,0,9,0,8,81,116,197
LA ASUNTA,atencion odontologica,primera consulta,2016-08-01,60,63,65,94,16,49,52,127,7,8,0,44,0,26,200,411,611
LA GUARDIA,atencion odontologica,primera consulta,2016-08-01,150,150,6,9,2,24,5,70,26,28,0,37,0,24,189,342,531
LA PAZ,atencion odontologica,primera consulta,2016-08-01,1355,1241,500,629,229,283,925,1264,403,391,0,414,0,119,3412,4341,7753
LAGUNILLAS,atencion odontologica,primera consulta,2016-08-01,2,3,9,11,6,17,32,43,3,0,0,10,0,8,52,92,144
LAJA,atencion odontologica,primera consulta,2016-08-01,21,16,10,13,2,16,14,38,10,17,0,9,0,10,57,119,176
LAS CARRERAS,atencion odontologica,primera consulta,2016-08-01,3,2,4,1,4,0,8,18,2,1,0,3,0,1,21,26,47
LICOMA PAMPA,atencion odontologica,primera consulta,2016-08-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
LLALLAGUA,atencion odontologica,primera consulta,2016-08-01,44,71,22,27,7,27,12,70,8,22,0,28,0,20,93,265,358
LLICA,atencion odontologica,primera consulta,2016-08-01,2,2,3,3,3,5,8,7,2,1,0,2,0,0,18,20,38
LURIBAY,atencion odontologica,primera consulta,2016-08-01,4,9,2,9,0,2,11,18,4,2,0,5,0,0,21,45,66
MACHACAMARCA,atencion odontologica,primera consulta,2016-08-01,5,5,5,8,3,4,6,20,6,9,0,7,0,0,25,53,78
MACHARETI,atencion odontologica,primera consulta,2016-08-01,10,12,5,1,2,6,11,19,2,1,0,13,0,2,30,54,84
MAGDALENA,atencion odontologica,primera consulta,2016-08-01,3,2,7,7,8,11,10,11,8,0,0,3,0,4,36,38,74
MAIRANA,atencion odontologica,primera consulta,2016-08-01,27,22,12,9,9,23,6,32,5,15,0,6,0,11,59,118,177
MAPIRI,atencion odontologica,primera consulta,2016-08-01,43,47,24,23,13,20,18,37,31,26,0,13,0,8,129,174,303
MECAPACA,atencion odontologica,primera consulta,2016-08-01,15,10,7,3,3,4,6,10,7,4,0,2,0,1,38,34,72
MINEROS,atencion odontologica,primera consulta,2016-08-01,26,51,7,2,6,3,5,17,9,4,0,10,0,5,53,92,145
MIZQUE,atencion odontologica,primera consulta,2016-08-01,25,25,16,20,7,3,12,36,26,29,0,10,0,5,86,128,214
