,group,variable,month,CONSULTA NUEVA MENORES DE 5 AÑOS,CONSULTA NUEVA MENORES DE 5 AÑOS,CONSULTA NUEVA 5 A 13 AÑOS,CONSULTA NUEVA 5 A 13 AÑOS,CONSULTA NUEVA 14 A 19 AÑOS,CONSULTA NUEVA 14 A 19 AÑOS,CONSULTA NUEVA 20 A 59 AÑOS,CONSULTA NUEVA 20 A 59 AÑOS,CONSULTA NUEVA 60 AÑOS Y MAS,CONSULTA NUEVA 60 AÑOS Y MAS,CONSULTA NUEVA EMB,CONSULTA NUEVA EMB,CONSULTA NUEVA POST,CONSULTA NUEVA POST,TOTALES,TOTALES,TOTALES
SACABA,atencion odontologica,consulta nueva,2016-07-01,411,489,1568,1819,473,740,257,493,85,122,0,139,0,134,2794,3936,6730
SACABAMBA,atencion odontologica,consulta nueva,2016-07-01,1,11,15,7,7,6,5,11,46,9,0,3,0,0,74,47,121
SACACA,atencion odontologica,consulta nueva,2016-07-01,11,10,13,6,7,31,27,121,9,18,0,74,0,20,67,280,347
SAIPINA,atencion odontologica,consulta nueva,2016-07-01,10,9,14,22,7,18,15,30,5,3,0,6,0,20,51,108,159
SALINAS DE GARCI MENDOZA,atencion odontologica,consulta nueva,2016-07-01,75,99,92,103,29,48,26,55,54,62,0,33,0,16,276,416,692
SAMAIPATA,atencion odontologica,consulta nueva,2016-07-01,33,45,35,32,11,36,29,42,14,13,0,28,0,16,122,212,334
SAN AGUSTIN,atencion odontologica,consulta nueva,2016-07-01,4,2,1,3,2,1,0,4,0,0,0,2,0,0,7,12,19
SAN ANDRES,atencion odontologica,consulta nueva,2016-07-01,7,7,22,29,3,19,12,50,1,3,0,3,0,3,45,114,159
SAN ANDRES DE MACHACA,atencion odontologica,consulta nueva,2016-07-01,37,25,10,5,4,8,17,55,31,30,0,4,0,7,99,134,233
SAN ANTONIO DE ESMORUCO,atencion odontologica,consulta nueva,2016-07-01,0,12,3,0,0,0,6,2,0,0,0,0,0,0,9,14,23
SAN ANTONIO DE LOMERIO,atencion odontologica,consulta nueva,2016-07-01,12,13,1,4,3,3,3,5,1,1,0,4,0,2,20,32,52
SAN BENITO,atencion odontologica,consulta nueva,2016-07-01,18,63,336,306,7,7,24,53,31,28,0,8,0,11,416,476,892
SAN BORJA,atencion odontologica,consulta nueva,2016-07-01,48,53,27,18,12,34,30,77,20,17,0,10,0,24,137,233,370
SAN BUENA VENTURA,atencion odontologica,consulta nueva,2016-07-01,21,12,14,19,3,11,6,28,11,8,0,4,0,3,55,85,140
SAN CARLOS,atencion odontologica,consulta nueva,2016-07-01,26,33,52,56,16,27,37,55,18,21,0,21,0,21,149,234,383
SAN IGNACIO,atencion odontologica,consulta nueva,2016-07-01,23,57,112,137,48,116,65,205,12,7,0,46,0,30,260,598,858
SAN IGNACIO DE VELASCO,atencion odontologica,consulta nueva,2016-07-01,96,109,76,72,7,19,14,63,52,32,0,32,0,7,245,334,579
SAN JAVIER(BNI),atencion odontologica,consulta nueva,2016-07-01,3,0,1,7,0,3,2,2,0,0,0,1,0,0,6,13,19
SAN JAVIER(STC),atencion odontologica,consulta nueva,2016-07-01,41,25,31,20,6,19,4,37,15,9,0,18,0,0,97,128,225
SAN JOSE DE CHIQUITOS,atencion odontologica,consulta nueva,2016-07-01,19,12,48,82,18,27,24,75,20,10,0,15,0,14,129,235,364
SAN JUAN DE YAPACANI,atencion odontologica,consulta nueva,2016-07-01,28,20,6,13,5,8,3,35,4,8,0,10,0,22,46,116,162
SAN JULIAN,atencion odontologica,consulta nueva,2016-07-01,116,110,22,15,8,26,22,108,30,15,0,30,0,70,198,374,572
SAN LORENZO(TJA),atencion odontologica,consulta nueva,2016-07-01,31,54,180,317,146,174,133,413,30,15,0,5,0,1,520,979,1499
SAN LUCAS,atencion odontologica,consulta nueva,2016-07-01,99,120,43,39,29,72,56,199,29,21,0,59,0,32,256,542,798
SAN MATIAS,atencion odontologica,consulta nueva,2016-07-01,4,10,4,2,2,3,2,3,2,1,0,11,0,2,14,32,46
SAN MIGUEL DE VELASCO,atencion odontologica,consulta nueva,2016-07-01,3,5,4,6,1,2,12,30,4,4,0,3,0,7,24,57,81
SAN PABLO DE LIPEZ,atencion odontologica,consulta nueva,2016-07-01,6,8,0,0,1,8,0,11,0,0,0,2,0,7,7,36,43
SAN PEDRO,atencion odontologica,consulta nueva,2016-07-01,45,62,79,96,26,61,31,147,17,13,0,36,0,33,198,448,646
SAN PEDRO DE BUENA VISTA,atencion odontologica,consulta nueva,2016-07-01,15,23,11,20,7,6,21,86,20,11,0,18,0,26,74,190,264
SAN PEDRO DE CURAHUARA,atencion odontologica,consulta nueva,2016-07-01,14,17,3,9,0,4,4,11,15,5,0,1,0,2,36,49,85
SAN PEDRO DE QUEMES,atencion odontologica,consulta nueva,2016-07-01,2,3,0,1,0,1,2,8,0,2,0,0,0,2,4,17,21
SAN PEDRO DE TIQUINA,atencion odontologica,consulta nueva,2016-07-01,8,6,4,11,7,4,10,27,9,4,0,7,0,1,38,60,98
SAN RAFAEL,atencion odontologica,consulta nueva,2016-07-01,44,37,12,21,0,8,1,35,3,1,0,5,0,6,60,113,173
SAN RAMON SCZ,atencion odontologica,consulta nueva,2016-07-01,24,25,4,7,4,6,5,8,1,4,0,15,0,10,38,75,113
SANTA ANA,atencion odontologica,consulta nueva,2016-07-01,32,34,227,244,72,91,60,137,10,7,0,1,0,14,401,528,929
SANTA CRUZ DE LA SIERRA,atencion odontologica,consulta nueva,2016-07-01,3979,3915,907,924,528,1344,1501,4660,1064,800,0,2371,0,1028,7979,15042,23021
SANTA ROSA,atencion odontologica,consulta nueva,2016-07-01,6,1,4,7,3,4,7,13,2,0,0,0,0,0,22,25,47
SANTA ROSA DEL SARA,atencion odontologica,consulta nueva,2016-07-01,22,16,10,10,3,16,19,46,8,12,0,14,0,16,62,130,192
SANTIAGO DE HUARI,atencion odontologica,consulta nueva,2016-07-01,82,64,184,241,47,103,42,110,79,66,0,30,0,26,434,640,1074
SANTIAGO DE HUATA,atencion odontologica,consulta nueva,2016-07-01,57,48,5,13,12,16,20,47,66,68,0,3,0,10,160,205,365
SANTIAGO DE MACHACA,atencion odontologica,consulta nueva,2016-07-01,0,3,8,8,3,3,7,15,3,6,0,4,0,2,21,41,62
SANTIVAÑES,atencion odontologica,consulta nueva,2016-07-01,35,12,20,38,6,15,18,50,11,17,0,4,0,5,90,141,231
SANTUARIO DE QUILLACAS,atencion odontologica,consulta nueva,2016-07-01,16,17,21,35,6,15,11,20,8,19,0,0,0,6,62,112,174
SAPAHAQUI,atencion odontologica,consulta nueva,2016-07-01,52,40,24,12,16,14,24,98,51,27,0,8,0,39,167,238,405
SENA,atencion odontologica,consulta nueva,2016-07-01,47,33,56,41,3,20,10,55,19,4,0,60,0,4,135,217,352
SHINAOTA,atencion odontologica,consulta nueva,2016-07-01,77,89,54,57,18,56,21,119,20,12,0,45,0,46,190,424,614
SICA SICA (VILLA AROMA),atencion odontologica,consulta nueva,2016-07-01,51,88,17,24,10,40,19,104,51,28,0,17,0,51,148,352,500
SICAYA,atencion odontologica,consulta nueva,2016-07-01,4,6,2,5,1,8,6,33,2,1,0,10,0,7,15,70,85
SIPE SIPE,atencion odontologica,consulta nueva,2016-07-01,181,257,83,61,5,89,30,272,55,79,0,56,0,113,354,927,1281
SOPACHUY,atencion odontologica,consulta nueva,2016-07-01,33,18,35,70,31,22,32,61,11,4,0,16,0,26,142,217,359
SORACACHI,atencion odontologica,consulta nueva,2016-07-01,41,21,42,69,24,24,20,78,49,30,0,24,0,25,176,271,447
SORATA,atencion odontologica,consulta nueva,2016-07-01,57,93,137,247,52,167,34,168,22,24,0,119,0,52,302,870,1172
SUCRE,atencion odontologica,consulta nueva,2016-07-01,2322,2212,1539,1874,373,885,1042,3178,301,239,0,971,0,573,5577,9932,15509
TACACHI,atencion odontologica,consulta nueva,2016-07-01,4,8,0,0,0,0,3,11,1,6,0,0,0,0,8,25,33
TACACOMA,atencion odontologica,consulta nueva,2016-07-01,3,12,13,7,7,15,34,57,8,8,0,1,0,19,65,119,184
TACOBAMBA,atencion odontologica,consulta nueva,2016-07-01,6,10,11,0,0,5,4,13,4,3,0,7,0,5,25,43,68
TACOPAYA,atencion odontologica,consulta nueva,2016-07-01,4,7,3,2,3,6,12,21,22,24,0,2,0,2,44,64,108
TAHUA,atencion odontologica,consulta nueva,2016-07-01,2,5,9,17,1,9,3,6,2,3,0,0,0,1,17,41,58
TAPACARI,atencion odontologica,consulta nueva,2016-07-01,38,72,41,13,8,48,37,170,39,57,0,47,0,109,163,516,679
TARABUCO,atencion odontologica,consulta nueva,2016-07-01,178,122,35,44,12,41,49,98,31,26,0,52,0,26,305,409,714
TARACO,atencion odontologica,consulta nueva,2016-07-01,18,8,12,8,4,8,7,29,45,25,0,11,0,2,86,91,177
TARATA,atencion odontologica,consulta nueva,2016-07-01,36,33,34,45,10,29,26,91,12,35,0,3,0,16,118,252,370
TARIJA,atencion odontologica,consulta nueva,2016-07-01,247,215,967,1225,492,837,815,1876,163,123,0,182,0,4,2684,4462,7146
TARVITA,atencion odontologica,consulta nueva,2016-07-01,51,69,10,30,13,34,43,101,10,9,0,27,0,27,127,297,424
TEOPONTE,atencion odontologica,consulta nueva,2016-07-01,30,27,28,29,2,10,27,36,11,1,0,6,0,14,98,123,221
TIAWANACU,atencion odontologica,consulta nueva,2016-07-01,18,34,15,18,9,17,20,44,33,25,0,9,0,8,95,155,250
TINGUIPAYA,atencion odontologica,consulta nueva,2016-07-01,15,23,4,6,8,11,14,45,34,39,0,14,0,7,75,145,220
TIPUANI,atencion odontologica,consulta nueva,2016-07-01,70,42,170,154,5,30,11,45,29,15,0,15,0,12,285,313,598
TIQUIPAYA,atencion odontologica,consulta nueva,2016-07-01,724,748,218,288,35,101,32,585,52,74,0,182,0,342,1061,2320,3381
TIRAQUE (CBBA),atencion odontologica,consulta nueva,2016-07-01,95,78,33,63,6,55,15,98,30,31,0,27,0,72,179,424,603
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,consulta nueva,2016-07-01,1,2,2,2,1,7,5,9,1,2,0,1,0,0,10,23,33
TOCO,atencion odontologica,consulta nueva,2016-07-01,53,35,32,33,12,24,27,74,18,25,0,28,0,31,142,250,392
TODOS SANTOS,atencion odontologica,consulta nueva,2016-07-01,11,0,0,0,0,0,0,0,5,0,0,0,0,7,16,7,23
TOLATA,atencion odontologica,consulta nueva,2016-07-01,33,15,33,36,9,13,24,50,6,32,0,16,0,13,105,175,280
TOLEDO,atencion odontologica,consulta nueva,2016-07-01,12,10,5,10,0,5,25,43,12,32,0,15,0,7,54,122,176
TOMAVE,atencion odontologica,consulta nueva,2016-07-01,37,20,10,19,12,16,19,64,24,15,0,3,0,13,102,150,252
TOMINA,atencion odontologica,consulta nueva,2016-07-01,34,15,54,94,13,36,32,71,3,12,0,3,0,6,136,237,373
TORO TORO,atencion odontologica,consulta nueva,2016-07-01,11,2,1,2,1,24,7,30,17,5,0,7,0,19,37,89,126
TOTORA(CBBA),atencion odontologica,consulta nueva,2016-07-01,56,44,102,92,3,64,27,124,13,20,0,32,0,65,201,441,642
TOTORA(ORR),atencion odontologica,consulta nueva,2016-07-01,77,47,83,90,15,34,27,72,32,44,0,16,0,12,234,315,549
TRIGAL,atencion odontologica,consulta nueva,2016-07-01,12,12,44,39,1,3,4,21,13,15,0,2,0,2,74,94,168
TRINIDAD,atencion odontologica,consulta nueva,2016-07-01,118,104,267,360,110,206,252,483,84,49,0,151,0,41,831,1394,2225
TUPIZA,atencion odontologica,consulta nueva,2016-07-01,107,100,125,170,51,89,150,282,83,82,0,34,0,52,516,809,1325
TURCO,atencion odontologica,consulta nueva,2016-07-01,21,24,3,7,4,8,6,30,14,4,0,4,0,4,48,81,129
UMALA,atencion odontologica,consulta nueva,2016-07-01,19,26,9,2,5,15,7,24,6,6,0,11,0,27,46,111,157
UNCIA,atencion odontologica,consulta nueva,2016-07-01,51,31,23,27,13,33,15,47,20,24,0,17,0,38,122,217,339
URIONDO (A. CONCEPCION),atencion odontologica,consulta nueva,2016-07-01,33,22,139,159,64,158,103,299,21,28,0,1,0,2,360,669,1029
URUBICHA,atencion odontologica,consulta nueva,2016-07-01,0,1,3,2,2,3,3,12,0,2,0,1,0,8,8,29,37
UYUNI,atencion odontologica,consulta nueva,2016-07-01,92,62,29,19,6,27,15,62,26,14,0,21,0,16,168,221,389
VACAS,atencion odontologica,consulta nueva,2016-07-01,22,41,16,40,11,47,19,103,6,9,0,12,0,32,74,284,358
VALLEGRANDE,atencion odontologica,consulta nueva,2016-07-01,108,136,51,42,18,91,39,127,19,17,0,52,0,17,235,482,717
VIACHA,atencion odontologica,consulta nueva,2016-07-01,293,301,107,93,13,87,39,237,98,103,0,34,0,108,550,963,1513
VILA VILA,atencion odontologica,consulta nueva,2016-07-01,15,24,5,8,2,4,15,30,5,4,0,2,0,14,42,86,128
VILLA CHARCAS,atencion odontologica,consulta nueva,2016-07-01,32,21,21,16,3,30,17,71,7,8,0,33,0,26,80,205,285
VILLA MONTES,atencion odontologica,consulta nueva,2016-07-01,51,71,172,259,148,243,179,438,30,17,0,40,0,9,580,1077,1657
VILLA NUEVA (LOMA ALTA),atencion odontologica,consulta nueva,2016-07-01,2,2,0,2,1,2,2,2,1,0,0,4,0,2,6,14,20
VILLA RIVERO,atencion odontologica,consulta nueva,2016-07-01,46,69,24,49,4,68,12,108,24,42,0,101,0,32,110,469,579
VILLA SERRANO,atencion odontologica,consulta nueva,2016-07-01,85,129,9,9,11,6,21,109,17,4,0,40,0,59,143,356,499
VILLA TUNARI,atencion odontologica,consulta nueva,2016-07-01,316,274,81,104,19,106,102,514,52,49,0,104,0,288,570,1439,2009
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consulta nueva,2016-07-01,66,137,30,38,20,33,82,180,25,19,0,104,0,36,223,547,770
VILLAZON,atencion odontologica,consulta nueva,2016-07-01,157,121,87,91,54,107,38,162,28,41,0,52,0,42,364,616,980
VINTO,atencion odontologica,consulta nueva,2016-07-01,283,282,18,19,1,22,3,87,50,72,0,22,0,71,355,575,930
VITICHI,atencion odontologica,consulta nueva,2016-07-01,17,40,15,21,5,35,32,83,27,28,0,7,0,4,96,218,314
WALDO BALLIVIAN,atencion odontologica,consulta nueva,2016-07-01,5,8,11,22,20,9,5,34,3,3,0,7,0,7,44,90,134
WARNES,atencion odontologica,consulta nueva,2016-07-01,155,82,50,63,13,47,15,134,12,16,0,48,0,45,245,435,680
YACO,atencion odontologica,consulta nueva,2016-07-01,8,20,4,5,5,8,6,19,4,10,0,5,0,1,27,68,95
YACUIBA,atencion odontologica,consulta nueva,2016-07-01,55,44,221,304,136,277,312,748,63,41,0,34,0,5,787,1453,2240
YAMPARAEZ,atencion odontologica,consulta nueva,2016-07-01,106,84,10,14,2,26,10,66,8,16,0,30,0,16,136,252,388
YANACACHI,atencion odontologica,consulta nueva,2016-07-01,18,39,26,25,6,16,19,78,4,4,0,12,0,14,73,188,261
YAPACANI,atencion odontologica,consulta nueva,2016-07-01,197,240,30,34,13,110,44,210,60,56,0,71,0,140,344,861,1205
YOCALLA,atencion odontologica,consulta nueva,2016-07-01,25,18,23,21,21,15,10,49,12,19,0,13,0,5,91,140,231
YOTALA,atencion odontologica,consulta nueva,2016-07-01,98,88,30,29,18,48,15,97,3,5,0,38,0,34,164,339,503
YUNCHARA,atencion odontologica,consulta nueva,2016-07-01,25,26,74,75,10,17,29,108,7,3,0,4,0,1,145,234,379
ZUDAÑEZ,atencion odontologica,consulta nueva,2016-07-01,15,11,2,8,11,43,16,92,4,1,0,31,0,18,48,204,252
ACACIO,atencion odontologica,consulta nueva,2016-08-01,6,5,8,11,0,6,4,25,5,1,0,6,0,0,23,54,77
ACHACACHI,atencion odontologica,consulta nueva,2016-08-01,143,96,52,23,18,38,42,152,84,75,0,21,0,45,339,450,789
ACHOCALLA,atencion odontologica,consulta nueva,2016-08-01,90,89,61,49,7,14,12,59,4,7,0,23,0,8,174,249,423
AIQUILE,atencion odontologica,consulta nueva,2016-08-01,128,219,70,58,13,21,51,104,61,39,0,25,0,59,323,525,848
ALALAY,atencion odontologica,consulta nueva,2016-08-01,6,8,3,3,0,1,2,13,2,4,0,2,0,4,13,35,48
ALCALA,atencion odontologica,consulta nueva,2016-08-01,72,76,10,16,10,33,17,75,3,5,0,3,0,5,112,213,325
ALTO BENI,atencion odontologica,consulta nueva,2016-08-01,63,33,14,10,2,7,13,19,9,1,0,4,0,3,101,77,178
ANCORAIMES,atencion odontologica,consulta nueva,2016-08-01,37,37,14,8,8,19,15,50,35,38,0,14,0,11,109,177,286
ANDAMARCA,atencion odontologica,consulta nueva,2016-08-01,6,26,57,77,1,8,12,42,30,54,0,9,0,10,106,226,332
ANTEQUERA,atencion odontologica,consulta nueva,2016-08-01,10,3,2,4,1,3,5,22,8,14,0,6,0,0,26,52,78
ANZALDO,atencion odontologica,consulta nueva,2016-08-01,56,48,170,265,18,41,6,40,14,26,0,4,0,19,264,443,707
APOLO,atencion odontologica,consulta nueva,2016-08-01,39,47,17,14,1,16,8,41,9,6,0,4,0,25,74,153,227
ARAMPAMPA,atencion odontologica,consulta nueva,2016-08-01,12,17,5,2,5,4,9,31,3,7,0,7,0,8,34,76,110
ARANI,atencion odontologica,consulta nueva,2016-08-01,16,36,5,4,1,5,16,48,6,9,0,3,0,6,44,111,155
ARBIETO,atencion odontologica,consulta nueva,2016-08-01,138,115,633,487,8,37,12,138,56,61,0,50,0,54,847,942,1789
ARQUE,atencion odontologica,consulta nueva,2016-08-01,69,48,14,14,11,14,21,70,25,24,0,13,0,16,140,199,339
ASCENCION DE GUARAYOS,atencion odontologica,consulta nueva,2016-08-01,25,29,4,3,1,0,1,5,31,2,0,61,0,18,62,118,180
ATOCHA,atencion odontologica,consulta nueva,2016-08-01,49,68,192,205,43,73,188,240,26,36,0,29,0,8,498,659,1157
AUCAPATA,atencion odontologica,consulta nueva,2016-08-01,8,24,16,13,5,17,27,40,10,3,0,4,0,1,66,102,168
AYATA,atencion odontologica,consulta nueva,2016-08-01,12,16,1,10,9,16,11,42,25,12,0,0,0,26,58,122,180
AYO AYO,atencion odontologica,consulta nueva,2016-08-01,13,26,8,8,2,7,6,23,5,8,0,6,0,4,34,82,116
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consulta nueva,2016-08-01,56,57,40,58,22,38,62,101,41,51,0,25,0,75,221,405,626
AZURDUY,atencion odontologica,consulta nueva,2016-08-01,79,66,18,34,17,45,34,173,48,38,0,73,0,35,196,464,660
BATALLAS,atencion odontologica,consulta nueva,2016-08-01,75,68,18,26,10,20,31,88,42,40,0,5,0,13,176,260,436
BAURES,atencion odontologica,consulta nueva,2016-08-01,6,3,7,4,5,7,32,46,3,7,0,0,0,0,53,67,120
BELEN DE ANDAMARCA,atencion odontologica,consulta nueva,2016-08-01,3,4,0,2,0,2,2,4,36,19,0,2,0,0,41,33,74
BELEN DE URMIRI,atencion odontologica,consulta nueva,2016-08-01,17,17,0,1,2,3,2,8,7,1,0,0,0,0,28,30,58
BELLA FLOR,atencion odontologica,consulta nueva,2016-08-01,8,2,18,18,3,10,4,16,1,0,0,5,0,4,34,55,89
BERMEJO,atencion odontologica,consulta nueva,2016-08-01,75,81,126,159,103,134,243,526,46,36,0,63,0,25,593,1024,1617
BETANZOS,atencion odontologica,consulta nueva,2016-08-01,55,63,12,19,13,26,34,119,40,31,0,31,0,27,154,316,470
BOLIVAR,atencion odontologica,consulta nueva,2016-08-01,6,2,11,11,11,14,18,34,12,8,0,6,0,4,58,79,137
BOYUIBE,atencion odontologica,consulta nueva,2016-08-01,0,1,1,5,3,6,10,20,2,1,0,1,0,1,16,35,51
BUENA VISTA,atencion odontologica,consulta nueva,2016-08-01,141,118,15,11,5,17,16,41,19,20,0,15,0,13,196,235,431
CABEZAS,atencion odontologica,consulta nueva,2016-08-01,91,133,19,15,21,32,29,99,37,38,0,43,0,28,197,388,585
CAIROMA,atencion odontologica,consulta nueva,2016-08-01,19,17,24,20,3,7,26,34,2,2,0,3,0,4,74,87,161
"CAIZA ""D""",atencion odontologica,consulta nueva,2016-08-01,17,10,14,18,9,14,11,62,33,44,0,8,0,3,84,159,243
CAJUATA,atencion odontologica,consulta nueva,2016-08-01,122,115,40,35,13,45,41,107,22,13,0,45,0,28,238,388,626
CALACOTO,atencion odontologica,consulta nueva,2016-08-01,16,25,2,4,0,11,10,29,9,17,0,0,0,0,37,86,123
CALAMARCA,atencion odontologica,consulta nueva,2016-08-01,42,55,139,179,18,30,48,112,22,19,0,11,0,18,269,424,693
CAMARGO,atencion odontologica,consulta nueva,2016-08-01,159,202,21,40,1,44,15,122,9,19,0,63,0,48,205,538,743
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consulta nueva,2016-08-01,15,24,7,2,0,3,7,42,2,2,0,11,0,26,31,110,141
CAMIRI,atencion odontologica,consulta nueva,2016-08-01,203,210,60,41,16,64,60,246,74,52,0,114,0,75,413,802,1215
CAPINOTA,atencion odontologica,consulta nueva,2016-08-01,158,118,72,63,12,33,109,126,53,52,0,16,0,49,404,457,861
CAQUIAVIRI,atencion odontologica,consulta nueva,2016-08-01,38,51,70,68,9,12,21,30,15,9,0,9,0,5,153,184,337
CARACOLLO,atencion odontologica,consulta nueva,2016-08-01,60,53,43,60,14,45,76,101,8,26,0,9,0,13,201,307,508
CARANAVI,atencion odontologica,consulta nueva,2016-08-01,145,148,35,36,20,48,28,118,70,29,0,27,0,60,298,466,764
CARAPARI,atencion odontologica,consulta nueva,2016-08-01,20,20,111,129,45,73,123,206,9,4,0,1,0,4,308,437,745
CARIPUYO,atencion odontologica,consulta nueva,2016-08-01,21,22,25,51,4,12,16,49,8,8,0,10,0,20,74,172,246
CARMEN RIVERO TORREZ,atencion odontologica,consulta nueva,2016-08-01,40,44,4,12,0,0,72,69,32,113,0,33,0,32,148,303,451
CATACORA,atencion odontologica,consulta nueva,2016-08-01,9,5,3,5,3,11,5,16,0,0,0,0,0,5,20,42,62
CHALLAPATA,atencion odontologica,consulta nueva,2016-08-01,223,224,357,272,28,101,100,419,386,334,0,159,0,138,1094,1647,2741
CHAQUI,atencion odontologica,consulta nueva,2016-08-01,22,32,9,13,4,22,14,43,13,22,0,13,0,10,62,155,217
CHARAGUA,atencion odontologica,consulta nueva,2016-08-01,41,51,22,30,33,34,28,61,8,3,0,15,0,5,132,199,331
CHARAÑA,atencion odontologica,consulta nueva,2016-08-01,13,13,0,2,1,1,6,13,5,2,0,2,0,0,25,33,58
CHAYANTA,atencion odontologica,consulta nueva,2016-08-01,39,63,19,18,14,21,23,72,18,30,0,20,0,6,113,230,343
CHIMORE,atencion odontologica,consulta nueva,2016-08-01,77,71,26,40,15,22,35,85,18,5,0,10,0,31,171,264,435
CHIPAYA,atencion odontologica,consulta nueva,2016-08-01,0,0,0,11,8,13,1,2,3,0,0,0,0,0,12,26,38
CHOQUE COTA,atencion odontologica,consulta nueva,2016-08-01,4,4,1,2,4,13,10,13,12,19,0,3,0,3,31,57,88
CHUA COCANI,atencion odontologica,consulta nueva,2016-08-01,7,15,14,3,8,12,6,30,34,45,0,2,0,10,69,117,186
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consulta nueva,2016-08-01,52,25,6,27,0,15,10,48,8,4,0,11,0,23,76,153,229
CHUMA,atencion odontologica,consulta nueva,2016-08-01,63,59,44,37,30,61,95,144,74,63,0,19,0,15,306,398,704
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consulta nueva,2016-08-01,29,23,4,6,0,5,3,33,13,10,0,41,0,35,49,153,202
CKOCHAS,atencion odontologica,consulta nueva,2016-08-01,7,4,2,1,5,5,13,27,50,90,0,11,0,4,77,142,219
CLIZA,atencion odontologica,consulta nueva,2016-08-01,147,121,49,39,3,39,46,126,63,84,0,35,0,54,308,498,806
COBIJA,atencion odontologica,consulta nueva,2016-08-01,383,353,122,151,39,106,121,356,40,14,0,141,0,80,705,1201,1906
COCAPATA,atencion odontologica,consulta nueva,2016-08-01,139,129,32,29,11,42,23,150,49,56,0,40,0,93,254,539,793
COCHABAMBA,atencion odontologica,consulta nueva,2016-08-01,2426,2363,2029,2372,614,1379,1697,3783,777,799,0,1026,0,796,7543,12518,20061
COIPASA,atencion odontologica,consulta nueva,2016-08-01,11,14,15,18,5,6,13,9,9,2,0,3,0,1,53,53,106
COLCAPIRHUA,atencion odontologica,consulta nueva,2016-08-01,559,593,42,43,9,71,51,503,144,160,0,139,0,248,805,1757,2562
"COLCHA ""K""",atencion odontologica,consulta nueva,2016-08-01,82,128,7,7,6,11,22,53,22,43,0,11,0,17,139,270,409
COLLANA,atencion odontologica,consulta nueva,2016-08-01,9,9,1,1,1,1,2,10,0,1,0,0,0,2,13,24,37
COLOMI,atencion odontologica,consulta nueva,2016-08-01,191,134,5,0,0,20,3,55,30,37,0,56,0,63,229,365,594
COLPA BELGICA,atencion odontologica,consulta nueva,2016-08-01,9,6,68,95,5,3,8,15,1,0,0,0,0,0,91,119,210
COLQUECHACA,atencion odontologica,consulta nueva,2016-08-01,65,69,26,20,9,39,48,183,93,104,0,36,0,67,241,518,759
COLQUENCHA,atencion odontologica,consulta nueva,2016-08-01,19,11,24,46,12,36,17,42,6,4,0,7,0,0,78,146,224
COLQUIRI,atencion odontologica,consulta nueva,2016-08-01,53,90,45,44,14,52,78,128,43,41,0,16,0,28,233,399,632
COMANCHE,atencion odontologica,consulta nueva,2016-08-01,0,0,0,3,0,0,6,11,0,8,0,8,0,2,6,32,38
COMARAPA,atencion odontologica,consulta nueva,2016-08-01,63,76,14,15,18,33,38,96,12,25,0,5,0,14,145,264,409
CONCEPCION,atencion odontologica,consulta nueva,2016-08-01,1,4,10,8,0,0,2,2,0,1,0,0,0,1,13,16,29
COPACABANA,atencion odontologica,consulta nueva,2016-08-01,21,14,9,14,4,10,13,27,5,6,0,0,0,3,52,74,126
CORIPATA,atencion odontologica,consulta nueva,2016-08-01,103,114,318,301,8,18,10,96,10,6,0,25,0,33,449,593,1042
CORO CORO,atencion odontologica,consulta nueva,2016-08-01,1,21,4,13,2,10,6,20,2,0,0,9,0,5,15,78,93
COROICO,atencion odontologica,consulta nueva,2016-08-01,62,99,34,51,9,51,77,134,16,26,0,18,0,90,198,469,667
CORQUE,atencion odontologica,consulta nueva,2016-08-01,18,5,0,2,5,6,10,35,85,128,0,8,0,5,118,189,307
COTAGAITA,atencion odontologica,consulta nueva,2016-08-01,24,33,49,52,24,34,100,139,41,65,0,12,0,6,238,341,579
COTOCA,atencion odontologica,consulta nueva,2016-08-01,620,428,17,21,2,30,26,300,65,58,0,111,0,54,730,1002,1732
CUATRO CAÑADAS,atencion odontologica,consulta nueva,2016-08-01,169,164,6,5,9,35,5,114,27,4,0,34,0,75,216,431,647
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consulta nueva,2016-08-01,1,8,1,4,0,3,4,12,14,10,0,7,0,0,20,44,64
CUEVO,atencion odontologica,consulta nueva,2016-08-01,58,66,17,17,9,9,24,41,12,0,0,0,0,0,120,133,253
CULPINA,atencion odontologica,consulta nueva,2016-08-01,37,36,26,27,8,22,40,118,16,22,0,15,0,30,127,270,397
CURAHUARA DE CARANGAS,atencion odontologica,consulta nueva,2016-08-01,32,19,2,3,1,9,12,27,40,61,0,7,0,16,87,142,229
CURVA,atencion odontologica,consulta nueva,2016-08-01,17,13,0,1,0,2,10,5,6,11,0,0,0,4,33,36,69
DESAGUADERO,atencion odontologica,consulta nueva,2016-08-01,5,6,2,3,0,2,3,8,4,0,0,0,0,3,14,22,36
