,group,variable,month,EXODONCIA MENORES DE 5 AÑOS,EXODONCIA MENORES DE 5 AÑOS,EXODONCIA 5 A 13 AÑOS,EXODONCIA 5 A 13 AÑOS,EXODONCIA 14 A 19 AÑOS,EXODONCIA 14 A 19 AÑOS,EXODONCIA 20 A 59 AÑOS,EXODONCIA 20 A 59 AÑOS,EXODONCIA 60 AÑOS Y MAS,EXODONCIA 60 AÑOS Y MAS,EXODONCIA EMB,EXODONCIA EMB,EXODONCIA POST,EXODONCIA POST,TOTALES,TOTALES,TOTALES
TOTORA(CBBA),atencion odontologica,exodoncia,2016-06-01,3,2,6,7,1,1,4,2,2,3,0,0,0,0,16,15,31
TRIGAL,atencion odontologica,exodoncia,2016-06-01,0,0,0,0,0,0,2,3,2,5,0,0,0,0,4,8,12
TRINIDAD,atencion odontologica,exodoncia,2016-06-01,0,3,64,78,10,16,44,112,12,11,0,0,0,0,130,220,350
TUPIZA,atencion odontologica,exodoncia,2016-06-01,0,3,28,28,11,15,35,49,20,26,0,0,0,0,94,121,215
TURCO,atencion odontologica,exodoncia,2016-06-01,1,0,0,1,2,0,7,7,1,4,0,0,0,0,11,12,23
UMALA,atencion odontologica,exodoncia,2016-06-01,0,0,2,1,1,0,3,3,0,5,0,0,0,0,6,9,15
UNCIA,atencion odontologica,exodoncia,2016-06-01,0,0,6,9,4,3,6,12,8,13,0,0,0,0,24,37,61
URIONDO (A. CONCEPCION),atencion odontologica,exodoncia,2016-06-01,0,0,18,27,4,4,18,39,6,8,0,0,0,0,46,78,124
URUBICHA,atencion odontologica,exodoncia,2016-06-01,0,0,2,1,1,1,0,9,2,5,0,0,0,0,5,16,21
UYUNI,atencion odontologica,exodoncia,2016-06-01,0,0,2,7,6,3,9,13,15,13,0,0,0,0,32,36,68
VACAS,atencion odontologica,exodoncia,2016-06-01,0,0,2,4,4,5,5,8,0,7,0,0,0,0,11,24,35
VALLEGRANDE,atencion odontologica,exodoncia,2016-06-01,0,1,11,12,3,4,9,29,10,10,0,0,0,0,33,56,89
VIACHA,atencion odontologica,exodoncia,2016-06-01,3,0,9,14,3,10,10,51,28,44,0,0,0,0,53,119,172
VILA VILA,atencion odontologica,exodoncia,2016-06-01,0,0,0,1,0,1,2,1,0,0,0,0,0,0,2,3,5
VILLA CHARCAS,atencion odontologica,exodoncia,2016-06-01,0,0,4,5,1,1,0,3,10,9,0,0,0,0,15,18,33
VILLA MONTES,atencion odontologica,exodoncia,2016-06-01,0,3,50,47,9,13,26,82,6,5,0,0,0,0,91,150,241
VILLA NUEVA (LOMA ALTA),atencion odontologica,exodoncia,2016-06-01,0,0,2,5,1,2,3,3,0,0,0,0,0,0,6,10,16
VILLA RIVERO,atencion odontologica,exodoncia,2016-06-01,0,0,1,4,0,3,0,6,6,3,0,0,0,0,7,16,23
VILLA SERRANO,atencion odontologica,exodoncia,2016-06-01,0,0,5,5,1,0,7,5,5,1,0,0,0,0,18,11,29
VILLA TUNARI,atencion odontologica,exodoncia,2016-06-01,5,1,17,11,7,7,15,64,10,12,0,0,0,0,54,95,149
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,exodoncia,2016-06-01,0,0,6,2,1,3,5,23,11,3,0,0,0,0,23,31,54
VILLAZON,atencion odontologica,exodoncia,2016-06-01,0,0,7,15,3,7,12,28,11,12,0,0,0,0,33,62,95
VINTO,atencion odontologica,exodoncia,2016-06-01,1,6,2,0,0,0,4,10,19,23,0,0,0,0,26,39,65
VITICHI,atencion odontologica,exodoncia,2016-06-01,2,0,8,8,3,7,6,30,12,33,0,0,0,0,31,78,109
WALDO BALLIVIAN,atencion odontologica,exodoncia,2016-06-01,1,0,12,11,3,5,2,15,1,2,0,0,0,0,19,33,52
WARNES,atencion odontologica,exodoncia,2016-06-01,1,0,24,11,3,2,1,4,1,7,0,0,0,0,30,24,54
YACO,atencion odontologica,exodoncia,2016-06-01,0,0,0,1,2,0,4,4,8,9,0,0,0,0,14,14,28
YACUIBA,atencion odontologica,exodoncia,2016-06-01,2,0,29,33,8,13,52,108,23,16,0,0,0,0,114,170,284
YAMPARAEZ,atencion odontologica,exodoncia,2016-06-01,0,0,3,2,0,0,5,24,2,2,0,0,0,0,10,28,38
YANACACHI,atencion odontologica,exodoncia,2016-06-01,0,0,1,3,3,2,1,5,1,0,0,0,0,0,6,10,16
YAPACANI,atencion odontologica,exodoncia,2016-06-01,5,3,6,17,6,9,9,26,22,11,0,0,0,0,48,66,114
YOCALLA,atencion odontologica,exodoncia,2016-06-01,0,0,2,3,1,2,9,22,5,15,0,0,0,0,17,42,59
YOTALA,atencion odontologica,exodoncia,2016-06-01,0,0,13,9,1,2,7,18,2,6,0,0,0,0,23,35,58
YUNCHARA,atencion odontologica,exodoncia,2016-06-01,0,1,22,17,4,4,6,24,2,2,0,0,0,0,34,48,82
ZUDAÑEZ,atencion odontologica,exodoncia,2016-06-01,0,0,1,6,0,2,5,35,2,8,0,0,0,0,8,51,59
ACACIO,atencion odontologica,exodoncia,2016-07-01,1,0,4,4,0,0,1,6,1,1,0,0,0,0,7,11,18
ACHACACHI,atencion odontologica,exodoncia,2016-07-01,1,1,18,22,2,15,10,44,37,51,0,0,0,0,68,133,201
ACHOCALLA,atencion odontologica,exodoncia,2016-07-01,1,2,10,16,1,9,6,18,2,4,0,0,0,0,20,49,69
AIQUILE,atencion odontologica,exodoncia,2016-07-01,9,1,6,9,2,1,1,3,4,2,0,0,0,0,22,16,38
ALALAY,atencion odontologica,exodoncia,2016-07-01,0,0,1,1,0,0,0,4,0,1,0,0,0,0,1,6,7
ALCALA,atencion odontologica,exodoncia,2016-07-01,0,0,3,4,0,2,1,8,0,0,0,0,0,0,4,14,18
ALTO BENI,atencion odontologica,exodoncia,2016-07-01,1,0,1,1,0,6,6,4,4,4,0,0,0,0,12,15,27
ANCORAIMES,atencion odontologica,exodoncia,2016-07-01,4,1,8,10,6,3,9,20,21,45,0,0,0,0,48,79,127
ANDAMARCA,atencion odontologica,exodoncia,2016-07-01,0,0,3,1,0,4,1,10,7,5,0,0,0,0,11,20,31
ANTEQUERA,atencion odontologica,exodoncia,2016-07-01,0,0,0,1,1,3,0,0,0,0,0,0,0,0,1,4,5
ANZALDO,atencion odontologica,exodoncia,2016-07-01,0,0,1,10,0,4,1,11,7,3,0,0,0,0,9,28,37
APOLO,atencion odontologica,exodoncia,2016-07-01,2,1,7,6,1,1,1,5,4,6,0,0,0,0,15,19,34
ARAMPAMPA,atencion odontologica,exodoncia,2016-07-01,0,0,1,0,0,0,0,1,4,2,0,0,0,0,5,3,8
ARANI,atencion odontologica,exodoncia,2016-07-01,0,0,8,6,0,3,1,2,5,5,0,0,0,0,14,16,30
ARBIETO,atencion odontologica,exodoncia,2016-07-01,0,1,13,16,1,4,0,11,12,32,0,0,0,0,26,64,90
ARQUE,atencion odontologica,exodoncia,2016-07-01,2,1,0,5,0,3,3,13,12,11,0,0,0,0,17,33,50
ASCENCION DE GUARAYOS,atencion odontologica,exodoncia,2016-07-01,0,2,1,7,0,2,1,17,2,6,0,0,0,0,4,34,38
ATOCHA,atencion odontologica,exodoncia,2016-07-01,0,0,23,23,16,18,28,33,0,2,0,0,0,0,67,76,143
AUCAPATA,atencion odontologica,exodoncia,2016-07-01,0,1,6,4,0,3,4,15,4,1,0,0,0,0,14,24,38
AYATA,atencion odontologica,exodoncia,2016-07-01,0,1,3,6,5,5,11,35,17,5,0,0,0,0,36,52,88
AYO AYO,atencion odontologica,exodoncia,2016-07-01,0,0,1,4,2,1,0,5,1,8,0,0,0,0,4,18,22
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,exodoncia,2016-07-01,0,0,18,23,3,4,17,25,6,11,0,0,0,0,44,63,107
AZURDUY,atencion odontologica,exodoncia,2016-07-01,0,0,0,3,0,8,6,23,0,3,0,0,0,0,6,37,43
BATALLAS,atencion odontologica,exodoncia,2016-07-01,3,0,9,14,0,10,8,22,21,16,0,0,0,0,41,62,103
BAURES,atencion odontologica,exodoncia,2016-07-01,1,1,6,10,2,5,7,15,6,9,0,0,0,0,22,40,62
BELEN DE ANDAMARCA,atencion odontologica,exodoncia,2016-07-01,2,0,0,0,0,0,0,3,6,12,0,0,0,0,8,15,23
BELEN DE URMIRI,atencion odontologica,exodoncia,2016-07-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2
BELLA FLOR,atencion odontologica,exodoncia,2016-07-01,0,0,0,0,0,0,2,0,8,6,0,0,0,0,10,6,16
BERMEJO,atencion odontologica,exodoncia,2016-07-01,4,0,37,30,19,30,41,62,14,25,0,0,0,0,115,147,262
BETANZOS,atencion odontologica,exodoncia,2016-07-01,3,0,3,4,6,5,4,39,22,15,0,0,0,0,38,63,101
BOLIVAR,atencion odontologica,exodoncia,2016-07-01,0,0,2,10,0,1,8,14,3,9,0,0,0,0,13,34,47
BOYUIBE,atencion odontologica,exodoncia,2016-07-01,0,0,1,0,0,0,1,3,1,0,0,0,0,0,3,3,6
BUENA VISTA,atencion odontologica,exodoncia,2016-07-01,0,0,3,5,0,2,1,13,0,1,0,0,0,0,4,21,25
CABEZAS,atencion odontologica,exodoncia,2016-07-01,0,0,11,10,3,5,5,13,5,10,0,0,0,0,24,38,62
CAIROMA,atencion odontologica,exodoncia,2016-07-01,1,0,2,6,2,5,5,7,0,2,0,0,0,0,10,20,30
"CAIZA ""D""",atencion odontologica,exodoncia,2016-07-01,0,0,5,6,3,7,8,18,145,202,0,0,0,0,161,233,394
CAJUATA,atencion odontologica,exodoncia,2016-07-01,2,0,22,11,3,8,27,35,2,0,0,0,0,0,56,54,110
CALACOTO,atencion odontologica,exodoncia,2016-07-01,0,0,0,1,3,0,10,3,1,8,0,0,0,0,14,12,26
CALAMARCA,atencion odontologica,exodoncia,2016-07-01,0,0,24,25,3,15,16,37,13,26,0,0,0,0,56,103,159
CAMARGO,atencion odontologica,exodoncia,2016-07-01,1,0,19,9,0,1,3,3,3,14,0,0,0,0,26,27,53
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,exodoncia,2016-07-01,0,0,2,1,1,2,1,6,10,1,0,0,0,0,14,10,24
CAMIRI,atencion odontologica,exodoncia,2016-07-01,2,0,6,3,0,9,12,31,18,8,0,0,0,0,38,51,89
CAPINOTA,atencion odontologica,exodoncia,2016-07-01,0,1,6,5,0,0,2,3,3,5,0,0,0,0,11,14,25
CAQUIAVIRI,atencion odontologica,exodoncia,2016-07-01,0,0,6,4,0,2,5,3,4,0,0,0,0,0,15,9,24
CARACOLLO,atencion odontologica,exodoncia,2016-07-01,0,1,27,18,5,8,19,24,3,10,0,0,0,0,54,61,115
CARANAVI,atencion odontologica,exodoncia,2016-07-01,5,7,11,4,8,6,7,29,1,4,0,0,0,0,32,50,82
CARAPARI,atencion odontologica,exodoncia,2016-07-01,0,0,19,9,5,7,17,29,6,1,0,0,0,0,47,46,93
CARIPUYO,atencion odontologica,exodoncia,2016-07-01,0,0,0,0,0,2,5,8,0,1,0,0,0,0,5,11,16
CARMEN RIVERO TORREZ,atencion odontologica,exodoncia,2016-07-01,0,0,3,3,1,0,4,8,2,2,0,0,0,0,10,13,23
CATACORA,atencion odontologica,exodoncia,2016-07-01,1,1,0,0,1,1,4,9,0,0,0,0,0,0,6,11,17
CHALLAPATA,atencion odontologica,exodoncia,2016-07-01,1,0,32,29,5,17,12,55,11,10,0,0,0,0,61,111,172
CHAQUI,atencion odontologica,exodoncia,2016-07-01,0,1,1,3,0,0,3,5,10,4,0,0,0,0,14,13,27
CHARAGUA,atencion odontologica,exodoncia,2016-07-01,1,1,10,15,14,6,22,49,6,2,0,0,0,0,53,73,126
CHARAÑA,atencion odontologica,exodoncia,2016-07-01,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,6
CHAYANTA,atencion odontologica,exodoncia,2016-07-01,0,0,8,11,10,6,12,28,10,16,0,0,0,0,40,61,101
CHIMORE,atencion odontologica,exodoncia,2016-07-01,0,1,4,13,1,2,0,13,4,1,0,0,0,0,9,30,39
CHIPAYA,atencion odontologica,exodoncia,2016-07-01,0,0,0,1,0,2,1,3,0,1,0,0,0,0,1,7,8
CHOQUE COTA,atencion odontologica,exodoncia,2016-07-01,0,0,1,1,0,1,0,3,0,0,0,0,0,0,1,5,6
CHUA COCANI,atencion odontologica,exodoncia,2016-07-01,0,0,4,6,1,4,3,5,3,5,0,0,0,0,11,20,31
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,exodoncia,2016-07-01,2,2,11,11,0,6,5,10,3,2,0,0,0,0,21,31,52
CHUMA,atencion odontologica,exodoncia,2016-07-01,0,0,9,12,6,9,33,57,29,33,0,0,0,0,77,111,188
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,exodoncia,2016-07-01,0,0,3,2,0,1,2,1,2,1,0,0,0,0,7,5,12
CKOCHAS,atencion odontologica,exodoncia,2016-07-01,0,0,3,5,3,8,4,16,54,92,0,0,0,0,64,121,185
CLIZA,atencion odontologica,exodoncia,2016-07-01,0,0,9,5,0,3,2,4,8,4,0,0,0,0,19,16,35
COBIJA,atencion odontologica,exodoncia,2016-07-01,2,0,14,15,17,12,32,35,24,18,0,0,0,0,89,80,169
COCAPATA,atencion odontologica,exodoncia,2016-07-01,0,0,3,6,0,9,0,22,4,19,0,0,0,0,7,56,63
COCHABAMBA,atencion odontologica,exodoncia,2016-07-01,18,14,183,248,56,75,120,220,93,105,0,0,0,0,470,662,1132
COIPASA,atencion odontologica,exodoncia,2016-07-01,0,0,4,2,0,0,0,0,1,1,0,0,0,0,5,3,8
COLCAPIRHUA,atencion odontologica,exodoncia,2016-07-01,3,4,1,2,1,1,2,17,23,16,0,0,0,0,30,40,70
"COLCHA ""K""",atencion odontologica,exodoncia,2016-07-01,0,0,1,2,0,4,5,13,9,9,0,0,0,0,15,28,43
COLOMI,atencion odontologica,exodoncia,2016-07-01,0,1,0,0,0,0,0,3,11,6,0,0,0,0,11,10,21
COLPA BELGICA,atencion odontologica,exodoncia,2016-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COLQUECHACA,atencion odontologica,exodoncia,2016-07-01,0,1,14,21,4,10,18,60,38,46,0,0,0,0,74,138,212
COLQUENCHA,atencion odontologica,exodoncia,2016-07-01,0,0,18,15,6,11,16,14,0,4,0,0,0,0,40,44,84
COLQUIRI,atencion odontologica,exodoncia,2016-07-01,0,1,10,6,6,5,6,23,12,17,0,0,0,0,34,52,86
COMARAPA,atencion odontologica,exodoncia,2016-07-01,0,1,3,6,2,5,5,14,4,0,0,0,0,0,14,26,40
COMBAYA,atencion odontologica,exodoncia,2016-07-01,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2
CONCEPCION,atencion odontologica,exodoncia,2016-07-01,0,0,5,5,2,9,4,16,5,4,0,0,0,0,16,34,50
CORIPATA,atencion odontologica,exodoncia,2016-07-01,0,1,8,7,0,3,6,35,10,2,0,0,0,0,24,48,72
CORO CORO,atencion odontologica,exodoncia,2016-07-01,0,0,0,2,2,2,5,3,1,0,0,0,0,0,8,7,15
COROICO,atencion odontologica,exodoncia,2016-07-01,11,10,6,6,2,9,62,64,12,0,0,0,0,0,93,89,182
CORQUE,atencion odontologica,exodoncia,2016-07-01,0,0,2,0,0,1,2,8,28,18,0,0,0,0,32,27,59
COTAGAITA,atencion odontologica,exodoncia,2016-07-01,4,0,18,18,5,5,14,22,12,3,0,0,0,0,53,48,101
COTOCA,atencion odontologica,exodoncia,2016-07-01,2,3,7,5,2,0,6,25,33,16,0,0,0,0,50,49,99
CUATRO CAÑADAS,atencion odontologica,exodoncia,2016-07-01,5,0,5,7,0,3,1,9,1,2,0,0,0,0,12,21,33
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,exodoncia,2016-07-01,0,0,5,2,3,0,0,1,8,0,0,0,0,0,16,3,19
CUEVO,atencion odontologica,exodoncia,2016-07-01,0,0,2,1,0,0,0,6,0,1,0,0,0,0,2,8,10
CULPINA,atencion odontologica,exodoncia,2016-07-01,1,0,8,3,4,3,7,19,3,5,0,0,0,0,23,30,53
CURAHUARA DE CARANGAS,atencion odontologica,exodoncia,2016-07-01,0,0,2,0,2,1,0,1,3,4,0,0,0,0,7,6,13
CURVA,atencion odontologica,exodoncia,2016-07-01,0,0,2,0,0,0,3,2,2,1,0,0,0,0,7,3,10
DESAGUADERO,atencion odontologica,exodoncia,2016-07-01,0,0,2,6,2,2,0,2,4,2,0,0,0,0,8,12,20
EL ALTO,atencion odontologica,exodoncia,2016-07-01,28,23,746,707,98,146,107,219,93,63,0,0,0,0,1072,1158,2230
EL CHORO,atencion odontologica,exodoncia,2016-07-01,0,0,5,1,0,1,2,5,1,2,0,0,0,0,8,9,17
EL PUENTE(STC),atencion odontologica,exodoncia,2016-07-01,1,4,5,12,1,1,5,20,5,3,0,0,0,0,17,40,57
EL PUENTE(TJA),atencion odontologica,exodoncia,2016-07-01,0,0,22,26,4,10,8,39,4,2,0,0,0,0,38,77,115
EL TORNO,atencion odontologica,exodoncia,2016-07-01,7,7,14,19,18,20,33,57,34,30,0,0,0,0,106,133,239
EL VILLAR,atencion odontologica,exodoncia,2016-07-01,0,0,7,3,2,2,6,17,5,1,0,0,0,0,20,23,43
ENTRE RIOS TRJ,atencion odontologica,exodoncia,2016-07-01,0,0,12,20,5,16,28,58,6,3,0,0,0,0,51,97,148
ENTRE RIOS CBBA,atencion odontologica,exodoncia,2016-07-01,2,0,6,5,1,3,0,11,1,4,0,0,0,0,10,23,33
ESCARA,atencion odontologica,exodoncia,2016-07-01,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
ESCOMA,atencion odontologica,exodoncia,2016-07-01,2,1,4,7,2,2,6,7,10,12,0,0,0,0,24,29,53
ESMERALDA,atencion odontologica,exodoncia,2016-07-01,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
EUCALIPTUS,atencion odontologica,exodoncia,2016-07-01,1,0,8,0,0,0,7,8,3,5,0,0,0,0,19,13,32
EUREKA (SANTOS MERCADO),atencion odontologica,exodoncia,2016-07-01,3,2,0,0,0,0,0,5,6,2,0,0,0,0,9,9,18
FERNANDEZ ALONSO,atencion odontologica,exodoncia,2016-07-01,0,1,8,11,1,5,0,4,1,4,0,0,0,0,10,25,35
FILADELFIA,atencion odontologica,exodoncia,2016-07-01,0,0,0,1,1,0,3,4,0,0,0,0,0,0,4,5,9
GENERAL SAAVEDRA,atencion odontologica,exodoncia,2016-07-01,0,0,10,8,0,5,0,7,3,4,0,0,0,0,13,24,37
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,exodoncia,2016-07-01,0,1,5,6,3,5,11,15,0,4,0,0,0,0,19,31,50
GUANAY,atencion odontologica,exodoncia,2016-07-01,3,2,4,3,1,0,5,4,6,2,0,0,0,0,19,11,30
GUAQUI,atencion odontologica,exodoncia,2016-07-01,1,0,10,6,5,12,8,17,24,21,0,0,0,0,48,56,104
GUAYARAMERIN,atencion odontologica,exodoncia,2016-07-01,3,2,12,13,8,13,3,32,6,4,0,0,0,0,32,64,96
GUTIERREZ,atencion odontologica,exodoncia,2016-07-01,5,6,6,11,17,20,14,37,16,18,0,0,0,0,58,92,150
HUACARETA,atencion odontologica,exodoncia,2016-07-01,0,0,0,2,1,2,10,17,3,0,0,0,0,0,14,21,35
HUACAYA (VILLA DE HUACAYA),atencion odontologica,exodoncia,2016-07-01,0,0,1,4,0,1,1,2,2,0,0,0,0,0,4,7,11
HUACHACALLA,atencion odontologica,exodoncia,2016-07-01,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,2,3
HUANUNI,atencion odontologica,exodoncia,2016-07-01,0,2,31,23,6,7,15,19,17,5,0,0,0,0,69,56,125
HUARACAJE,atencion odontologica,exodoncia,2016-07-01,1,0,0,0,0,2,2,7,4,4,0,0,0,0,7,13,20
HUARINA,atencion odontologica,exodoncia,2016-07-01,0,0,4,5,5,3,6,14,39,38,0,0,0,0,54,60,114
HUATAJATA,atencion odontologica,exodoncia,2016-07-01,0,0,2,2,2,3,6,9,6,2,0,0,0,0,16,16,32
HUAYLLAMARCA,atencion odontologica,exodoncia,2016-07-01,0,0,6,5,0,2,4,5,1,1,0,0,0,0,11,13,24
HUMANATA,atencion odontologica,exodoncia,2016-07-01,1,1,6,1,2,6,6,11,6,6,0,0,0,0,21,25,46
ICHOCA,atencion odontologica,exodoncia,2016-07-01,0,0,6,9,9,5,11,24,35,6,0,0,0,0,61,44,105
ICLA,atencion odontologica,exodoncia,2016-07-01,0,0,4,8,1,4,3,18,0,4,0,0,0,0,8,34,42
INCAHUASI,atencion odontologica,exodoncia,2016-07-01,0,0,0,4,0,3,3,5,1,1,0,0,0,0,4,13,17
INGAVI (HUMAITA),atencion odontologica,exodoncia,2016-07-01,1,0,0,0,0,1,0,1,2,0,0,0,0,0,3,2,5
INQUISIVI,atencion odontologica,exodoncia,2016-07-01,1,0,11,4,6,16,14,24,35,24,0,0,0,0,67,68,135
IRUPANA (VILLA DE LANZA),atencion odontologica,exodoncia,2016-07-01,3,0,4,7,4,7,10,15,13,11,0,0,0,0,34,40,74
IXIAMAS,atencion odontologica,exodoncia,2016-07-01,2,1,9,8,3,17,11,41,2,2,0,0,0,0,27,69,96
JESUS DE MACHACA,atencion odontologica,exodoncia,2016-07-01,0,0,11,12,4,21,8,30,20,18,0,0,0,0,43,81,124
LA ASUNTA,atencion odontologica,exodoncia,2016-07-01,3,2,36,44,12,19,53,83,14,9,0,0,0,0,118,157,275
LA GUARDIA,atencion odontologica,exodoncia,2016-07-01,0,0,5,2,1,9,3,5,38,35,0,0,0,0,47,51,98
LA PAZ,atencion odontologica,exodoncia,2016-07-01,19,16,310,313,126,153,227,415,161,135,0,0,0,0,843,1032,1875
LAGUNILLAS,atencion odontologica,exodoncia,2016-07-01,0,0,5,5,3,3,8,19,0,0,0,0,0,0,16,27,43
LAJA,atencion odontologica,exodoncia,2016-07-01,1,3,25,22,10,21,14,65,26,26,0,0,0,0,76,137,213
LAS CARRERAS,atencion odontologica,exodoncia,2016-07-01,0,0,10,1,0,2,3,13,3,5,0,0,0,0,16,21,37
LICOMA PAMPA,atencion odontologica,exodoncia,2016-07-01,0,0,7,6,2,2,5,11,12,9,0,0,0,0,26,28,54
LLALLAGUA,atencion odontologica,exodoncia,2016-07-01,3,1,14,13,4,9,4,30,7,7,0,0,0,0,32,60,92
LLICA,atencion odontologica,exodoncia,2016-07-01,0,0,2,2,4,5,3,7,1,0,0,0,0,0,10,14,24
LURIBAY,atencion odontologica,exodoncia,2016-07-01,0,1,3,4,2,4,1,4,6,2,0,0,0,0,12,15,27
MACHACAMARCA,atencion odontologica,exodoncia,2016-07-01,0,0,15,8,0,0,6,3,12,0,0,0,0,0,33,11,44
MACHARETI,atencion odontologica,exodoncia,2016-07-01,0,0,6,8,0,3,3,18,5,7,0,0,0,0,14,36,50
MAGDALENA,atencion odontologica,exodoncia,2016-07-01,0,1,13,2,3,2,4,12,10,0,0,0,0,0,30,17,47
MAIRANA,atencion odontologica,exodoncia,2016-07-01,0,0,2,2,0,2,5,10,10,21,0,0,0,0,17,35,52
MALLA,atencion odontologica,exodoncia,2016-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MAPIRI,atencion odontologica,exodoncia,2016-07-01,0,1,13,15,3,8,13,22,8,6,0,0,0,0,37,52,89
MECAPACA,atencion odontologica,exodoncia,2016-07-01,1,2,4,11,0,4,9,15,9,9,0,0,0,0,23,41,64
MINEROS,atencion odontologica,exodoncia,2016-07-01,1,0,4,2,0,3,2,15,10,6,0,0,0,0,17,26,43
MIZQUE,atencion odontologica,exodoncia,2016-07-01,0,0,17,15,3,10,13,32,28,28,0,0,0,0,61,85,146
MOCOMOCO,atencion odontologica,exodoncia,2016-07-01,2,0,14,14,4,10,18,35,23,23,0,0,0,0,61,82,143
MOJINETE,atencion odontologica,exodoncia,2016-07-01,0,0,2,2,2,0,1,5,0,0,0,0,0,0,5,7,12
MOJOCOYA,atencion odontologica,exodoncia,2016-07-01,0,0,7,9,3,6,11,23,25,12,0,0,0,0,46,50,96
MONTEAGUDO,atencion odontologica,exodoncia,2016-07-01,1,0,8,12,5,2,8,28,8,4,0,0,0,0,30,46,76
MONTERO,atencion odontologica,exodoncia,2016-07-01,3,1,82,74,22,33,32,106,23,16,0,0,0,0,162,230,392
MORO MORO,atencion odontologica,exodoncia,2016-07-01,0,0,2,3,2,0,5,9,3,2,0,0,0,0,12,14,26
MOROCHATA,atencion odontologica,exodoncia,2016-07-01,0,0,3,8,6,5,6,19,33,17,0,0,0,0,48,49,97
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,exodoncia,2016-07-01,0,0,6,2,0,0,2,7,10,9,0,0,0,0,18,18,36
NAZACARA DE PACAJES,atencion odontologica,exodoncia,2016-07-01,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,2,4
NUEVO MANOA (NUEVA ESPERANZA),atencion odontologica,exodoncia,2016-07-01,0,1,1,0,0,0,0,1,1,2,0,0,0,0,2,4,6
OCURI,atencion odontologica,exodoncia,2016-07-01,0,1,4,1,2,7,13,27,7,13,0,0,0,0,26,49,75
OMEREQUE,atencion odontologica,exodoncia,2016-07-01,0,0,4,0,1,2,1,7,8,8,0,0,0,0,14,17,31
ORURO,atencion odontologica,exodoncia,2016-07-01,17,20,138,183,43,163,136,305,96,76,0,0,0,0,430,747,1177
PADCAYA,atencion odontologica,exodoncia,2016-07-01,0,0,14,7,5,7,19,43,3,2,0,0,0,0,41,59,100
PADILLA,atencion odontologica,exodoncia,2016-07-01,0,0,8,14,0,3,13,29,14,2,0,0,0,0,35,48,83
PAILON,atencion odontologica,exodoncia,2016-07-01,2,4,18,25,9,8,26,88,23,6,0,0,0,0,78,131,209
PALCA,atencion odontologica,exodoncia,2016-07-01,0,2,6,13,3,8,10,22,3,6,0,0,0,0,22,51,73
PALOS BLANCOS,atencion odontologica,exodoncia,2016-07-01,0,1,8,8,0,4,3,14,10,3,0,0,0,0,21,30,51
PAMPA AULLAGAS,atencion odontologica,exodoncia,2016-07-01,0,0,6,4,2,1,2,1,1,0,0,0,0,0,11,6,17
PAMPA GRANDE,atencion odontologica,exodoncia,2016-07-01,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,3
PAPEL PAMPA,atencion odontologica,exodoncia,2016-07-01,0,0,4,2,1,1,4,6,2,5,0,0,0,0,11,14,25
PASORAPA,atencion odontologica,exodoncia,2016-07-01,0,0,7,1,3,2,2,2,6,8,0,0,0,0,18,13,31
PATACAMAYA,atencion odontologica,exodoncia,2016-07-01,0,6,0,5,0,0,2,1,4,2,0,0,0,0,6,14,20
PAZÑA,atencion odontologica,exodoncia,2016-07-01,0,1,16,15,1,3,3,3,4,2,0,0,0,0,24,24,48
PELECHUCO,atencion odontologica,exodoncia,2016-07-01,0,0,1,3,0,2,5,6,2,3,0,0,0,0,8,14,22
POCOATA,atencion odontologica,exodoncia,2016-07-01,0,0,1,0,0,1,2,5,11,7,0,0,0,0,14,13,27
POCONA,atencion odontologica,exodoncia,2016-07-01,0,0,5,8,7,1,4,13,3,2,0,0,0,0,19,24,43
POJO (CBBA),atencion odontologica,exodoncia,2016-07-01,0,0,6,6,0,3,10,9,1,4,0,0,0,0,17,22,39
POOPO,atencion odontologica,exodoncia,2016-07-01,1,0,15,9,1,2,1,9,1,2,0,0,0,0,19,22,41
PORCO,atencion odontologica,exodoncia,2016-07-01,0,0,4,4,1,0,1,9,0,0,0,0,0,0,6,13,19
POROMA,atencion odontologica,exodoncia,2016-07-01,0,0,2,1,0,5,5,42,4,11,0,0,0,0,11,59,70
