,group,variable,month,CONSULTA REPETIDA MENORES DE 5 AÑOS,CONSULTA REPETIDA MENORES DE 5 AÑOS,CONSULTA REPETIDA 5 A 13 AÑOS,CONSULTA REPETIDA 5 A 13 AÑOS,CONSULTA REPETIDA 14 A 19 AÑOS,CONSULTA REPETIDA 14 A 19 AÑOS,CONSULTA REPETIDA 20 A 59 AÑOS,CONSULTA REPETIDA 20 A 59 AÑOS,CONSULTA REPETIDA 60 AÑOS Y MAS,CONSULTA REPETIDA 60 AÑOS Y MAS,CONSULTA REPETIDA EMB,CONSULTA REPETIDA EMB,CONSULTA REPETIDA POST,CONSULTA REPETIDA POST,TOTALES,TOTALES,TOTALES
CARIPUYO,atencion odontologica,consulta repetida,2016-07-01,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,5,5
CHALLAPATA,atencion odontologica,consulta repetida,2016-07-01,32,31,19,22,4,15,13,38,3,4,0,6,0,3,71,119,190
CHAQUI,atencion odontologica,consulta repetida,2016-07-01,0,0,2,3,0,8,4,13,2,4,0,2,0,4,8,34,42
CHARAGUA,atencion odontologica,consulta repetida,2016-07-01,3,0,1,3,8,6,17,3,0,0,0,0,0,0,29,12,41
CHAYANTA,atencion odontologica,consulta repetida,2016-07-01,21,18,10,27,5,43,28,28,3,15,0,0,0,0,67,131,198
CHIMORE,atencion odontologica,consulta repetida,2016-07-01,16,14,0,5,2,13,2,15,7,0,0,1,0,18,27,66,93
CHOQUE COTA,atencion odontologica,consulta repetida,2016-07-01,0,0,0,4,1,2,3,9,0,0,0,0,0,0,4,15,19
CHUA COCANI,atencion odontologica,consulta repetida,2016-07-01,0,0,0,0,0,1,1,3,0,0,0,0,0,2,1,6,7
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consulta repetida,2016-07-01,17,5,6,16,2,2,10,34,2,0,0,10,0,8,37,75,112
CHUMA,atencion odontologica,consulta repetida,2016-07-01,0,0,0,0,0,1,5,6,0,0,0,0,0,0,5,7,12
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consulta repetida,2016-07-01,1,3,0,0,0,4,4,10,0,0,0,0,0,0,5,17,22
CKOCHAS,atencion odontologica,consulta repetida,2016-07-01,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,7,7
CLIZA,atencion odontologica,consulta repetida,2016-07-01,1,24,44,27,1,7,21,30,9,11,0,0,0,5,76,104,180
COBIJA,atencion odontologica,consulta repetida,2016-07-01,12,6,36,45,25,46,40,56,10,3,0,1,0,2,123,159,282
COCHABAMBA,atencion odontologica,consulta repetida,2016-07-01,379,431,625,740,238,396,940,1484,258,218,0,53,0,67,2440,3389,5829
COIPASA,atencion odontologica,consulta repetida,2016-07-01,0,0,0,0,0,0,2,1,0,1,0,0,0,0,2,2,4
COLCAPIRHUA,atencion odontologica,consulta repetida,2016-07-01,27,24,0,0,0,3,0,8,13,5,0,7,0,4,40,51,91
"COLCHA ""K""",atencion odontologica,consulta repetida,2016-07-01,4,1,0,2,2,0,0,4,3,0,0,0,0,0,9,7,16
COLOMI,atencion odontologica,consulta repetida,2016-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5
COLQUECHACA,atencion odontologica,consulta repetida,2016-07-01,12,9,12,34,4,15,24,45,12,8,0,5,0,15,64,131,195
COLQUENCHA,atencion odontologica,consulta repetida,2016-07-01,0,6,1,1,0,8,7,11,0,0,0,2,0,0,8,28,36
COLQUIRI,atencion odontologica,consulta repetida,2016-07-01,6,12,18,17,1,43,12,39,1,0,0,1,0,0,38,112,150
COMARAPA,atencion odontologica,consulta repetida,2016-07-01,4,5,7,1,7,4,8,28,7,1,0,0,0,2,33,41,74
CONCEPCION,atencion odontologica,consulta repetida,2016-07-01,0,0,1,0,0,1,0,4,0,0,0,0,0,0,1,5,6
CORIPATA,atencion odontologica,consulta repetida,2016-07-01,3,4,0,0,2,0,1,8,0,0,0,0,0,5,6,17,23
CORO CORO,atencion odontologica,consulta repetida,2016-07-01,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4
CORQUE,atencion odontologica,consulta repetida,2016-07-01,3,1,0,1,3,1,2,8,5,0,0,0,0,0,13,11,24
COTAGAITA,atencion odontologica,consulta repetida,2016-07-01,35,19,86,102,20,96,131,231,17,10,0,4,0,9,289,471,760
COTOCA,atencion odontologica,consulta repetida,2016-07-01,45,108,0,0,0,0,3,7,0,0,0,0,0,0,48,115,163
CUATRO CAÑADAS,atencion odontologica,consulta repetida,2016-07-01,7,9,8,3,2,11,7,17,0,1,0,6,0,9,24,56,80
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consulta repetida,2016-07-01,0,0,0,0,3,0,1,6,0,0,0,0,0,0,4,6,10
CUEVO,atencion odontologica,consulta repetida,2016-07-01,0,0,2,5,7,3,6,20,0,0,0,0,0,1,15,29,44
CULPINA,atencion odontologica,consulta repetida,2016-07-01,1,1,8,10,4,4,16,14,4,7,0,0,0,1,33,37,70
CURAHUARA DE CARANGAS,atencion odontologica,consulta repetida,2016-07-01,0,0,0,0,1,1,0,1,1,3,0,0,0,0,2,5,7
DESAGUADERO,atencion odontologica,consulta repetida,2016-07-01,0,0,0,3,0,0,1,2,0,0,0,0,0,1,1,6,7
EL ALTO,atencion odontologica,consulta repetida,2016-07-01,331,287,489,526,339,409,329,668,90,57,0,21,0,29,1578,1997,3575
EL CHORO,atencion odontologica,consulta repetida,2016-07-01,0,0,0,2,0,0,2,2,0,2,0,0,0,0,2,6,8
EL PUENTE(STC),atencion odontologica,consulta repetida,2016-07-01,16,16,0,0,0,0,4,0,1,0,0,2,0,3,21,21,42
EL PUENTE(TJA),atencion odontologica,consulta repetida,2016-07-01,1,1,4,2,1,2,4,15,1,0,0,0,0,0,11,20,31
EL TORNO,atencion odontologica,consulta repetida,2016-07-01,13,21,31,12,7,6,9,17,11,5,0,7,0,1,71,69,140
EL VILLAR,atencion odontologica,consulta repetida,2016-07-01,4,4,3,3,19,1,6,13,0,0,0,3,0,1,32,25,57
ENTRE RIOS TRJ,atencion odontologica,consulta repetida,2016-07-01,2,6,1,14,4,13,5,18,0,3,0,0,0,0,12,54,66
ENTRE RIOS CBBA,atencion odontologica,consulta repetida,2016-07-01,17,14,0,1,0,1,1,14,0,0,0,2,0,9,18,41,59
ESCARA,atencion odontologica,consulta repetida,2016-07-01,2,0,0,0,0,2,0,2,2,0,0,2,0,2,4,8,12
EUCALIPTUS,atencion odontologica,consulta repetida,2016-07-01,3,2,4,1,0,3,2,4,1,2,0,0,0,0,10,12,22
EUREKA (SANTOS MERCADO),atencion odontologica,consulta repetida,2016-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
FERNANDEZ ALONSO,atencion odontologica,consulta repetida,2016-07-01,0,0,1,1,0,0,0,4,0,0,0,0,0,2,1,7,8
FILADELFIA,atencion odontologica,consulta repetida,2016-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
GENERAL SAAVEDRA,atencion odontologica,consulta repetida,2016-07-01,0,0,0,0,0,1,0,1,0,4,0,0,0,1,0,7,7
GUANAY,atencion odontologica,consulta repetida,2016-07-01,3,2,1,2,3,3,4,5,1,0,0,0,0,0,12,12,24
GUAYARAMERIN,atencion odontologica,consulta repetida,2016-07-01,4,2,2,7,2,14,1,23,4,1,0,13,0,8,13,68,81
GUTIERREZ,atencion odontologica,consulta repetida,2016-07-01,5,8,5,1,8,6,6,22,3,3,0,2,0,2,27,44,71
HUACARETA,atencion odontologica,consulta repetida,2016-07-01,0,0,0,0,1,3,0,6,0,0,0,5,0,1,1,15,16
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consulta repetida,2016-07-01,0,0,5,0,3,3,3,3,0,0,0,0,0,0,11,6,17
HUACHACALLA,atencion odontologica,consulta repetida,2016-07-01,1,1,0,0,0,0,4,2,2,0,0,0,0,0,7,3,10
HUANUNI,atencion odontologica,consulta repetida,2016-07-01,26,62,21,17,8,14,29,59,6,13,0,7,0,1,90,173,263
HUARACAJE,atencion odontologica,consulta repetida,2016-07-01,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,3,3
HUARINA,atencion odontologica,consulta repetida,2016-07-01,0,0,0,0,0,0,1,2,2,1,0,0,0,0,3,3,6
HUATAJATA,atencion odontologica,consulta repetida,2016-07-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
HUAYLLAMARCA,atencion odontologica,consulta repetida,2016-07-01,0,0,3,3,0,0,1,2,0,1,0,0,0,0,4,6,10
HUMANATA,atencion odontologica,consulta repetida,2016-07-01,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
ICLA,atencion odontologica,consulta repetida,2016-07-01,0,0,1,1,2,1,0,2,0,0,0,0,0,1,3,5,8
INCAHUASI,atencion odontologica,consulta repetida,2016-07-01,3,3,1,1,0,1,0,8,0,1,0,0,0,6,4,20,24
INQUISIVI,atencion odontologica,consulta repetida,2016-07-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
IRUPANA (VILLA DE LANZA),atencion odontologica,consulta repetida,2016-07-01,0,1,2,0,2,2,1,5,0,0,0,0,0,0,5,8,13
IXIAMAS,atencion odontologica,consulta repetida,2016-07-01,2,1,0,2,0,0,4,0,0,0,0,0,0,0,6,3,9
JESUS DE MACHACA,atencion odontologica,consulta repetida,2016-07-01,7,15,2,5,3,1,3,11,3,1,0,0,0,1,18,34,52
LA ASUNTA,atencion odontologica,consulta repetida,2016-07-01,2,2,10,11,6,18,18,25,0,0,0,2,0,9,36,67,103
LA GUARDIA,atencion odontologica,consulta repetida,2016-07-01,6,7,0,0,2,2,0,2,5,3,0,0,0,0,13,14,27
LA PAZ,atencion odontologica,consulta repetida,2016-07-01,600,563,730,857,493,618,1046,1648,340,283,0,122,0,96,3209,4187,7396
LAGUNILLAS,atencion odontologica,consulta repetida,2016-07-01,0,0,0,0,2,9,0,0,0,0,0,0,0,0,2,9,11
LAJA,atencion odontologica,consulta repetida,2016-07-01,1,4,1,4,0,7,5,5,1,4,0,1,0,0,8,25,33
LAS CARRERAS,atencion odontologica,consulta repetida,2016-07-01,5,0,2,4,0,0,6,8,0,0,0,0,0,0,13,12,25
LLALLAGUA,atencion odontologica,consulta repetida,2016-07-01,32,34,21,38,23,45,42,111,15,23,0,14,0,29,133,294,427
LLICA,atencion odontologica,consulta repetida,2016-07-01,0,0,1,0,0,4,8,11,0,1,0,2,0,2,9,20,29
LURIBAY,atencion odontologica,consulta repetida,2016-07-01,0,1,0,0,0,0,2,7,1,1,0,0,0,0,3,9,12
MACHACAMARCA,atencion odontologica,consulta repetida,2016-07-01,8,19,6,15,8,4,2,59,5,13,0,0,0,2,29,112,141
MACHARETI,atencion odontologica,consulta repetida,2016-07-01,0,0,0,1,0,2,2,3,0,0,0,2,0,1,2,9,11
MAGDALENA,atencion odontologica,consulta repetida,2016-07-01,0,0,1,0,1,1,5,7,0,0,0,0,0,0,7,8,15
MAIRANA,atencion odontologica,consulta repetida,2016-07-01,8,7,7,7,0,11,6,70,8,10,0,14,0,14,29,133,162
MAPIRI,atencion odontologica,consulta repetida,2016-07-01,0,0,1,0,1,3,2,8,1,0,0,0,0,0,5,11,16
MECAPACA,atencion odontologica,consulta repetida,2016-07-01,0,0,1,0,2,2,3,6,6,4,0,1,0,0,12,13,25
MINEROS,atencion odontologica,consulta repetida,2016-07-01,0,1,0,2,0,0,1,2,1,0,0,3,0,0,2,8,10
MIZQUE,atencion odontologica,consulta repetida,2016-07-01,9,13,5,4,5,5,1,3,1,0,0,2,0,3,21,30,51
MOCOMOCO,atencion odontologica,consulta repetida,2016-07-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
MOJINETE,atencion odontologica,consulta repetida,2016-07-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
MOJOCOYA,atencion odontologica,consulta repetida,2016-07-01,1,0,7,24,5,21,12,71,3,0,0,0,0,2,28,118,146
MONTEAGUDO,atencion odontologica,consulta repetida,2016-07-01,36,38,9,12,22,4,17,37,3,1,0,3,0,5,87,100,187
MONTERO,atencion odontologica,consulta repetida,2016-07-01,4,6,12,17,8,10,9,48,2,0,0,3,0,1,35,85,120
MORO MORO,atencion odontologica,consulta repetida,2016-07-01,0,1,1,0,0,1,6,6,0,0,0,0,0,1,7,9,16
MOROCHATA,atencion odontologica,consulta repetida,2016-07-01,0,0,0,0,0,0,1,2,0,3,0,0,0,0,1,5,6
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,consulta repetida,2016-07-01,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,6
NAZACARA DE PACAJES,atencion odontologica,consulta repetida,2016-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2
OCURI,atencion odontologica,consulta repetida,2016-07-01,0,0,0,0,0,2,1,2,0,0,0,0,0,0,1,4,5
OMEREQUE,atencion odontologica,consulta repetida,2016-07-01,1,4,1,2,0,0,0,1,1,0,0,0,0,0,3,7,10
ORURO,atencion odontologica,consulta repetida,2016-07-01,326,333,266,363,136,237,499,765,139,136,0,44,0,110,1366,1988,3354
PADCAYA,atencion odontologica,consulta repetida,2016-07-01,0,3,10,9,6,14,9,18,0,0,0,0,0,0,25,44,69
PADILLA,atencion odontologica,consulta repetida,2016-07-01,10,9,0,3,7,15,19,14,1,0,0,6,0,7,37,54,91
PAILON,atencion odontologica,consulta repetida,2016-07-01,1,2,0,2,0,2,0,9,0,0,0,0,0,5,1,20,21
PALCA,atencion odontologica,consulta repetida,2016-07-01,11,4,0,0,0,3,0,6,0,0,0,0,0,0,11,13,24
PALOS BLANCOS,atencion odontologica,consulta repetida,2016-07-01,7,11,0,0,0,0,1,3,0,0,0,1,0,2,8,17,25
PAMPA AULLAGAS,atencion odontologica,consulta repetida,2016-07-01,2,0,10,2,0,0,0,10,1,0,0,0,0,0,13,12,25
PAMPA GRANDE,atencion odontologica,consulta repetida,2016-07-01,2,2,0,0,0,1,0,0,0,0,0,1,0,0,2,4,6
PAPEL PAMPA,atencion odontologica,consulta repetida,2016-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2
PASORAPA,atencion odontologica,consulta repetida,2016-07-01,0,0,1,0,4,0,0,18,6,0,0,1,0,3,11,22,33
PATACAMAYA,atencion odontologica,consulta repetida,2016-07-01,28,50,0,0,0,0,4,3,0,0,0,0,0,0,32,53,85
PAZÑA,atencion odontologica,consulta repetida,2016-07-01,0,0,0,6,5,2,6,23,4,3,0,0,0,0,15,34,49
POCONA,atencion odontologica,consulta repetida,2016-07-01,2,0,0,1,0,4,1,1,0,0,0,0,0,2,3,8,11
POJO (CBBA),atencion odontologica,consulta repetida,2016-07-01,1,1,8,12,8,8,17,8,1,0,0,3,0,11,35,43,78
POOPO,atencion odontologica,consulta repetida,2016-07-01,13,19,11,10,3,6,37,15,3,1,0,1,0,6,67,58,125
PORCO,atencion odontologica,consulta repetida,2016-07-01,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,6
POROMA,atencion odontologica,consulta repetida,2016-07-01,0,0,0,0,3,4,1,4,0,0,0,0,0,0,4,8,12
PORONGO,atencion odontologica,consulta repetida,2016-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
PORTACHUELO,atencion odontologica,consulta repetida,2016-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PORVENIR,atencion odontologica,consulta repetida,2016-07-01,0,2,0,1,3,0,2,3,0,0,0,0,0,0,5,6,11
POSTRER VALLE,atencion odontologica,consulta repetida,2016-07-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
POTOSI,atencion odontologica,consulta repetida,2016-07-01,275,242,250,308,261,477,332,654,64,28,0,75,0,94,1182,1878,3060
PRESTO,atencion odontologica,consulta repetida,2016-07-01,0,1,0,0,0,0,7,9,0,1,0,0,0,2,7,13,20
PUCARA,atencion odontologica,consulta repetida,2016-07-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
PUCARANI,atencion odontologica,consulta repetida,2016-07-01,1,1,0,1,0,8,11,5,3,1,0,0,0,6,15,22,37
PUERTO CARABUCO,atencion odontologica,consulta repetida,2016-07-01,0,7,0,1,2,3,4,1,2,0,0,0,0,0,8,12,20
PUERTO GONZALO MORENO,atencion odontologica,consulta repetida,2016-07-01,0,1,0,0,0,0,1,2,0,1,0,0,0,0,1,4,5
PUERTO QUIJARRO,atencion odontologica,consulta repetida,2016-07-01,2,7,3,0,0,0,0,19,1,1,0,6,0,7,6,40,46
PUERTO RICO,atencion odontologica,consulta repetida,2016-07-01,0,0,0,2,5,1,7,5,0,0,0,2,0,1,12,11,23
PUERTO SUAREZ,atencion odontologica,consulta repetida,2016-07-01,2,3,0,0,0,0,0,12,4,6,0,3,0,6,6,30,36
PUERTO VILLARROEL,atencion odontologica,consulta repetida,2016-07-01,65,50,3,6,4,5,14,27,3,2,0,7,0,13,89,110,199
PUNA,atencion odontologica,consulta repetida,2016-07-01,6,4,4,6,4,5,8,23,3,7,0,1,0,12,25,58,83
PUNATA,atencion odontologica,consulta repetida,2016-07-01,10,7,29,32,16,29,13,93,13,13,0,5,0,26,81,205,286
QUIABAYA,atencion odontologica,consulta repetida,2016-07-01,1,1,0,1,0,0,1,5,0,0,0,0,0,0,2,7,9
QUILLACOLLO,atencion odontologica,consulta repetida,2016-07-01,74,88,50,32,44,49,84,123,37,31,0,0,0,4,289,327,616
QUIME,atencion odontologica,consulta repetida,2016-07-01,0,5,9,15,3,1,33,6,0,0,0,0,0,0,45,27,72
QUIRUSILLAS,atencion odontologica,consulta repetida,2016-07-01,0,0,0,0,0,2,1,2,0,0,0,0,0,0,1,4,5
RAVELO,atencion odontologica,consulta repetida,2016-07-01,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,2,4
REYES,atencion odontologica,consulta repetida,2016-07-01,3,1,8,30,18,12,11,22,0,0,0,0,0,0,40,65,105
RIBERALTA,atencion odontologica,consulta repetida,2016-07-01,35,36,63,79,157,275,118,162,47,52,0,17,0,8,420,629,1049
RURRENABAQUE,atencion odontologica,consulta repetida,2016-07-01,5,6,7,1,2,2,3,2,2,0,0,4,0,2,19,17,36
SABAYA,atencion odontologica,consulta repetida,2016-07-01,0,4,1,0,0,0,1,0,7,0,0,0,0,0,9,4,13
SACABA,atencion odontologica,consulta repetida,2016-07-01,15,21,108,132,47,78,25,65,19,35,0,4,0,9,214,344,558
SACABAMBA,atencion odontologica,consulta repetida,2016-07-01,0,0,0,0,1,0,2,2,2,0,0,0,0,0,5,2,7
SACACA,atencion odontologica,consulta repetida,2016-07-01,0,0,0,1,1,10,4,11,0,2,0,7,0,1,5,32,37
SAIPINA,atencion odontologica,consulta repetida,2016-07-01,2,3,3,2,7,5,3,13,4,1,0,3,0,12,19,39,58
SALINAS DE GARCI MENDOZA,atencion odontologica,consulta repetida,2016-07-01,7,3,5,4,2,6,3,8,7,3,0,2,0,1,24,27,51
SAMAIPATA,atencion odontologica,consulta repetida,2016-07-01,0,1,7,7,5,6,5,7,0,0,0,9,0,0,17,30,47
SAN ANDRES,atencion odontologica,consulta repetida,2016-07-01,2,0,1,0,0,1,0,4,0,0,0,1,0,0,3,6,9
SAN ANDRES DE MACHACA,atencion odontologica,consulta repetida,2016-07-01,2,0,1,1,1,4,5,7,1,0,0,0,0,0,10,12,22
SAN ANTONIO DE ESMORUCO,atencion odontologica,consulta repetida,2016-07-01,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
SAN BENITO,atencion odontologica,consulta repetida,2016-07-01,6,6,0,0,0,0,3,9,5,7,0,3,0,0,14,25,39
SAN BORJA,atencion odontologica,consulta repetida,2016-07-01,1,10,4,15,20,8,32,43,0,1,0,0,0,8,57,85,142
SAN CARLOS,atencion odontologica,consulta repetida,2016-07-01,10,7,6,4,0,0,0,0,0,0,0,0,0,0,16,11,27
SAN IGNACIO,atencion odontologica,consulta repetida,2016-07-01,1,3,7,27,2,14,2,38,0,0,0,6,0,2,12,90,102
SAN IGNACIO DE VELASCO,atencion odontologica,consulta repetida,2016-07-01,9,1,12,33,16,58,6,105,12,6,0,5,0,0,55,208,263
SAN JAVIER(BNI),atencion odontologica,consulta repetida,2016-07-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
SAN JAVIER(STC),atencion odontologica,consulta repetida,2016-07-01,0,1,1,0,0,6,3,4,1,5,0,3,0,0,5,19,24
SAN JOSE DE CHIQUITOS,atencion odontologica,consulta repetida,2016-07-01,0,2,3,5,5,8,5,8,1,0,0,0,0,0,14,23,37
SAN LORENZO(TJA),atencion odontologica,consulta repetida,2016-07-01,3,6,48,40,35,63,45,127,1,6,0,5,0,0,132,247,379
SAN LUCAS,atencion odontologica,consulta repetida,2016-07-01,0,7,4,9,0,8,5,25,0,0,0,2,0,0,9,51,60
SAN MATIAS,atencion odontologica,consulta repetida,2016-07-01,11,6,3,5,0,20,3,21,6,8,0,4,0,0,23,64,87
SAN MIGUEL DE VELASCO,atencion odontologica,consulta repetida,2016-07-01,0,0,4,4,1,1,3,14,1,0,0,0,0,2,9,21,30
SAN PEDRO,atencion odontologica,consulta repetida,2016-07-01,0,0,4,0,1,9,2,11,0,2,0,0,0,0,7,22,29
SAN PEDRO DE BUENA VISTA,atencion odontologica,consulta repetida,2016-07-01,0,2,0,1,0,0,2,11,0,0,0,2,0,2,2,18,20
SAN PEDRO DE CURAHUARA,atencion odontologica,consulta repetida,2016-07-01,0,2,1,0,1,1,0,2,0,0,0,0,0,1,2,6,8
SAN PEDRO DE QUEMES,atencion odontologica,consulta repetida,2016-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN RAFAEL,atencion odontologica,consulta repetida,2016-07-01,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,10,10
SANTA ANA,atencion odontologica,consulta repetida,2016-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,atencion odontologica,consulta repetida,2016-07-01,549,436,343,358,230,436,553,957,258,232,0,103,0,87,1933,2609,4542
SANTA ROSA,atencion odontologica,consulta repetida,2016-07-01,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2
SANTA ROSA DEL SARA,atencion odontologica,consulta repetida,2016-07-01,1,2,3,1,0,1,2,0,0,1,0,4,0,1,6,10,16
SANTIAGO DE HUARI,atencion odontologica,consulta repetida,2016-07-01,9,2,19,23,5,15,10,28,6,5,0,0,0,0,49,73,122
SANTIAGO DE HUATA,atencion odontologica,consulta repetida,2016-07-01,1,0,0,0,1,1,1,6,4,0,0,0,0,0,7,7,14
SANTIVAÑES,atencion odontologica,consulta repetida,2016-07-01,8,4,6,10,1,3,6,12,0,2,0,0,0,2,21,33,54
SAPAHAQUI,atencion odontologica,consulta repetida,2016-07-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
SENA,atencion odontologica,consulta repetida,2016-07-01,0,0,0,0,0,1,4,9,2,0,0,5,0,1,6,16,22
SICA SICA (VILLA AROMA),atencion odontologica,consulta repetida,2016-07-01,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,3
SICAYA,atencion odontologica,consulta repetida,2016-07-01,0,0,0,0,4,5,3,7,0,0,0,0,0,0,7,12,19
SIPE SIPE,atencion odontologica,consulta repetida,2016-07-01,13,14,5,10,0,12,1,14,3,3,0,0,0,6,22,59,81
SOPACHUY,atencion odontologica,consulta repetida,2016-07-01,8,5,4,10,2,5,13,29,1,0,0,1,0,4,28,54,82
SORACACHI,atencion odontologica,consulta repetida,2016-07-01,6,5,2,1,2,1,6,9,7,2,0,0,0,3,23,21,44
SORATA,atencion odontologica,consulta repetida,2016-07-01,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,4,4
SUCRE,atencion odontologica,consulta repetida,2016-07-01,364,263,394,544,289,602,753,1183,88,69,0,87,0,95,1888,2843,4731
TACACHI,atencion odontologica,consulta repetida,2016-07-01,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,4
TACACOMA,atencion odontologica,consulta repetida,2016-07-01,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,3,4
TACOBAMBA,atencion odontologica,consulta repetida,2016-07-01,0,0,0,0,0,0,1,2,0,0,0,2,0,0,1,4,5
TACOPAYA,atencion odontologica,consulta repetida,2016-07-01,5,6,1,0,0,3,7,18,14,8,0,4,0,7,27,46,73
TAPACARI,atencion odontologica,consulta repetida,2016-07-01,1,5,1,6,2,2,1,10,2,0,0,2,0,2,7,27,34
TARABUCO,atencion odontologica,consulta repetida,2016-07-01,0,0,0,1,5,3,5,17,1,1,0,0,0,4,11,26,37
TARATA,atencion odontologica,consulta repetida,2016-07-01,1,1,0,5,3,0,10,14,9,5,0,0,0,1,23,26,49
TARIJA,atencion odontologica,consulta repetida,2016-07-01,60,55,228,326,212,319,579,909,78,69,0,4,0,1,1157,1683,2840
TARVITA,atencion odontologica,consulta repetida,2016-07-01,1,1,0,3,1,5,8,13,1,1,0,1,0,0,11,24,35
TEOPONTE,atencion odontologica,consulta repetida,2016-07-01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
TIAWANACU,atencion odontologica,consulta repetida,2016-07-01,2,1,6,6,0,8,11,32,6,4,0,1,0,4,25,56,81
TIPUANI,atencion odontologica,consulta repetida,2016-07-01,0,0,0,1,0,1,0,7,0,1,0,0,0,1,0,11,11
TIQUIPAYA,atencion odontologica,consulta repetida,2016-07-01,42,43,16,5,0,1,2,36,0,6,0,4,0,19,60,114,174
TIRAQUE (CBBA),atencion odontologica,consulta repetida,2016-07-01,4,10,3,5,0,13,1,22,4,5,0,2,0,24,12,81,93
TOCO,atencion odontologica,consulta repetida,2016-07-01,0,0,0,1,0,0,11,6,0,3,0,1,0,0,11,11,22
TODOS SANTOS,atencion odontologica,consulta repetida,2016-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TOLATA,atencion odontologica,consulta repetida,2016-07-01,0,0,1,2,0,0,2,1,4,0,0,0,0,0,7,3,10
TOLEDO,atencion odontologica,consulta repetida,2016-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TOMAVE,atencion odontologica,consulta repetida,2016-07-01,0,0,1,0,0,2,0,12,0,1,0,0,0,7,1,22,23
TOMINA,atencion odontologica,consulta repetida,2016-07-01,25,2,5,6,4,17,2,13,0,0,0,2,0,1,36,41,77
TORO TORO,atencion odontologica,consulta repetida,2016-07-01,2,0,0,0,0,1,3,3,6,1,0,1,0,2,11,8,19
TOTORA(CBBA),atencion odontologica,consulta repetida,2016-07-01,7,10,2,11,0,10,6,37,1,0,0,2,0,11,16,81,97
TRIGAL,atencion odontologica,consulta repetida,2016-07-01,0,2,2,0,1,2,0,7,5,5,0,2,0,0,8,18,26
TRINIDAD,atencion odontologica,consulta repetida,2016-07-01,33,19,46,66,33,40,99,136,41,25,0,8,0,0,252,294,546
TUPIZA,atencion odontologica,consulta repetida,2016-07-01,18,29,20,49,34,39,64,131,49,43,0,1,0,37,185,329,514
TURCO,atencion odontologica,consulta repetida,2016-07-01,0,3,2,5,5,5,4,19,7,2,0,0,0,0,18,34,52
UMALA,atencion odontologica,consulta repetida,2016-07-01,1,0,1,0,0,1,0,1,1,0,0,0,0,0,3,2,5
UNCIA,atencion odontologica,consulta repetida,2016-07-01,21,21,27,34,16,8,19,33,11,29,0,2,0,9,94,136,230
URIONDO (A. CONCEPCION),atencion odontologica,consulta repetida,2016-07-01,2,1,28,22,39,52,65,132,8,6,0,0,0,0,142,213,355
URUBICHA,atencion odontologica,consulta repetida,2016-07-01,0,0,1,1,0,3,0,5,0,0,0,0,0,0,1,9,10
