,group,variable,month,MEDIDAS PREVENTIVAS MENORES DE 5 AÑOS,MEDIDAS PREVENTIVAS MENORES DE 5 AÑOS,MEDIDAS PREVENTIVAS 5 A 13 AÑOS,MEDIDAS PREVENTIVAS 5 A 13 AÑOS,MEDIDAS PREVENTIVAS 14 A 19 AÑOS,MEDIDAS PREVENTIVAS 14 A 19 AÑOS,MEDIDAS PREVENTIVAS 20 A 59 AÑOS,MEDIDAS PREVENTIVAS 20 A 59 AÑOS,MEDIDAS PREVENTIVAS 60 AÑOS Y MAS,MEDIDAS PREVENTIVAS 60 AÑOS Y MAS,MEDIDAS PREVENTIVAS EMB,MEDIDAS PREVENTIVAS EMB,MEDIDAS PREVENTIVAS POST,MEDIDAS PREVENTIVAS POST,TOTALES,TOTALES,TOTALES
SANTA ROSA,atencion odontologica,medidas preventivas,2016-08-01,1,0,2,126,125,19,13,8,2,0,0,0,0,0,143,153,296
SANTA ROSA DEL SARA,atencion odontologica,medidas preventivas,2016-08-01,9,9,1,2,0,3,0,14,1,2,0,0,0,0,11,30,41
SANTIAGO DE CALLAPA,atencion odontologica,medidas preventivas,2016-08-01,4,7,0,0,1,1,0,6,4,2,0,0,0,0,9,16,25
SANTIAGO DE HUARI,atencion odontologica,medidas preventivas,2016-08-01,28,50,36,36,5,9,35,70,26,13,0,0,0,0,130,178,308
SANTIAGO DE HUATA,atencion odontologica,medidas preventivas,2016-08-01,18,17,0,0,0,2,0,2,4,7,0,0,0,0,22,28,50
SANTIAGO DE MACHACA,atencion odontologica,medidas preventivas,2016-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SANTIVAÑES,atencion odontologica,medidas preventivas,2016-08-01,1,0,2,0,0,2,1,1,0,1,0,0,0,0,4,4,8
SANTUARIO DE QUILLACAS,atencion odontologica,medidas preventivas,2016-08-01,0,0,0,1,0,1,0,0,8,16,0,0,0,0,8,18,26
SAPAHAQUI,atencion odontologica,medidas preventivas,2016-08-01,9,11,1,0,0,2,0,5,6,3,0,0,0,0,16,21,37
SENA,atencion odontologica,medidas preventivas,2016-08-01,9,16,71,70,0,0,0,3,0,0,0,0,0,0,80,89,169
SHINAOTA,atencion odontologica,medidas preventivas,2016-08-01,18,19,2,3,0,3,1,7,2,3,0,0,0,0,23,35,58
SICA SICA (VILLA AROMA),atencion odontologica,medidas preventivas,2016-08-01,12,11,1,0,0,0,1,5,0,0,0,0,0,0,14,16,30
SICAYA,atencion odontologica,medidas preventivas,2016-08-01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
SIPE SIPE,atencion odontologica,medidas preventivas,2016-08-01,66,89,29,30,0,22,3,17,4,7,0,0,0,0,102,165,267
SOPACHUY,atencion odontologica,medidas preventivas,2016-08-01,2,2,14,14,6,4,1,0,0,0,0,0,0,0,23,20,43
SORACACHI,atencion odontologica,medidas preventivas,2016-08-01,16,14,425,343,22,31,0,2,0,0,0,0,0,0,463,390,853
SORATA,atencion odontologica,medidas preventivas,2016-08-01,31,34,82,130,48,42,1,8,5,3,0,0,0,0,167,217,384
SUCRE,atencion odontologica,medidas preventivas,2016-08-01,1009,1168,290,496,124,205,223,534,33,26,0,0,0,0,1679,2429,4108
TACACHI,atencion odontologica,medidas preventivas,2016-08-01,0,1,1,0,0,0,1,1,0,0,0,0,0,0,2,2,4
TACACOMA,atencion odontologica,medidas preventivas,2016-08-01,8,9,0,1,0,0,0,2,0,0,0,0,0,0,8,12,20
TACOBAMBA,atencion odontologica,medidas preventivas,2016-08-01,0,1,13,16,4,3,0,2,0,0,0,0,0,0,17,22,39
TACOPAYA,atencion odontologica,medidas preventivas,2016-08-01,2,3,0,0,2,1,2,4,0,0,0,0,0,0,6,8,14
TAHUA,atencion odontologica,medidas preventivas,2016-08-01,10,13,0,0,0,0,0,0,0,0,0,0,0,0,10,13,23
TAPACARI,atencion odontologica,medidas preventivas,2016-08-01,48,37,23,6,4,27,5,32,5,6,0,0,0,0,85,108,193
TARABUCO,atencion odontologica,medidas preventivas,2016-08-01,80,50,21,15,0,2,0,6,0,0,0,0,0,0,101,73,174
TARACO,atencion odontologica,medidas preventivas,2016-08-01,36,28,0,0,0,1,0,6,9,9,0,0,0,0,45,44,89
TARATA,atencion odontologica,medidas preventivas,2016-08-01,22,10,8,18,9,9,11,19,2,14,0,0,0,0,52,70,122
TARIJA,atencion odontologica,medidas preventivas,2016-08-01,69,44,255,265,133,271,321,523,48,21,0,0,0,0,826,1124,1950
TARVITA,atencion odontologica,medidas preventivas,2016-08-01,32,41,0,0,0,5,0,6,0,0,0,0,0,0,32,52,84
TEOPONTE,atencion odontologica,medidas preventivas,2016-08-01,66,54,9,8,1,9,5,10,4,10,0,0,0,0,85,91,176
TIAWANACU,atencion odontologica,medidas preventivas,2016-08-01,3,8,0,1,0,1,1,2,2,3,0,0,0,0,6,15,21
TINGUIPAYA,atencion odontologica,medidas preventivas,2016-08-01,5,4,0,0,0,3,0,2,0,0,0,0,0,0,5,9,14
TIPUANI,atencion odontologica,medidas preventivas,2016-08-01,25,29,204,178,2,4,0,3,1,0,0,0,0,0,232,214,446
TIQUIPAYA,atencion odontologica,medidas preventivas,2016-08-01,272,346,30,29,10,15,5,68,6,14,0,0,0,0,323,472,795
TIRAQUE (CBBA),atencion odontologica,medidas preventivas,2016-08-01,62,54,7,6,0,1,1,14,8,5,0,0,0,0,78,80,158
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,medidas preventivas,2016-08-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
TOCO,atencion odontologica,medidas preventivas,2016-08-01,23,26,0,1,0,0,0,2,0,0,0,0,0,0,23,29,52
TODOS SANTOS,atencion odontologica,medidas preventivas,2016-08-01,1,0,0,0,0,0,0,0,1,2,0,0,0,0,2,2,4
TOLATA,atencion odontologica,medidas preventivas,2016-08-01,21,18,3,3,0,4,2,17,1,6,0,0,0,0,27,48,75
TOLEDO,atencion odontologica,medidas preventivas,2016-08-01,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
TOMAVE,atencion odontologica,medidas preventivas,2016-08-01,8,10,0,0,0,0,0,0,0,0,0,0,0,0,8,10,18
TOMINA,atencion odontologica,medidas preventivas,2016-08-01,6,10,4,9,0,5,0,0,0,0,0,0,0,0,10,24,34
TORO TORO,atencion odontologica,medidas preventivas,2016-08-01,15,16,59,74,24,45,0,4,5,2,0,0,0,0,103,141,244
TOTORA(CBBA),atencion odontologica,medidas preventivas,2016-08-01,20,7,66,39,0,17,0,0,0,0,0,0,0,0,86,63,149
TOTORA(ORR),atencion odontologica,medidas preventivas,2016-08-01,9,9,0,0,0,0,0,2,0,0,0,0,0,0,9,11,20
TRIGAL,atencion odontologica,medidas preventivas,2016-08-01,14,22,47,45,3,2,1,0,0,0,0,0,0,0,65,69,134
TRINIDAD,atencion odontologica,medidas preventivas,2016-08-01,63,43,98,109,10,24,29,106,4,4,0,0,0,0,204,286,490
TUPIZA,atencion odontologica,medidas preventivas,2016-08-01,109,91,119,186,6,40,39,75,36,23,0,0,0,0,309,415,724
TURCO,atencion odontologica,medidas preventivas,2016-08-01,4,9,0,0,0,1,2,1,1,1,0,0,0,0,7,12,19
UMALA,atencion odontologica,medidas preventivas,2016-08-01,15,10,0,3,1,0,1,4,3,0,0,0,0,0,20,17,37
UNCIA,atencion odontologica,medidas preventivas,2016-08-01,17,24,9,31,4,13,15,31,10,24,0,0,0,0,55,123,178
URIONDO (A. CONCEPCION),atencion odontologica,medidas preventivas,2016-08-01,7,6,9,16,3,15,10,9,2,0,0,0,0,0,31,46,77
UYUNI,atencion odontologica,medidas preventivas,2016-08-01,36,10,2,1,1,2,0,13,4,4,0,0,0,0,43,30,73
VACAS,atencion odontologica,medidas preventivas,2016-08-01,7,16,3,13,12,3,4,13,1,1,0,0,0,0,27,46,73
VALLEGRANDE,atencion odontologica,medidas preventivas,2016-08-01,95,81,16,11,1,0,1,2,2,1,0,0,0,0,115,95,210
VIACHA,atencion odontologica,medidas preventivas,2016-08-01,223,249,118,133,12,28,5,10,9,12,0,0,0,0,367,432,799
VILA VILA,atencion odontologica,medidas preventivas,2016-08-01,10,10,4,6,10,12,9,35,0,3,0,0,0,0,33,66,99
VILLA CHARCAS,atencion odontologica,medidas preventivas,2016-08-01,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,3
VILLA MONTES,atencion odontologica,medidas preventivas,2016-08-01,31,48,68,77,9,10,51,41,4,3,0,0,0,0,163,179,342
VILLA NUEVA (LOMA ALTA),atencion odontologica,medidas preventivas,2016-08-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
VILLA RIVERO,atencion odontologica,medidas preventivas,2016-08-01,29,20,4,4,4,31,3,29,3,6,0,0,0,0,43,90,133
VILLA SERRANO,atencion odontologica,medidas preventivas,2016-08-01,26,40,0,2,0,0,0,0,0,0,0,0,0,0,26,42,68
VILLA TUNARI,atencion odontologica,medidas preventivas,2016-08-01,121,117,55,52,17,45,62,185,19,5,0,0,0,0,274,404,678
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,medidas preventivas,2016-08-01,82,64,2,1,1,5,3,18,0,2,0,0,0,0,88,90,178
VILLAZON,atencion odontologica,medidas preventivas,2016-08-01,129,128,4,13,8,10,11,47,24,20,0,0,0,0,176,218,394
VINTO,atencion odontologica,medidas preventivas,2016-08-01,134,165,1,0,0,2,0,12,0,0,0,0,0,0,135,179,314
VITICHI,atencion odontologica,medidas preventivas,2016-08-01,1,10,0,0,0,2,0,1,0,1,0,0,0,0,1,14,15
WALDO BALLIVIAN,atencion odontologica,medidas preventivas,2016-08-01,0,0,5,5,0,0,0,1,0,0,0,0,0,0,5,6,11
WARNES,atencion odontologica,medidas preventivas,2016-08-01,78,58,4,3,3,10,5,21,2,5,0,0,0,0,92,97,189
YACO,atencion odontologica,medidas preventivas,2016-08-01,8,8,0,0,0,0,1,0,0,0,0,0,0,0,9,8,17
YACUIBA,atencion odontologica,medidas preventivas,2016-08-01,48,68,96,155,50,80,87,151,12,21,0,0,0,0,293,475,768
YAMPARAEZ,atencion odontologica,medidas preventivas,2016-08-01,124,78,0,0,0,0,0,0,0,0,0,0,0,0,124,78,202
YANACACHI,atencion odontologica,medidas preventivas,2016-08-01,4,10,15,24,0,0,0,0,0,0,0,0,0,0,19,34,53
YAPACANI,atencion odontologica,medidas preventivas,2016-08-01,128,134,2,2,0,4,0,23,9,0,0,0,0,0,139,163,302
YOCALLA,atencion odontologica,medidas preventivas,2016-08-01,10,4,0,0,0,0,0,0,0,0,0,0,0,0,10,4,14
YOTALA,atencion odontologica,medidas preventivas,2016-08-01,41,34,27,27,2,4,1,14,0,2,0,0,0,0,71,81,152
YUNCHARA,atencion odontologica,medidas preventivas,2016-08-01,4,0,24,29,1,5,0,3,0,0,0,0,0,0,29,37,66
YUNGUYO DE LITORAL,atencion odontologica,medidas preventivas,2016-08-01,0,3,6,15,0,0,0,0,0,0,0,0,0,0,6,18,24
ZUDAÑEZ,atencion odontologica,medidas preventivas,2016-08-01,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
ACACIO,atencion odontologica,medidas preventivas,2016-09-01,14,24,1,3,0,2,0,0,0,0,0,0,0,0,15,29,44
ACHACACHI,atencion odontologica,medidas preventivas,2016-09-01,51,50,40,33,0,0,0,4,0,1,0,0,0,0,91,88,179
ACHOCALLA,atencion odontologica,medidas preventivas,2016-09-01,36,48,5,3,0,1,0,0,0,0,0,0,0,0,41,52,93
AIQUILE,atencion odontologica,medidas preventivas,2016-09-01,108,102,17,33,3,10,7,20,9,10,0,0,0,0,144,175,319
ALALAY,atencion odontologica,medidas preventivas,2016-09-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
ALCALA,atencion odontologica,medidas preventivas,2016-09-01,41,42,1,1,1,2,0,3,0,0,0,0,0,0,43,48,91
ALTO BENI,atencion odontologica,medidas preventivas,2016-09-01,18,7,1,0,0,6,0,1,1,1,0,0,0,0,20,15,35
ANCORAIMES,atencion odontologica,medidas preventivas,2016-09-01,14,7,11,19,0,0,0,4,0,0,0,0,0,0,25,30,55
ANDAMARCA,atencion odontologica,medidas preventivas,2016-09-01,12,6,40,48,0,2,3,1,5,4,0,0,0,0,60,61,121
ANTEQUERA,atencion odontologica,medidas preventivas,2016-09-01,10,20,16,24,0,0,0,0,0,1,0,0,0,0,26,45,71
ANZALDO,atencion odontologica,medidas preventivas,2016-09-01,26,11,100,229,4,9,0,2,0,12,0,0,0,0,130,263,393
APOLO,atencion odontologica,medidas preventivas,2016-09-01,57,62,7,5,0,4,1,2,3,2,0,0,0,0,68,75,143
ARAMPAMPA,atencion odontologica,medidas preventivas,2016-09-01,8,2,0,2,0,0,0,1,0,0,0,0,0,0,8,5,13
ARANI,atencion odontologica,medidas preventivas,2016-09-01,9,14,56,57,0,40,0,6,1,0,0,0,0,0,66,117,183
ARBIETO,atencion odontologica,medidas preventivas,2016-09-01,62,104,3,6,1,7,4,8,0,0,0,0,0,0,70,125,195
ARQUE,atencion odontologica,medidas preventivas,2016-09-01,8,4,0,1,4,1,1,12,0,1,0,0,0,0,13,19,32
ASCENCION DE GUARAYOS,atencion odontologica,medidas preventivas,2016-09-01,14,9,0,0,0,0,1,11,0,0,0,0,0,0,15,20,35
ATOCHA,atencion odontologica,medidas preventivas,2016-09-01,21,14,491,386,42,65,46,36,5,8,0,0,0,0,605,509,1114
AUCAPATA,atencion odontologica,medidas preventivas,2016-09-01,9,20,0,0,0,1,1,1,0,0,0,0,0,0,10,22,32
AYATA,atencion odontologica,medidas preventivas,2016-09-01,5,8,1,0,0,0,0,0,0,0,0,0,0,0,6,8,14
AYO AYO,atencion odontologica,medidas preventivas,2016-09-01,5,4,45,47,0,0,0,0,0,0,0,0,0,0,50,51,101
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,medidas preventivas,2016-09-01,34,56,21,60,13,25,52,63,5,6,0,0,0,0,125,210,335
AZURDUY,atencion odontologica,medidas preventivas,2016-09-01,8,36,0,0,0,0,1,1,0,0,0,0,0,0,9,37,46
BATALLAS,atencion odontologica,medidas preventivas,2016-09-01,6,11,0,0,0,0,0,0,0,0,0,0,0,0,6,11,17
BELEN DE ANDAMARCA,atencion odontologica,medidas preventivas,2016-09-01,7,3,36,24,0,1,0,0,0,0,0,0,0,0,43,28,71
BELEN DE URMIRI,atencion odontologica,medidas preventivas,2016-09-01,25,11,0,0,0,0,0,0,0,0,0,0,0,0,25,11,36
BELLA FLOR,atencion odontologica,medidas preventivas,2016-09-01,6,4,2,0,0,1,0,3,0,0,0,0,0,0,8,8,16
BERMEJO,atencion odontologica,medidas preventivas,2016-09-01,26,29,49,31,10,32,37,90,1,1,0,0,0,0,123,183,306
BETANZOS,atencion odontologica,medidas preventivas,2016-09-01,63,50,1,7,0,2,1,13,0,2,0,0,0,0,65,74,139
BOLIVAR,atencion odontologica,medidas preventivas,2016-09-01,7,1,5,9,0,0,0,0,0,0,0,0,0,0,12,10,22
BUENA VISTA,atencion odontologica,medidas preventivas,2016-09-01,90,72,3,1,0,0,2,7,0,0,0,0,0,0,95,80,175
CABEZAS,atencion odontologica,medidas preventivas,2016-09-01,107,100,0,1,0,5,0,16,1,0,0,0,0,0,108,122,230
CAIROMA,atencion odontologica,medidas preventivas,2016-09-01,34,26,512,535,4,4,5,6,0,0,0,0,0,0,555,571,1126
"CAIZA ""D""",atencion odontologica,medidas preventivas,2016-09-01,3,9,2,0,0,0,0,0,0,0,0,0,0,0,5,9,14
CAJUATA,atencion odontologica,medidas preventivas,2016-09-01,25,30,0,0,0,0,1,6,1,0,0,0,0,0,27,36,63
CALACOTO,atencion odontologica,medidas preventivas,2016-09-01,16,21,4,2,0,0,0,2,0,0,0,0,0,0,20,25,45
CALAMARCA,atencion odontologica,medidas preventivas,2016-09-01,6,12,166,172,0,3,1,7,0,0,0,0,0,0,173,194,367
CAMARGO,atencion odontologica,medidas preventivas,2016-09-01,16,45,24,15,2,0,0,0,0,0,0,0,0,0,42,60,102
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,medidas preventivas,2016-09-01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
CAMIRI,atencion odontologica,medidas preventivas,2016-09-01,95,55,102,119,1,8,0,28,4,7,0,0,0,0,202,217,419
CAPINOTA,atencion odontologica,medidas preventivas,2016-09-01,76,68,67,43,21,32,104,117,40,13,0,0,0,0,308,273,581
CAQUIAVIRI,atencion odontologica,medidas preventivas,2016-09-01,13,8,48,41,4,0,0,0,0,0,0,0,0,0,65,49,114
CARACOLLO,atencion odontologica,medidas preventivas,2016-09-01,31,34,10,37,4,8,11,20,2,3,0,0,0,0,58,102,160
CARANAVI,atencion odontologica,medidas preventivas,2016-09-01,79,95,19,24,17,15,11,33,17,14,0,0,0,0,143,181,324
CARAPARI,atencion odontologica,medidas preventivas,2016-09-01,6,1,37,33,5,14,7,9,0,0,0,0,0,0,55,57,112
CARIPUYO,atencion odontologica,medidas preventivas,2016-09-01,6,6,10,15,0,1,0,2,0,0,0,0,0,0,16,24,40
CARMEN RIVERO TORREZ,atencion odontologica,medidas preventivas,2016-09-01,29,37,0,0,0,0,2,2,0,0,0,0,0,0,31,39,70
CATACORA,atencion odontologica,medidas preventivas,2016-09-01,0,1,12,10,0,1,0,1,0,0,0,0,0,0,12,13,25
CHALLAPATA,atencion odontologica,medidas preventivas,2016-09-01,137,229,286,346,6,9,24,52,6,14,0,0,0,0,459,650,1109
CHAQUI,atencion odontologica,medidas preventivas,2016-09-01,17,20,25,35,23,30,0,2,8,20,0,0,0,0,73,107,180
CHARAGUA,atencion odontologica,medidas preventivas,2016-09-01,27,19,2,4,1,1,1,2,0,0,0,0,0,0,31,26,57
CHARAÑA,atencion odontologica,medidas preventivas,2016-09-01,7,9,0,0,0,0,0,0,0,0,0,0,0,0,7,9,16
CHAYANTA,atencion odontologica,medidas preventivas,2016-09-01,28,15,0,0,0,3,0,28,0,2,0,0,0,0,28,48,76
CHIMORE,atencion odontologica,medidas preventivas,2016-09-01,76,66,1,8,0,0,0,1,0,0,0,0,0,0,77,75,152
CHIPAYA,atencion odontologica,medidas preventivas,2016-09-01,8,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1,9
CHOQUE COTA,atencion odontologica,medidas preventivas,2016-09-01,2,6,55,42,2,4,0,0,1,1,0,0,0,0,60,53,113
CHUA COCANI,atencion odontologica,medidas preventivas,2016-09-01,15,4,121,118,0,0,0,1,1,0,0,0,0,0,137,123,260
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,medidas preventivas,2016-09-01,28,21,4,13,2,0,0,3,0,0,0,0,0,0,34,37,71
CHUMA,atencion odontologica,medidas preventivas,2016-09-01,15,15,7,10,4,10,1,11,0,1,0,0,0,0,27,47,74
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,medidas preventivas,2016-09-01,4,9,0,0,0,0,0,21,4,0,0,0,0,0,8,30,38
CKOCHAS,atencion odontologica,medidas preventivas,2016-09-01,1,1,0,0,0,1,2,3,7,8,0,0,0,0,10,13,23
CLIZA,atencion odontologica,medidas preventivas,2016-09-01,41,23,13,9,0,13,2,24,2,5,0,0,0,0,58,74,132
COBIJA,atencion odontologica,medidas preventivas,2016-09-01,336,359,2,1,2,29,47,85,6,3,0,0,0,0,393,477,870
COCAPATA,atencion odontologica,medidas preventivas,2016-09-01,61,60,4,6,3,20,2,30,12,17,0,0,0,0,82,133,215
COCHABAMBA,atencion odontologica,medidas preventivas,2016-09-01,1763,1507,1663,1778,486,858,1711,2896,701,618,0,0,0,0,6324,7657,13981
COIPASA,atencion odontologica,medidas preventivas,2016-09-01,7,5,8,7,0,0,0,0,0,0,0,0,0,0,15,12,27
COLCAPIRHUA,atencion odontologica,medidas preventivas,2016-09-01,112,106,12,4,0,3,3,28,14,15,0,0,0,0,141,156,297
"COLCHA ""K""",atencion odontologica,medidas preventivas,2016-09-01,6,15,0,0,0,0,0,1,0,0,0,0,0,0,6,16,22
COLLANA,atencion odontologica,medidas preventivas,2016-09-01,13,4,0,2,0,0,0,0,0,0,0,0,0,0,13,6,19
COLOMI,atencion odontologica,medidas preventivas,2016-09-01,43,81,0,0,0,18,0,6,1,1,0,0,0,0,44,106,150
COLPA BELGICA,atencion odontologica,medidas preventivas,2016-09-01,27,19,339,323,5,5,0,1,0,0,0,0,0,0,371,348,719
COLQUECHACA,atencion odontologica,medidas preventivas,2016-09-01,42,34,0,0,0,10,0,7,18,19,0,0,0,0,60,70,130
COLQUENCHA,atencion odontologica,medidas preventivas,2016-09-01,10,9,23,34,3,1,0,8,0,0,0,0,0,0,36,52,88
COLQUIRI,atencion odontologica,medidas preventivas,2016-09-01,39,25,15,10,2,7,16,18,1,2,0,0,0,0,73,62,135
COMANCHE,atencion odontologica,medidas preventivas,2016-09-01,1,0,0,0,0,14,0,0,0,0,0,0,0,0,1,14,15
COMARAPA,atencion odontologica,medidas preventivas,2016-09-01,19,29,0,3,2,2,0,9,0,1,0,0,0,0,21,44,65
CONCEPCION,atencion odontologica,medidas preventivas,2016-09-01,33,14,23,22,0,0,0,0,0,0,0,0,0,0,56,36,92
COPACABANA,atencion odontologica,medidas preventivas,2016-09-01,6,3,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
CORIPATA,atencion odontologica,medidas preventivas,2016-09-01,55,29,182,297,0,3,0,5,0,0,0,0,0,0,237,334,571
CORO CORO,atencion odontologica,medidas preventivas,2016-09-01,5,0,0,0,0,0,0,3,0,0,0,0,0,0,5,3,8
COROICO,atencion odontologica,medidas preventivas,2016-09-01,3,5,3,2,1,4,2,9,3,3,0,0,0,0,12,23,35
CORQUE,atencion odontologica,medidas preventivas,2016-09-01,0,1,0,3,0,0,0,0,1,0,0,0,0,0,1,4,5
COTAGAITA,atencion odontologica,medidas preventivas,2016-09-01,23,33,45,53,13,19,33,31,5,11,0,0,0,0,119,147,266
COTOCA,atencion odontologica,medidas preventivas,2016-09-01,0,10,2,0,1,0,5,8,0,1,0,0,0,0,8,19,27
CUATRO CAÑADAS,atencion odontologica,medidas preventivas,2016-09-01,109,79,0,1,1,2,3,12,3,4,0,0,0,0,116,98,214
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,medidas preventivas,2016-09-01,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,3
CUEVO,atencion odontologica,medidas preventivas,2016-09-01,8,2,0,0,0,1,0,1,0,0,0,0,0,0,8,4,12
CULPINA,atencion odontologica,medidas preventivas,2016-09-01,62,48,0,1,0,1,0,0,0,0,0,0,0,0,62,50,112
CURAHUARA DE CARANGAS,atencion odontologica,medidas preventivas,2016-09-01,6,6,0,0,0,1,0,0,0,0,0,0,0,0,6,7,13
CURVA,atencion odontologica,medidas preventivas,2016-09-01,24,24,0,1,0,0,1,7,0,0,0,0,0,0,25,32,57
DESAGUADERO,atencion odontologica,medidas preventivas,2016-09-01,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3
EL ALTO,atencion odontologica,medidas preventivas,2016-09-01,1003,1072,2421,2413,1098,1321,564,871,136,90,0,0,0,0,5222,5767,10989
EL CHORO,atencion odontologica,medidas preventivas,2016-09-01,36,25,2,0,0,1,0,4,1,2,0,0,0,0,39,32,71
EL PUENTE(STC),atencion odontologica,medidas preventivas,2016-09-01,67,37,0,0,1,3,0,4,0,0,0,0,0,0,68,44,112
EL PUENTE(TJA),atencion odontologica,medidas preventivas,2016-09-01,0,3,8,15,1,1,3,2,0,0,0,0,0,0,12,21,33
EL TORNO,atencion odontologica,medidas preventivas,2016-09-01,243,298,469,475,13,20,18,105,72,83,0,0,0,0,815,981,1796
EL VILLAR,atencion odontologica,medidas preventivas,2016-09-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
ENTRE RIOS TRJ,atencion odontologica,medidas preventivas,2016-09-01,42,48,59,64,41,36,2,8,2,4,0,0,0,0,146,160,306
ENTRE RIOS CBBA,atencion odontologica,medidas preventivas,2016-09-01,19,7,0,1,0,17,2,4,0,4,0,0,0,0,21,33,54
ESCARA,atencion odontologica,medidas preventivas,2016-09-01,1,2,0,0,0,0,0,4,0,0,0,0,0,0,1,6,7
ESCOMA,atencion odontologica,medidas preventivas,2016-09-01,0,5,0,1,0,0,0,0,1,0,0,0,0,0,1,6,7
ESMERALDA,atencion odontologica,medidas preventivas,2016-09-01,7,0,0,0,0,0,0,0,2,3,0,0,0,0,9,3,12
EUCALIPTUS,atencion odontologica,medidas preventivas,2016-09-01,4,7,2,2,0,2,0,7,0,0,0,0,0,0,6,18,24
FERNANDEZ ALONSO,atencion odontologica,medidas preventivas,2016-09-01,6,5,3,4,1,5,2,3,3,0,0,0,0,0,15,17,32
FILADELFIA,atencion odontologica,medidas preventivas,2016-09-01,3,1,2,1,0,0,1,0,0,0,0,0,0,0,6,2,8
GENERAL SAAVEDRA,atencion odontologica,medidas preventivas,2016-09-01,14,9,28,34,7,4,0,2,0,0,0,0,0,0,49,49,98
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,medidas preventivas,2016-09-01,49,37,0,5,0,4,2,4,1,2,0,0,0,0,52,52,104
GUANAY,atencion odontologica,medidas preventivas,2016-09-01,19,12,0,0,0,0,0,0,0,0,0,0,0,0,19,12,31
GUAQUI,atencion odontologica,medidas preventivas,2016-09-01,20,25,10,6,1,9,7,27,16,22,0,0,0,0,54,89,143
GUAYARAMERIN,atencion odontologica,medidas preventivas,2016-09-01,6,13,1,3,1,9,3,5,0,1,0,0,0,0,11,31,42
GUTIERREZ,atencion odontologica,medidas preventivas,2016-09-01,6,12,18,8,1,0,0,1,3,6,0,0,0,0,28,27,55
HUACARETA,atencion odontologica,medidas preventivas,2016-09-01,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2
HUACAYA (VILLA DE HUACAYA),atencion odontologica,medidas preventivas,2016-09-01,8,8,20,17,1,0,0,1,0,0,0,0,0,0,29,26,55
HUACHACALLA,atencion odontologica,medidas preventivas,2016-09-01,0,7,2,9,4,0,0,4,2,2,0,0,0,0,8,22,30
HUANUNI,atencion odontologica,medidas preventivas,2016-09-01,31,57,39,38,16,10,36,45,5,4,0,0,0,0,127,154,281
HUARACAJE,atencion odontologica,medidas preventivas,2016-09-01,0,0,4,2,0,2,0,1,0,0,0,0,0,0,4,5,9
HUARINA,atencion odontologica,medidas preventivas,2016-09-01,12,16,1,0,0,1,0,5,3,1,0,0,0,0,16,23,39
HUATAJATA,atencion odontologica,medidas preventivas,2016-09-01,0,4,21,15,0,0,0,0,2,0,0,0,0,0,23,19,42
HUAYLLAMARCA,atencion odontologica,medidas preventivas,2016-09-01,3,9,49,73,12,14,0,1,0,0,0,0,0,0,64,97,161
HUMANATA,atencion odontologica,medidas preventivas,2016-09-01,15,8,0,0,0,0,0,0,0,0,0,0,0,0,15,8,23
ICHOCA,atencion odontologica,medidas preventivas,2016-09-01,2,8,0,1,0,0,0,1,0,0,0,0,0,0,2,10,12
ICLA,atencion odontologica,medidas preventivas,2016-09-01,115,110,12,12,0,8,0,22,0,0,0,0,0,0,127,152,279
INCAHUASI,atencion odontologica,medidas preventivas,2016-09-01,20,53,0,3,0,1,1,2,0,0,0,0,0,0,21,59,80
INGAVI (HUMAITA),atencion odontologica,medidas preventivas,2016-09-01,13,20,9,14,1,4,0,0,0,0,0,0,0,0,23,38,61
INQUISIVI,atencion odontologica,medidas preventivas,2016-09-01,82,76,35,47,2,6,2,3,2,1,0,0,0,0,123,133,256
IRUPANA (VILLA DE LANZA),atencion odontologica,medidas preventivas,2016-09-01,44,35,8,11,0,5,0,18,5,3,0,0,0,0,57,72,129
