,group,variable,month,RESTAURACIONES MENORES DE 5 AÑOS,RESTAURACIONES MENORES DE 5 AÑOS,RESTAURACIONES 5 A 13 AÑOS,RESTAURACIONES 5 A 13 AÑOS,RESTAURACIONES 14 A 19 AÑOS,RESTAURACIONES 14 A 19 AÑOS,RESTAURACIONES 20 A 59 AÑOS,RESTAURACIONES 20 A 59 AÑOS,RESTAURACIONES 60 AÑOS Y MAS,RESTAURACIONES 60 AÑOS Y MAS,RESTAURACIONES EMB,RESTAURACIONES EMB,RESTAURACIONES POST,RESTAURACIONES POST,TOTALES,TOTALES,TOTALES
TOMAVE,atencion odontologica,restauraciones,2016-06-01,5,23,1,3,2,3,5,22,2,1,0,0,0,0,15,52,67
TOMINA,atencion odontologica,restauraciones,2016-06-01,18,10,9,16,8,13,14,23,1,0,0,0,0,0,50,62,112
TORO TORO,atencion odontologica,restauraciones,2016-06-01,5,5,0,5,1,10,12,57,4,1,0,0,0,0,22,78,100
TOTORA(CBBA),atencion odontologica,restauraciones,2016-06-01,15,7,8,14,5,11,1,40,0,0,0,0,0,0,29,72,101
TOTORA(ORR),atencion odontologica,restauraciones,2016-06-01,12,5,5,5,1,1,6,15,6,9,0,0,0,0,30,35,65
TRIGAL,atencion odontologica,restauraciones,2016-06-01,2,4,5,4,0,1,3,16,4,4,0,0,0,0,14,29,43
TRINIDAD,atencion odontologica,restauraciones,2016-06-01,37,45,89,110,80,72,165,391,48,22,0,0,0,0,419,640,1059
TUPIZA,atencion odontologica,restauraciones,2016-06-01,21,19,37,39,22,37,82,152,54,44,0,0,0,0,216,291,507
TURCO,atencion odontologica,restauraciones,2016-06-01,10,12,0,0,0,3,6,26,18,14,0,0,0,0,34,55,89
UMALA,atencion odontologica,restauraciones,2016-06-01,7,10,1,0,0,5,3,8,0,0,0,0,0,0,11,23,34
UNCIA,atencion odontologica,restauraciones,2016-06-01,29,26,4,11,7,18,18,46,15,7,0,0,0,0,73,108,181
URIONDO (A. CONCEPCION),atencion odontologica,restauraciones,2016-06-01,6,6,26,50,28,76,77,172,6,4,0,0,0,0,143,308,451
URUBICHA,atencion odontologica,restauraciones,2016-06-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
UYUNI,atencion odontologica,restauraciones,2016-06-01,16,21,9,11,3,15,25,53,10,9,0,0,0,0,63,109,172
VACAS,atencion odontologica,restauraciones,2016-06-01,15,25,17,10,21,21,9,22,0,3,0,0,0,0,62,81,143
VALLEGRANDE,atencion odontologica,restauraciones,2016-06-01,43,20,44,21,13,36,42,118,17,5,0,0,0,0,159,200,359
VIACHA,atencion odontologica,restauraciones,2016-06-01,126,103,18,4,1,23,3,87,10,19,0,0,0,0,158,236,394
VILA VILA,atencion odontologica,restauraciones,2016-06-01,8,12,0,0,1,0,0,14,1,0,0,0,0,0,10,26,36
VILLA CHARCAS,atencion odontologica,restauraciones,2016-06-01,1,0,2,1,1,1,3,23,12,1,0,0,0,0,19,26,45
VILLA MONTES,atencion odontologica,restauraciones,2016-06-01,18,18,95,88,45,62,111,179,10,3,0,0,0,0,279,350,629
VILLA NUEVA (LOMA ALTA),atencion odontologica,restauraciones,2016-06-01,0,0,0,4,0,3,2,4,0,0,0,0,0,0,2,11,13
VILLA RIVERO,atencion odontologica,restauraciones,2016-06-01,22,28,3,0,0,1,2,41,5,3,0,0,0,0,32,73,105
VILLA SERRANO,atencion odontologica,restauraciones,2016-06-01,17,36,0,1,0,0,4,17,0,0,0,0,0,0,21,54,75
VILLA TUNARI,atencion odontologica,restauraciones,2016-06-01,193,225,31,30,18,93,56,204,15,7,0,0,0,0,313,559,872
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,restauraciones,2016-06-01,50,29,1,8,22,14,34,48,1,2,0,0,0,0,108,101,209
VILLAZON,atencion odontologica,restauraciones,2016-06-01,38,71,14,37,5,27,25,83,10,9,0,0,0,0,92,227,319
VINTO,atencion odontologica,restauraciones,2016-06-01,113,138,0,1,0,13,2,123,9,17,0,0,0,0,124,292,416
VITICHI,atencion odontologica,restauraciones,2016-06-01,16,38,19,9,5,28,18,46,3,7,0,0,0,0,61,128,189
WALDO BALLIVIAN,atencion odontologica,restauraciones,2016-06-01,0,3,0,0,0,1,4,2,0,0,0,0,0,0,4,6,10
WARNES,atencion odontologica,restauraciones,2016-06-01,30,54,60,80,8,31,6,77,0,2,0,0,0,0,104,244,348
YACO,atencion odontologica,restauraciones,2016-06-01,9,5,1,0,0,0,1,8,2,0,0,0,0,0,13,13,26
YACUIBA,atencion odontologica,restauraciones,2016-06-01,23,21,39,51,38,90,120,315,31,17,0,0,0,0,251,494,745
YAMPARAEZ,atencion odontologica,restauraciones,2016-06-01,9,17,3,0,1,1,5,16,0,0,0,0,0,0,18,34,52
YANACACHI,atencion odontologica,restauraciones,2016-06-01,4,21,19,12,0,0,3,9,0,2,0,0,0,0,26,44,70
YAPACANI,atencion odontologica,restauraciones,2016-06-01,96,136,4,12,47,38,25,125,24,21,0,0,0,0,196,332,528
YOCALLA,atencion odontologica,restauraciones,2016-06-01,11,18,22,10,3,0,2,23,2,1,0,0,0,0,40,52,92
YOTALA,atencion odontologica,restauraciones,2016-06-01,10,17,5,14,0,8,8,41,0,4,0,0,0,0,23,84,107
YUNCHARA,atencion odontologica,restauraciones,2016-06-01,2,3,15,9,3,8,15,37,0,2,0,0,0,0,35,59,94
ZUDAÑEZ,atencion odontologica,restauraciones,2016-06-01,5,10,0,2,1,16,13,20,0,0,0,0,0,0,19,48,67
ACACIO,atencion odontologica,restauraciones,2016-07-01,2,1,0,3,0,1,1,11,0,0,0,0,0,0,3,16,19
ACHACACHI,atencion odontologica,restauraciones,2016-07-01,116,101,19,35,9,45,14,91,22,16,0,0,0,0,180,288,468
ACHOCALLA,atencion odontologica,restauraciones,2016-07-01,8,26,4,8,0,8,1,26,0,0,0,0,0,0,13,68,81
AIQUILE,atencion odontologica,restauraciones,2016-07-01,27,48,10,30,12,26,25,113,22,9,0,0,0,0,96,226,322
ALALAY,atencion odontologica,restauraciones,2016-07-01,0,2,2,1,0,0,3,0,0,1,0,0,0,0,5,4,9
ALCALA,atencion odontologica,restauraciones,2016-07-01,10,8,1,8,4,39,12,28,0,1,0,0,0,0,27,84,111
ALTO BENI,atencion odontologica,restauraciones,2016-07-01,18,7,2,1,2,3,1,26,3,0,0,0,0,0,26,37,63
ANCORAIMES,atencion odontologica,restauraciones,2016-07-01,10,5,0,0,1,0,2,7,2,5,0,0,0,0,15,17,32
ANDAMARCA,atencion odontologica,restauraciones,2016-07-01,2,6,5,10,5,14,5,31,4,3,0,0,0,0,21,64,85
ANTEQUERA,atencion odontologica,restauraciones,2016-07-01,2,0,1,2,0,0,3,6,0,2,0,0,0,0,6,10,16
ANZALDO,atencion odontologica,restauraciones,2016-07-01,0,1,1,3,0,4,0,7,0,2,0,0,0,0,1,17,18
APOLO,atencion odontologica,restauraciones,2016-07-01,10,12,1,0,2,1,0,11,0,0,0,0,0,0,13,24,37
ARAMPAMPA,atencion odontologica,restauraciones,2016-07-01,9,11,0,1,0,3,0,9,2,1,0,0,0,0,11,25,36
ARANI,atencion odontologica,restauraciones,2016-07-01,12,12,2,7,2,7,1,20,0,1,0,0,0,0,17,47,64
ARBIETO,atencion odontologica,restauraciones,2016-07-01,81,100,13,16,3,49,2,98,22,31,0,0,0,0,121,294,415
ARQUE,atencion odontologica,restauraciones,2016-07-01,27,15,6,8,3,24,8,51,0,16,0,0,0,0,44,114,158
ASCENCION DE GUARAYOS,atencion odontologica,restauraciones,2016-07-01,10,2,15,0,4,2,1,17,7,23,0,0,0,0,37,44,81
ATOCHA,atencion odontologica,restauraciones,2016-07-01,26,9,18,65,45,153,79,133,8,22,0,0,0,0,176,382,558
AUCAPATA,atencion odontologica,restauraciones,2016-07-01,1,2,3,3,1,0,1,6,0,0,0,0,0,0,6,11,17
AYATA,atencion odontologica,restauraciones,2016-07-01,0,1,0,0,2,1,3,14,3,2,0,0,0,0,8,18,26
AYO AYO,atencion odontologica,restauraciones,2016-07-01,5,5,0,1,0,3,0,3,2,0,0,0,0,0,7,12,19
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,restauraciones,2016-07-01,34,20,29,25,6,17,37,74,9,2,0,0,0,0,115,138,253
AZURDUY,atencion odontologica,restauraciones,2016-07-01,12,3,3,7,3,9,4,33,0,0,0,0,0,0,22,52,74
BATALLAS,atencion odontologica,restauraciones,2016-07-01,4,10,0,1,1,6,1,8,0,2,0,0,0,0,6,27,33
BAURES,atencion odontologica,restauraciones,2016-07-01,0,0,6,2,8,6,8,14,1,0,0,0,0,0,23,22,45
BELEN DE ANDAMARCA,atencion odontologica,restauraciones,2016-07-01,2,0,0,0,0,1,0,3,0,2,0,0,0,0,2,6,8
BELEN DE URMIRI,atencion odontologica,restauraciones,2016-07-01,1,0,0,0,2,1,0,2,3,2,0,0,0,0,6,5,11
BELLA FLOR,atencion odontologica,restauraciones,2016-07-01,0,1,0,1,0,1,1,1,4,0,0,0,0,0,5,4,9
BERMEJO,atencion odontologica,restauraciones,2016-07-01,16,7,60,59,50,145,100,307,19,5,0,0,0,0,245,523,768
BETANZOS,atencion odontologica,restauraciones,2016-07-01,17,16,8,16,16,31,18,50,1,1,0,0,0,0,60,114,174
BOLIVAR,atencion odontologica,restauraciones,2016-07-01,5,1,0,0,0,4,3,8,0,0,0,0,0,0,8,13,21
BOYUIBE,atencion odontologica,restauraciones,2016-07-01,0,0,0,1,0,1,0,5,0,0,0,0,0,0,0,7,7
BUENA VISTA,atencion odontologica,restauraciones,2016-07-01,35,19,9,7,5,3,3,17,0,2,0,0,0,0,52,48,100
CABEZAS,atencion odontologica,restauraciones,2016-07-01,32,14,4,2,13,16,3,18,5,2,0,0,0,0,57,52,109
CAIROMA,atencion odontologica,restauraciones,2016-07-01,7,2,5,16,0,5,8,9,0,0,0,0,0,0,20,32,52
"CAIZA ""D""",atencion odontologica,restauraciones,2016-07-01,9,15,4,9,4,4,3,22,8,2,0,0,0,0,28,52,80
CAJUATA,atencion odontologica,restauraciones,2016-07-01,10,20,18,18,6,38,33,31,0,0,0,0,0,0,67,107,174
CALACOTO,atencion odontologica,restauraciones,2016-07-01,0,13,0,3,0,2,0,0,5,2,0,0,0,0,5,20,25
CALAMARCA,atencion odontologica,restauraciones,2016-07-01,18,34,12,17,12,16,10,34,1,0,0,0,0,0,53,101,154
CAMARGO,atencion odontologica,restauraciones,2016-07-01,23,35,9,5,0,9,9,48,1,0,0,0,0,0,42,97,139
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,restauraciones,2016-07-01,8,1,1,1,0,1,1,11,2,0,0,0,0,0,12,14,26
CAMIRI,atencion odontologica,restauraciones,2016-07-01,26,13,12,17,7,33,22,111,16,13,0,0,0,0,83,187,270
CAPINOTA,atencion odontologica,restauraciones,2016-07-01,53,43,98,56,6,41,47,95,15,13,0,0,0,0,219,248,467
CAQUIAVIRI,atencion odontologica,restauraciones,2016-07-01,0,2,3,13,1,8,2,10,6,0,0,0,0,0,12,33,45
CARACOLLO,atencion odontologica,restauraciones,2016-07-01,37,44,61,77,11,75,31,124,15,53,0,0,0,0,155,373,528
CARANAVI,atencion odontologica,restauraciones,2016-07-01,36,26,6,8,6,23,6,42,7,6,0,0,0,0,61,105,166
CARAPARI,atencion odontologica,restauraciones,2016-07-01,4,9,35,37,47,82,67,94,3,1,0,0,0,0,156,223,379
CARIPUYO,atencion odontologica,restauraciones,2016-07-01,1,2,2,4,0,0,4,5,0,0,0,0,0,0,7,11,18
CARMEN RIVERO TORREZ,atencion odontologica,restauraciones,2016-07-01,6,5,3,4,0,0,6,10,0,0,0,0,0,0,15,19,34
CATACORA,atencion odontologica,restauraciones,2016-07-01,0,0,2,1,3,11,3,3,0,0,0,0,0,0,8,15,23
CHALLAPATA,atencion odontologica,restauraciones,2016-07-01,70,95,122,100,11,31,27,129,19,26,0,0,0,0,249,381,630
CHAQUI,atencion odontologica,restauraciones,2016-07-01,2,2,2,2,0,12,2,12,1,3,0,0,0,0,7,31,38
CHARAGUA,atencion odontologica,restauraciones,2016-07-01,4,17,0,3,0,4,4,5,0,0,0,0,0,0,8,29,37
CHARAÑA,atencion odontologica,restauraciones,2016-07-01,0,0,0,0,0,5,2,6,0,0,0,0,0,0,2,11,13
CHAYANTA,atencion odontologica,restauraciones,2016-07-01,18,16,14,3,0,13,11,31,0,1,0,0,0,0,43,64,107
CHIMORE,atencion odontologica,restauraciones,2016-07-01,49,74,24,22,14,21,7,67,13,0,0,0,0,0,107,184,291
CHIPAYA,atencion odontologica,restauraciones,2016-07-01,3,0,1,0,1,0,1,0,0,0,0,0,0,0,6,0,6
CHOQUE COTA,atencion odontologica,restauraciones,2016-07-01,6,1,5,3,0,1,4,9,0,3,0,0,0,0,15,17,32
CHUA COCANI,atencion odontologica,restauraciones,2016-07-01,0,3,0,1,1,0,1,5,0,6,0,0,0,0,2,15,17
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,restauraciones,2016-07-01,23,21,11,17,8,9,9,12,0,8,0,0,0,0,51,67,118
CHUMA,atencion odontologica,restauraciones,2016-07-01,10,5,3,7,6,14,7,36,6,2,0,0,0,0,32,64,96
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,restauraciones,2016-07-01,17,3,0,1,0,1,3,37,0,4,0,0,0,0,20,46,66
CKOCHAS,atencion odontologica,restauraciones,2016-07-01,5,7,1,0,1,2,4,6,0,0,0,0,0,0,11,15,26
CLIZA,atencion odontologica,restauraciones,2016-07-01,43,52,35,31,6,25,9,40,29,48,0,0,0,0,122,196,318
COBIJA,atencion odontologica,restauraciones,2016-07-01,23,27,61,42,46,65,55,162,13,25,0,0,0,0,198,321,519
COCAPATA,atencion odontologica,restauraciones,2016-07-01,55,29,2,4,0,9,13,29,7,3,0,0,0,0,77,74,151
COCHABAMBA,atencion odontologica,restauraciones,2016-07-01,930,964,1071,1375,538,999,1271,2500,425,367,0,0,0,0,4235,6205,10440
COIPASA,atencion odontologica,restauraciones,2016-07-01,2,3,4,7,1,0,4,8,6,4,0,0,0,0,17,22,39
COLCAPIRHUA,atencion odontologica,restauraciones,2016-07-01,216,218,9,6,6,32,5,178,71,83,0,0,0,0,307,517,824
"COLCHA ""K""",atencion odontologica,restauraciones,2016-07-01,19,9,0,0,3,6,3,28,6,2,0,0,0,0,31,45,76
COLOMI,atencion odontologica,restauraciones,2016-07-01,24,37,0,0,0,25,0,17,0,1,0,0,0,0,24,80,104
COLQUECHACA,atencion odontologica,restauraciones,2016-07-01,36,15,6,21,2,14,13,60,12,14,0,0,0,0,69,124,193
COLQUENCHA,atencion odontologica,restauraciones,2016-07-01,5,10,44,29,12,50,12,24,0,0,0,0,0,0,73,113,186
COLQUIRI,atencion odontologica,restauraciones,2016-07-01,36,48,25,26,2,42,20,61,15,11,0,0,0,0,98,188,286
COMARAPA,atencion odontologica,restauraciones,2016-07-01,16,14,12,16,11,28,15,66,4,2,0,0,0,0,58,126,184
COMBAYA,atencion odontologica,restauraciones,2016-07-01,2,1,0,1,0,0,0,5,0,0,0,0,0,0,2,7,9
CONCEPCION,atencion odontologica,restauraciones,2016-07-01,6,9,6,8,2,13,4,16,2,3,0,0,0,0,20,49,69
COPACABANA,atencion odontologica,restauraciones,2016-07-01,7,2,2,6,0,2,2,8,2,0,0,0,0,0,13,18,31
CORIPATA,atencion odontologica,restauraciones,2016-07-01,24,28,9,12,0,6,6,37,0,0,0,0,0,0,39,83,122
CORO CORO,atencion odontologica,restauraciones,2016-07-01,0,2,0,2,0,3,5,3,0,0,0,0,0,0,5,10,15
COROICO,atencion odontologica,restauraciones,2016-07-01,37,28,32,53,10,30,10,23,4,2,0,0,0,0,93,136,229
CORQUE,atencion odontologica,restauraciones,2016-07-01,6,6,3,7,3,9,2,14,11,1,0,0,0,0,25,37,62
COTAGAITA,atencion odontologica,restauraciones,2016-07-01,13,24,67,89,13,90,94,190,19,5,0,0,0,0,206,398,604
COTOCA,atencion odontologica,restauraciones,2016-07-01,23,38,6,4,0,3,3,82,5,11,0,0,0,0,37,138,175
CUATRO CAÑADAS,atencion odontologica,restauraciones,2016-07-01,9,13,8,5,7,18,4,50,7,2,0,0,0,0,35,88,123
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,restauraciones,2016-07-01,2,4,3,11,0,5,3,10,0,0,0,0,0,0,8,30,38
CUEVO,atencion odontologica,restauraciones,2016-07-01,0,0,5,24,10,8,6,13,0,0,0,0,0,0,21,45,66
CULPINA,atencion odontologica,restauraciones,2016-07-01,18,10,2,7,7,6,18,33,4,10,0,0,0,0,49,66,115
CURAHUARA DE CARANGAS,atencion odontologica,restauraciones,2016-07-01,26,14,0,3,0,12,2,13,28,40,0,0,0,0,56,82,138
CURVA,atencion odontologica,restauraciones,2016-07-01,2,1,0,0,0,0,2,1,0,0,0,0,0,0,4,2,6
DESAGUADERO,atencion odontologica,restauraciones,2016-07-01,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,2,3
EL ALTO,atencion odontologica,restauraciones,2016-07-01,1092,1132,2171,2448,879,1380,705,1344,134,78,0,0,0,0,4981,6382,11363
EL CHORO,atencion odontologica,restauraciones,2016-07-01,4,1,5,5,1,2,7,6,3,1,0,0,0,0,20,15,35
EL PUENTE(STC),atencion odontologica,restauraciones,2016-07-01,15,9,0,0,1,2,2,11,7,5,0,0,0,0,25,27,52
EL PUENTE(TJA),atencion odontologica,restauraciones,2016-07-01,2,2,25,20,20,41,34,79,3,7,0,0,0,0,84,149,233
EL TORNO,atencion odontologica,restauraciones,2016-07-01,93,96,17,29,36,63,36,152,21,13,0,0,0,0,203,353,556
EL VILLAR,atencion odontologica,restauraciones,2016-07-01,11,14,3,3,17,7,10,18,0,0,0,0,0,0,41,42,83
ENTRE RIOS TRJ,atencion odontologica,restauraciones,2016-07-01,7,3,25,32,13,59,24,79,3,2,0,0,0,0,72,175,247
ENTRE RIOS CBBA,atencion odontologica,restauraciones,2016-07-01,34,19,1,4,0,8,0,49,1,0,0,0,0,0,36,80,116
ESCARA,atencion odontologica,restauraciones,2016-07-01,3,0,0,0,0,1,0,4,0,1,0,0,0,0,3,6,9
ESCOMA,atencion odontologica,restauraciones,2016-07-01,20,11,4,6,1,1,6,5,0,2,0,0,0,0,31,25,56
EUCALIPTUS,atencion odontologica,restauraciones,2016-07-01,13,24,15,0,4,1,5,9,0,4,0,0,0,0,37,38,75
EUREKA (SANTOS MERCADO),atencion odontologica,restauraciones,2016-07-01,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,5,5
FERNANDEZ ALONSO,atencion odontologica,restauraciones,2016-07-01,15,10,30,38,9,20,3,11,11,4,0,0,0,0,68,83,151
FILADELFIA,atencion odontologica,restauraciones,2016-07-01,0,0,1,0,0,6,4,6,0,0,0,0,0,0,5,12,17
GENERAL SAAVEDRA,atencion odontologica,restauraciones,2016-07-01,18,13,3,0,3,11,0,14,0,8,0,0,0,0,24,46,70
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,restauraciones,2016-07-01,10,14,0,3,1,10,6,17,2,4,0,0,0,0,19,48,67
GUANAY,atencion odontologica,restauraciones,2016-07-01,12,11,7,4,6,5,8,9,6,3,0,0,0,0,39,32,71
GUAQUI,atencion odontologica,restauraciones,2016-07-01,8,10,4,4,4,7,20,12,0,4,0,0,0,0,36,37,73
GUAYARAMERIN,atencion odontologica,restauraciones,2016-07-01,31,16,68,89,131,202,263,385,29,45,0,0,0,0,522,737,1259
GUTIERREZ,atencion odontologica,restauraciones,2016-07-01,7,10,3,4,15,24,10,26,5,7,0,0,0,0,40,71,111
HUACARETA,atencion odontologica,restauraciones,2016-07-01,0,2,0,7,2,10,1,16,0,4,0,0,0,0,3,39,42
HUACAYA (VILLA DE HUACAYA),atencion odontologica,restauraciones,2016-07-01,0,3,5,7,5,9,2,6,5,0,0,0,0,0,17,25,42
HUACHACALLA,atencion odontologica,restauraciones,2016-07-01,3,4,0,1,2,0,5,6,3,3,0,0,0,0,13,14,27
HUANUNI,atencion odontologica,restauraciones,2016-07-01,38,50,58,83,30,112,44,141,14,3,0,0,0,0,184,389,573
HUARACAJE,atencion odontologica,restauraciones,2016-07-01,4,2,0,3,1,3,2,3,2,0,0,0,0,0,9,11,20
HUARINA,atencion odontologica,restauraciones,2016-07-01,3,1,1,13,1,0,0,1,3,3,0,0,0,0,8,18,26
HUATAJATA,atencion odontologica,restauraciones,2016-07-01,12,13,1,3,1,2,0,2,4,4,0,0,0,0,18,24,42
HUAYLLAMARCA,atencion odontologica,restauraciones,2016-07-01,6,1,13,8,3,5,15,8,2,1,0,0,0,0,39,23,62
HUMANATA,atencion odontologica,restauraciones,2016-07-01,1,2,0,0,0,1,4,2,3,6,0,0,0,0,8,11,19
ICHOCA,atencion odontologica,restauraciones,2016-07-01,8,10,0,0,0,5,3,6,7,6,0,0,0,0,18,27,45
ICLA,atencion odontologica,restauraciones,2016-07-01,17,21,0,9,4,26,11,18,1,8,0,0,0,0,33,82,115
INCAHUASI,atencion odontologica,restauraciones,2016-07-01,1,0,5,4,1,3,9,17,0,1,0,0,0,0,16,25,41
INQUISIVI,atencion odontologica,restauraciones,2016-07-01,7,3,1,0,1,8,9,14,3,3,0,0,0,0,21,28,49
IRUPANA (VILLA DE LANZA),atencion odontologica,restauraciones,2016-07-01,47,75,10,3,2,33,14,31,3,3,0,0,0,0,76,145,221
IXIAMAS,atencion odontologica,restauraciones,2016-07-01,14,7,9,18,9,23,13,25,0,0,0,0,0,0,45,73,118
JESUS DE MACHACA,atencion odontologica,restauraciones,2016-07-01,16,22,4,9,2,7,1,26,12,20,0,0,0,0,35,84,119
LA ASUNTA,atencion odontologica,restauraciones,2016-07-01,33,55,22,29,8,42,34,109,0,0,0,0,0,0,97,235,332
LA GUARDIA,atencion odontologica,restauraciones,2016-07-01,108,124,4,13,1,65,5,93,19,9,0,0,0,0,137,304,441
LA PAZ,atencion odontologica,restauraciones,2016-07-01,1947,1775,1144,1357,533,779,1373,3088,359,350,0,0,0,0,5356,7349,12705
LAGUNILLAS,atencion odontologica,restauraciones,2016-07-01,0,0,5,3,2,13,11,45,0,0,0,0,0,0,18,61,79
LAJA,atencion odontologica,restauraciones,2016-07-01,12,21,29,15,11,45,14,77,8,0,0,0,0,0,74,158,232
LAS CARRERAS,atencion odontologica,restauraciones,2016-07-01,3,2,5,4,0,4,12,29,2,2,0,0,0,0,22,41,63
LICOMA PAMPA,atencion odontologica,restauraciones,2016-07-01,0,3,0,1,0,11,2,4,1,4,0,0,0,0,3,23,26
LLALLAGUA,atencion odontologica,restauraciones,2016-07-01,101,107,10,20,7,23,15,126,3,14,0,0,0,0,136,290,426
LLICA,atencion odontologica,restauraciones,2016-07-01,0,0,1,0,0,4,7,10,0,1,0,0,0,0,8,15,23
LURIBAY,atencion odontologica,restauraciones,2016-07-01,2,8,2,4,1,3,3,17,0,1,0,0,0,0,8,33,41
MACHACAMARCA,atencion odontologica,restauraciones,2016-07-01,17,31,27,42,3,25,5,78,3,15,0,0,0,0,55,191,246
MACHARETI,atencion odontologica,restauraciones,2016-07-01,18,10,2,4,6,9,9,29,3,2,0,0,0,0,38,54,92
MAGDALENA,atencion odontologica,restauraciones,2016-07-01,11,5,4,3,3,15,16,21,4,2,0,0,0,0,38,46,84
MAIRANA,atencion odontologica,restauraciones,2016-07-01,10,20,6,15,2,12,5,80,12,25,0,0,0,0,35,152,187
MALLA,atencion odontologica,restauraciones,2016-07-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
MAPIRI,atencion odontologica,restauraciones,2016-07-01,19,17,2,6,10,13,12,29,1,2,0,0,0,0,44,67,111
MECAPACA,atencion odontologica,restauraciones,2016-07-01,56,18,6,7,4,11,8,27,6,9,0,0,0,0,80,72,152
MINEROS,atencion odontologica,restauraciones,2016-07-01,49,56,3,2,0,11,0,34,5,6,0,0,0,0,57,109,166
MIZQUE,atencion odontologica,restauraciones,2016-07-01,53,35,15,10,0,14,5,26,4,4,0,0,0,0,77,89,166
MOCOMOCO,atencion odontologica,restauraciones,2016-07-01,22,3,0,9,4,33,12,23,3,1,0,0,0,0,41,69,110
MOJINETE,atencion odontologica,restauraciones,2016-07-01,9,0,0,0,4,0,0,1,0,0,0,0,0,0,13,1,14
MOJOCOYA,atencion odontologica,restauraciones,2016-07-01,4,8,19,40,11,34,27,75,2,8,0,0,0,0,63,165,228
MONTEAGUDO,atencion odontologica,restauraciones,2016-07-01,58,94,40,26,28,40,45,134,4,5,0,0,0,0,175,299,474
MONTERO,atencion odontologica,restauraciones,2016-07-01,76,54,111,154,64,163,95,328,20,9,0,0,0,0,366,708,1074
MORO MORO,atencion odontologica,restauraciones,2016-07-01,4,2,5,1,2,10,8,5,0,0,0,0,0,0,19,18,37
MOROCHATA,atencion odontologica,restauraciones,2016-07-01,14,24,1,11,6,25,7,60,11,22,0,0,0,0,39,142,181
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,restauraciones,2016-07-01,4,4,1,5,0,0,0,0,0,0,0,0,0,0,5,9,14
NAZACARA DE PACAJES,atencion odontologica,restauraciones,2016-07-01,0,5,5,0,0,0,4,0,2,3,0,0,0,0,11,8,19
NUEVO MANOA (NUEVA ESPERANZA),atencion odontologica,restauraciones,2016-07-01,3,6,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
OCURI,atencion odontologica,restauraciones,2016-07-01,2,4,0,2,0,6,13,26,2,7,0,0,0,0,17,45,62
OMEREQUE,atencion odontologica,restauraciones,2016-07-01,0,13,0,4,0,7,0,13,7,2,0,0,0,0,7,39,46
ORURO,atencion odontologica,restauraciones,2016-07-01,574,613,422,561,185,439,695,1191,177,106,0,0,0,0,2053,2910,4963
PADCAYA,atencion odontologica,restauraciones,2016-07-01,0,3,24,18,20,30,10,49,2,1,0,0,0,0,56,101,157
PADILLA,atencion odontologica,restauraciones,2016-07-01,22,10,10,10,21,46,30,64,5,0,0,0,0,0,88,130,218
PAILON,atencion odontologica,restauraciones,2016-07-01,30,29,37,39,6,45,61,115,7,7,0,0,0,0,141,235,376
PALCA,atencion odontologica,restauraciones,2016-07-01,17,34,0,1,0,8,2,13,0,1,0,0,0,0,19,57,76
PALOS BLANCOS,atencion odontologica,restauraciones,2016-07-01,27,44,9,9,9,22,17,73,3,0,0,0,0,0,65,148,213
PAMPA AULLAGAS,atencion odontologica,restauraciones,2016-07-01,2,2,3,3,3,3,1,11,0,2,0,0,0,0,9,21,30
PAMPA GRANDE,atencion odontologica,restauraciones,2016-07-01,21,25,0,0,0,11,0,3,0,3,0,0,0,0,21,42,63
PAPEL PAMPA,atencion odontologica,restauraciones,2016-07-01,5,16,4,5,5,2,3,16,14,4,0,0,0,0,31,43,74
PASORAPA,atencion odontologica,restauraciones,2016-07-01,11,14,0,5,5,17,9,21,34,2,0,0,0,0,59,59,118
PATACAMAYA,atencion odontologica,restauraciones,2016-07-01,20,30,12,28,14,12,6,5,8,4,0,0,0,0,60,79,139
PAZÑA,atencion odontologica,restauraciones,2016-07-01,19,22,51,81,0,13,6,6,1,3,0,0,0,0,77,125,202
PELECHUCO,atencion odontologica,restauraciones,2016-07-01,6,7,1,1,0,2,4,11,1,0,0,0,0,0,12,21,33
POCOATA,atencion odontologica,restauraciones,2016-07-01,7,2,0,1,0,2,5,5,0,0,0,0,0,0,12,10,22
POCONA,atencion odontologica,restauraciones,2016-07-01,16,32,24,36,1,12,7,54,0,2,0,0,0,0,48,136,184
POJO (CBBA),atencion odontologica,restauraciones,2016-07-01,25,31,24,22,12,14,17,53,1,3,0,0,0,0,79,123,202
POOPO,atencion odontologica,restauraciones,2016-07-01,21,23,54,47,15,43,0,63,12,2,0,0,0,0,102,178,280
