municipality,group,variable,month,Exodoncias,TOTAL
POTOSI,atenciones odontologicas,exodoncias,2009-08-01,576,576
PRESTO,atenciones odontologicas,exodoncias,2009-08-01,11,11
PUCARA,atenciones odontologicas,exodoncias,2009-08-01,7,7
PUCARANI,atenciones odontologicas,exodoncias,2009-08-01,145,145
PUERTO ACOSTA,atenciones odontologicas,exodoncias,2009-08-01,189,189
PUERTO CARABUCO,atenciones odontologicas,exodoncias,2009-08-01,141,141
PUERTO GONZALO MORENO,atenciones odontologicas,exodoncias,2009-08-01,5,5
PUERTO QUIJARRO,atenciones odontologicas,exodoncias,2009-08-01,81,81
PUERTO RICO,atenciones odontologicas,exodoncias,2009-08-01,66,66
PUERTO SILES,atenciones odontologicas,exodoncias,2009-08-01,24,24
PUERTO SUAREZ,atenciones odontologicas,exodoncias,2009-08-01,50,50
PUERTO VILLARROEL,atenciones odontologicas,exodoncias,2009-08-01,108,108
PUNA,atenciones odontologicas,exodoncias,2009-08-01,126,126
PUNATA,atenciones odontologicas,exodoncias,2009-08-01,91,91
QUIABAYA,atenciones odontologicas,exodoncias,2009-08-01,32,32
QUILLACOLLO,atenciones odontologicas,exodoncias,2009-08-01,43,43
QUIME,atenciones odontologicas,exodoncias,2009-08-01,141,141
QUIRUSILLAS,atenciones odontologicas,exodoncias,2009-08-01,5,5
REYES,atenciones odontologicas,exodoncias,2009-08-01,94,94
RIBERALTA,atenciones odontologicas,exodoncias,2009-08-01,186,186
ROBORE,atenciones odontologicas,exodoncias,2009-08-01,53,53
RURRENABAQUE,atenciones odontologicas,exodoncias,2009-08-01,86,86
SABAYA,atenciones odontologicas,exodoncias,2009-08-01,64,64
SACABA,atenciones odontologicas,exodoncias,2009-08-01,315,315
SACABAMBA,atenciones odontologicas,exodoncias,2009-08-01,6,6
SACACA,atenciones odontologicas,exodoncias,2009-08-01,99,99
SAIPINA,atenciones odontologicas,exodoncias,2009-08-01,17,17
SALINAS DE GARCI MENDOZA,atenciones odontologicas,exodoncias,2009-08-01,37,37
SAMAIPATA,atenciones odontologicas,exodoncias,2009-08-01,16,16
SAN AGUSTIN,atenciones odontologicas,exodoncias,2009-08-01,9,9
SAN ANDRES,atenciones odontologicas,exodoncias,2009-08-01,42,42
SAN ANDRES DE MACHACA,atenciones odontologicas,exodoncias,2009-08-01,126,126
SAN ANTONIO DE LOMERIO,atenciones odontologicas,exodoncias,2009-08-01,37,37
SAN BENITO,atenciones odontologicas,exodoncias,2009-08-01,87,87
SAN BORJA,atenciones odontologicas,exodoncias,2009-08-01,48,48
SAN BUENA VENTURA,atenciones odontologicas,exodoncias,2009-08-01,39,39
SAN CARLOS,atenciones odontologicas,exodoncias,2009-08-01,46,46
SAN IGNACIO,atenciones odontologicas,exodoncias,2009-08-01,179,179
SAN IGNACIO DE VELASCO,atenciones odontologicas,exodoncias,2009-08-01,222,222
SAN JAVIER(STC),atenciones odontologicas,exodoncias,2009-08-01,12,12
SAN JOAQUIN,atenciones odontologicas,exodoncias,2009-08-01,6,6
SAN JOSE DE CHIQUITOS,atenciones odontologicas,exodoncias,2009-08-01,125,125
SAN JUAN DE YAPACANI,atenciones odontologicas,exodoncias,2009-08-01,33,33
SAN JULIAN,atenciones odontologicas,exodoncias,2009-08-01,56,56
SAN LORENZO(PND),atenciones odontologicas,exodoncias,2009-08-01,17,17
SAN LORENZO(TJA),atenciones odontologicas,exodoncias,2009-08-01,226,226
SAN LUCAS,atenciones odontologicas,exodoncias,2009-08-01,75,75
SAN MATIAS,atenciones odontologicas,exodoncias,2009-08-01,101,101
SAN MIGUEL DE VELASCO,atenciones odontologicas,exodoncias,2009-08-01,36,36
SAN PEDRO,atenciones odontologicas,exodoncias,2009-08-01,41,41
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,exodoncias,2009-08-01,48,48
SAN PEDRO DE CURAHUARA,atenciones odontologicas,exodoncias,2009-08-01,34,34
SAN PEDRO DE TIQUINA,atenciones odontologicas,exodoncias,2009-08-01,37,37
SAN RAFAEL,atenciones odontologicas,exodoncias,2009-08-01,26,26
SAN RAMON,atenciones odontologicas,exodoncias,2009-08-01,9,9
SAN RAMON,atenciones odontologicas,exodoncias,2009-08-01,28,28
SANTA ANA,atenciones odontologicas,exodoncias,2009-08-01,56,56
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,exodoncias,2009-08-01,2059,2059
SANTA ROSA,atenciones odontologicas,exodoncias,2009-08-01,27,27
SANTA ROSA DEL SARA,atenciones odontologicas,exodoncias,2009-08-01,106,106
SANTIAGO DE CALLAPA,atenciones odontologicas,exodoncias,2009-08-01,16,16
SANTIAGO DE HUARI,atenciones odontologicas,exodoncias,2009-08-01,56,56
SANTIAGO DE MACHACA,atenciones odontologicas,exodoncias,2009-08-01,10,10
SANTIVAÑES,atenciones odontologicas,exodoncias,2009-08-01,54,54
SANTUARIO DE QUILLACAS,atenciones odontologicas,exodoncias,2009-08-01,12,12
SAPAHAQUI,atenciones odontologicas,exodoncias,2009-08-01,38,38
SENA,atenciones odontologicas,exodoncias,2009-08-01,10,10
SICA SICA (VILLA AROMA),atenciones odontologicas,exodoncias,2009-08-01,64,64
SICAYA,atenciones odontologicas,exodoncias,2009-08-01,6,6
SIPE SIPE,atenciones odontologicas,exodoncias,2009-08-01,97,97
SOPACHUY,atenciones odontologicas,exodoncias,2009-08-01,51,51
SORACACHI,atenciones odontologicas,exodoncias,2009-08-01,26,26
SORATA,atenciones odontologicas,exodoncias,2009-08-01,181,181
SUCRE,atenciones odontologicas,exodoncias,2009-08-01,782,782
TACACOMA,atenciones odontologicas,exodoncias,2009-08-01,79,79
TACOPAYA,atenciones odontologicas,exodoncias,2009-08-01,13,13
TAHUA,atenciones odontologicas,exodoncias,2009-08-01,3,3
TAPACARI,atenciones odontologicas,exodoncias,2009-08-01,80,80
TARABUCO,atenciones odontologicas,exodoncias,2009-08-01,51,51
TARATA,atenciones odontologicas,exodoncias,2009-08-01,8,8
TARIJA,atenciones odontologicas,exodoncias,2009-08-01,911,911
TARVITA,atenciones odontologicas,exodoncias,2009-08-01,77,77
TEOPONTE,atenciones odontologicas,exodoncias,2009-08-01,28,28
TIAWANACU,atenciones odontologicas,exodoncias,2009-08-01,130,130
TINGUIPAYA,atenciones odontologicas,exodoncias,2009-08-01,10,10
TIPUANI,atenciones odontologicas,exodoncias,2009-08-01,21,21
TIQUIPAYA,atenciones odontologicas,exodoncias,2009-08-01,85,85
TIRAQUE (CBBA),atenciones odontologicas,exodoncias,2009-08-01,101,101
TITO YUPANQUI (PARQUIPUJIO),atenciones odontologicas,exodoncias,2009-08-01,13,13
TOCO,atenciones odontologicas,exodoncias,2009-08-01,33,33
TOLATA,atenciones odontologicas,exodoncias,2009-08-01,11,11
TOLEDO,atenciones odontologicas,exodoncias,2009-08-01,42,42
TOMAVE,atenciones odontologicas,exodoncias,2009-08-01,87,87
TOMINA,atenciones odontologicas,exodoncias,2009-08-01,52,52
TORO TORO,atenciones odontologicas,exodoncias,2009-08-01,13,13
TOTORA(CBBA),atenciones odontologicas,exodoncias,2009-08-01,41,41
TOTORA(ORR),atenciones odontologicas,exodoncias,2009-08-01,6,6
TRIGAL,atenciones odontologicas,exodoncias,2009-08-01,14,14
TRINIDAD,atenciones odontologicas,exodoncias,2009-08-01,632,632
TUPIZA,atenciones odontologicas,exodoncias,2009-08-01,154,154
TURCO,atenciones odontologicas,exodoncias,2009-08-01,32,32
UMALA,atenciones odontologicas,exodoncias,2009-08-01,21,21
UNCIA,atenciones odontologicas,exodoncias,2009-08-01,56,56
URIONDO (A. CONCEPCION),atenciones odontologicas,exodoncias,2009-08-01,135,135
URUBICHA,atenciones odontologicas,exodoncias,2009-08-01,27,27
UYUNI,atenciones odontologicas,exodoncias,2009-08-01,106,106
VACAS,atenciones odontologicas,exodoncias,2009-08-01,17,17
VALLEGRANDE,atenciones odontologicas,exodoncias,2009-08-01,80,80
VIACHA,atenciones odontologicas,exodoncias,2009-08-01,94,94
VILA VILA,atenciones odontologicas,exodoncias,2009-08-01,12,12
VILLA MONTES,atenciones odontologicas,exodoncias,2009-08-01,245,245
VILLA NUEVA (LOMA ALTA),atenciones odontologicas,exodoncias,2009-08-01,50,50
VILLA RIVERO,atenciones odontologicas,exodoncias,2009-08-01,10,10
VILLA SERRANO,atenciones odontologicas,exodoncias,2009-08-01,41,41
VILLA TUNARI,atenciones odontologicas,exodoncias,2009-08-01,116,116
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,exodoncias,2009-08-01,97,97
VILLAZON,atenciones odontologicas,exodoncias,2009-08-01,83,83
VINTO,atenciones odontologicas,exodoncias,2009-08-01,14,14
VITICHI,atenciones odontologicas,exodoncias,2009-08-01,11,11
WALDO BALLIVIAN,atenciones odontologicas,exodoncias,2009-08-01,16,16
WARNES,atenciones odontologicas,exodoncias,2009-08-01,124,124
YACO,atenciones odontologicas,exodoncias,2009-08-01,36,36
YACUIBA,atenciones odontologicas,exodoncias,2009-08-01,405,405
YAMPARAEZ,atenciones odontologicas,exodoncias,2009-08-01,26,26
YANACACHI,atenciones odontologicas,exodoncias,2009-08-01,19,19
YAPACANI,atenciones odontologicas,exodoncias,2009-08-01,83,83
YOCALLA,atenciones odontologicas,exodoncias,2009-08-01,16,16
YOTALA,atenciones odontologicas,exodoncias,2009-08-01,25,25
YUNCHARA,atenciones odontologicas,exodoncias,2009-08-01,75,75
ZUDAÑEZ,atenciones odontologicas,exodoncias,2009-08-01,24,24
ACACIO,atenciones odontologicas,exodoncias,2009-09-01,33,33
ACHACACHI,atenciones odontologicas,exodoncias,2009-09-01,194,194
ACHOCALLA,atenciones odontologicas,exodoncias,2009-09-01,46,46
AIQUILE,atenciones odontologicas,exodoncias,2009-09-01,30,30
ALALAY,atenciones odontologicas,exodoncias,2009-09-01,10,10
ALCALA,atenciones odontologicas,exodoncias,2009-09-01,32,32
ANCORAIMES,atenciones odontologicas,exodoncias,2009-09-01,87,87
ANDAMARCA,atenciones odontologicas,exodoncias,2009-09-01,11,11
ANTEQUERA,atenciones odontologicas,exodoncias,2009-09-01,32,32
ANZALDO,atenciones odontologicas,exodoncias,2009-09-01,34,34
APOLO,atenciones odontologicas,exodoncias,2009-09-01,60,60
ARAMPAMPA,atenciones odontologicas,exodoncias,2009-09-01,12,12
ARANI,atenciones odontologicas,exodoncias,2009-09-01,27,27
ARBIETO,atenciones odontologicas,exodoncias,2009-09-01,4,4
ARQUE,atenciones odontologicas,exodoncias,2009-09-01,19,19
ASCENCION DE GUARAYOS,atenciones odontologicas,exodoncias,2009-09-01,90,90
AUCAPATA,atenciones odontologicas,exodoncias,2009-09-01,80,80
AYATA,atenciones odontologicas,exodoncias,2009-09-01,45,45
AYO AYO,atenciones odontologicas,exodoncias,2009-09-01,49,49
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,exodoncias,2009-09-01,102,102
AZURDUY,atenciones odontologicas,exodoncias,2009-09-01,25,25
BATALLAS,atenciones odontologicas,exodoncias,2009-09-01,46,46
BAURES,atenciones odontologicas,exodoncias,2009-09-01,152,152
BELEN DE URMIRI,atenciones odontologicas,exodoncias,2009-09-01,20,20
BELLA FLOR,atenciones odontologicas,exodoncias,2009-09-01,12,12
BERMEJO,atenciones odontologicas,exodoncias,2009-09-01,275,275
BETANZOS,atenciones odontologicas,exodoncias,2009-09-01,89,89
BOLIVAR,atenciones odontologicas,exodoncias,2009-09-01,54,54
BOYUIBE,atenciones odontologicas,exodoncias,2009-09-01,98,98
BUENA VISTA,atenciones odontologicas,exodoncias,2009-09-01,17,17
CABEZAS,atenciones odontologicas,exodoncias,2009-09-01,72,72
CAIROMA,atenciones odontologicas,exodoncias,2009-09-01,74,74
"CAIZA ""D""",atenciones odontologicas,exodoncias,2009-09-01,30,30
CAJUATA,atenciones odontologicas,exodoncias,2009-09-01,52,52
CALACOTO,atenciones odontologicas,exodoncias,2009-09-01,86,86
CALAMARCA,atenciones odontologicas,exodoncias,2009-09-01,98,98
CAMARGO,atenciones odontologicas,exodoncias,2009-09-01,54,54
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,exodoncias,2009-09-01,39,39
CAMIRI,atenciones odontologicas,exodoncias,2009-09-01,249,249
CAPINOTA,atenciones odontologicas,exodoncias,2009-09-01,23,23
CAQUIAVIRI,atenciones odontologicas,exodoncias,2009-09-01,43,43
CARACOLLO,atenciones odontologicas,exodoncias,2009-09-01,110,110
CARANAVI,atenciones odontologicas,exodoncias,2009-09-01,85,85
CARAPARI,atenciones odontologicas,exodoncias,2009-09-01,154,154
CARIPUYO,atenciones odontologicas,exodoncias,2009-09-01,10,10
CARMEN RIVERO TORREZ,atenciones odontologicas,exodoncias,2009-09-01,44,44
CATACORA,atenciones odontologicas,exodoncias,2009-09-01,65,65
CHALLAPATA,atenciones odontologicas,exodoncias,2009-09-01,155,155
CHAQUI,atenciones odontologicas,exodoncias,2009-09-01,5,5
CHARAGUA,atenciones odontologicas,exodoncias,2009-09-01,176,176
CHARAÑA,atenciones odontologicas,exodoncias,2009-09-01,76,76
CHAYANTA,atenciones odontologicas,exodoncias,2009-09-01,26,26
CHIMORE,atenciones odontologicas,exodoncias,2009-09-01,15,15
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,exodoncias,2009-09-01,94,94
CHUMA,atenciones odontologicas,exodoncias,2009-09-01,140,140
CLIZA,atenciones odontologicas,exodoncias,2009-09-01,33,33
COBIJA,atenciones odontologicas,exodoncias,2009-09-01,140,140
COCHABAMBA,atenciones odontologicas,exodoncias,2009-09-01,2094,2094
COIPASA,atenciones odontologicas,exodoncias,2009-09-01,3,3
COLCAPIRHUA,atenciones odontologicas,exodoncias,2009-09-01,69,69
"COLCHA ""K""",atenciones odontologicas,exodoncias,2009-09-01,67,67
COLLANA,atenciones odontologicas,exodoncias,2009-09-01,14,14
COLOMI,atenciones odontologicas,exodoncias,2009-09-01,25,25
COLPA BELGICA,atenciones odontologicas,exodoncias,2009-09-01,20,20
COLQUECHACA,atenciones odontologicas,exodoncias,2009-09-01,42,42
COLQUIRI,atenciones odontologicas,exodoncias,2009-09-01,73,73
COMANCHE,atenciones odontologicas,exodoncias,2009-09-01,35,35
COMARAPA,atenciones odontologicas,exodoncias,2009-09-01,221,221
COMBAYA,atenciones odontologicas,exodoncias,2009-09-01,11,11
CONCEPCION,atenciones odontologicas,exodoncias,2009-09-01,18,18
COPACABANA,atenciones odontologicas,exodoncias,2009-09-01,63,63
CORIPATA,atenciones odontologicas,exodoncias,2009-09-01,5,5
CORO CORO,atenciones odontologicas,exodoncias,2009-09-01,10,10
COROICO,atenciones odontologicas,exodoncias,2009-09-01,114,114
CORQUE,atenciones odontologicas,exodoncias,2009-09-01,41,41
COTAGAITA,atenciones odontologicas,exodoncias,2009-09-01,62,62
COTOCA,atenciones odontologicas,exodoncias,2009-09-01,50,50
CUATRO CAÑADAS,atenciones odontologicas,exodoncias,2009-09-01,56,56
CUCHUMUELA (V. G. VILLARROEL),atenciones odontologicas,exodoncias,2009-09-01,5,5
CUEVO,atenciones odontologicas,exodoncias,2009-09-01,7,7
CULPINA,atenciones odontologicas,exodoncias,2009-09-01,27,27
CURAHUARA DE CARANGAS,atenciones odontologicas,exodoncias,2009-09-01,31,31
CURVA,atenciones odontologicas,exodoncias,2009-09-01,3,3
DESAGUADERO,atenciones odontologicas,exodoncias,2009-09-01,65,65
EL ALTO,atenciones odontologicas,exodoncias,2009-09-01,2408,2408
EL CHORO,atenciones odontologicas,exodoncias,2009-09-01,43,43
EL PUENTE(STC),atenciones odontologicas,exodoncias,2009-09-01,76,76
EL PUENTE(TJA),atenciones odontologicas,exodoncias,2009-09-01,83,83
EL TORNO,atenciones odontologicas,exodoncias,2009-09-01,81,81
EL VILLAR,atenciones odontologicas,exodoncias,2009-09-01,56,56
ENTRE RIOS,atenciones odontologicas,exodoncias,2009-09-01,30,30
ENTRE RIOS,atenciones odontologicas,exodoncias,2009-09-01,241,241
EUCALIPTUS,atenciones odontologicas,exodoncias,2009-09-01,36,36
FERNANDEZ ALONSO,atenciones odontologicas,exodoncias,2009-09-01,31,31
FILADELFIA,atenciones odontologicas,exodoncias,2009-09-01,10,10
GENERAL SAAVEDRA,atenciones odontologicas,exodoncias,2009-09-01,33,33
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,exodoncias,2009-09-01,92,92
GUANAY,atenciones odontologicas,exodoncias,2009-09-01,85,85
GUAQUI,atenciones odontologicas,exodoncias,2009-09-01,54,54
GUAYARAMERIN,atenciones odontologicas,exodoncias,2009-09-01,84,84
GUTIERREZ,atenciones odontologicas,exodoncias,2009-09-01,182,182
HUACARETA,atenciones odontologicas,exodoncias,2009-09-01,5,5
HUACHACALLA,atenciones odontologicas,exodoncias,2009-09-01,18,18
HUANUNI,atenciones odontologicas,exodoncias,2009-09-01,52,52
HUARACAJE,atenciones odontologicas,exodoncias,2009-09-01,21,21
HUAYLLAMARCA,atenciones odontologicas,exodoncias,2009-09-01,25,25
ICHOCA,atenciones odontologicas,exodoncias,2009-09-01,5,5
ICLA,atenciones odontologicas,exodoncias,2009-09-01,40,40
INCAHUASI,atenciones odontologicas,exodoncias,2009-09-01,71,71
INQUISIVI,atenciones odontologicas,exodoncias,2009-09-01,45,45
IRUPANA (VILLA DE LANZA),atenciones odontologicas,exodoncias,2009-09-01,54,54
IXIAMAS,atenciones odontologicas,exodoncias,2009-09-01,40,40
JESUS DE MACHACA,atenciones odontologicas,exodoncias,2009-09-01,106,106
LA ASUNTA,atenciones odontologicas,exodoncias,2009-09-01,49,49
LA GUARDIA,atenciones odontologicas,exodoncias,2009-09-01,118,118
LA PAZ,atenciones odontologicas,exodoncias,2009-09-01,2177,2177
LAGUNILLAS,atenciones odontologicas,exodoncias,2009-09-01,19,19
LAJA,atenciones odontologicas,exodoncias,2009-09-01,128,128
LAS CARRERAS,atenciones odontologicas,exodoncias,2009-09-01,11,11
LICOMA PAMPA,atenciones odontologicas,exodoncias,2009-09-01,10,10
LLALLAGUA,atenciones odontologicas,exodoncias,2009-09-01,55,55
LLICA,atenciones odontologicas,exodoncias,2009-09-01,35,35
LORETO,atenciones odontologicas,exodoncias,2009-09-01,2,2
LURIBAY,atenciones odontologicas,exodoncias,2009-09-01,8,8
MACHACAMARCA,atenciones odontologicas,exodoncias,2009-09-01,25,25
MACHARETI,atenciones odontologicas,exodoncias,2009-09-01,37,37
MAGDALENA,atenciones odontologicas,exodoncias,2009-09-01,38,38
MAIRANA,atenciones odontologicas,exodoncias,2009-09-01,20,20
MAPIRI,atenciones odontologicas,exodoncias,2009-09-01,29,29
MECAPACA,atenciones odontologicas,exodoncias,2009-09-01,41,41
MIZQUE,atenciones odontologicas,exodoncias,2009-09-01,35,35
MOCOMOCO,atenciones odontologicas,exodoncias,2009-09-01,75,75
MOJOCOYA,atenciones odontologicas,exodoncias,2009-09-01,32,32
MONTEAGUDO,atenciones odontologicas,exodoncias,2009-09-01,66,66
MONTERO,atenciones odontologicas,exodoncias,2009-09-01,150,150
MORO MORO,atenciones odontologicas,exodoncias,2009-09-01,14,14
MOROCHATA,atenciones odontologicas,exodoncias,2009-09-01,108,108
OCURI,atenciones odontologicas,exodoncias,2009-09-01,58,58
OKINAWA,atenciones odontologicas,exodoncias,2009-09-01,29,29
OMEREQUE,atenciones odontologicas,exodoncias,2009-09-01,15,15
ORURO,atenciones odontologicas,exodoncias,2009-09-01,1064,1064
PADCAYA,atenciones odontologicas,exodoncias,2009-09-01,123,123
PADILLA,atenciones odontologicas,exodoncias,2009-09-01,48,48
PAILON,atenciones odontologicas,exodoncias,2009-09-01,47,47
PALCA,atenciones odontologicas,exodoncias,2009-09-01,50,50
PALOS BLANCOS,atenciones odontologicas,exodoncias,2009-09-01,69,69
PAMPA AULLAGAS,atenciones odontologicas,exodoncias,2009-09-01,15,15
PAMPA GRANDE,atenciones odontologicas,exodoncias,2009-09-01,25,25
PAPEL PAMPA,atenciones odontologicas,exodoncias,2009-09-01,44,44
PASORAPA,atenciones odontologicas,exodoncias,2009-09-01,21,21
PATACAMAYA,atenciones odontologicas,exodoncias,2009-09-01,48,48
PAZÑA,atenciones odontologicas,exodoncias,2009-09-01,34,34
PELECHUCO,atenciones odontologicas,exodoncias,2009-09-01,19,19
POCOATA,atenciones odontologicas,exodoncias,2009-09-01,72,72
POCONA,atenciones odontologicas,exodoncias,2009-09-01,54,54
POJO (CBBA),atenciones odontologicas,exodoncias,2009-09-01,41,41
POOPO,atenciones odontologicas,exodoncias,2009-09-01,31,31
PORCO,atenciones odontologicas,exodoncias,2009-09-01,24,24
POROMA,atenciones odontologicas,exodoncias,2009-09-01,106,106
PORONGO,atenciones odontologicas,exodoncias,2009-09-01,27,27
PORTACHUELO,atenciones odontologicas,exodoncias,2009-09-01,54,54
PORVENIR,atenciones odontologicas,exodoncias,2009-09-01,38,38
POSTRER VALLE,atenciones odontologicas,exodoncias,2009-09-01,21,21
POTOSI,atenciones odontologicas,exodoncias,2009-09-01,664,664
PRESTO,atenciones odontologicas,exodoncias,2009-09-01,8,8
PUCARA,atenciones odontologicas,exodoncias,2009-09-01,7,7
PUCARANI,atenciones odontologicas,exodoncias,2009-09-01,275,275
PUERTO ACOSTA,atenciones odontologicas,exodoncias,2009-09-01,193,193
PUERTO CARABUCO,atenciones odontologicas,exodoncias,2009-09-01,108,108
PUERTO GONZALO MORENO,atenciones odontologicas,exodoncias,2009-09-01,17,17
PUERTO PEREZ,atenciones odontologicas,exodoncias,2009-09-01,9,9
PUERTO QUIJARRO,atenciones odontologicas,exodoncias,2009-09-01,32,32
PUERTO RICO,atenciones odontologicas,exodoncias,2009-09-01,70,70
PUERTO SUAREZ,atenciones odontologicas,exodoncias,2009-09-01,44,44
PUERTO VILLARROEL,atenciones odontologicas,exodoncias,2009-09-01,96,96
PUNA,atenciones odontologicas,exodoncias,2009-09-01,90,90
PUNATA,atenciones odontologicas,exodoncias,2009-09-01,62,62
QUIABAYA,atenciones odontologicas,exodoncias,2009-09-01,14,14
QUILLACOLLO,atenciones odontologicas,exodoncias,2009-09-01,57,57
QUIME,atenciones odontologicas,exodoncias,2009-09-01,140,140
QUIRUSILLAS,atenciones odontologicas,exodoncias,2009-09-01,4,4
RAVELO,atenciones odontologicas,exodoncias,2009-09-01,31,31
