municipality,group,variable,month,Actividades Odontológicas en la Comunidad,TOTAL
WARNES,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,9,9
YACO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,9,9
YACUIBA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,210,210
YAMPARAEZ,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,11,11
YANACACHI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,6,6
YAPACANI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,4,4
YOCALLA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,1,1
YOTALA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,6,6
YUNCHARA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,16,16
ZUDAÑEZ,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,10,10
ACACIO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,5,5
ACHACACHI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,25,25
ACHOCALLA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,20,20
AIQUILE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,1,1
ALALAY,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,1,1
ALCALA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,16,16
ANCORAIMES,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,18,18
ANDAMARCA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,9,9
ANZALDO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,1,1
APOLO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,2,2
ARAMPAMPA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,6,6
ARANI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,40,40
ARBIETO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,1,1
ARQUE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,3,3
AUCAPATA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,10,10
AYATA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,9,9
AZURDUY,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,4,4
BATALLAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,1,1
BELEN DE URMIRI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,2,2
BELLA FLOR,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,30,30
BERMEJO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,5,5
BETANZOS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,46,46
BOLIVAR,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,3,3
BOLPEBRA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,6,6
BUENA VISTA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,1,1
CABEZAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,15,15
CAIROMA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,15,15
"CAIZA ""D""",atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,5,5
CAJUATA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,11,11
CALACOTO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,4,4
CALAMARCA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,12,12
CAMARGO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,16,16
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,7,7
CAMIRI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,30,30
CAPINOTA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,3,3
CAQUIAVIRI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,15,15
CARACOLLO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,18,18
CARANAVI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,24,24
CARAPARI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,23,23
CARIPUYO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,3,3
CATACORA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,7,7
CHALLAPATA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,22,22
CHARAGUA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,8,8
CHAYANTA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,5,5
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,13,13
CLIZA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,2,2
COBIJA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,47,47
COCHABAMBA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,7709,7709
COLCAPIRHUA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,1002,1002
"COLCHA ""K""",atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,6,6
COLLANA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,1,1
COLOMI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,3,3
COLPA BELGICA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,125,125
COLQUECHACA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,9,9
COMANCHE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,10,10
COMARAPA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,10,10
CONCEPCION,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,3,3
COPACABANA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,5,5
CORIPATA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,14,14
CORO CORO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,1,1
COROICO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,3,3
CORQUE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,8,8
COTAGAITA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,11,11
COTOCA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,4,4
CUATRO CAÑADAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,28,28
CUCHUMUELA (V. G. VILLARROEL),atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,1,1
CUEVO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,4,4
CURAHUARA DE CARANGAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,22,22
DESAGUADERO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,14,14
EL ALTO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,650,650
EL CHORO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,11,11
EL PUENTE(TJA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,20,20
EL TORNO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,2,2
EL VILLAR,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,10,10
ENTRE RIOS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,3,3
ENTRE RIOS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,19,19
EUCALIPTUS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,3,3
FERNANDEZ ALONSO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,1,1
FILADELFIA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,7,7
GENERAL SAAVEDRA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,156,156
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,10,10
GUANAY,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,7,7
GUAQUI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,3,3
GUTIERREZ,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,278,278
HUACARETA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,1,1
HUACAYA (VILLA DE HUACAYA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,12,12
HUACHACALLA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,2,2
HUANUNI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,274,274
HUARACAJE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,3,3
HUAYLLAMARCA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,6,6
ICHOCA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,9,9
ICLA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,14,14
INCAHUASI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,14,14
INQUISIVI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,10,10
IRUPANA (VILLA DE LANZA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,209,209
IXIAMAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,60,60
JESUS DE MACHACA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,9,9
LA ASUNTA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,8,8
LA GUARDIA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,35,35
LA PAZ,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,171,171
LAGUNILLAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,13,13
LAJA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,6,6
LAS CARRERAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,1,1
LICOMA PAMPA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,6,6
LLALLAGUA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,6,6
LLICA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,208,208
LORETO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,1,1
MACHACAMARCA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,4,4
MACHARETI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,40,40
MAIRANA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,7,7
MAPIRI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,2,2
MECAPACA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,61,61
MOCOMOCO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,7,7
MOJOCOYA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,7,7
MONTEAGUDO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,7,7
MONTERO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,110,110
MORO MORO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,10,10
MOROCHATA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,89,89
OCURI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,2,2
OKINAWA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,2,2
OMEREQUE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,33,33
ORURO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,834,834
PADCAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,7,7
PADILLA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,15,15
PAILON,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,3,3
PALCA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,8,8
PALOS BLANCOS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,12,12
PAMPA AULLAGAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,3,3
PAPEL PAMPA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,95,95
PATACAMAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,1,1
PAZÑA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,6,6
PELECHUCO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,7,7
POCOATA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,11,11
POCONA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,5,5
POJO (CBBA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,2,2
PORCO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,4,4
POROMA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,72,72
PORONGO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,7,7
PORTACHUELO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,239,239
PORVENIR,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,7,7
POSTRER VALLE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,6,6
POTOSI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,22,22
PRESTO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,6,6
PUCARA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,8,8
PUCARANI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,11,11
PUERTO ACOSTA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,8,8
PUERTO CARABUCO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,31,31
PUERTO GONZALO MORENO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,3,3
PUERTO QUIJARRO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,4,4
PUERTO RICO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,14,14
PUERTO SILES,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,2,2
PUERTO SUAREZ,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,2,2
PUERTO VILLARROEL,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,4,4
PUNA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,20,20
PUNATA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,37,37
QUIABAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,5,5
QUILLACOLLO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,6,6
QUIME,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,29,29
QUIRUSILLAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,1,1
RIBERALTA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-08-01,23,23
