municipality,group,variable,month,l 3.13 Nº de actividades de educación en Salud Oral,TOTAL
COBIJA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,42,42
COCAPATA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,19,19
COCHABAMBA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,99,99
COLCAPIRHUA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,60,60
"COLCHA ""K""",atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,4,4
COLLANA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,29,29
COLOMI,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,32,32
COLPA BELGICA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,58,58
COLQUECHACA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,18,18
COLQUIRI,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,13,13
COMANCHE,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,5,5
COMARAPA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,8,8
COPACABANA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,8,8
CORO CORO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,6,6
COROICO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,6,6
CORQUE,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,3,3
COTAGAITA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,4,4
CUATRO CAÑADAS,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,26,26
CUEVO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,8,8
CULPINA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,17,17
CURVA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,5,5
DESAGUADERO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,12,12
EL ALTO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,92,92
EL PUENTE(STC),atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,1,1
EL PUENTE(TJA),atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,115,115
EL TORNO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,22,22
EL VILLAR,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,5,5
ENTRE RIOS TRJ,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,20,20
ENTRE RIOS CBBA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,22,22
EUCALIPTUS,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,2,2
FERNANDEZ ALONSO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,1,1
FILADELFIA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,5,5
GENERAL SAAVEDRA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,100,100
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,6,6
GUANAY,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,2,2
GUAQUI,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,7,7
GUAYARAMERIN,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,103,103
GUTIERREZ,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,39,39
HUACARETA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,5,5
HUACAYA (VILLA DE HUACAYA),atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,9,9
HUACHACALLA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,1,1
HUANUNI,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,4,4
HUAYLLAMARCA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,20,20
HUMANATA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,5,5
ICHOCA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,22,22
ICLA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,17,17
INCAHUASI,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,9,9
INQUISIVI,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,6,6
IRUPANA (VILLA DE LANZA),atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,4,4
JESUS DE MACHACA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,6,6
LA ASUNTA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,8,8
LA GUARDIA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,22,22
LA PAZ,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,182,182
LAGUNILLAS,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,6,6
LAJA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,15,15
LAS CARRERAS,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,3,3
LICOMA PAMPA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,2,2
LLALLAGUA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,19,19
MACHARETI,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,36,36
MAGDALENA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,13,13
MAIRANA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,5,5
MALLA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,7,7
MAPIRI,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,2,2
MECAPACA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,8,8
MINEROS,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,1,1
MIZQUE,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,8,8
MOCOMOCO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,10,10
MOJOCOYA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,3,3
MONTEAGUDO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,77,77
MONTERO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,12,12
MORO MORO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,21,21
MOROCHATA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,35,35
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,5,5
OCURI,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,11,11
OKINAWA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,2,2
ORURO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,27,27
PADCAYA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,29,29
PADILLA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,39,39
PAILON,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,3,3
PALCA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,5,5
PALOS BLANCOS,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,24,24
PAMPA AULLAGAS,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,5,5
PAMPA GRANDE,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,6,6
PAPEL PAMPA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,4,4
PATACAMAYA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,2,2
PAZÑA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,2,2
PELECHUCO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,5,5
POCOATA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,15,15
POCONA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,15,15
POJO (CBBA),atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,22,22
POROMA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,8,8
PORONGO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,1,1
PORTACHUELO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,80,80
PORVENIR,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,9,9
POSTRER VALLE,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,31,31
POTOSI,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,391,391
PRESTO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,6,6
PUCARA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,90,90
PUCARANI,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,16,16
PUERTO ACOSTA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,4,4
PUERTO CARABUCO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,7,7
PUERTO GONZALO MORENO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,4,4
PUERTO QUIJARRO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-07-01,1,1
