municipality,group,variable,month,Partos atendidos por personal de salud,TOTAL
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,1,1
CULPINA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,13,13
CURAHUARA DE CARANGAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,4,4
CURVA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,4,4
EL ALTO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,12,12
EL CHORO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,3,3
EL PUENTE(STC),atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,4,4
EL PUENTE(TJA),atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,3,3
ENTRE RIOS TRJ,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,5,5
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,1,1
ESCOMA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,2,2
EUCALIPTUS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,4,4
EUREKA (SANTOS MERCADO),atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,1,1
EXALTACION,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,1,1
FERNANDEZ ALONSO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,1,1
FILADELFIA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,1,1
GENERAL SAAVEDRA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,1,1
GUANAY,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,3,3
GUAQUI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,3,3
GUTIERREZ,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,2,2
HUACARETA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,2,2
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,1,1
HUACHACALLA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,1,1
HUANUNI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,2,2
HUARINA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,3,3
HUAYLLAMARCA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,1,1
HUMANATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,2,2
ICHOCA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,2,2
ICLA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,5,5
INCAHUASI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,20,20
INQUISIVI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,9,9
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,3,3
IXIAMAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,2,2
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,11,11
LA ASUNTA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,12,12
LA GUARDIA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,1,1
LA PAZ,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,1,1
LAGUNILLAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,2,2
LAJA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,12,12
LLALLAGUA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,8,8
LLICA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,1,1
LORETO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,1,1
LURIBAY,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,2,2
MACHARETI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,2,2
MAGDALENA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,2,2
MALLA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,5,5
MECAPACA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,1,1
MIZQUE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,7,7
MOCOMOCO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,9,9
MOJINETE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,2,2
MOJOCOYA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,6,6
MONTERO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,1,1
MOROCHATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,16,16
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,2,2
OCURI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,23,23
OMEREQUE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,2,2
ORURO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,5,5
PADCAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,3,3
PADILLA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,2,2
PALCA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,4,4
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,6,6
PAMPA AULLAGAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,5,5
PAPEL PAMPA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,3,3
PASORAPA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,2,2
PAZÑA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,1,1
PELECHUCO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,5,5
POCOATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,23,23
POCONA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,1,1
PORCO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,2,2
POROMA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,8,8
PORVENIR,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,2,2
POTOSI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,1,1
PRESTO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,11,11
PUCARANI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,19,19
PUERTO ACOSTA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,2,2
PUERTO CARABUCO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,12,12
PUERTO GONZALO MORENO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,4,4
PUERTO PEREZ,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,6,6
PUERTO RICO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,4,4
PUNA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,17,17
QUIABAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,5,5
QUIME,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,8,8
REYES,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,4,4
RIBERALTA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,7,7
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,3,3
SACABA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,4,4
SACABAMBA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,9,9
SAIPINA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,1,1
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,2,2
SAMAIPATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,1,1
SAN ANDRES,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,3,3
SAN ANDRES DE MACHACA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,1,1
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,4,4
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,5,5
SAN BORJA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,13,13
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,2,2
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,3,3
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,4,4
SAN JUAN DE YAPACANI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,2,2
SAN JULIAN,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,1,1
SAN LORENZO(TJA),atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,2,2
SAN LUCAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,42,42
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,2,2
SAN PABLO DE LIPEZ,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,2,2
SAN PEDRO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,13,13
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,8,8
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,1,1
SAN RAFAEL,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,0,0
SANTA ROSA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,5,5
SANTA ROSA DEL SARA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,1,1
SANTIAGO DE CALLAPA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,4,4
SANTIAGO DE HUARI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,4,4
SANTIAGO DE HUATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,3,3
SANTIAGO DE MACHACA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,2,2
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,1,1
SAPAHAQUI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,6,6
SENA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,4,4
SHINAOTA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,5,5
SICAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,4,4
SIPE SIPE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,2,2
SOPACHUY,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,4,4
SORACACHI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,6,6
SORATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,9,9
SUCRE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,5,5
TACACHI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,1,1
TACOBAMBA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,8,8
TACOPAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,16,16
TAPACARI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,32,32
TARABUCO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,6,6
TARACO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,5,5
TARATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,2,2
TARIJA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,2,2
TARVITA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,7,7
TEOPONTE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,3,3
TIAWANACU,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,10,10
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,26,26
TIRAQUE (CBBA),atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,4,4
TITO YUPANQUI (PARQUIPUJIO),atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,2,2
TOCO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,1,1
TOLATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,1,1
TOLEDO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,2,2
TOMAVE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,11,11
TOMINA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,2,2
TORO TORO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,2,2
