,group,variable,month,NRO DE TELEINTERCONSULTAS GENERADAS N < A 6 MESES,NRO DE TELEINTERCONSULTAS GENERADAS N < A 6 MESES,NRO DE TELEINTERCONSULTAS GENERADAS N 6 MESES < 1 AÑO,NRO DE TELEINTERCONSULTAS GENERADAS N 6 MESES < 1 AÑO,NRO DE TELEINTERCONSULTAS GENERADAS N 1 A 4 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 1 A 4 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 5 A 9 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 5 A 9 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 10 A 14 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 10 A 14 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 15 A 19 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 15 A 19 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 20 A 39 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 20 A 39 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 40 A 49 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 40 A 49 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 50 A 59 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 50 A 59 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 60 A MAS,NRO DE TELEINTERCONSULTAS GENERADAS N 60 A MAS,TOTALES,TOTALES,TOTALES
POTOSI,telesalud,nro de teleinterconsultas generadas n,2024-08-01,3,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
PUERTO ACOSTA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,0,0,0,6,6
PUERTO CARABUCO,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,1,0,0,0,1,0,17,17
PUERTO GONZALO MORENO,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,1,1,1,0,0,0,0,2,0,4,0,0,1,2,1,0,4,9,13
PUERTO RICO,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,2,0,0,0,2,0,0,0,0,0,0,0,11,0,9,0,3,0,0,0,27,27
PUERTO SUAREZ,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,1,1,0,1,1,5,4,7,5,3,5,7,16,24,40
PUERTO VILLARROEL,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,4,0,4,5,9
PUNA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,1,2,1,1,0,0,1,2,0,1,1,0,1,3,5,9,14
QUIABAYA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,2,0,0,2,0,2,2,2,20,0,1,0,0,0,0,6,25,31
QUIME,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,2,1,0,0,0,0,0,0,0,16,0,12,1,5,0,0,0,0,3,34,37
QUIRUSILLAS,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,3,2,7,4,14,18
RAVELO,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,1,1,3,5,0,0,0,2,0,6,3,5,7,9,3,4,2,4,19,36,55
ROBORE,telesalud,nro de teleinterconsultas generadas n,2024-08-01,1,0,0,0,0,0,1,0,0,1,1,1,4,0,1,1,0,1,1,6,9,10,19
SACABA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
SALINAS DE GARCI MENDOZA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,3
SAMAIPATA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,2,5,7,12
SAN AGUSTIN,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,2,0,0,0,4,0,0,3,0,4,0,0,0,4,6,11,17
SAN ANDRES,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,2,0,1,0,2,2,9,11
SAN ANTONIO DE LOMERIO,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,2,0,0,24,0,10,0,9,2,1,4,44,48
SAN BENITO,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,1,1,5,10,1,1,1,1,1,1,9,14,23
SAN BORJA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,1,4,0,8,2,10
SAN BUENA VENTURA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,1,0,5,0,2,2,2,1,3,2,0,0,0,0,13,5,18
SAN CARLOS,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,2,2,5,0,4,3,17,20
SAN IGNACIO,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,1,0,0,0,0,1,1,0,2,1,2,0,4,8,0,10,10,20
SAN IGNACIO DE VELASCO,telesalud,nro de teleinterconsultas generadas n,2024-08-01,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,4,1,5
SAN JAVIER(STC),telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,2,3,11,0,5,0,2,2,1,5,21,26
SAN JUAN DE YAPACANI,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,10,0,0,0,0,0,22,22
SAN JULIAN,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SAN LORENZO(PND),telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,3,0,0,1,0,3,1,0,0,4,0,4,4,12,16
SAN LUCAS,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,1,0,21,2,0,1,3,1,4,2,29,6,35
SAN MIGUEL DE VELASCO,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,2,0,0,1,1,1,3,1,1,0,0,0,3,3,10,6,16
SAN PABLO DE LIPEZ,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,1,1,0,0,1,0,7,1,1,0,1,2,3,4,14,18
SAN PEDRO DE QUEMES,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,1,0,0,1,0,0,0,1,4,0,3,1,1,0,2,3,11,14
SAN PEDRO(PND),telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
SAN RAFAEL,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,2,4,0,0,1,4,2,17,2,4,2,3,2,0,11,32,43
SAN RAMON BENI,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,8,0,16,16
SANTIAGO DE CALLAPA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,2,0,11,0,2,0,0,0,0,0,15,15
SANTIAGO DE HUARI,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,2,0,0,16,1,3,1,0,3,4,7,23,30
SENA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,1,1,1,2,0,5,0,2,0,1,5,1,7,12,19
SICA SICA (VILLA AROMA),telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,1,0,2,0,19,0,1,0,0,0,1,0,24,24
SIPE SIPE,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,1,0,2,1,0,4,5,9
SOPACHUY,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,1,0,1,0,0,0,3,0,2,0,2,3,0,3,9,6,15
SORACACHI,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,1,0,0,0,2,0,3,1,1,1,3,1,0,2,1,5,11,16
SORATA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,1,14,7,3,2,0,1,0,0,0,0,0,0,0,0,0,0,17,11,28
SUCRE,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,21,1,45,1,15,1,2,3,11,6,94,100
TACACOMA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,2,0,20,0,3,1,3,1,5,2,33,35
TAHUA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,11,5,12,17
TARACO,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,1,1,0,0,0,0,0,0,0,8,2,1,17,0,0,0,0,0,0,10,20,30
TARATA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,1,0,3,1,1,4,1,1,2,2,3,5,11,13,24
TARIJA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,2,0,4,4,8
TARVITA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,4,2,3,6,7,13
TIAHUANACU,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,4,0,17,1,6,0,2,1,1,2,30,32
TITO YUPANQUI (PARQUIPUJIO),telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,1,1,0,0,0,0,0,0,2,0,0,14,0,4,0,0,0,0,3,19,22
TOCO,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,2,0,0,4,0,0,0,0,0,2,0,4,0,3,0,6,2,6,4,25,29
TODOS SANTOS,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TOLATA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,1,0,0,0,0,0,0,0,2,1,1,2,0,1,1,1,0,0,0,0,5,5,10
TORO TORO,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,1,0,0,0,0,2,0,7,1,6,0,1,0,1,0,0,2,17,19
TOTORA(CBBA),telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
TRINIDAD,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,1,0,1,1,2,2,0,2,0,2,0,1,0,0,0,0,4,8,12
TURCO,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,1,0,1,1,2,3,0,0,0,1,2,1,6,6,12
UNCIA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,1,0,2,0,0,0,1,1,1,0,0,1,0,12,0,1,0,0,0,0,5,15,20
URIONDO (A. CONCEPCION),telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,2,0,0,6,0,0,2,0,12,0,2,2,2,0,2,8,22,30
VACAS,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,2,1,20,5,0,8,0,2,0,1,0,2,22,19,41
VALLEGRANDE,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,2,7,1,0,3,15,18
VILA VILA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,1,0,2,1,4,0,0,1,1,0,0,2,8,10
VILLA CHARCAS,telesalud,nro de teleinterconsultas generadas n,2024-08-01,1,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,0,3,4,0,5,14,19
VILLA MONTES,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,2,0,0,0,0,0,0,0,3,5,0,0,0,1,0,1,5,7,12
VILLA NUEVA (LOMA ALTA),telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,2,1,0,0,1,2,0,0,0,0,2,1,5,4,9
VILLA SERRANO,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,2,0,0,2,3,0,3,2,5,9,4,13,17,30
VILLA VACA GUZMAN (MUYUPAMPA),telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,4,0,0,3,4,5,12,17
VILLAZON,telesalud,nro de teleinterconsultas generadas n,2024-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
VINTO,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,1,0,1,0,0,1,2,4,1,0,2,1,5,6,12,12,24
VITICHI,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,2,3,6,5,11,13,24
WARNES,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,1,0,1,0,4,4,8
YAMPARAEZ,telesalud,nro de teleinterconsultas generadas n,2024-08-01,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,3,7,10
YANACACHI,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,2,0,0,0,0,1,8,0,0,3,4,9,1,13,15,28
YAPACANI,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,2,2,6,0,8,3,22,25
YOTALA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,0,10,2,2,2,1,2,0,7,13,20
YUNCHARA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,3
ZUDAÑEZ,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,1,0,0,0,0,0,0,0,0,1,0,3,1,1,3,1,0,4,4,10,9,19
AIQUILE,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,1,0,1,2,4,7,11
ALCALA,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,3,3,3,6,12,17,29
ANCORAIMES,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,1,2,14,0,1,0,1,0,0,2,17,19
ANDAMARCA,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,1,0,0,3,1,0,0,3,0,4,0,1,0,0,2,2,4,13,17
ANZALDO,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,4,0,0,1,1,1,18,19
APOLO,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,1,0,0,0,0,0,4,0,18,0,0,0,0,0,0,0,23,23
ARQUE,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,1,0,1,0,0,0,0,0,0,1,0,7,2,1,0,1,1,4,5,14,19
ASCENCION DE GUARAYOS,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,1,1,6,7
ATOCHA,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,1,2,0,0,1,0,0,0,1,0,0,3,1,3,0,2,2,1,6,11,17
AUCAPATA,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,0,2,1,0,7,5,12
AYATA,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
AYO AYO,telesalud,nro de teleinterconsultas generadas n,2024-09-01,1,2,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,3,6,2,8,13,21
BAURES,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,1,8,5,0,3,0,1,3,1,11,11,22
BELEN DE ANDAMARCA,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,4,3,4,8,12
BELLA FLOR,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,0,0,0,0,1,9,0,6,2,0,0,0,2,1,0,16,5,21
BERMEJO,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,4,0,19,19
BETANZOS,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,3,4,6,2,5,2,3,4,10,12,27,39
BOYUIBE,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,0,0,0,1,0,0,2,2,4,0,2,1,2,5,6,9,16,25
CABEZAS,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,8,0,6,3,14,17
"CAIZA ""D""",telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,2,2,2,4,7,10,12,22
CAJUATA,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,1,0,3,5,3,5,18,23
CAMATAQUI (C. VILLA ABECIA),telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,2,0,3,3,5,12,17
CAMIRI,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CARACOLLO,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
CARAPARI,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,4,6,2,9,7,16
CARIPUYO,telesalud,nro de teleinterconsultas generadas n,2024-09-01,2,0,2,0,0,0,0,0,0,0,0,1,0,7,1,2,0,1,0,1,5,12,17
CHACARILLA,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
CHIMORE,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,0,0,2,0,0,3,0,2,3,1,6,0,1,3,0,9,12,21
CHIPAYA,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,2,4,6
CHOQUE COTA,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,1,0,4,2,6
CHULUMANI (V. DE LA LIBERTAD),telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CHUMA,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,0,0,0,0,1,0,3,0,2,5,1,1,0,10,2,16,9,25
CKOCHAS,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,2,0,0,0,0,1,3,2,8,0,0,1,0,3,2,7,15,22
CLIZA,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
COBIJA,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
COCAPATA,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,9,3,11,14
COLCAPIRHUA,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,4,3,9,7,14,21
"COLCHA ""K""",telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,2,5,1,8,5,13
COLLANA,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,2,0,1,0,1,0,4,1,3,0,0,0,3,1,6,2,20,22
COLOMI,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,0,0,0,0,1,0,4,0,15,1,14,1,5,1,2,3,41,44
COLPA BELGICA,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,2,0,2,4,6
COLQUECHACA,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,3,3,0,4,5,5,0,0,5,0,0,5,0,0,0,0,13,17,30
COLQUIRI,telesalud,nro de teleinterconsultas generadas n,2024-09-01,4,1,0,1,0,0,0,0,0,0,0,0,0,17,1,5,0,1,0,0,5,25,30
COMARAPA,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CORQUE,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,1,1,3,2,11,13
COTOCA,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,0,0,0,0,1,0,2,0,60,0,21,0,15,1,4,1,103,104
CRUZ DE MACHACAMARCA,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,4,6
CULPINA,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,3,2,5
CURAHUARA DE CARANGAS,telesalud,nro de teleinterconsultas generadas n,2024-09-01,2,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,2,1,0,4,8,12
CURVA,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,0,1,0,0,0,0,1,0,10,0,0,1,0,0,1,2,12,14
EL ALTO,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,2,0,0,1,0,0,2,2,3,2,2,2,0,1,1,8,10,18
EL CHORO,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,3,8,5,10,15
EL PUENTE(STC),telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,3,3,6
EL TORNO,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,2,0,1,1,7,8
EL VILLAR,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,2,0,3,5,0,0,2,2,2,7,9,14,23
ENTRE RIOS TRJ,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,6,6
ENTRE RIOS CBBA,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,0,0,0,1,0,0,0,5,7,0,0,1,0,0,2,7,9,16
ESMERALDA,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,5,5,10
GENERAL SAAVEDRA,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,5,1,14,0,4,0,1,1,1,2,25,27
GRAL. J.J. PEREZ (CHARAZANI),telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,1,0,0,0,0,0,0,0,0,0,2,0,10,2,0,0,3,2,0,4,16,20
GUAQUI,telesalud,nro de teleinterconsultas generadas n,2024-09-01,1,1,0,0,0,2,0,0,0,0,0,4,1,7,1,5,0,1,2,4,5,24,29
GUTIERREZ,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,4,3,7
HUACARETA,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
HUACHACALLA,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,0,1,0,1,0,0,0,0,1,4,5,2,0,5,11,13,17,30
HUARINA,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,1,0,0,0,3,0,0,0,12,0,11,1,0,3,1,4,28,32
HUATAJATA,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,1,0,0,3,1,17,18
HUMANATA,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,2,0,2,0,6,0,18,18
ICHOCA,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,15,15
ICLA,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,0,2,1,2,22,24
INCAHUASI,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,1,0,2,0,0,0,0,0,0,0,1,2,1,0,0,1,0,1,5,4,9
INQUISIVI,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,0,2,1,0,0,0,0,1,3,0,0,1,2,2,2,6,8,14
IRUPANA (VILLA DE LANZA),telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,1,0,1,1,1,0,0,2,6,1,5,0,3,1,4,5,21,26
JESUS DE MACHACA,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,2,1,9,0,0,0,0,1,3,2,14,16
LA GUARDIA,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,2,0,3,4,5,9
LA PAZ,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
LA RIVERA,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,2,2,4,0,0,5,8,13
LAGUNILLAS,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,1,2,2,1,5,8,13
LAS CARRERAS,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,0,3,6,3,7,11,18
