,group,variable,month,TELEDISPOSITIVOS ELECTROCARDIOGRAFO < A 6 MESES,TELEDISPOSITIVOS ELECTROCARDIOGRAFO < A 6 MESES,TELEDISPOSITIVOS ELECTROCARDIOGRAFO 6 MESES < 1 AÑO,TELEDISPOSITIVOS ELECTROCARDIOGRAFO 6 MESES < 1 AÑO,TELEDISPOSITIVOS ELECTROCARDIOGRAFO 1 A 4 AÑOS,TELEDISPOSITIVOS ELECTROCARDIOGRAFO 1 A 4 AÑOS,TELEDISPOSITIVOS ELECTROCARDIOGRAFO 5 A 9 AÑOS,TELEDISPOSITIVOS ELECTROCARDIOGRAFO 5 A 9 AÑOS,TELEDISPOSITIVOS ELECTROCARDIOGRAFO 10 A 14 AÑOS,TELEDISPOSITIVOS ELECTROCARDIOGRAFO 10 A 14 AÑOS,TELEDISPOSITIVOS ELECTROCARDIOGRAFO 15 A 19 AÑOS,TELEDISPOSITIVOS ELECTROCARDIOGRAFO 15 A 19 AÑOS,TELEDISPOSITIVOS ELECTROCARDIOGRAFO 20 A 39 AÑOS,TELEDISPOSITIVOS ELECTROCARDIOGRAFO 20 A 39 AÑOS,TELEDISPOSITIVOS ELECTROCARDIOGRAFO 40 A 49 AÑOS,TELEDISPOSITIVOS ELECTROCARDIOGRAFO 40 A 49 AÑOS,TELEDISPOSITIVOS ELECTROCARDIOGRAFO 50 A 59 AÑOS,TELEDISPOSITIVOS ELECTROCARDIOGRAFO 50 A 59 AÑOS,TELEDISPOSITIVOS ELECTROCARDIOGRAFO 60 A MAS,TELEDISPOSITIVOS ELECTROCARDIOGRAFO 60 A MAS,TOTALES,TOTALES,TOTALES
YANACACHI,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,2,0,0,0,0,1,7,0,0,5,7,10,2,16,18,34
YUNCHARA,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,2,0,2,1,9,3,17,20
ZUDAÑEZ,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,4,5,5,10
ACHOCALLA,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,1,2,3,5,8
AIQUILE,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,2,1,7,4,5,9,5,15,16,30,35,59,94
ALCALA,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,2,0,3,1,1,5,1,5,2,8,9,19,28
ANCORAIMES,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,2,0,0,4,2,5,3,5,8,8,15,22,37
ANDAMARCA,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,8,8,16
ANZALDO,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,1,4,5
APOLO,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ATOCHA,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,2,0,2,5,1,4,0,1,2,2,7,12,19
AYO AYO,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2
BETANZOS,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,2,5,9,3,3,2,3,4,8,14,25,39
BOYUIBE,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,3,2,4,6,10
CABEZAS,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,4,0,3,2,10,12
"CAIZA ""D""",telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,3,4
CAJUATA,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,1,3,2,8,10
CAMATAQUI (C. VILLA ABECIA),telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
CAMIRI,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,3,4
CARACOLLO,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2
CARANAVI,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,3,2,6,3,12,15
CARAPARI,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,3,0,3,4,8,5,13
CARIPUYO,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,1,3
CHALLAPATA,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,1,1,2,4,5,8,13
CHIPAYA,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,3,2,5
CHUMA,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2
CLIZA,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,1,0,3,2,1,4,2,2,1,2,5,11,13,21,34
COCAPATA,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,12,9,12,21
COCHABAMBA,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,6,7,5,8,1,11,27,15,39,41,80
COLCAPIRHUA,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,4,7,9,12,21
"COLCHA ""K""",telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,2,2,4,6
COLLANA,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,4,4
COLOMI,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,1,4,2,5,7,15,22
CORQUE,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
COTOCA,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,2,3,5,3,8,11,19,30
CRUZ DE MACHACAMARCA,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,5,8
CULPINA,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
CURAHUARA DE CARANGAS,telesalud,teledispositivos electrocardiografo,2024-09-01,1,0,0,0,0,0,0,0,0,0,0,1,0,5,1,1,0,0,1,0,3,7,10
CURVA,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,2
EL CHORO,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,2,3,5
EL VILLAR,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,1,0,1,6,7
ENTRE RIOS CBBA,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,2,0,0,2,5,6,7,4,4,8,2,5,4,25,24,49
ESCOMA,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2,5,2,7
ESMERALDA,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,3,1,4
GRAL. J.J. PEREZ (CHARAZANI),telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,1,0,0,2,0,6,2,1,0,2,1,0,4,11,15
GUAQUI,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,1,0,0,3,3,1,0,0,0,3,0,7,4,11
HUACARETA,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,4,1,5
HUACAYA (VILLA DE HUACAYA),telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
HUANUNI,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,2,3,5
HUATAJATA,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,13,0,4,0,0,0,0,0,0,0,17,0,17
ICHOCA,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,1,0,0,0,5,3,3,1,0,1,3,0,0,0,12,5,17
ICLA,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
IRUPANA (VILLA DE LANZA),telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,1,0,1,1,1,0,3,2,8,3,6,4,5,4,4,14,29,43
LA GUARDIA,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,5,9,11,16,18,34
LA PAZ,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,2,4,6
LAGUNILLAS,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,2,0,0,0,1,1,4,1,3,0,0,1,4,3,14,17
LICOMA PAMPA,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,1,0,1,0,0,1,1,4,1,1,2,0,3,0,9,6,15
LLALLAGUA,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,1,3,8,3,7,4,4,11,18,21,38,59
LURIBAY,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,6,2,0,0,8,7,15
MACHARETI,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,3,1,4,1,13,14
MAIRANA,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,1,5,4,1,6,2,5,14,16,22,32,54
MECAPACA,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,2,1,0,1,9,10
MIZQUE,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,3,2,2,5,5,8,15,23
MOCOMOCO,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,4,4
MOJINETE,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4
MOJOCOYA,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,1,5,9,5,16,16,32
MONTEAGUDO,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,1,0,0,1,1,0,0,0,0,1,2,1,0,2,5,3,9,8,17
NUEVO MANOA (NUEVA ESPERANZA),telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,1,1,0,1,3,0,0,0,0,0,1,0,5,2,7
OCURI,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,1,0,0,0,0,2,7,9
OMEREQUE,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,2,3
PAILON,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,3,4,5,3,4,12,16,28
PALCA,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,3,0,0,1,1,5,1,0,1,1,2,6,8,13,21
PAMPA GRANDE,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,4,0,9,9
PAPEL PAMPA,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,1,0,4,2,2,4,13,17
PATACAMAYA,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,1,1,0,2,5,6,11
PELECHUCO,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3,3
POOPO,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,3,0,3,2,2,3,15,18
PORCO,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,3,4
POROMA,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,3,4
PORVENIR,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,28,3,3,0,0,0,0,0,3,0,34,3,37
POTOSI,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,2,1,2,0,5,0,1,1,5,7,2,9,17,26
PUERTO CARABUCO,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PUERTO GONZALO MORENO,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PUERTO RICO,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,3,0,2,1,1,1,1,0,4,0,11,2,13
PUERTO SUAREZ,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,1,3,1,2,3,8,5,6,9,8,11,14,30,41,71
PUNA,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,4,3,2,6,12,18
QUIABAYA,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,2,3
QUILLACOLLO,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,4,0,3,3,6,6,16,22
RAVELO,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,2,2,3,1,4,7,1,2,2,4,2,5,14,21,35
ROBORE,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,2,2,0,7,6,13
RURRENABAQUE,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,2,0,0,0,2,3,0,1,0,0,3,1,7,5,12
SACABA,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,1,2,1,1,5,10,7,25,9,14,21,27,44,79,123
SAMAIPATA,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,1,1,4,1,1,1,0,0,0,0,6,3,9
SAN ANTONIO DE LOMERIO,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
SAN BENITO,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,1,1,1,5,5,5,9,2,1,2,17,15,32
SAN BORJA,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,2,1,0,0,3,0,2,0,3,8,13,12,23,21,44
SAN JAVIER(STC),telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,1,2,7,2,3,0,2,3,1,7,14,21
SAN JULIAN,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,3,0,0,1,0,2,7,9
SAN LORENZO(PND),telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,4,1,5
SAN LUCAS,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,5,5,7,8,14,22
SAN MIGUEL DE VELASCO,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3
SAN PABLO DE LIPEZ,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SAN PEDRO(PND),telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,3
SAN RAMON BENI,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,0,2,4,6
SANTIAGO DE CALLAPA,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
SENA,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,1,1,0,1,0,3,1,0,0,2,0,1,0,8,2,10
SOPACHUY,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
SORACACHI,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,1,0,1,2,3,6,9
SUCRE,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,1,0,0,0,0,1,2,6,0,5,1,3,1,6,5,21,26
TARATA,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,1,1,0,7,5,2,2,1,3,6,7,17,18,35
TARIJA,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,1,2,10,7,3,5,2,3,1,1,17,18,35
TARVITA,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,2,0,2,1,2,3,9,12
TOCO,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,1,1,3,0,6,4,10
TOLATA,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,2,0,1,1,1,2,2,2,0,3,2,6,8,14,22
TOMINA,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,1,0,5,2,7
TOTORA(CBBA),telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,1,4,3,0,0,8,8,16
TRINIDAD,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
UMALA,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,2,2,5,7
URIONDO (A. CONCEPCION),telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,1,0,0,3,0,0,1,0,6,0,1,1,1,0,1,4,11,15
URUBICHA,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,1,2,4,6
UYUNI,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,1,0,0,0,1,1,1,5,1,5,3,5,3,8,10,24,34
VACAS,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,1,3,0,0,0,5,2,5,3,9,3,13,9,35,44
VIACHA,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,4,3,5,6,12,18
VILLA CHARCAS,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,2,3
VILLA MONTES,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,1,0,1,6,3,1,2,2,1,1,0,10,8,18
VILLA SERRANO,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,2,3,5
VILLA VACA GUZMAN (MUYUPAMPA),telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
VINTO,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,3,3
YAMPARAEZ,telesalud,teledispositivos electrocardiografo,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,1,3,4,7,8,19,27
ACHOCALLA,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,37,0,12,0,1,0,1,0,0,0,51,0,51
AIQUILE,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,1,1,0,1,3,3,7,3,7,2,8,9,10,19,36,55
ANCORAIMES,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,1,12,5,15,8,23
ANDAMARCA,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,1,7,0,0,0,2,0,1,0,0,0,1,1,11,12
ANZALDO,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,4,2,8,10
APOLO,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,1,2,3,4,7
ARAMPAMPA,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,3,0,7,11,0,2,0,0,0,0,0,0,10,13,23
ASCENCION DE GUARAYOS,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,2,2,7,1,1,0,1,0,1,3,12,15
ATOCHA,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,1,0,1,1,1,0,2,7,1,4,1,1,2,2,9,15,24
AUCAPATA,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,1,3
AYO AYO,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,1,0,0,1,3,0,1,0,0,1,0,0,1,0,1,1,7,3,10
BATALLAS,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,1,0,0,1,3,0,6,0,1,0,0,1,2,2,13,15
BELEN DE URMIRI,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,3,4,6,5,13,18
BERMEJO,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,4,6,12,14,20,12,8,6,9,8,53,46,99
BOYUIBE,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,2,3,2,9,11
CABEZAS,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,1,0,3,3,6
"CAIZA ""D""",telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,2
CAJUATA,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,5,5,30,25,0,2,0,0,0,0,0,1,35,33,68
CALAMARCA,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,3,5,5,8,0,3,0,2,4,5,10,8,22,31,53
CAMATAQUI (C. VILLA ABECIA),telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CAMIRI,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,2,1,4,4,8
CAQUIAVIRI,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,1,5
CARACOLLO,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,3,1,4
CARANAVI,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,1,0,0,5,1,2,3,2,2,2,1,2,2,2,5,15,15,30
CARAPARI,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,2,0,2,2,1,4,12,4,9,9,7,31,27,50,60,110
CARIPUYO,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
CARMEN RIVERO TORREZ,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
CHALLAPATA,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,2,3,4,5,6,12,16,28
CHIMORE,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,1,0,0,1,2,4,6,11,2,6,2,6,3,6,16,34,50
CHULUMANI (V. DE LA LIBERTAD),telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,1,2,3,2,6,7,13
CKOCHAS,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,2,2,4
CLIZA,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,3,1,7,3,2,8,12,16,9,9,7,8,22,24,62,69,131
COBIJA,telesalud,teledispositivos electrocardiografo,2024-10-01,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1,2,1,4,1,1,5,10,15
