,group,variable,month,NRO DE TELECONSULTAS N < A 6 MESES,NRO DE TELECONSULTAS N < A 6 MESES,NRO DE TELECONSULTAS N 6 MESES < 1 AÑO,NRO DE TELECONSULTAS N 6 MESES < 1 AÑO,NRO DE TELECONSULTAS N 1 A 4 AÑOS,NRO DE TELECONSULTAS N 1 A 4 AÑOS,NRO DE TELECONSULTAS N 5 A 9 AÑOS,NRO DE TELECONSULTAS N 5 A 9 AÑOS,NRO DE TELECONSULTAS N 10 A 14 AÑOS,NRO DE TELECONSULTAS N 10 A 14 AÑOS,NRO DE TELECONSULTAS N 15 A 19 AÑOS,NRO DE TELECONSULTAS N 15 A 19 AÑOS,NRO DE TELECONSULTAS N 20 A 39 AÑOS,NRO DE TELECONSULTAS N 20 A 39 AÑOS,NRO DE TELECONSULTAS N 40 A 49 AÑOS,NRO DE TELECONSULTAS N 40 A 49 AÑOS,NRO DE TELECONSULTAS N 50 A 59 AÑOS,NRO DE TELECONSULTAS N 50 A 59 AÑOS,NRO DE TELECONSULTAS N 60 A MAS,NRO DE TELECONSULTAS N 60 A MAS,TOTALES,TOTALES,TOTALES
DESAGUADERO,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
EL ALTO,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,1,0,0,0,0,3,11,14
EL PUENTE(STC),telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,1,0,0,0,0,0,2,3,1,1,0,1,0,3,2,8,6,14
EL PUENTE(TJA),telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,1,4,5
EL VILLAR,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,1,3,6,7,13
ENTRE RIOS CBBA,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,2,3,0,0,0,8,2,10
ESMERALDA,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,3,5
FERNANDEZ ALONSO,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2
GAIOC JATUN AYLLU YURA,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
GUANAY,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HUACARETA,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,5,5
HUACHACALLA,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,0,0,1,2,1,0,1,1,0,1,1,0,1,4,5,9
ICLA,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,5,5
IRUPANA (VILLA DE LANZA),telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
LA ASUNTA,telesalud,nro de teleconsultas n,2024-12-01,0,1,0,0,0,0,1,0,0,0,0,0,2,3,0,0,0,3,2,0,5,7,12
LA PAZ,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,5,7,306,354,313,363,676
LLICA,telesalud,nro de teleconsultas n,2024-12-01,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,5,6
MACHACAMARCA,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,2,3
MACHARETI,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,3
MIZQUE,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,1,2,2,0,1,1,0,0,0,0,0,0,0,3,4,7
MOCOMOCO,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,2,3
MOJINETE,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,3
OCURI,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,1,4,5
PAILON,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,2,2,1,1,1,6,7,13
PAPEL PAMPA,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,1,3
PELECHUCO,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
POCOATA,telesalud,nro de teleconsultas n,2024-12-01,0,1,0,0,0,0,0,0,0,0,0,5,1,1,1,0,0,0,0,0,2,7,9
POOPO,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,0,0,0,2,1,1,4,0,0,0,0,0,0,3,5,8
PORTACHUELO,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PRESTO,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,1,3,5,4,3,2,0,2,1,11,10,21
PUNA,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,2,5,3,10,13
PUNATA,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,4,0,5,5,0,0,0,0,0,5,9,14
QUIABAYA,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
QUIRUSILLAS,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,3,2,5
RAVELO,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,3,1,4
SAMAIPATA,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,4,0,4
SAN AGUSTIN,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,4,2,6
SAN ANTONIO DE ESMORUCO,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,3,0,0,0,2,0,1,0,2,0,0,2,1,2,9,11
SAN BENITO,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,0,0,1,1,1,5,2,5,5,1,1,1,0,13,10,23
SAN LUCAS,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN PABLO DE LIPEZ,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,3,2,5
SAN PEDRO DE CURAHUARA,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
SAN PEDRO DE QUEMES,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,3,3
SAN RAFAEL,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,2,3,0,2,2,1,2,0,1,5,1,2,1,1,1,1,10,15,25
SANTIAGO DE HUARI,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,0,2,1,0,3,1,8,0,3,0,5,1,5,4,25,29
SICA SICA (VILLA AROMA),telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,0,1,4,5
SIPE SIPE,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,2
SORATA,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,0,0,0,1,0,1,7,1,0,0,0,0,0,3,7,10
TAHUA,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
TARVITA,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,2
TOCO,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,1,1,1,1,0,2,3,2,1,3,2,3,2,12,10,22
TODOS SANTOS,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2
TOLATA,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,0,1,0,4,1,5,7,3,4,2,2,3,0,18,14,32
TOMINA,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,0,22,15,33,22,17,52,17,42,32,21,17,36,138,188,326
TOTORA(CBBA),telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,7,1,5,2,5,3,4,4,21,10,31
TUPIZA,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,1,2,0,1,0,1,1,10,0,2,0,2,1,1,3,19,22
UNCIA,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,1,1,0,0,0,0,0,0,0,1,6,0,2,0,0,2,1,4,10,14
VACAS,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,0,3,2,5
VALLEGRANDE,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,2,1,6,7
VILA VILA,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1,3,0,0,1,0,5,5,10
VILLA CHARCAS,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,3,4
VILLAZON,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
VINTO,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,4,1,5
YAMPARAEZ,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
YOTALA,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,5,0,5,7,7,11,23,34
