,group,variable,month,NRO DE TELEINTERCONSULTAS GENERADAS S < A 6 MESES,NRO DE TELEINTERCONSULTAS GENERADAS S < A 6 MESES,NRO DE TELEINTERCONSULTAS GENERADAS S 6 MESES < 1 AÑO,NRO DE TELEINTERCONSULTAS GENERADAS S 6 MESES < 1 AÑO,NRO DE TELEINTERCONSULTAS GENERADAS S 1 A 4 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 1 A 4 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 5 A 9 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 5 A 9 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 10 A 14 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 10 A 14 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 15 A 19 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 15 A 19 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 20 A 39 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 20 A 39 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 40 A 49 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 40 A 49 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 50 A 59 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 50 A 59 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 60 A MAS,NRO DE TELEINTERCONSULTAS GENERADAS S 60 A MAS,TOTALES,TOTALES,TOTALES
TARACO,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
TARATA,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,2,4,3,4,0,0,0,0,0,8,5,13
TARIJA,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2
TARVITA,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
TIQUIPAYA,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,11,10,0,3,2,3,0,0,13,17,30
TODOS SANTOS,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2
TOLATA,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,4,3,7
TRINIDAD,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3
TUPIZA,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2
TURCO,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,5,5
VACAS,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,5,5
VILA VILA,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
VILLA CHARCAS,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,7,2,11,13
VILLA MONTES,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,3
VILLA SERRANO,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
VILLAZON,telesalud,nro de teleinterconsultas generadas s,2024-10-01,2,0,2,16,16,0,0,0,2,1,0,4,0,42,0,13,1,0,1,6,24,82,106
VINTO,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
YANACACHI,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,11,0,11
ZUDAÑEZ,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,1,1,6,4,10
ACHOCALLA,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,14,2,16,18
AIQUILE,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,0,0,0,0,3,5,4,9
ANCORAIMES,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,3,4
ANDAMARCA,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1,0,0,3,3,6
ANZALDO,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
APOLO,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
ASCENCION DE GUARAYOS,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,3
ATOCHA,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,2,3
AUCAPATA,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
AYO AYO,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,1,1,1,5,6
AZURDUY,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,2,3,9,11,2,0,0,0,1,2,14,16,30
BATALLAS,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,1,3,1,9,10
BELEN DE ANDAMARCA,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,3,0,12,12
CABEZAS,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,3,3
"CAIZA ""D""",telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2
CAJUATA,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
CALAMARCA,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,4,4
CAMATAQUI (C. VILLA ABECIA),telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,2,0,2,5,7
CAMIRI,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CAQUIAVIRI,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,3
CARACOLLO,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
CARAPARI,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,2
CHACARILLA,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,2,6,8
CHIPAYA,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
COCAPATA,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
COLCAPIRHUA,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,3,2,5
COLLANA,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,1,0,5,5
COLOMI,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2,2,4
COLQUECHACA,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,4,4
COLQUIRI,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,5,6
CORQUE,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,3,3
CRUZ DE MACHACAMARCA,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CUATRO CAÑADAS,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2
CURVA,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,3
EL ALTO,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,2,0,0,2,6,8
EL PUENTE(STC),telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
EL TORNO,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,1,1,0,7,0,1,1,0,0,3,2,12,14
ESCARA,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,3,4
EUCALIPTUS,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
FERNANDEZ ALONSO,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
GAIOC JATUN AYLLU YURA,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
GENERAL SAAVEDRA,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
GUAQUI,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,1,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,8,8
HUACAYA (VILLA DE HUACAYA),telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,5,0,4,1,0,0,0,0,0,1,9,10
HUACHACALLA,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
HUARINA,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,5,1,6
HUATAJATA,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,3
ICLA,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,6,6
INCAHUASI,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,2,0,0,0,0,0,1,2,2,0,0,0,1,2,2,4,8,12
JESUS DE MACHACA,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
LA ASUNTA,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2
LA RIVERA,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,2
LAGUNILLAS,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,3
LAJA,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,4,5
LAS CARRERAS,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,5,5
LICOMA PAMPA,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,1,1,4,1,14,15
LLICA,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,1,4,2,6
LORETO,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,4
MACHACAMARCA,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,0,1,2,4,6
MACHARETI,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,7,1,8
MOCOMOCO,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
MOJINETE,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,5,5
OKINAWA,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,1,0,1,0,0,2,5,7
OMEREQUE,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,5,5
ORURO,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,2,1,2,5,12,8,21,29
PADILLA,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
PAILON,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,1,1,3,1,2,1,1,2,3,4,1,2,11,11,22
PALCA,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
PAMPA GRANDE,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2
PELECHUCO,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
POCOATA,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,6,6
POOPO,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,4,5,4,11,15
PORCO,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
POROMA,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,2,3,5
PUERTO ACOSTA,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,4,4
PUERTO CARABUCO,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,2,4,6
PUERTO GONZALO MORENO,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PUERTO SUAREZ,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,2,1,2,2,8,10
PUERTO VILLARROEL,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,1,0,1,0,0,0,0,2,0,9,0,1,0,2,0,1,2,15,17
QUIABAYA,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,6,0,0,2,0,2,11,13
RAVELO,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,1,2,2,2,16,0,0,0,0,0,0,4,19,23
RIBERALTA,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,1,7,4,11
SACABA,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,1,9,5,11,16
SAMAIPATA,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2
SAN AGUSTIN,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,1,1,5,6
SAN ANDRES DE MACHACA,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2
SAN BENITO,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,1,1,1,5,5,10
SAN JOSE DE CHIQUITOS,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,1,0,0,0,0,0,0,0,1,1,2,18,0,1,1,1,0,2,5,23,28
SAN LORENZO(PND),telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,3,0,0,2,6,8
SAN LUCAS,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SAN PABLO DE LIPEZ,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
SAN PEDRO DE CURAHUARA,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,2,3,5
SANTIAGO DE CALLAPA,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SANTIAGO DE HUATA,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,5,6
SENA,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SICA SICA (VILLA AROMA),telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,1,3,4
SIPE SIPE,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,4,7
SOPACHUY,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,4,1,5
SUCRE,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TACACOMA,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,2,4
TARIJA,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,2,3,5
TITO YUPANQUI (PARQUIPUJIO),telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
TOCO,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,4,4,8
TOLATA,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,1,1,0,0,0,1,6,6,3,1,0,1,0,1,10,11,21
TOMINA,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,4,6,12,21,0,0,0,0,0,0,1,2,2,1,0,0,0,0,19,30,49
TUPIZA,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,1,0,0,0,0,0,0,2,4,1,2,0,0,1,0,4,7,11
TURCO,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
UMALA,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,4,2,7,9
UNCIA,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,3
VACAS,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,10,10
VALLEGRANDE,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
VILLA CHARCAS,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,2,7,5,10,15
VILLA MONTES,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,1,5,3,8,11
VILLA SERRANO,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,2,0,2,9,10,13,18,31
VILLA TUNARI,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,4
VILLA VACA GUZMAN (MUYUPAMPA),telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
VINTO,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,2,3
VITICHI,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,2,4,6
WARNES,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,4,0,0,6,6,12
YANACACHI,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,2,3,5
ZUDAÑEZ,telesalud,nro de teleinterconsultas generadas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2,1,3
AIQUILE,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2
ANCORAIMES,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
ANDAMARCA,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,4,4
ANZALDO,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
APOLO,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
ARQUE,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
ASCENCION DE GUARAYOS,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,1,0,0,0,0,2,1,0,2,0,0,0,2,0,3,3,1,0,0,5,10,15
ATOCHA,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
AYO AYO,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,1,3,4
BATALLAS,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
BELEN DE ANDAMARCA,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2
BELEN DE URMIRI,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
BERMEJO,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,5,5
"CAIZA ""D""",telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
CAJUATA,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
CALAMARCA,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
CAQUIAVIRI,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2
CARACOLLO,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
CARAPARI,telesalud,nro de teleinterconsultas generadas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2,3
