,group,variable,month,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES < A 6 MESES,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES < A 6 MESES,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 6 MESES < 1 AÑO,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 6 MESES < 1 AÑO,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 1 A 4 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 1 A 4 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 5 A 9 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 5 A 9 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 10 A 14 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 10 A 14 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 15 A 19 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 15 A 19 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 20 A 39 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 20 A 39 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 40 A 49 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 40 A 49 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 50 A 59 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 50 A 59 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 60 A MAS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 60 A MAS,TOTALES,TOTALES,TOTALES
ZUDAÑEZ,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,16,5,23,2,3,5,5,6,8,18,55,73
ACHOCALLA,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,1,1,0,0,3,1,10,11
ANCORAIMES,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,1,1,1,3,1,7,8,15
ANDAMARCA,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,7,4,11
ANZALDO,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,5,3,2,4,0,3,2,4,1,36,0,0,0,1,6,10,16,61,77
APOLO,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,0,0,1,0,2,0,8,0,1,0,1,1,0,1,13,14
AYO AYO,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,1,0,0,0,1,2,0,3,2,2,1,0,3,2,8,9,17
BATALLAS,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,1,0,0,0,0,2,2,15,0,1,0,4,3,5,6,27,33
CABEZAS,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,1,1,2,1,6,4,15,19
"CAIZA ""D""",telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,0,2,0,0,1,2,0,1,1,0,0,0,1,5,3,8
CALAMARCA,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
CAMARGO,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,2,0,16,0,5,0,5,0,2,0,30,30
CAMATAQUI (C. VILLA ABECIA),telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,0,1,1,0,2,2,8,4,4,0,1,8,5,15,21,36
CAMIRI,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,8,2,0,4,12,16
CAQUIAVIRI,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2
CARANAVI,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,1,1,1,0,2,1,1,5,1,1,1,5,4,8,7,21,18,39
CARAPARI,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,2,1,7,3,11,8,19
CARIPUYO,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,2,0,1,2,2,5,3,0,2,6,1,1,2,1,0,1,13,16,29
CHACARILLA,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,2,0,0,0,0,0,0,0,0,2,0,5,0,2,0,0,0,0,2,9,11
CHIPAYA,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,3,5,8
CHUQUIHUTA AYLLU JUCUMANI,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,1,0,0,0,1,1,1,1,5,23,2,1,0,0,0,0,10,26,36
CKOCHAS,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,1,0,1,3,2,9,11
COBIJA,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,0,1,0,1,1,2,2,0,1,0,1,2,1,6,6,12
COLCAPIRHUA,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,6,4,2,3,0,0,0,3,3,2,3,2,4,4,10,8,28,26,54
"COLCHA ""K""",telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,3,4
COLLANA,telesalud,teledispositivos monitor de signos vitales,2024-11-01,2,0,0,0,0,1,0,1,0,0,1,3,2,11,0,4,0,2,6,6,11,28,39
COLOMI,telesalud,teledispositivos monitor de signos vitales,2024-11-01,2,3,0,3,3,1,0,0,0,4,2,9,5,13,1,0,1,1,3,2,17,36,53
COMARAPA,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,2,3,5
CRUZ DE MACHACAMARCA,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,17,13,17,18,35
CULPINA,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,0,1,0,1,2,2,8,0,3,2,4,2,10,8,27,35
CURVA,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,0,0,1,0,0,1,10,0,0,0,0,5,0,6,11,17
EL CHORO,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,0,0,1,0,5,0,37,1,7,2,7,18,9,21,66,87
ESCOMA,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,2,3,4,1,0,1,2,1,2,6,10,16
EUCALIPTUS,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,1,3,5,0,2,2,3,2,1,7,12,19
GAIOC JATUN AYLLU YURA,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,1,0,0,0,0,0,1,2,2,0,3,0,0,4,4,6,11,17
GRAL. J.J. PEREZ (CHARAZANI),telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,1,1,5,2,21,23
HUACARETA,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,3,4,0,1,6,17,23
HUACAYA (VILLA DE HUACAYA),telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,0,0,0,7,11,4,10,3,10,9,7,8,11,31,49,80
HUANUNI,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3
INCAHUASI,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,1,3,2,8,10
INQUISIVI,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,1,0,0,0,4,3,0,0,1,0,0,2,4,1,1,1,4,2,2,9,17,26
JESUS DE MACHACA,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,1,0,2,8,7,12,16,28
LA ASUNTA,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,3,0,2,2,0,0,0,0,2,6,7,0,2,1,0,2,0,11,16,27
LA RIVERA,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,1,2,0,0,0,0,1,0,0,0,2,1,1,0,1,8,8,11,14,25
LAJA,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,11,5,2,1,0,0,1,10,2,4,5,10,7,17,28,47,75
LICOMA PAMPA,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,1,0,2,0,12,13,3,8,0,0,0,0,4,5,22,26,48
LLALLAGUA,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,1,1,2,5,7,12
MACHARETI,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0,1,1,3,7,10
MAIRANA,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,0,0,0,1,2,0,56,0,25,0,17,6,4,7,104,111
OKINAWA,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,2,2,0,0,0,1,0,1,2,2,3,0,2,1,1,1,1,8,11,19
OMEREQUE,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,7,2,2,0,0,0,0,0,0,2,0,2,2,0,1,10,12,16,28
ORURO,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,1,0,1,0,0,0,0,1,2,13,2,3,3,6,7,22,16,45,61
PAILON,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,7,6,5,3,4,15,20,35
PAPEL PAMPA,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,0,5,7,4,2,2,5,3,1,0,0,1,1,15,16,31
PATACAMAYA,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,4,2,1,4,3,7,12,19
PELECHUCO,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,3,2,2,3,4,0,4,15,3,2,0,5,1,1,17,28,45
PORCO,telesalud,teledispositivos monitor de signos vitales,2024-11-01,1,1,3,2,1,4,0,4,0,1,1,5,5,9,1,9,0,6,1,1,13,42,55
PUERTO ACOSTA,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,1,0,0,0,0,1,1,0,2,4,1,1,0,0,7,7,12,13,25
PUERTO CARABUCO,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,4,1,6,7
PUERTO GONZALO MORENO,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,1,4,4,8
PUERTO RICO,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,0,0,0,10,1,34,3,1,0,0,0,0,0,45,4,49
PUERTO SUAREZ,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,1,0,1,6,8,6,13,9,23,13,36,14,12,15,16,29,20,92,130,222
PUERTO VILLARROEL,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,1,0,1,0,0,1,1,4,5,23,2,15,0,8,10,7,20,58,78
QUIABAYA,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,1,1,0,1,0,0,2,1,1,0,0,2,1,5,5,10
QUIRUSILLAS,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,1,0,1,0,0,2,3,2,2,0,3,10,6,14,16,30
ROBORE,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,0,1,0,0,8,1,2,0,6,7,1,5,10,14,27,41
SACABA,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,1,1,0,2,2,7,15,9,12,5,17,16,14,40,61,101
SACACA,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,1,0,0,0,0,0,1,11,0,8,1,3,2,4,5,26,31
SAMAIPATA,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,5,0,28,0,15,0,10,2,8,2,66,68
SAN ANTONIO DE ESMORUCO,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,1,2,0,0,0,0,1,2,0,5,0,4,1,0,3,8,6,21,27
SAN BENITO,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,0,0,0,5,4,6,10,9,8,8,5,3,5,31,32,63
SAN JAVIER(STC),telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,2,0,2,0,6,0,16,16
SAN JUAN DE YAPACANI,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,1,0,0,0,0,1,2,0,8,0,4,0,7,3,2,4,24,28
SAN JULIAN,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,4,3,3,1,0,6,10,16
SAN RAMON BENI,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,2
SANTIAGO DE CALLAPA,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,1,5,5,10
SANTIAGO DE HUARI,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,0,2,2,3,10,13
SANTIAGO DE HUATA,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,4,6
SICA SICA (VILLA AROMA),telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,2,3,5
SOPACHUY,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,1,0,0,0,0,0,1,1,2,2,1,5,4,0,2,12,11,20,31
SORACACHI,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,5,3,13,0,2,0,4,3,0,6,24,30
TARVITA,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,1,1,9,0,25,0,0,10,8,11,43,54
TIQUIPAYA,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,0,0,1,4,2,9,6,1,3,2,2,3,2,19,16,35
TITO YUPANQUI (PARQUIPUJIO),telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,15,15
TOCO,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,2,5,2,7
TOLATA,telesalud,teledispositivos monitor de signos vitales,2024-11-01,2,2,2,0,18,10,23,19,5,3,0,2,6,8,4,5,0,2,4,9,64,60,124
TOMINA,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,0,0,0,8,1,7,11,23,21,29,12,6,1,73,46,119
TORO TORO,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,2,0,0,0,0,2,0,4,0,11,0,2,0,0,0,0,2,19,21
TOTORA(CBBA),telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,4,1,1,1,8,4,12
TURCO,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,0,0,0,1,0,1,16,0,5,1,0,4,2,7,23,30
UMALA,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,3,4,8,1,13,0,5,0,0,1,1,0,4,6,34,40
UNCIA,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,2,1,0,0,0,3,1,0,1,2,0,3,0,0,1,2,5,11,16
URIONDO (A. CONCEPCION),telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,6,0,24,0,0,0,2,0,0,0,32,32
VACAS,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,2,3,1,3,10,13
VALLEGRANDE,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,0,0,0,1,2,4,18,4,10,0,17,3,4,12,51,63
VILLA CHARCAS,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,7,0,5,1,5,2,24,26
VILLA SERRANO,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,5,5,8,37,30,53,54,107
VILLA VACA GUZMAN (MUYUPAMPA),telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,2,2,4
VINTO,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,1,0,1,1,5,4,11,15
WALDO BALLIVIAN,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,4,0,9,0,14,13,12,0,2,0,1,1,2,0,1,14,45,59
WARNES,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,3,1,0,0,0,1,13,14
YOTALA,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,8,0,0,8,13,8,30,38
ZUDAÑEZ,telesalud,teledispositivos monitor de signos vitales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,10,6,15,4,2,3,4,3,3,16,34,50
ANCORAIMES,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,1,0,5,3,8,7,15
ANDAMARCA,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,6
ANZALDO,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,1,1,1,1,0,0,1,2,5,0,11,0,0,0,0,9,12,13,31,44
APOLO,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,2,2,5,1,1,1,3,1,1,5,12,17
AYO AYO,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,0,1,0,0,0,0,1,2,2,1,1,0,0,2,5,6,9,15
BATALLAS,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,1,0,0,2,2,2,13,15
BERMEJO,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,3
"CAIZA ""D""",telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1,0,0,0,2,1,6,3,9
CALAMARCA,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,2
CAMARGO,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,0,0,0,0,6,6
CAQUIAVIRI,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CARAPARI,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,4,6,6,9,15
CARIPUYO,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,1,1,0,1,0,0,0,3,2,1,2,11,2,1,0,0,4,4,11,22,33
CATACORA,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2
CHACARILLA,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,1,0,0,0,0,0,0,1,0,1,1,7,0,3,0,0,0,1,2,13,15
CHIMORE,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,2,0,1,2,0,0,1,2,6,1,3,3,5,7,6,15,24,39
COIPASA,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,6
COLCAPIRHUA,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
"COLCHA ""K""",telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2
COLLANA,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,2,1,5,4,9
CUCHUMUELA (V. G. VILLARROEL),telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,8,15
CULPINA,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,2,3,5
EL PUENTE(TJA),telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,0,1,0,0,0,1,0,0,4,0,1,0,1,0,0,2,6,8
EL VILLAR,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,15,34,0,0,0,0,8,8,23,42,65
ESCOMA,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,6,9,8,10,18
ESMERALDA,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,3,5
EUCALIPTUS,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,1,2,2,3,8,11
GAIOC JATUN AYLLU YURA,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,7,5,10,15
GRAL. J.J. PEREZ (CHARAZANI),telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,1,0,0,0,1,0,1,5,1,10,0,0,0,0,1,0,5,15,20
GUANAY,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3,1,0,1,3,3,8,11
HUACARETA,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,0,0,1,0,0,3,0,2,1,3,5,8,2,0,1,16,10,26
HUACHACALLA,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
HUANUNI,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1,3
HUMANATA,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,3,3,4,6,10
IRUPANA (VILLA DE LANZA),telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,1,0,1,3,3,7,6,13
JESUS DE MACHACA,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,1,0,0,0,0,0,1,5,1,3,1,2,1,6,10,16,15,31
LA RIVERA,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,3,5,3,9,12
LAJA,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,0,0,0,0,1,0,1,3,9,0,8,0,9,7,5,10,33,43
LICOMA PAMPA,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,0,0,2,0,0,0,1,3,5,1,2,2,0,4,2,10,12,22
LLALLAGUA,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,2,1,9,8,13,12,25
MACHARETI,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MAIRANA,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,4,2,45,0,13,0,8,6,3,8,73,81
ORURO,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,0,0,1,0,0,1,1,1,6,1,2,2,13,11,16,16,39,55
PALCA,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,0,1,2,0,1,0,1,2,3,0,2,1,0,1,0,5,9,14
PAPEL PAMPA,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,0,0,0,1,0,2,0,2,0,2,3,0,2,2,1,9,6,15
PATACAMAYA,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,0,0,0,0,1,0,0,2,5,0,5,1,3,2,4,5,18,23
PELECHUCO,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,1,0,1,2,1,1,5,0,2,6,0,0,0,2,1,1,11,12,23
PRESTO,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,1,3,5,4,3,2,0,2,1,11,10,21
PUERTO GONZALO MORENO,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2,3,5
PUERTO RICO,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,0,0,1,0,0,2,0,2,3,0,0,0,0,1,0,5,4,9
PUERTO SUAREZ,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,1,1,1,2,4,5,6,4,7,8,12,6,9,7,11,16,18,49,69,118
QUIABAYA,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,2,0,2,1,0,1,0,0,3,2,0,0,0,0,0,1,7,5,12
QUILLACOLLO,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,1,3
QUIRUSILLAS,telesalud,teledispositivos monitor de signos vitales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,6,2,12,7,19
