,group,variable,month,17.23 COVID-19 1RA DOSIS DENTRO,17.23 COVID-19 1RA DOSIS DENTRO,17.23 COVID-19 1RA DOSIS FUERA,17.23 COVID-19 1RA DOSIS FUERA,TOTALES,TOTALES,TOTALES
SAN JOAQUIN,otras vacunaciones,covid-19 1ra dosis,2023-06-01,1,1,0,0,1,1,2
SAN JOSE DE CHIQUITOS,otras vacunaciones,covid-19 1ra dosis,2023-06-01,2,2,0,0,2,2,4
SAN JUAN DE YAPACANI,otras vacunaciones,covid-19 1ra dosis,2023-06-01,0,0,0,1,0,1,1
SAN JULIAN,otras vacunaciones,covid-19 1ra dosis,2023-06-01,5,0,2,1,7,1,8
SAN LORENZO(PND),otras vacunaciones,covid-19 1ra dosis,2023-06-01,0,0,1,0,1,0,1
SAN LORENZO(TJA),otras vacunaciones,covid-19 1ra dosis,2023-06-01,1,2,1,1,2,3,5
SAN LUCAS,otras vacunaciones,covid-19 1ra dosis,2023-06-01,8,5,1,0,9,5,14
SAN MIGUEL DE VELASCO,otras vacunaciones,covid-19 1ra dosis,2023-06-01,1,1,1,0,2,1,3
SAN PABLO DE LIPEZ,otras vacunaciones,covid-19 1ra dosis,2023-06-01,0,0,2,1,2,1,3
SAN PEDRO DE BUENA VISTA,otras vacunaciones,covid-19 1ra dosis,2023-06-01,37,54,46,61,83,115,198
SAN PEDRO DE CURAHUARA,otras vacunaciones,covid-19 1ra dosis,2023-06-01,2,1,1,0,3,1,4
SAN PEDRO DE MACHA,otras vacunaciones,covid-19 1ra dosis,2023-06-01,7,6,34,50,41,56,97
SAN PEDRO DE TIQUINA,otras vacunaciones,covid-19 1ra dosis,2023-06-01,0,1,0,0,0,1,1
SAN PEDRO(PND),otras vacunaciones,covid-19 1ra dosis,2023-06-01,0,0,3,2,3,2,5
SAN RAFAEL,otras vacunaciones,covid-19 1ra dosis,2023-06-01,0,1,0,0,0,1,1
SAN RAMON BENI,otras vacunaciones,covid-19 1ra dosis,2023-06-01,0,2,0,0,0,2,2
SAN RAMON SCZ,otras vacunaciones,covid-19 1ra dosis,2023-06-01,2,0,0,0,2,0,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,covid-19 1ra dosis,2023-06-01,250,221,44,54,294,275,569
SANTA ROSA,otras vacunaciones,covid-19 1ra dosis,2023-06-01,14,0,0,0,14,0,14
SANTA ROSA DEL SARA,otras vacunaciones,covid-19 1ra dosis,2023-06-01,1,1,1,0,2,1,3
SANTIAGO DE CALLAPA,otras vacunaciones,covid-19 1ra dosis,2023-06-01,2,0,1,2,3,2,5
SANTIAGO DE HUARI,otras vacunaciones,covid-19 1ra dosis,2023-06-01,0,0,11,11,11,11,22
SANTIAGO DE HUATA,otras vacunaciones,covid-19 1ra dosis,2023-06-01,3,10,5,6,8,16,24
SANTIAGO DE MACHACA,otras vacunaciones,covid-19 1ra dosis,2023-06-01,0,0,2,0,2,0,2
SANTIVAÑES,otras vacunaciones,covid-19 1ra dosis,2023-06-01,0,3,1,1,1,4,5
SANTUARIO DE QUILLACAS,otras vacunaciones,covid-19 1ra dosis,2023-06-01,0,0,3,1,3,1,4
SAPAHAQUI,otras vacunaciones,covid-19 1ra dosis,2023-06-01,0,0,5,12,5,12,17
SENA,otras vacunaciones,covid-19 1ra dosis,2023-06-01,0,3,25,14,25,17,42
SHINAOTA,otras vacunaciones,covid-19 1ra dosis,2023-06-01,2,4,6,2,8,6,14
SICA SICA (VILLA AROMA),otras vacunaciones,covid-19 1ra dosis,2023-06-01,9,8,16,19,25,27,52
SICAYA,otras vacunaciones,covid-19 1ra dosis,2023-06-01,1,3,4,8,5,11,16
SIPE SIPE,otras vacunaciones,covid-19 1ra dosis,2023-06-01,7,6,10,10,17,16,33
SOPACHUY,otras vacunaciones,covid-19 1ra dosis,2023-06-01,3,0,0,0,3,0,3
SORACACHI,otras vacunaciones,covid-19 1ra dosis,2023-06-01,5,8,2,2,7,10,17
SORATA,otras vacunaciones,covid-19 1ra dosis,2023-06-01,0,1,13,18,13,19,32
SUCRE,otras vacunaciones,covid-19 1ra dosis,2023-06-01,28,23,23,19,51,42,93
TACACHI,otras vacunaciones,covid-19 1ra dosis,2023-06-01,0,0,2,2,2,2,4
TACACOMA,otras vacunaciones,covid-19 1ra dosis,2023-06-01,3,3,5,9,8,12,20
TACOBAMBA,otras vacunaciones,covid-19 1ra dosis,2023-06-01,0,0,6,5,6,5,11
TACOPAYA,otras vacunaciones,covid-19 1ra dosis,2023-06-01,1,0,7,17,8,17,25
TAPACARI,otras vacunaciones,covid-19 1ra dosis,2023-06-01,32,36,44,47,76,83,159
TARABUCO,otras vacunaciones,covid-19 1ra dosis,2023-06-01,0,0,9,15,9,15,24
TARACO,otras vacunaciones,covid-19 1ra dosis,2023-06-01,5,2,2,1,7,3,10
TARATA,otras vacunaciones,covid-19 1ra dosis,2023-06-01,1,1,4,5,5,6,11
TARIJA,otras vacunaciones,covid-19 1ra dosis,2023-06-01,13,15,13,8,26,23,49
TARVITA,otras vacunaciones,covid-19 1ra dosis,2023-06-01,0,10,16,15,16,25,41
TEOPONTE,otras vacunaciones,covid-19 1ra dosis,2023-06-01,2,2,5,5,7,7,14
TIAHUANACU,otras vacunaciones,covid-19 1ra dosis,2023-06-01,14,10,2,3,16,13,29
TINGUIPAYA,otras vacunaciones,covid-19 1ra dosis,2023-06-01,0,1,15,12,15,13,28
TIPUANI,otras vacunaciones,covid-19 1ra dosis,2023-06-01,0,0,15,14,15,14,29
TIQUIPAYA,otras vacunaciones,covid-19 1ra dosis,2023-06-01,13,10,28,29,41,39,80
TIRAQUE (CBBA),otras vacunaciones,covid-19 1ra dosis,2023-06-01,2,6,12,11,14,17,31
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,covid-19 1ra dosis,2023-06-01,0,0,2,6,2,6,8
TOCO,otras vacunaciones,covid-19 1ra dosis,2023-06-01,5,6,2,9,7,15,22
TODOS SANTOS,otras vacunaciones,covid-19 1ra dosis,2023-06-01,0,0,1,0,1,0,1
TOLATA,otras vacunaciones,covid-19 1ra dosis,2023-06-01,1,1,0,1,1,2,3
TOLEDO,otras vacunaciones,covid-19 1ra dosis,2023-06-01,2,4,1,4,3,8,11
TOMAVE,otras vacunaciones,covid-19 1ra dosis,2023-06-01,1,4,2,2,3,6,9
TOMINA,otras vacunaciones,covid-19 1ra dosis,2023-06-01,1,1,4,5,5,6,11
TORO TORO,otras vacunaciones,covid-19 1ra dosis,2023-06-01,2,1,0,0,2,1,3
TOTORA(CBBA),otras vacunaciones,covid-19 1ra dosis,2023-06-01,7,10,4,12,11,22,33
TOTORA(ORR),otras vacunaciones,covid-19 1ra dosis,2023-06-01,1,1,5,3,6,4,10
TRINIDAD,otras vacunaciones,covid-19 1ra dosis,2023-06-01,6,12,12,0,18,12,30
TUPIZA,otras vacunaciones,covid-19 1ra dosis,2023-06-01,5,1,3,4,8,5,13
TURCO,otras vacunaciones,covid-19 1ra dosis,2023-06-01,6,3,0,0,6,3,9
UMALA,otras vacunaciones,covid-19 1ra dosis,2023-06-01,0,1,8,6,8,7,15
UNCIA,otras vacunaciones,covid-19 1ra dosis,2023-06-01,12,0,1,3,13,3,16
URIONDO (A. CONCEPCION),otras vacunaciones,covid-19 1ra dosis,2023-06-01,3,1,0,0,3,1,4
URUBICHA,otras vacunaciones,covid-19 1ra dosis,2023-06-01,1,0,0,0,1,0,1
VACAS,otras vacunaciones,covid-19 1ra dosis,2023-06-01,2,1,10,15,12,16,28
VALLEGRANDE,otras vacunaciones,covid-19 1ra dosis,2023-06-01,2,0,0,0,2,0,2
VIACHA,otras vacunaciones,covid-19 1ra dosis,2023-06-01,3,1,33,13,36,14,50
VILA VILA,otras vacunaciones,covid-19 1ra dosis,2023-06-01,2,1,2,3,4,4,8
VILLA CHARCAS,otras vacunaciones,covid-19 1ra dosis,2023-06-01,0,0,0,1,0,1,1
VILLA MONTES,otras vacunaciones,covid-19 1ra dosis,2023-06-01,12,5,8,5,20,10,30
VILLA NUEVA (LOMA ALTA),otras vacunaciones,covid-19 1ra dosis,2023-06-01,0,1,25,15,25,16,41
VILLA RIVERO,otras vacunaciones,covid-19 1ra dosis,2023-06-01,5,7,3,1,8,8,16
VILLA SERRANO,otras vacunaciones,covid-19 1ra dosis,2023-06-01,0,1,4,10,4,11,15
VILLA TUNARI,otras vacunaciones,covid-19 1ra dosis,2023-06-01,10,10,100,80,110,90,200
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,covid-19 1ra dosis,2023-06-01,2,0,4,1,6,1,7
VILLAZON,otras vacunaciones,covid-19 1ra dosis,2023-06-01,4,8,9,9,13,17,30
VINTO,otras vacunaciones,covid-19 1ra dosis,2023-06-01,5,5,9,14,14,19,33
WALDO BALLIVIAN,otras vacunaciones,covid-19 1ra dosis,2023-06-01,3,3,0,0,3,3,6
WARNES,otras vacunaciones,covid-19 1ra dosis,2023-06-01,25,23,9,6,34,29,63
YACO,otras vacunaciones,covid-19 1ra dosis,2023-06-01,1,1,2,6,3,7,10
YACUIBA,otras vacunaciones,covid-19 1ra dosis,2023-06-01,3,0,2,5,5,5,10
YAMPARAEZ,otras vacunaciones,covid-19 1ra dosis,2023-06-01,9,11,0,2,9,13,22
YANACACHI,otras vacunaciones,covid-19 1ra dosis,2023-06-01,0,0,5,10,5,10,15
YAPACANI,otras vacunaciones,covid-19 1ra dosis,2023-06-01,11,6,0,2,11,8,19
YOCALLA,otras vacunaciones,covid-19 1ra dosis,2023-06-01,4,0,0,0,4,0,4
YOTALA,otras vacunaciones,covid-19 1ra dosis,2023-06-01,0,0,1,4,1,4,5
ZUDAÑEZ,otras vacunaciones,covid-19 1ra dosis,2023-06-01,0,0,6,9,6,9,15
ACACIO,otras vacunaciones,covid-19 1ra dosis,2023-07-01,1,1,2,2,3,3,6
ACHACACHI,otras vacunaciones,covid-19 1ra dosis,2023-07-01,8,8,14,24,22,32,54
ACHOCALLA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,7,19,31,36,38,55,93
AIQUILE,otras vacunaciones,covid-19 1ra dosis,2023-07-01,4,2,0,6,4,8,12
ALALAY,otras vacunaciones,covid-19 1ra dosis,2023-07-01,0,1,4,0,4,1,5
ALTO BENI,otras vacunaciones,covid-19 1ra dosis,2023-07-01,11,10,7,4,18,14,32
ANCORAIMES,otras vacunaciones,covid-19 1ra dosis,2023-07-01,3,4,4,13,7,17,24
ANDAMARCA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,3,1,1,0,4,1,5
ANTEQUERA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,1,0,0,0,1,0,1
ANZALDO,otras vacunaciones,covid-19 1ra dosis,2023-07-01,0,0,1,5,1,5,6
APOLO,otras vacunaciones,covid-19 1ra dosis,2023-07-01,13,12,0,2,13,14,27
ARANI,otras vacunaciones,covid-19 1ra dosis,2023-07-01,2,3,6,7,8,10,18
ARBIETO,otras vacunaciones,covid-19 1ra dosis,2023-07-01,3,3,2,3,5,6,11
ARQUE,otras vacunaciones,covid-19 1ra dosis,2023-07-01,3,6,13,15,16,21,37
ASCENCION DE GUARAYOS,otras vacunaciones,covid-19 1ra dosis,2023-07-01,5,4,6,2,11,6,17
ATOCHA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,2,1,4,6,6,7,13
AYATA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,2,1,11,16,13,17,30
AYO AYO,otras vacunaciones,covid-19 1ra dosis,2023-07-01,0,1,6,3,6,4,10
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,covid-19 1ra dosis,2023-07-01,1,8,23,20,24,28,52
BATALLAS,otras vacunaciones,covid-19 1ra dosis,2023-07-01,6,11,7,8,13,19,32
BAURES,otras vacunaciones,covid-19 1ra dosis,2023-07-01,2,1,9,7,11,8,19
BERMEJO,otras vacunaciones,covid-19 1ra dosis,2023-07-01,3,1,0,0,3,1,4
BETANZOS,otras vacunaciones,covid-19 1ra dosis,2023-07-01,5,1,2,0,7,1,8
BOLIVAR,otras vacunaciones,covid-19 1ra dosis,2023-07-01,6,6,3,2,9,8,17
BOYUIBE,otras vacunaciones,covid-19 1ra dosis,2023-07-01,0,0,1,0,1,0,1
BUENA VISTA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,1,0,0,0,1,0,1
CAIROMA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,6,4,0,1,6,5,11
"CAIZA ""D""",otras vacunaciones,covid-19 1ra dosis,2023-07-01,1,0,1,0,2,0,2
CAJUATA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,2,2,3,1,5,3,8
CALACOTO,otras vacunaciones,covid-19 1ra dosis,2023-07-01,3,0,6,5,9,5,14
CALAMARCA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,0,0,2,4,2,4,6
CAMARGO,otras vacunaciones,covid-19 1ra dosis,2023-07-01,2,3,0,6,2,9,11
CAMIRI,otras vacunaciones,covid-19 1ra dosis,2023-07-01,4,1,0,2,4,3,7
CAPINOTA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,6,7,8,5,14,12,26
CAQUIAVIRI,otras vacunaciones,covid-19 1ra dosis,2023-07-01,1,1,3,0,4,1,5
CARACOLLO,otras vacunaciones,covid-19 1ra dosis,2023-07-01,10,17,1,0,11,17,28
CARANAVI,otras vacunaciones,covid-19 1ra dosis,2023-07-01,33,11,19,3,52,14,66
CARIPUYO,otras vacunaciones,covid-19 1ra dosis,2023-07-01,1,0,6,5,7,5,12
CARMEN RIVERO TORREZ,otras vacunaciones,covid-19 1ra dosis,2023-07-01,3,3,0,1,3,4,7
CHACARILLA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,5,0,0,0,5,0,5
CHALLAPATA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,35,17,8,14,43,31,74
CHAQUI,otras vacunaciones,covid-19 1ra dosis,2023-07-01,7,18,0,0,7,18,25
CHARAGUA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,3,2,14,0,17,2,19
CHARAÑA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,0,0,2,0,2,0,2
CHAYANTA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,2,1,2,1,4,2,6
CHIMORE,otras vacunaciones,covid-19 1ra dosis,2023-07-01,25,16,27,31,52,47,99
CHIPAYA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,0,0,3,0,3,0,3
CHOQUE COTA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,1,2,0,0,1,2,3
CHUA COCANI,otras vacunaciones,covid-19 1ra dosis,2023-07-01,3,0,0,0,3,0,3
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,covid-19 1ra dosis,2023-07-01,7,7,15,12,22,19,41
CHUMA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,0,0,13,12,13,12,25
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,covid-19 1ra dosis,2023-07-01,1,0,10,6,11,6,17
CKOCHAS,otras vacunaciones,covid-19 1ra dosis,2023-07-01,5,8,15,9,20,17,37
CLIZA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,0,0,12,8,12,8,20
COBIJA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,11,9,10,16,21,25,46
COCAPATA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,39,52,62,63,101,115,216
COCHABAMBA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,117,127,230,163,347,290,637
COLCAPIRHUA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,4,2,15,15,19,17,36
"COLCHA ""K""",otras vacunaciones,covid-19 1ra dosis,2023-07-01,4,1,1,0,5,1,6
COLLANA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,1,2,0,0,1,2,3
COLOMI,otras vacunaciones,covid-19 1ra dosis,2023-07-01,7,7,12,28,19,35,54
COLPA BELGICA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,1,1,0,0,1,1,2
COLQUECHACA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,2,2,16,12,18,14,32
COLQUENCHA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,3,0,6,0,9,0,9
COLQUIRI,otras vacunaciones,covid-19 1ra dosis,2023-07-01,5,0,9,16,14,16,30
COMANCHE,otras vacunaciones,covid-19 1ra dosis,2023-07-01,0,0,3,7,3,7,10
CONCEPCION,otras vacunaciones,covid-19 1ra dosis,2023-07-01,19,17,1,0,20,17,37
COPACABANA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,1,2,16,19,17,21,38
CORIPATA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,3,3,15,20,18,23,41
CORO CORO,otras vacunaciones,covid-19 1ra dosis,2023-07-01,1,1,2,9,3,10,13
COROICO,otras vacunaciones,covid-19 1ra dosis,2023-07-01,1,2,1,4,2,6,8
CORQUE,otras vacunaciones,covid-19 1ra dosis,2023-07-01,2,7,1,0,3,7,10
COTAGAITA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,3,4,2,6,5,10,15
COTOCA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,20,13,5,4,25,17,42
CRUZ DE MACHACAMARCA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,1,0,0,1,1,1,2
CUATRO CAÑADAS,otras vacunaciones,covid-19 1ra dosis,2023-07-01,2,2,0,1,2,3,5
CULPINA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,1,2,11,8,12,10,22
CURAHUARA DE CARANGAS,otras vacunaciones,covid-19 1ra dosis,2023-07-01,9,9,4,0,13,9,22
CURVA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,0,3,5,5,5,8,13
DESAGUADERO,otras vacunaciones,covid-19 1ra dosis,2023-07-01,2,4,0,1,2,5,7
EL ALTO,otras vacunaciones,covid-19 1ra dosis,2023-07-01,105,104,80,52,185,156,341
EL CHORO,otras vacunaciones,covid-19 1ra dosis,2023-07-01,0,1,7,5,7,6,13
EL PUENTE(STC),otras vacunaciones,covid-19 1ra dosis,2023-07-01,11,10,9,13,20,23,43
EL TORNO,otras vacunaciones,covid-19 1ra dosis,2023-07-01,6,8,0,0,6,8,14
ENTRE RIOS TRJ,otras vacunaciones,covid-19 1ra dosis,2023-07-01,0,0,3,6,3,6,9
ENTRE RIOS CBBA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,36,22,18,17,54,39,93
ESCARA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,0,0,3,0,3,0,3
ESCOMA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,5,4,0,1,5,5,10
ESMERALDA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,0,2,0,0,0,2,2
EXALTACION,otras vacunaciones,covid-19 1ra dosis,2023-07-01,0,0,1,2,1,2,3
FERNANDEZ ALONSO,otras vacunaciones,covid-19 1ra dosis,2023-07-01,2,1,0,0,2,1,3
GAIOC JATUN AYLLU YURA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,0,1,0,0,0,1,1
GENERAL SAAVEDRA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,3,1,1,2,4,3,7
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,covid-19 1ra dosis,2023-07-01,3,3,3,3,6,6,12
GUANAY,otras vacunaciones,covid-19 1ra dosis,2023-07-01,5,3,11,13,16,16,32
GUAQUI,otras vacunaciones,covid-19 1ra dosis,2023-07-01,7,3,1,0,8,3,11
GUAYARAMERIN,otras vacunaciones,covid-19 1ra dosis,2023-07-01,8,18,73,20,81,38,119
GUTIERREZ,otras vacunaciones,covid-19 1ra dosis,2023-07-01,0,1,5,5,5,6,11
HUACHACALLA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,0,0,7,0,7,0,7
HUANUNI,otras vacunaciones,covid-19 1ra dosis,2023-07-01,19,17,9,6,28,23,51
HUARINA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,1,0,5,3,6,3,9
HUATAJATA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,0,0,11,4,11,4,15
HUAYLLAMARCA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,2,3,9,12,11,15,26
HUMANATA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,1,1,0,0,1,1,2
ICHOCA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,0,0,13,12,13,12,25
ICLA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,0,1,0,1,0,2,2
INCAHUASI,otras vacunaciones,covid-19 1ra dosis,2023-07-01,0,0,2,2,2,2,4
INQUISIVI,otras vacunaciones,covid-19 1ra dosis,2023-07-01,9,7,9,6,18,13,31
IRUPANA (VILLA DE LANZA),otras vacunaciones,covid-19 1ra dosis,2023-07-01,6,9,17,8,23,17,40
IXIAMAS,otras vacunaciones,covid-19 1ra dosis,2023-07-01,1,1,5,3,6,4,10
JESUS DE MACHACA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,2,4,3,5,5,9,14
LA ASUNTA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,9,10,3,0,12,10,22
LA GUARDIA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,18,25,1,1,19,26,45
LA PAZ,otras vacunaciones,covid-19 1ra dosis,2023-07-01,117,161,69,90,186,251,437
LA RIVERA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,0,0,0,2,0,2,2
LAGUNILLAS,otras vacunaciones,covid-19 1ra dosis,2023-07-01,0,0,3,2,3,2,5
LAJA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,17,20,9,12,26,32,58
LICOMA PAMPA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,1,1,5,4,6,5,11
LLALLAGUA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,7,7,41,48,48,55,103
LLICA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,2,2,1,1,3,3,6
LORETO,otras vacunaciones,covid-19 1ra dosis,2023-07-01,0,0,2,3,2,3,5
LURIBAY,otras vacunaciones,covid-19 1ra dosis,2023-07-01,4,2,25,17,29,19,48
MACHACAMARCA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,0,1,0,0,0,1,1
MACHARETI,otras vacunaciones,covid-19 1ra dosis,2023-07-01,0,1,0,0,0,1,1
MAGDALENA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,0,0,2,2,2,2,4
MAIRANA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,1,0,0,0,1,0,1
MAPIRI,otras vacunaciones,covid-19 1ra dosis,2023-07-01,0,2,5,5,5,7,12
MECAPACA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,1,0,0,1,1,1,2
MINEROS,otras vacunaciones,covid-19 1ra dosis,2023-07-01,4,3,1,2,5,5,10
MIZQUE,otras vacunaciones,covid-19 1ra dosis,2023-07-01,0,1,3,5,3,6,9
MOCOMOCO,otras vacunaciones,covid-19 1ra dosis,2023-07-01,1,1,26,23,27,24,51
MOJOCOYA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,3,0,1,1,4,1,5
MONTERO,otras vacunaciones,covid-19 1ra dosis,2023-07-01,11,13,1,4,12,17,29
MORO MORO,otras vacunaciones,covid-19 1ra dosis,2023-07-01,0,0,4,1,4,1,5
MOROCHATA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,12,16,7,19,19,35,54
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,covid-19 1ra dosis,2023-07-01,0,0,4,2,4,2,6
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,covid-19 1ra dosis,2023-07-01,0,0,2,2,2,2,4
OCURI,otras vacunaciones,covid-19 1ra dosis,2023-07-01,0,0,1,5,1,5,6
OKINAWA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,1,0,1,2,2,2,4
OMEREQUE,otras vacunaciones,covid-19 1ra dosis,2023-07-01,0,0,10,12,10,12,22
ORURO,otras vacunaciones,covid-19 1ra dosis,2023-07-01,82,64,31,31,113,95,208
PADILLA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,0,2,0,1,0,3,3
PALOS BLANCOS,otras vacunaciones,covid-19 1ra dosis,2023-07-01,3,6,18,20,21,26,47
PAMPA AULLAGAS,otras vacunaciones,covid-19 1ra dosis,2023-07-01,1,5,3,2,4,7,11
PAPEL PAMPA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,0,4,0,1,0,5,5
PASORAPA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,0,0,0,1,0,1,1
PATACAMAYA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,10,2,17,26,27,28,55
PAZÑA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,0,0,9,6,9,6,15
PELECHUCO,otras vacunaciones,covid-19 1ra dosis,2023-07-01,0,1,0,1,0,2,2
POCOATA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,7,20,3,4,10,24,34
POCONA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,5,3,6,9,11,12,23
POJO (CBBA),otras vacunaciones,covid-19 1ra dosis,2023-07-01,14,22,39,35,53,57,110
POOPO,otras vacunaciones,covid-19 1ra dosis,2023-07-01,3,10,2,3,5,13,18
PORONGO,otras vacunaciones,covid-19 1ra dosis,2023-07-01,2,2,0,1,2,3,5
PORTACHUELO,otras vacunaciones,covid-19 1ra dosis,2023-07-01,21,13,0,2,21,15,36
PORVENIR,otras vacunaciones,covid-19 1ra dosis,2023-07-01,1,1,2,8,3,9,12
POTOSI,otras vacunaciones,covid-19 1ra dosis,2023-07-01,21,34,21,19,42,53,95
PRESTO,otras vacunaciones,covid-19 1ra dosis,2023-07-01,0,1,19,13,19,14,33
PUCARANI,otras vacunaciones,covid-19 1ra dosis,2023-07-01,17,12,30,34,47,46,93
PUERTO ACOSTA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,2,2,6,13,8,15,23
PUERTO CARABUCO,otras vacunaciones,covid-19 1ra dosis,2023-07-01,4,2,14,8,18,10,28
PUERTO GONZALO MORENO,otras vacunaciones,covid-19 1ra dosis,2023-07-01,0,1,2,2,2,3,5
PUERTO PEREZ,otras vacunaciones,covid-19 1ra dosis,2023-07-01,1,1,0,0,1,1,2
PUERTO QUIJARRO,otras vacunaciones,covid-19 1ra dosis,2023-07-01,3,2,0,0,3,2,5
PUERTO RICO,otras vacunaciones,covid-19 1ra dosis,2023-07-01,0,1,0,1,0,2,2
PUERTO SUAREZ,otras vacunaciones,covid-19 1ra dosis,2023-07-01,1,1,1,1,2,2,4
PUERTO VILLARROEL,otras vacunaciones,covid-19 1ra dosis,2023-07-01,23,13,24,38,47,51,98
PUNA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,1,4,6,6,7,10,17
PUNATA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,2,2,4,9,6,11,17
QUIABAYA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,0,0,4,5,4,5,9
QUILLACOLLO,otras vacunaciones,covid-19 1ra dosis,2023-07-01,17,19,90,89,107,108,215
QUIME,otras vacunaciones,covid-19 1ra dosis,2023-07-01,0,0,1,3,1,3,4
RAQAYPAMPA(ETA),otras vacunaciones,covid-19 1ra dosis,2023-07-01,8,8,15,14,23,22,45
RAVELO,otras vacunaciones,covid-19 1ra dosis,2023-07-01,1,2,12,21,13,23,36
RIBERALTA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,17,8,2,1,19,9,28
ROBORE,otras vacunaciones,covid-19 1ra dosis,2023-07-01,3,2,0,1,3,3,6
RURRENABAQUE,otras vacunaciones,covid-19 1ra dosis,2023-07-01,9,12,7,8,16,20,36
SABAYA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,33,11,20,1,53,12,65
SACABA,otras vacunaciones,covid-19 1ra dosis,2023-07-01,35,53,101,118,136,171,307
