,group,variable,month,17.22 ANTIAMARÍLICA ( DOSIS ÚNICA) DENTRO,17.22 ANTIAMARÍLICA ( DOSIS ÚNICA) DENTRO,17.22 ANTIAMARÍLICA ( DOSIS ÚNICA) FUERA,17.22 ANTIAMARÍLICA ( DOSIS ÚNICA) FUERA,TOTALES,TOTALES,TOTALES
BATALLAS,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,0,5,0,0,0,5,5
BAURES,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,0,1,0,0,0,1,1
BELLA FLOR,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,0,1,6,5,6,6,12
BERMEJO,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,7,6,0,0,7,6,13
BOYUIBE,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,1,2,1,0,2,2,4
CABEZAS,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,3,8,8,3,11,11,22
CAMARGO,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,3,5,2,1,5,6,11
CAMIRI,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,19,17,0,0,19,17,36
CAPINOTA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,0,0,0,7,0,7,7
CARACOLLO,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,1,1,0,0,1,1,2
CARANAVI,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,23,31,2,0,25,31,56
CARAPARI,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,2,2,1,5,3,7,10
CARIPUYO,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,2,1,0,0,2,1,3
CARMEN RIVERO TORREZ,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,2,1,0,0,2,1,3
CHACARILLA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,1,0,0,2,1,2,3
CHALLAPATA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,8,5,0,0,8,5,13
CHIMORE,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,8,14,56,20,64,34,98
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,2,4,5,7,7,11,18
CLIZA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,1,1,0,3,1,4,5
COBIJA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,8,20,29,22,37,42,79
COCAPATA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,0,0,0,2,0,2,2
COCHABAMBA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,100,228,34,64,134,292,426
COLCAPIRHUA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,8,8,6,10,14,18,32
"COLCHA ""K""",otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,9,8,0,0,9,8,17
COLLANA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,0,2,0,0,0,2,2
COLOMI,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,1,1,0,0,1,1,2
COLPA BELGICA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,0,0,1,0,1,0,1
COLQUENCHA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,0,2,0,0,0,2,2
COMARAPA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,1,0,0,0,1,0,1
CONCEPCION,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,1,18,24,35,25,53,78
CORIPATA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,2,5,1,0,3,5,8
CORO CORO,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,5,9,7,2,12,11,23
COROICO,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,1,2,0,0,1,2,3
CORQUE,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,2,18,0,0,2,18,20
COTAGAITA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,0,2,0,0,0,2,2
COTOCA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,6,2,6,16,12,18,30
CUATRO CAÑADAS,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,3,13,1,2,4,15,19
CULPINA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,12,24,4,4,16,28,44
EL ALTO,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,136,239,228,149,364,388,752
EL CHORO,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,0,1,0,0,0,1,1
EL PUENTE(STC),otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,0,1,0,0,0,1,1
EL PUENTE(TJA),otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,0,0,0,1,0,1,1
EL TORNO,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,14,12,1,2,15,14,29
ENTRE RIOS TRJ,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,2,0,1,1,3,1,4
ENTRE RIOS CBBA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,8,11,16,7,24,18,42
EUCALIPTUS,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,0,2,0,0,0,2,2
EXALTACION,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,0,0,3,1,3,1,4
GENERAL SAAVEDRA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,3,5,0,0,3,5,8
GUANAY,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,3,2,22,6,25,8,33
GUAYARAMERIN,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,2,4,0,0,2,4,6
GUTIERREZ,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,0,0,4,3,4,3,7
HUACARETA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,3,2,2,3,5,5,10
HUANUNI,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,1,1,1,18,2,19,21
HUATAJATA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,1,1,0,5,1,6,7
HUAYLLAMARCA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,1,4,0,1,1,5,6
HUMANATA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,1,0,0,0,1,0,1
ICLA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,1,1,0,0,1,1,2
INGAVI (HUMAITA),otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,0,0,4,1,4,1,5
INQUISIVI,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,0,12,3,3,3,15,18
IRUPANA (VILLA DE LANZA),otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,5,7,10,8,15,15,30
IXIAMAS,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,1,3,3,2,4,5,9
JESUS DE MACHACA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,1,6,0,0,1,6,7
LA ASUNTA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,1,0,0,0,1,0,1
LA GUARDIA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,71,59,2,6,73,65,138
LA PAZ,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,233,278,53,74,286,352,638
LA RIVERA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,0,0,0,1,0,1,1
LAGUNILLAS,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,1,0,2,1,3,1,4
LAJA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,0,1,3,0,3,1,4
LICOMA PAMPA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,1,4,0,0,1,4,5
LLALLAGUA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,7,23,44,44,51,67,118
MACHARETI,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,7,9,1,1,8,10,18
MAGDALENA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,0,0,4,7,4,7,11
MAPIRI,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,4,9,7,25,11,34,45
MINEROS,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,0,0,0,1,0,1,1
MIZQUE,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,0,1,0,0,0,1,1
MOCOMOCO,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,8,17,0,3,8,20,28
MONTEAGUDO,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,4,2,0,0,4,2,6
MONTERO,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,18,43,2,10,20,53,73
MOROCHATA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,0,0,5,0,5,0,5
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,0,0,1,5,1,5,6
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,0,0,1,0,1,0,1
OCURI,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,3,5,0,0,3,5,8
OKINAWA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,2,2,1,2,3,4,7
ORURO,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,36,165,0,7,36,172,208
PADCAYA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,1,2,0,0,1,2,3
PADILLA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,7,20,0,0,7,20,27
PAILON,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,8,6,20,13,28,19,47
PALOS BLANCOS,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,16,17,48,33,64,50,114
PATACAMAYA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,4,3,1,0,5,3,8
POCOATA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,1,2,0,0,1,2,3
PORONGO,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,7,5,4,2,11,7,18
PORTACHUELO,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,3,21,0,0,3,21,24
PORVENIR,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,0,0,4,5,4,5,9
POTOSI,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,41,61,31,26,72,87,159
PUCARANI,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,6,14,16,11,22,25,47
PUERTO ACOSTA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,4,5,0,0,4,5,9
PUERTO RICO,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,3,8,1,5,4,13,17
PUERTO SUAREZ,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,3,1,0,0,3,1,4
PUERTO VILLARROEL,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,11,25,14,16,25,41,66
PUNA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,1,0,0,0,1,0,1
PUNATA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,2,4,0,3,2,7,9
QUILLACOLLO,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,9,3,6,14,15,17,32
RAVELO,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,4,1,0,0,4,1,5
RIBERALTA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,4,8,0,5,4,13,17
ROBORE,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,0,1,2,4,2,5,7
RURRENABAQUE,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,2,1,3,8,5,9,14
SACABA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,27,33,1,6,28,39,67
SACACA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,1,3,2,3,3,6,9
SAN ANDRES,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,0,0,1,2,1,2,3
SAN BENITO,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,1,1,0,0,1,1,2
SAN BORJA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,13,5,3,4,16,9,25
SAN BUENA VENTURA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,0,7,4,6,4,13,17
SAN IGNACIO,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,11,4,0,0,11,4,15
SAN IGNACIO DE VELASCO,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,21,35,0,8,21,43,64
SAN JAVIER(BNI),otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,2,3,0,0,2,3,5
SAN JOSE DE CHIQUITOS,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,10,10,5,13,15,23,38
SAN JUAN DE YAPACANI,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,1,2,2,3,3,5,8
SAN JULIAN,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,10,31,1,0,11,31,42
SAN LORENZO(PND),otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,0,0,0,2,0,2,2
SAN LORENZO(TJA),otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,1,1,0,0,1,1,2
SAN LUCAS,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,0,2,0,0,0,2,2
SAN MATIAS,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,2,1,0,5,2,6,8
SAN MIGUEL DE VELASCO,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,0,1,0,6,0,7,7
SAN PEDRO DE TIQUINA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,3,1,0,0,3,1,4
SAN PEDRO(PND),otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,0,0,1,1,1,1,2
SAN RAMON BENI,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,0,0,3,2,3,2,5
SANTA ANA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,8,9,0,0,8,9,17
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,1077,1249,275,522,1352,1771,3123
SANTA ROSA DEL SARA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,0,1,1,2,1,3,4
SANTIAGO DE HUARI,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,0,0,1,0,1,0,1
SANTIAGO DE MACHACA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,0,0,1,1,1,1,2
SANTUARIO DE QUILLACAS,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,0,0,0,1,0,1,1
SAPAHAQUI,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,3,2,0,0,3,2,5
SENA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,0,0,1,0,1,0,1
SHINAOTA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,3,8,143,4,146,12,158
SICA SICA (VILLA AROMA),otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,0,2,0,0,0,2,2
SIPE SIPE,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,3,1,0,2,3,3,6
SOPACHUY,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,1,1,0,0,1,1,2
SORATA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,4,9,1,2,5,11,16
SUCRE,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,90,106,2,8,92,114,206
TACACOMA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,10,8,1,2,11,10,21
TAPACARI,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,1,0,0,0,1,0,1
TARATA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,5,3,0,0,5,3,8
TARIJA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,75,113,15,12,90,125,215
TARVITA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,1,4,3,5,4,9,13
TEOPONTE,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,2,3,3,0,5,3,8
TIAHUANACU,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,7,9,10,14,17,23,40
TIPUANI,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,2,10,10,12,12,22,34
TIQUIPAYA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,7,10,5,9,12,19,31
TIRAQUE (CBBA),otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,6,1,2,2,8,3,11
TOCO,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,2,3,0,0,2,3,5
TOLATA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,1,0,0,0,1,0,1
TOMINA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,1,3,0,0,1,3,4
TOTORA(CBBA),otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,0,0,7,1,7,1,8
TRINIDAD,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,19,41,12,14,31,55,86
TUPIZA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,11,32,0,2,11,34,45
UNCIA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,3,0,59,0,62,0,62
URIONDO (A. CONCEPCION),otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,1,3,0,1,1,4,5
UYUNI,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,4,4,102,7,106,11,117
VACAS,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,0,2,0,3,0,5,5
VALLEGRANDE,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,0,3,0,0,0,3,3
VIACHA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,2,5,0,0,2,5,7
VILA VILA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,0,0,1,4,1,4,5
VILLA MONTES,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,23,14,11,4,34,18,52
VILLA NUEVA (LOMA ALTA),otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,0,0,1,2,1,2,3
VILLA TUNARI,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,5,14,20,23,25,37,62
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,8,6,0,0,8,6,14
VILLAZON,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,21,42,4,3,25,45,70
VINTO,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,4,2,0,0,4,2,6
WARNES,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,33,30,0,3,33,33,66
YACUIBA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,11,7,7,3,18,10,28
YANACACHI,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,3,3,0,0,3,3,6
YAPACANI,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,33,8,10,1,43,9,52
ACHACACHI,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,6,8,7,17,13,25,38
ACHOCALLA,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,1,1,0,0,1,1,2
AIQUILE,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,0,1,0,0,0,1,1
ALCALA,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,1,1,0,2,1,3,4
ALTO BENI,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,4,6,5,12,9,18,27
ANCORAIMES,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,0,5,0,0,0,5,5
APOLO,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,0,1,0,0,0,1,1
ARAMPAMPA,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,0,0,2,0,2,0,2
ASCENCION DE GUARAYOS,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,8,5,0,1,8,6,14
ATOCHA,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,0,0,0,8,0,8,8
AZURDUY,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,1,1,0,1,1,2,3
BAURES,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,1,0,0,0,1,0,1
BELLA FLOR,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,0,0,3,5,3,5,8
BERMEJO,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,11,14,4,0,15,14,29
BOLPEBRA,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,5,4,0,0,5,4,9
BUENA VISTA,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,5,4,1,4,6,8,14
CABEZAS,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,4,4,2,2,6,6,12
CAMARGO,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,6,4,0,1,6,5,11
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,0,3,0,0,0,3,3
CAMIRI,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,29,17,1,0,30,17,47
CAQUIAVIRI,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,1,1,0,0,1,1,2
CARACOLLO,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,0,1,0,0,0,1,1
CARANAVI,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,31,37,3,5,34,42,76
CARMEN RIVERO TORREZ,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,0,0,4,5,4,5,9
CHALLAPATA,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,1,6,0,0,1,6,7
CHIMORE,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,15,19,24,21,39,40,79
CHOQUE COTA,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,0,1,0,0,0,1,1
CHUA COCANI,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,9,22,0,0,9,22,31
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,1,1,0,0,1,1,2
CLIZA,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,0,2,5,0,5,2,7
COBIJA,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,10,116,16,21,26,137,163
COCAPATA,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,2,2,4,1,6,3,9
COCHABAMBA,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,216,218,91,50,307,268,575
COLCAPIRHUA,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,10,8,2,1,12,9,21
"COLCHA ""K""",otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,4,3,0,0,4,3,7
COLOMI,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,0,0,0,2,0,2,2
COLPA BELGICA,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,1,2,0,0,1,2,3
COLQUECHACA,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,0,1,0,0,0,1,1
CONCEPCION,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,2,5,8,9,10,14,24
COPACABANA,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,1,2,0,0,1,2,3
CORIPATA,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,0,2,0,0,0,2,2
CORO CORO,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,1,0,0,0,1,0,1
COROICO,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,0,2,1,4,1,6,7
CORQUE,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,0,0,46,1,46,1,47
COTAGAITA,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,4,4,0,0,4,4,8
COTOCA,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,1,0,0,0,1,0,1
CRUZ DE MACHACAMARCA,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,0,0,1,1,1,1,2
CUATRO CAÑADAS,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,3,5,0,3,3,8,11
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,0,0,1,0,1,0,1
CULPINA,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,3,10,0,1,3,11,14
EL ALTO,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,152,285,110,282,262,567,829
EL PUENTE(STC),otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,0,0,0,1,0,1,1
EL PUENTE(TJA),otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,3,5,0,0,3,5,8
EL TORNO,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,5,5,0,3,5,8,13
EL VILLAR,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,0,2,0,0,0,2,2
ENTRE RIOS TRJ,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,4,3,2,3,6,6,12
ENTRE RIOS CBBA,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,36,19,13,7,49,26,75
ESCOMA,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,4,0,14,6,18,6,24
EUCALIPTUS,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,1,1,0,0,1,1,2
FERNANDEZ ALONSO,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,2,1,1,1,3,2,5
FILADELFIA,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,0,2,2,0,2,2,4
GENERAL SAAVEDRA,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,2,0,1,0,3,0,3
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,2,3,0,0,2,3,5
GUANAY,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,2,8,11,10,13,18,31
GUAYARAMERIN,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,1,0,0,0,1,0,1
GUTIERREZ,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,0,1,6,3,6,4,10
HUACHACALLA,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,0,0,80,0,80,0,80
HUANUNI,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,0,1,1,5,1,6,7
INGAVI (HUMAITA),otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,0,0,4,1,4,1,5
IRUPANA (VILLA DE LANZA),otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,3,4,8,1,11,5,16
IXIAMAS,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,1,0,9,9,10,9,19
LA GUARDIA,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,29,37,3,9,32,46,78
LA PAZ,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,174,370,675,196,849,566,1415
LAGUNILLAS,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,6,3,0,0,6,3,9
LAJA,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,0,0,2,1,2,1,3
LAS CARRERAS,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,11,9,0,0,11,9,20
LLALLAGUA,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,2,21,31,28,33,49,82
LLICA,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,0,0,0,4,0,4,4
LORETO,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,0,0,0,2,0,2,2
MACHARETI,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,5,2,5,5,10,7,17
MAGDALENA,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,1,4,9,8,10,12,22
MAIRANA,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,1,4,0,0,1,4,5
MAPIRI,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,10,14,12,19,22,33,55
MINEROS,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,1,2,0,0,1,2,3
MIZQUE,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,0,0,0,4,0,4,4
MOCOMOCO,otras vacunaciones,antiamarilica ( dosis unica),2023-09-01,1,5,0,0,1,5,6
