,group,variable,month,17.24 COVID-19 2DA DOSIS DENTRO,17.24 COVID-19 2DA DOSIS DENTRO,17.24 COVID-19 2DA DOSIS FUERA,17.24 COVID-19 2DA DOSIS FUERA,TOTALES,TOTALES,TOTALES
TOMINA,otras vacunaciones,covid-19 2da dosis,2023-06-01,1,3,4,5,5,8,13
TORO TORO,otras vacunaciones,covid-19 2da dosis,2023-06-01,3,3,1,0,4,3,7
TOTORA(CBBA),otras vacunaciones,covid-19 2da dosis,2023-06-01,0,8,0,1,0,9,9
TOTORA(ORR),otras vacunaciones,covid-19 2da dosis,2023-06-01,3,1,5,8,8,9,17
TRIGAL,otras vacunaciones,covid-19 2da dosis,2023-06-01,0,0,0,1,0,1,1
TRINIDAD,otras vacunaciones,covid-19 2da dosis,2023-06-01,9,19,26,7,35,26,61
TUPIZA,otras vacunaciones,covid-19 2da dosis,2023-06-01,8,4,5,5,13,9,22
TURCO,otras vacunaciones,covid-19 2da dosis,2023-06-01,22,10,0,0,22,10,32
UMALA,otras vacunaciones,covid-19 2da dosis,2023-06-01,3,1,2,3,5,4,9
UNCIA,otras vacunaciones,covid-19 2da dosis,2023-06-01,15,1,0,0,15,1,16
URUBICHA,otras vacunaciones,covid-19 2da dosis,2023-06-01,0,1,7,2,7,3,10
UYUNI,otras vacunaciones,covid-19 2da dosis,2023-06-01,2,0,1,3,3,3,6
VACAS,otras vacunaciones,covid-19 2da dosis,2023-06-01,3,4,1,1,4,5,9
VALLEGRANDE,otras vacunaciones,covid-19 2da dosis,2023-06-01,0,1,5,1,5,2,7
VIACHA,otras vacunaciones,covid-19 2da dosis,2023-06-01,1,0,24,26,25,26,51
VILA VILA,otras vacunaciones,covid-19 2da dosis,2023-06-01,1,0,5,9,6,9,15
VILLA MONTES,otras vacunaciones,covid-19 2da dosis,2023-06-01,16,11,22,1,38,12,50
VILLA NUEVA (LOMA ALTA),otras vacunaciones,covid-19 2da dosis,2023-06-01,0,1,28,17,28,18,46
VILLA RIVERO,otras vacunaciones,covid-19 2da dosis,2023-06-01,2,1,1,0,3,1,4
VILLA SERRANO,otras vacunaciones,covid-19 2da dosis,2023-06-01,0,0,1,2,1,2,3
VILLA TUNARI,otras vacunaciones,covid-19 2da dosis,2023-06-01,5,3,54,23,59,26,85
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,covid-19 2da dosis,2023-06-01,1,2,3,1,4,3,7
VILLAZON,otras vacunaciones,covid-19 2da dosis,2023-06-01,4,4,9,13,13,17,30
VINTO,otras vacunaciones,covid-19 2da dosis,2023-06-01,4,8,10,3,14,11,25
WARNES,otras vacunaciones,covid-19 2da dosis,2023-06-01,37,12,1,4,38,16,54
YACO,otras vacunaciones,covid-19 2da dosis,2023-06-01,0,2,6,11,6,13,19
YACUIBA,otras vacunaciones,covid-19 2da dosis,2023-06-01,4,1,13,5,17,6,23
YAMPARAEZ,otras vacunaciones,covid-19 2da dosis,2023-06-01,0,8,0,3,0,11,11
YANACACHI,otras vacunaciones,covid-19 2da dosis,2023-06-01,0,0,1,8,1,8,9
YAPACANI,otras vacunaciones,covid-19 2da dosis,2023-06-01,13,12,3,1,16,13,29
YOCALLA,otras vacunaciones,covid-19 2da dosis,2023-06-01,1,1,0,1,1,2,3
YOTALA,otras vacunaciones,covid-19 2da dosis,2023-06-01,1,0,1,2,2,2,4
ZUDAÑEZ,otras vacunaciones,covid-19 2da dosis,2023-06-01,0,2,2,5,2,7,9
ACACIO,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,0,2,4,2,4,6
ACHACACHI,otras vacunaciones,covid-19 2da dosis,2023-07-01,4,8,21,31,25,39,64
ACHOCALLA,otras vacunaciones,covid-19 2da dosis,2023-07-01,8,16,30,29,38,45,83
AIQUILE,otras vacunaciones,covid-19 2da dosis,2023-07-01,2,2,1,2,3,4,7
ALALAY,otras vacunaciones,covid-19 2da dosis,2023-07-01,5,3,0,0,5,3,8
ALTO BENI,otras vacunaciones,covid-19 2da dosis,2023-07-01,6,0,8,8,14,8,22
ANCORAIMES,otras vacunaciones,covid-19 2da dosis,2023-07-01,5,4,6,5,11,9,20
ANDAMARCA,otras vacunaciones,covid-19 2da dosis,2023-07-01,1,5,0,1,1,6,7
ANTEQUERA,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,0,2,2,2,2,4
ANZALDO,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,0,5,4,5,4,9
APOLO,otras vacunaciones,covid-19 2da dosis,2023-07-01,1,1,1,0,2,1,3
ARAMPAMPA,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,0,3,4,3,4,7
ARANI,otras vacunaciones,covid-19 2da dosis,2023-07-01,1,0,1,2,2,2,4
ARBIETO,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,4,4,1,4,5,9
ARQUE,otras vacunaciones,covid-19 2da dosis,2023-07-01,1,3,36,25,37,28,65
ASCENCION DE GUARAYOS,otras vacunaciones,covid-19 2da dosis,2023-07-01,2,0,2,0,4,0,4
ATOCHA,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,1,2,2,2,3,5
AUCAPATA,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,0,5,5,5,5,10
AYATA,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,0,10,5,10,5,15
AYO AYO,otras vacunaciones,covid-19 2da dosis,2023-07-01,2,2,9,11,11,13,24
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,covid-19 2da dosis,2023-07-01,14,15,29,33,43,48,91
BATALLAS,otras vacunaciones,covid-19 2da dosis,2023-07-01,2,4,6,8,8,12,20
BAURES,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,2,9,9,9,11,20
BELEN DE ANDAMARCA,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,1,0,0,0,1,1
BERMEJO,otras vacunaciones,covid-19 2da dosis,2023-07-01,2,2,0,1,2,3,5
BETANZOS,otras vacunaciones,covid-19 2da dosis,2023-07-01,2,2,2,2,4,4,8
BOLIVAR,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,2,4,6,4,8,12
BOYUIBE,otras vacunaciones,covid-19 2da dosis,2023-07-01,1,0,0,0,1,0,1
CABEZAS,otras vacunaciones,covid-19 2da dosis,2023-07-01,1,1,30,0,31,1,32
CAIROMA,otras vacunaciones,covid-19 2da dosis,2023-07-01,4,2,0,2,4,4,8
CAJUATA,otras vacunaciones,covid-19 2da dosis,2023-07-01,1,3,2,2,3,5,8
CALACOTO,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,0,2,2,2,2,4
CALAMARCA,otras vacunaciones,covid-19 2da dosis,2023-07-01,1,1,4,2,5,3,8
CAMARGO,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,0,2,2,2,2,4
CAMIRI,otras vacunaciones,covid-19 2da dosis,2023-07-01,7,8,3,3,10,11,21
CAPINOTA,otras vacunaciones,covid-19 2da dosis,2023-07-01,5,5,9,13,14,18,32
CAQUIAVIRI,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,0,1,0,1,0,1
CARACOLLO,otras vacunaciones,covid-19 2da dosis,2023-07-01,10,7,1,1,11,8,19
CARANAVI,otras vacunaciones,covid-19 2da dosis,2023-07-01,41,29,41,3,82,32,114
CARANGAS,otras vacunaciones,covid-19 2da dosis,2023-07-01,10,6,0,0,10,6,16
CARAPARI,otras vacunaciones,covid-19 2da dosis,2023-07-01,1,0,0,0,1,0,1
CARIPUYO,otras vacunaciones,covid-19 2da dosis,2023-07-01,2,3,2,2,4,5,9
CARMEN RIVERO TORREZ,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,4,1,0,1,4,5
CATACORA,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,0,1,0,1,0,1
CHACARILLA,otras vacunaciones,covid-19 2da dosis,2023-07-01,1,1,0,0,1,1,2
CHALLAPATA,otras vacunaciones,covid-19 2da dosis,2023-07-01,40,14,13,6,53,20,73
CHAQUI,otras vacunaciones,covid-19 2da dosis,2023-07-01,1,1,0,0,1,1,2
CHARAGUA,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,0,37,1,37,1,38
CHAYANTA,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,2,2,0,2,2,4
CHIMORE,otras vacunaciones,covid-19 2da dosis,2023-07-01,11,11,25,11,36,22,58
CHIPAYA,otras vacunaciones,covid-19 2da dosis,2023-07-01,1,8,1,2,2,10,12
CHOQUE COTA,otras vacunaciones,covid-19 2da dosis,2023-07-01,1,1,0,0,1,1,2
CHUA COCANI,otras vacunaciones,covid-19 2da dosis,2023-07-01,1,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,covid-19 2da dosis,2023-07-01,9,10,12,9,21,19,40
CHUMA,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,1,9,7,9,8,17
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,covid-19 2da dosis,2023-07-01,1,0,1,5,2,5,7
CKOCHAS,otras vacunaciones,covid-19 2da dosis,2023-07-01,3,3,18,12,21,15,36
CLIZA,otras vacunaciones,covid-19 2da dosis,2023-07-01,3,0,4,7,7,7,14
COBIJA,otras vacunaciones,covid-19 2da dosis,2023-07-01,6,12,16,17,22,29,51
COCAPATA,otras vacunaciones,covid-19 2da dosis,2023-07-01,15,15,11,11,26,26,52
COCHABAMBA,otras vacunaciones,covid-19 2da dosis,2023-07-01,100,111,198,216,298,327,625
COLCAPIRHUA,otras vacunaciones,covid-19 2da dosis,2023-07-01,3,0,22,29,25,29,54
"COLCHA ""K""",otras vacunaciones,covid-19 2da dosis,2023-07-01,4,3,0,0,4,3,7
COLOMI,otras vacunaciones,covid-19 2da dosis,2023-07-01,8,7,17,18,25,25,50
COLPA BELGICA,otras vacunaciones,covid-19 2da dosis,2023-07-01,4,2,0,0,4,2,6
COLQUECHACA,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,3,27,29,27,32,59
COLQUENCHA,otras vacunaciones,covid-19 2da dosis,2023-07-01,4,1,3,3,7,4,11
COLQUIRI,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,2,11,18,11,20,31
COMANCHE,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,1,1,0,1,1,2
COMBAYA,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,0,4,5,4,5,9
CONCEPCION,otras vacunaciones,covid-19 2da dosis,2023-07-01,8,7,0,0,8,7,15
COPACABANA,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,3,15,11,15,14,29
CORIPATA,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,4,17,12,17,16,33
CORO CORO,otras vacunaciones,covid-19 2da dosis,2023-07-01,3,2,18,11,21,13,34
COROICO,otras vacunaciones,covid-19 2da dosis,2023-07-01,2,1,0,2,2,3,5
CORQUE,otras vacunaciones,covid-19 2da dosis,2023-07-01,3,9,1,1,4,10,14
COTAGAITA,otras vacunaciones,covid-19 2da dosis,2023-07-01,7,2,2,8,9,10,19
COTOCA,otras vacunaciones,covid-19 2da dosis,2023-07-01,27,18,7,7,34,25,59
CRUZ DE MACHACAMARCA,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,0,1,1,1,1,2
CUATRO CAÑADAS,otras vacunaciones,covid-19 2da dosis,2023-07-01,1,0,0,0,1,0,1
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,covid-19 2da dosis,2023-07-01,0,0,0,1,0,1,1
CULPINA,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,2,2,0,2,2,4
CURAHUARA DE CARANGAS,otras vacunaciones,covid-19 2da dosis,2023-07-01,3,0,16,0,19,0,19
CURVA,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,0,4,5,4,5,9
DESAGUADERO,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,0,4,5,4,5,9
EL ALTO,otras vacunaciones,covid-19 2da dosis,2023-07-01,96,97,98,58,194,155,349
EL CHORO,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,1,1,0,1,1,2
EL PUENTE(STC),otras vacunaciones,covid-19 2da dosis,2023-07-01,12,19,9,11,21,30,51
EL TORNO,otras vacunaciones,covid-19 2da dosis,2023-07-01,3,7,0,0,3,7,10
ENTRE RIOS TRJ,otras vacunaciones,covid-19 2da dosis,2023-07-01,5,2,1,2,6,4,10
ENTRE RIOS CBBA,otras vacunaciones,covid-19 2da dosis,2023-07-01,16,13,4,12,20,25,45
ESCARA,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,0,1,0,1,0,1
ESCOMA,otras vacunaciones,covid-19 2da dosis,2023-07-01,2,1,1,0,3,1,4
ESMERALDA,otras vacunaciones,covid-19 2da dosis,2023-07-01,1,0,0,0,1,0,1
EUCALIPTUS,otras vacunaciones,covid-19 2da dosis,2023-07-01,1,0,0,1,1,1,2
FERNANDEZ ALONSO,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,0,2,1,2,1,3
FILADELFIA,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,0,1,1,1,1,2
GENERAL SAAVEDRA,otras vacunaciones,covid-19 2da dosis,2023-07-01,2,2,2,3,4,5,9
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,covid-19 2da dosis,2023-07-01,0,1,3,2,3,3,6
GUANAY,otras vacunaciones,covid-19 2da dosis,2023-07-01,1,2,9,6,10,8,18
GUAQUI,otras vacunaciones,covid-19 2da dosis,2023-07-01,2,6,5,3,7,9,16
GUAYARAMERIN,otras vacunaciones,covid-19 2da dosis,2023-07-01,7,7,45,21,52,28,80
GUTIERREZ,otras vacunaciones,covid-19 2da dosis,2023-07-01,3,0,2,1,5,1,6
HUACARETA,otras vacunaciones,covid-19 2da dosis,2023-07-01,2,0,0,0,2,0,2
HUACHACALLA,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,0,7,0,7,0,7
HUANUNI,otras vacunaciones,covid-19 2da dosis,2023-07-01,40,49,6,4,46,53,99
HUARINA,otras vacunaciones,covid-19 2da dosis,2023-07-01,3,1,1,1,4,2,6
HUATAJATA,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,0,31,32,31,32,63
HUAYLLAMARCA,otras vacunaciones,covid-19 2da dosis,2023-07-01,1,6,3,5,4,11,15
HUMANATA,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,0,3,1,3,1,4
ICHOCA,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,1,5,6,5,7,12
ICLA,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,0,0,3,0,3,3
INCAHUASI,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,0,8,5,8,5,13
INQUISIVI,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,2,3,3,3,5,8
IRUPANA (VILLA DE LANZA),otras vacunaciones,covid-19 2da dosis,2023-07-01,5,9,11,4,16,13,29
IXIAMAS,otras vacunaciones,covid-19 2da dosis,2023-07-01,3,1,8,15,11,16,27
JESUS DE MACHACA,otras vacunaciones,covid-19 2da dosis,2023-07-01,6,5,2,1,8,6,14
LA ASUNTA,otras vacunaciones,covid-19 2da dosis,2023-07-01,8,9,1,0,9,9,18
LA GUARDIA,otras vacunaciones,covid-19 2da dosis,2023-07-01,23,18,4,0,27,18,45
LA PAZ,otras vacunaciones,covid-19 2da dosis,2023-07-01,105,153,118,149,223,302,525
LAGUNILLAS,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,0,7,1,7,1,8
LAJA,otras vacunaciones,covid-19 2da dosis,2023-07-01,6,2,4,2,10,4,14
LICOMA PAMPA,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,1,2,4,2,5,7
LLALLAGUA,otras vacunaciones,covid-19 2da dosis,2023-07-01,12,3,54,39,66,42,108
LLICA,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,1,1,0,1,1,2
LURIBAY,otras vacunaciones,covid-19 2da dosis,2023-07-01,3,0,11,7,14,7,21
MACHACAMARCA,otras vacunaciones,covid-19 2da dosis,2023-07-01,2,1,0,0,2,1,3
MACHARETI,otras vacunaciones,covid-19 2da dosis,2023-07-01,1,0,0,0,1,0,1
MAGDALENA,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,0,4,6,4,6,10
MAIRANA,otras vacunaciones,covid-19 2da dosis,2023-07-01,1,0,0,0,1,0,1
MAPIRI,otras vacunaciones,covid-19 2da dosis,2023-07-01,3,2,5,3,8,5,13
MECAPACA,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,0,2,0,2,0,2
MINEROS,otras vacunaciones,covid-19 2da dosis,2023-07-01,2,2,0,2,2,4,6
MIZQUE,otras vacunaciones,covid-19 2da dosis,2023-07-01,1,7,12,13,13,20,33
MOCOMOCO,otras vacunaciones,covid-19 2da dosis,2023-07-01,4,2,9,9,13,11,24
MOJOCOYA,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,1,1,3,1,4,5
MONTEAGUDO,otras vacunaciones,covid-19 2da dosis,2023-07-01,1,2,0,0,1,2,3
MONTERO,otras vacunaciones,covid-19 2da dosis,2023-07-01,12,10,1,5,13,15,28
MORO MORO,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,0,0,1,0,1,1
MOROCHATA,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,1,18,17,18,18,36
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,covid-19 2da dosis,2023-07-01,0,0,1,1,1,1,2
NAZACARA DE PACAJES,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,1,0,0,0,1,1
OCURI,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,1,0,1,0,2,2
OKINAWA,otras vacunaciones,covid-19 2da dosis,2023-07-01,1,1,0,1,1,2,3
OMEREQUE,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,0,10,6,10,6,16
ORURO,otras vacunaciones,covid-19 2da dosis,2023-07-01,88,57,37,18,125,75,200
PADCAYA,otras vacunaciones,covid-19 2da dosis,2023-07-01,2,0,0,0,2,0,2
PADILLA,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,0,1,0,1,0,1
PALOS BLANCOS,otras vacunaciones,covid-19 2da dosis,2023-07-01,3,5,10,9,13,14,27
PAMPA AULLAGAS,otras vacunaciones,covid-19 2da dosis,2023-07-01,2,0,3,0,5,0,5
PAMPA GRANDE,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,2,0,0,0,2,2
PAPEL PAMPA,otras vacunaciones,covid-19 2da dosis,2023-07-01,1,0,1,1,2,1,3
PASORAPA,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,0,2,4,2,4,6
PATACAMAYA,otras vacunaciones,covid-19 2da dosis,2023-07-01,25,9,11,15,36,24,60
PAZÑA,otras vacunaciones,covid-19 2da dosis,2023-07-01,6,2,9,6,15,8,23
PELECHUCO,otras vacunaciones,covid-19 2da dosis,2023-07-01,3,5,0,0,3,5,8
POCOATA,otras vacunaciones,covid-19 2da dosis,2023-07-01,1,6,6,5,7,11,18
POCONA,otras vacunaciones,covid-19 2da dosis,2023-07-01,3,2,7,5,10,7,17
POJO (CBBA),otras vacunaciones,covid-19 2da dosis,2023-07-01,4,5,8,15,12,20,32
POOPO,otras vacunaciones,covid-19 2da dosis,2023-07-01,2,6,4,0,6,6,12
PORCO,otras vacunaciones,covid-19 2da dosis,2023-07-01,3,0,0,0,3,0,3
PORONGO,otras vacunaciones,covid-19 2da dosis,2023-07-01,3,3,0,0,3,3,6
PORTACHUELO,otras vacunaciones,covid-19 2da dosis,2023-07-01,11,10,2,1,13,11,24
PORVENIR,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,0,0,1,0,1,1
POTOSI,otras vacunaciones,covid-19 2da dosis,2023-07-01,27,30,35,13,62,43,105
PRESTO,otras vacunaciones,covid-19 2da dosis,2023-07-01,1,3,1,2,2,5,7
PUCARANI,otras vacunaciones,covid-19 2da dosis,2023-07-01,6,3,29,32,35,35,70
PUERTO ACOSTA,otras vacunaciones,covid-19 2da dosis,2023-07-01,2,3,19,24,21,27,48
PUERTO CARABUCO,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,1,4,8,4,9,13
PUERTO GONZALO MORENO,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,1,0,0,0,1,1
PUERTO PEREZ,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,1,6,0,6,1,7
PUERTO QUIJARRO,otras vacunaciones,covid-19 2da dosis,2023-07-01,1,1,2,1,3,2,5
PUERTO RICO,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,0,2,3,2,3,5
PUERTO SUAREZ,otras vacunaciones,covid-19 2da dosis,2023-07-01,2,0,2,2,4,2,6
PUERTO VILLARROEL,otras vacunaciones,covid-19 2da dosis,2023-07-01,10,11,51,15,61,26,87
PUNA,otras vacunaciones,covid-19 2da dosis,2023-07-01,1,3,1,5,2,8,10
PUNATA,otras vacunaciones,covid-19 2da dosis,2023-07-01,2,4,3,7,5,11,16
QUIABAYA,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,0,2,2,2,2,4
QUILLACOLLO,otras vacunaciones,covid-19 2da dosis,2023-07-01,14,17,159,67,173,84,257
QUIME,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,1,2,0,2,1,3
RAQAYPAMPA(ETA),otras vacunaciones,covid-19 2da dosis,2023-07-01,4,6,2,3,6,9,15
RAVELO,otras vacunaciones,covid-19 2da dosis,2023-07-01,7,5,9,10,16,15,31
RIBERALTA,otras vacunaciones,covid-19 2da dosis,2023-07-01,5,19,0,0,5,19,24
ROBORE,otras vacunaciones,covid-19 2da dosis,2023-07-01,2,5,1,1,3,6,9
RURRENABAQUE,otras vacunaciones,covid-19 2da dosis,2023-07-01,5,2,1,0,6,2,8
SABAYA,otras vacunaciones,covid-19 2da dosis,2023-07-01,23,8,19,5,42,13,55
SACABA,otras vacunaciones,covid-19 2da dosis,2023-07-01,22,29,109,131,131,160,291
SACABAMBA,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,0,8,13,8,13,21
SACACA,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,0,7,9,7,9,16
SALINAS DE GARCI MENDOZA,otras vacunaciones,covid-19 2da dosis,2023-07-01,2,3,10,10,12,13,25
SAMAIPATA,otras vacunaciones,covid-19 2da dosis,2023-07-01,1,2,0,3,1,5,6
SAN ANDRES DE MACHACA,otras vacunaciones,covid-19 2da dosis,2023-07-01,3,7,1,2,4,9,13
SAN BENITO,otras vacunaciones,covid-19 2da dosis,2023-07-01,3,3,0,0,3,3,6
SAN BORJA,otras vacunaciones,covid-19 2da dosis,2023-07-01,2,2,0,0,2,2,4
SAN BUENA VENTURA,otras vacunaciones,covid-19 2da dosis,2023-07-01,1,1,4,10,5,11,16
SAN CARLOS,otras vacunaciones,covid-19 2da dosis,2023-07-01,1,0,3,0,4,0,4
SAN IGNACIO,otras vacunaciones,covid-19 2da dosis,2023-07-01,4,9,11,8,15,17,32
SAN IGNACIO DE VELASCO,otras vacunaciones,covid-19 2da dosis,2023-07-01,22,24,2,5,24,29,53
SAN JAVIER(STC),otras vacunaciones,covid-19 2da dosis,2023-07-01,1,3,1,0,2,3,5
SAN JOSE DE CHIQUITOS,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,10,12,13,12,23,35
SAN JULIAN,otras vacunaciones,covid-19 2da dosis,2023-07-01,6,4,4,2,10,6,16
SAN LORENZO(TJA),otras vacunaciones,covid-19 2da dosis,2023-07-01,1,0,1,1,2,1,3
SAN LUCAS,otras vacunaciones,covid-19 2da dosis,2023-07-01,6,6,0,0,6,6,12
SAN MIGUEL DE VELASCO,otras vacunaciones,covid-19 2da dosis,2023-07-01,1,2,4,5,5,7,12
SAN PABLO DE LIPEZ,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,0,0,1,0,1,1
SAN PEDRO,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,1,0,0,0,1,1
SAN PEDRO DE BUENA VISTA,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,0,2,14,2,14,16
SAN PEDRO DE CURAHUARA,otras vacunaciones,covid-19 2da dosis,2023-07-01,1,0,7,7,8,7,15
SAN PEDRO DE MACHA,otras vacunaciones,covid-19 2da dosis,2023-07-01,2,4,21,24,23,28,51
SAN PEDRO DE TIQUINA,otras vacunaciones,covid-19 2da dosis,2023-07-01,1,6,9,5,10,11,21
SAN PEDRO(PND),otras vacunaciones,covid-19 2da dosis,2023-07-01,0,0,10,15,10,15,25
SAN RAMON BENI,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,0,4,9,4,9,13
SAN RAMON SCZ,otras vacunaciones,covid-19 2da dosis,2023-07-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,covid-19 2da dosis,2023-07-01,319,317,51,44,370,361,731
SANTA ROSA,otras vacunaciones,covid-19 2da dosis,2023-07-01,8,0,0,0,8,0,8
SANTA ROSA DEL SARA,otras vacunaciones,covid-19 2da dosis,2023-07-01,2,0,0,0,2,0,2
SANTIAGO DE CALLAPA,otras vacunaciones,covid-19 2da dosis,2023-07-01,3,2,3,5,6,7,13
SANTIAGO DE HUARI,otras vacunaciones,covid-19 2da dosis,2023-07-01,2,3,12,20,14,23,37
SANTIAGO DE HUATA,otras vacunaciones,covid-19 2da dosis,2023-07-01,1,0,3,8,4,8,12
SANTIAGO DE MACHACA,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,0,1,1,1,1,2
SANTIVAÑES,otras vacunaciones,covid-19 2da dosis,2023-07-01,2,4,0,0,2,4,6
SANTUARIO DE QUILLACAS,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,0,8,8,8,8,16
SAPAHAQUI,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,0,4,6,4,6,10
SENA,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,2,11,4,11,6,17
SHINAOTA,otras vacunaciones,covid-19 2da dosis,2023-07-01,2,6,19,1,21,7,28
SICA SICA (VILLA AROMA),otras vacunaciones,covid-19 2da dosis,2023-07-01,5,2,14,19,19,21,40
SICAYA,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,0,3,2,3,2,5
SIPE SIPE,otras vacunaciones,covid-19 2da dosis,2023-07-01,1,1,7,17,8,18,26
SORACACHI,otras vacunaciones,covid-19 2da dosis,2023-07-01,1,2,1,1,2,3,5
SORATA,otras vacunaciones,covid-19 2da dosis,2023-07-01,3,2,7,13,10,15,25
SUCRE,otras vacunaciones,covid-19 2da dosis,2023-07-01,23,15,12,16,35,31,66
TACACHI,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,0,1,0,1,0,1
TACACOMA,otras vacunaciones,covid-19 2da dosis,2023-07-01,4,4,12,10,16,14,30
TACOBAMBA,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,0,3,10,3,10,13
TACOPAYA,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,0,8,13,8,13,21
TAPACARI,otras vacunaciones,covid-19 2da dosis,2023-07-01,19,36,28,28,47,64,111
TARACO,otras vacunaciones,covid-19 2da dosis,2023-07-01,1,0,0,1,1,1,2
TARATA,otras vacunaciones,covid-19 2da dosis,2023-07-01,1,1,2,2,3,3,6
TARIJA,otras vacunaciones,covid-19 2da dosis,2023-07-01,6,3,0,1,6,4,10
TARVITA,otras vacunaciones,covid-19 2da dosis,2023-07-01,1,1,2,4,3,5,8
TEOPONTE,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,1,6,7,6,8,14
TIAHUANACU,otras vacunaciones,covid-19 2da dosis,2023-07-01,11,10,2,2,13,12,25
TINGUIPAYA,otras vacunaciones,covid-19 2da dosis,2023-07-01,0,2,5,5,5,7,12
