,group,variable,month,17.28 COVID-19 DOSIS DE REFUERZO DENTRO,17.28 COVID-19 DOSIS DE REFUERZO DENTRO,17.28 COVID-19 DOSIS DE REFUERZO FUERA,17.28 COVID-19 DOSIS DE REFUERZO FUERA,TOTALES,TOTALES,TOTALES
ARANI,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,1,2,10,8,11,10,21
ARBIETO,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,20,19,36,42,56,61,117
ARQUE,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,7,5,3,7,10,12,22
ATOCHA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,0,0,2,1,2,1,3
AYATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,0,0,0,1,0,1,1
AYO AYO,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,4,2,0,0,4,2,6
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,29,41,45,63,74,104,178
BATALLAS,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,0,1,2,6,2,7,9
BAURES,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,4,9,0,0,4,9,13
BELEN DE ANDAMARCA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,0,0,1,5,1,5,6
BELLA FLOR,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,0,0,6,0,6,0,6
BERMEJO,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,3,1,3,2,6,3,9
BETANZOS,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,1,0,1,2,2,2,4
BOLIVAR,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,2,1,4,8,6,9,15
BOLPEBRA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,1,2,1,2,2,4,6
CAIROMA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,0,0,0,2,0,2,2
CAJUATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,1,3,1,1,2,4,6
CALAMARCA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,0,0,1,3,1,3,4
CAMARGO,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,1,1,1,2,2,3,5
CAPINOTA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,25,8,5,8,30,16,46
CARACOLLO,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,9,9,0,5,9,14,23
CARANAVI,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,2,2,4,8,6,10,16
CHALLAPATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,2,3,0,0,2,3,5
CHIMORE,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,8,11,92,39,100,50,150
CHIPAYA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,15,17,1,0,16,17,33
CHOQUE COTA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,2,3,0,2,2,5,7
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,0,1,0,3,0,4,4
CHUMA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,0,0,3,3,3,3,6
CLIZA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,3,15,38,48,41,63,104
COBIJA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,1,2,4,6,5,8,13
COCAPATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,1,1,0,2,1,3,4
COCHABAMBA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,208,285,537,676,745,961,1706
COLCAPIRHUA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,5,2,125,142,130,144,274
"COLCHA ""K""",otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,5,3,0,0,5,3,8
COLLANA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,0,3,1,1,1,4,5
COLOMI,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,4,6,1,0,5,6,11
COLQUENCHA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,2,1,0,1,2,2,4
COLQUIRI,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,1,3,3,1,4,4,8
COMBAYA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,0,0,7,2,7,2,9
CORIPATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,1,2,7,4,8,6,14
CORO CORO,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,0,0,4,9,4,9,13
COROICO,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,3,4,4,4,7,8,15
CORQUE,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,13,7,0,0,13,7,20
COTAGAITA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,4,5,3,2,7,7,14
COTOCA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,6,3,1,1,7,4,11
CRUZ DE MACHACAMARCA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,0,0,1,1,1,1,2
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,0,5,2,7,2,12,14
CULPINA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,2,1,0,0,2,1,3
CURAHUARA DE CARANGAS,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,0,0,1,1,1,1,2
CURVA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,0,0,7,3,7,3,10
DESAGUADERO,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,0,2,0,0,0,2,2
EL ALTO,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,64,72,37,37,101,109,210
EL CHORO,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,1,1,2,1,3,2,5
EL PUENTE(TJA),otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,0,0,0,1,0,1,1
EL TORNO,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,3,1,1,3,4,4,8
ENTRE RIOS CBBA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,9,6,52,18,61,24,85
ESCOMA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,0,0,1,0,1,0,1
ESMERALDA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,1,1,0,0,1,1,2
EUCALIPTUS,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,0,2,1,1,1,3,4
EUREKA (SANTOS MERCADO),otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,0,0,1,0,1,0,1
FILADELFIA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,0,1,0,0,0,1,1
GUANAY,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,6,6,22,25,28,31,59
GUAQUI,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,0,1,0,0,0,1,1
GUAYARAMERIN,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,18,23,28,81,46,104,150
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,0,2,0,12,0,14,14
HUANUNI,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,24,19,0,0,24,19,43
HUARINA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,0,1,2,1,2,2,4
HUAYLLAMARCA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,0,0,6,6,6,6,12
ICHOCA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,0,0,3,2,3,2,5
ICLA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,1,8,6,4,7,12,19
INCAHUASI,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,2,0,1,1,3,1,4
INQUISIVI,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,0,1,1,0,1,1,2
IRUPANA (VILLA DE LANZA),otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,1,4,7,11,8,15,23
JESUS DE MACHACA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,0,0,12,15,12,15,27
LA ASUNTA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,0,1,1,2,1,3,4
LA GUARDIA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,6,9,0,0,6,9,15
LA PAZ,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,177,312,460,277,637,589,1226
LA RIVERA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,0,2,1,1,1,3,4
LAJA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,0,0,11,12,11,12,23
LAS CARRERAS,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,0,0,13,12,13,12,25
LICOMA PAMPA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,1,1,3,3,4,4,8
MACHARETI,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,2,1,2,11,4,12,16
MIZQUE,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,3,8,1,2,4,10,14
MOCOMOCO,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,2,1,3,4,5,5,10
MOROCHATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,2,2,1,3,3,5,8
OMEREQUE,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,0,0,2,7,2,7,9
ORURO,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,43,76,36,28,79,104,183
PADILLA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,4,12,0,0,4,12,16
PALOS BLANCOS,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,1,1,0,2,1,3,4
PAMPA AULLAGAS,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,1,3,0,0,1,3,4
PASORAPA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,1,4,23,18,24,22,46
PATACAMAYA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,13,1,2,0,15,1,16
PAZÑA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,2,1,3,3,5,4,9
PELECHUCO,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,2,0,0,0,2,0,2
POCONA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,17,16,39,54,56,70,126
POJO (CBBA),otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,1,2,12,11,13,13,26
POOPO,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,0,1,0,0,0,1,1
POROMA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,0,1,0,0,0,1,1
PORONGO,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,4,4,1,1,5,5,10
PORVENIR,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,0,2,0,1,0,3,3
POTOSI,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,6,13,19,30,25,43,68
PUCARANI,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,1,2,0,0,1,2,3
PUERTO ACOSTA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,0,1,0,0,0,1,1
PUERTO CARABUCO,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,0,0,1,0,1,0,1
PUERTO PEREZ,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,0,1,2,0,2,1,3
PUERTO VILLARROEL,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,6,6,25,30,31,36,67
PUNATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,5,8,10,10,15,18,33
QUILLACOLLO,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,94,137,391,421,485,558,1043
QUIME,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,3,4,5,8,8,12,20
RAQAYPAMPA(ETA),otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,8,12,5,7,13,19,32
RAVELO,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,3,3,0,0,3,3,6
ROBORE,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,0,2,2,0,2,2,4
RURRENABAQUE,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,1,0,0,0,1,0,1
SABAYA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,13,10,11,9,24,19,43
SACABA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,57,81,192,240,249,321,570
SACABAMBA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,0,0,4,7,4,7,11
SACACA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,1,0,0,2,1,2,3
SALINAS DE GARCI MENDOZA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,1,0,6,6,7,6,13
SAN ANDRES DE MACHACA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,0,1,0,1,0,2,2
SAN BENITO,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,7,12,0,0,7,12,19
SAN BUENA VENTURA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,1,0,6,2,7,2,9
SAN IGNACIO,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,1,0,0,1,1,1,2
SAN LUCAS,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,0,5,0,0,0,5,5
SAN PEDRO DE CURAHUARA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,3,2,0,0,3,2,5
SAN PEDRO DE TIQUINA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,0,2,0,0,0,2,2
SAN PEDRO(PND),otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,0,0,1,4,1,4,5
SANTA CRUZ DE LA SIERRA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,117,96,146,59,263,155,418
SANTIAGO DE HUARI,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,0,1,4,5,4,6,10
SANTIAGO DE HUATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,1,1,3,2,4,3,7
SANTIVAÑES,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,5,10,1,5,6,15,21
SANTUARIO DE QUILLACAS,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,0,0,7,9,7,9,16
SENA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,0,0,1,1,1,1,2
SHINAOTA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,5,12,8,1,13,13,26
SICA SICA (VILLA AROMA),otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,5,3,5,2,10,5,15
SICAYA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,3,9,6,5,9,14,23
SIPE SIPE,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,7,17,59,79,66,96,162
SORACACHI,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,3,5,9,6,12,11,23
SORATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,1,0,2,2,3,2,5
SUCRE,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,45,85,17,42,62,127,189
TACACHI,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,0,0,4,0,4,0,4
TACOPAYA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,3,4,14,27,17,31,48
TAPACARI,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,28,36,37,36,65,72,137
TARABUCO,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,0,0,4,6,4,6,10
TARATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,6,2,7,9,13,11,24
TARIJA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,13,16,2,2,15,18,33
TARVITA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,1,1,4,5,5,6,11
TIAHUANACU,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,2,1,6,6,8,7,15
TIQUIPAYA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,14,27,39,36,53,63,116
TIRAQUE (CBBA),otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,5,5,9,16,14,21,35
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,0,0,2,1,2,1,3
TOCO,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,1,1,2,2,3,3,6
TODOS SANTOS,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,0,0,5,0,5,0,5
TOLATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,0,0,14,2,14,2,16
TOLEDO,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,4,6,5,2,9,8,17
TOMINA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,2,2,0,1,2,3,5
TOTORA(CBBA),otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,2,3,13,9,15,12,27
TOTORA(ORR),otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,9,18,2,1,11,19,30
TRINIDAD,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,8,18,0,0,8,18,26
TUPIZA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,3,14,0,0,3,14,17
TURCO,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,18,16,0,0,18,16,34
UNCIA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,1,3,0,0,1,3,4
UYUNI,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,1,1,0,0,1,1,2
VACAS,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,1,2,1,2,2,4,6
VIACHA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,1,2,14,1,15,3,18
VILA VILA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,0,0,22,24,22,24,46
VILLA MONTES,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,3,3,22,0,25,3,28
VILLA NUEVA (LOMA ALTA),otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,0,0,5,8,5,8,13
VILLA RIVERO,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,2,3,14,25,16,28,44
VILLA SERRANO,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,1,0,1,0,2,0,2
VILLA TUNARI,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,10,22,66,47,76,69,145
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,1,1,3,0,4,1,5
VINTO,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,22,44,8,15,30,59,89
WARNES,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,1,0,1,1,2,1,3
YACO,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,0,1,9,4,9,5,14
YACUIBA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,5,0,14,30,19,30,49
YANACACHI,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,2,1,4,1,6,2,8
ZUDAÑEZ,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,0,3,2,1,2,4,6
ACHACACHI,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,1,2,5,7,6,9,15
ACHOCALLA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,0,3,1,3,1,4
AIQUILE,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,1,0,14,30,15,30,45
ALALAY,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,0,0,1,0,1,1
ALCALA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,1,2,0,0,1,2,3
ALTO BENI,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,0,9,8,9,8,17
ANCORAIMES,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,3,3,2,3,5,8
ANDAMARCA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,1,3,0,0,1,3,4
ANTEQUERA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,1,1,0,0,1,1,2
ANZALDO,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,0,4,6,4,6,10
ARANI,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,2,0,6,11,8,11,19
ARBIETO,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,0,0,1,0,1,1
ARQUE,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,9,7,3,2,12,9,21
ATOCHA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,3,3,2,3,5,8
AYATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,1,0,3,3,4,3,7
AYO AYO,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,1,2,3,2,4,6
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,1,2,2,1,3,3,6
AZURDUY,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,0,1,2,1,2,3
BATALLAS,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,0,4,2,4,2,6
BAURES,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,1,2,0,0,1,2,3
BELEN DE ANDAMARCA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,0,0,1,0,1,1
BELLA FLOR,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,1,0,0,2,1,2,3
BERMEJO,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,2,1,3,1,5,6
BETANZOS,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,1,3,3,8,4,11,15
BOLIVAR,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,4,4,6,11,10,15,25
BOLPEBRA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,1,1,4,3,5,4,9
BOYUIBE,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,1,1,0,1,1,2
CAIROMA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,1,0,0,0,1,1
"CAIZA ""D""",otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,0,1,0,1,0,1
CAJUATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,1,4,7,2,8,6,14
CAMARGO,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,1,0,3,0,4,0,4
CAMIRI,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,3,4,0,0,3,4,7
CAPINOTA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,0,4,2,4,2,6
CARACOLLO,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,7,11,0,0,7,11,18
CARANAVI,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,1,0,26,4,27,4,31
CARIPUYO,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,4,5,2,1,6,6,12
CHALLAPATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,3,5,0,0,3,5,8
CHIMORE,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,11,11,45,12,56,23,79
CHIPAYA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,3,0,0,0,3,3
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,2,1,1,3,3,4,7
CHUMA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,2,7,7,7,9,16
CKOCHAS,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,0,0,1,0,1,1
CLIZA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,2,5,4,5,6,11
COBIJA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,0,15,22,15,22,37
COCAPATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,1,2,0,0,1,2,3
COCHABAMBA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,148,211,727,632,875,843,1718
COLCAPIRHUA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,3,114,107,114,110,224
"COLCHA ""K""",otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,3,5,4,5,7,10,17
COLLANA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,3,3,0,0,3,3,6
COLOMI,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,1,1,32,39,33,40,73
COLQUECHACA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,2,3,0,0,2,3,5
COLQUENCHA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,2,9,6,11,8,20,28
COLQUIRI,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,7,4,15,18,22,22,44
CORIPATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,1,2,16,16,17,18,35
CORO CORO,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,0,0,2,0,2,2
COROICO,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,35,31,2,8,37,39,76
CORQUE,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,15,11,0,0,15,11,26
COTAGAITA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,2,23,31,23,33,56
COTOCA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,3,1,1,1,4,2,6
CRUZ DE MACHACAMARCA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,1,0,0,0,1,1
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,0,1,1,1,1,2
CULPINA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,2,4,0,0,2,4,6
CURAHUARA DE CARANGAS,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,6,9,1,3,7,12,19
DESAGUADERO,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,2,4,2,4,4,8
EL ALTO,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,53,57,79,86,132,143,275
EL CHORO,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,3,1,2,3,5,4,9
EL PUENTE(TJA),otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,3,5,2,4,5,9,14
EL TORNO,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,1,3,4,1,5,4,9
ENTRE RIOS TRJ,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,4,3,0,0,4,3,7
ENTRE RIOS CBBA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,9,6,16,10,25,16,41
ESMERALDA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,1,5,0,0,1,5,6
EUCALIPTUS,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,2,3,3,5,5,8,13
FILADELFIA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,1,6,1,3,2,9,11
GUANAY,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,5,7,1,2,6,9,15
GUAQUI,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,1,0,0,0,1,1
GUAYARAMERIN,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,5,7,48,68,53,75,128
HUACARETA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,0,4,2,4,2,6
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,1,0,0,0,1,0,1
HUANUNI,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,14,23,5,4,19,27,46
HUARINA,otras vacunaciones,covid-19 dosis de refuerzo,2023-10-01,0,0,3,3,3,3,6
