,group,variable,month,17.26 COVID-19 3RA DOSIS DENTRO,17.26 COVID-19 3RA DOSIS DENTRO,17.26 COVID-19 3RA DOSIS FUERA,17.26 COVID-19 3RA DOSIS FUERA,TOTALES,TOTALES,TOTALES
LURIBAY,otras vacunaciones,covid-19 3ra dosis,2023-06-01,5,2,38,38,43,40,83
MACHACAMARCA,otras vacunaciones,covid-19 3ra dosis,2023-06-01,4,1,0,0,4,1,5
MACHARETI,otras vacunaciones,covid-19 3ra dosis,2023-06-01,37,6,5,6,42,12,54
MAGDALENA,otras vacunaciones,covid-19 3ra dosis,2023-06-01,2,3,20,29,22,32,54
MAIRANA,otras vacunaciones,covid-19 3ra dosis,2023-06-01,3,0,31,37,34,37,71
MAPIRI,otras vacunaciones,covid-19 3ra dosis,2023-06-01,2,1,6,8,8,9,17
MINEROS,otras vacunaciones,covid-19 3ra dosis,2023-06-01,6,3,0,0,6,3,9
MIZQUE,otras vacunaciones,covid-19 3ra dosis,2023-06-01,1,5,22,35,23,40,63
MOCOMOCO,otras vacunaciones,covid-19 3ra dosis,2023-06-01,3,2,23,26,26,28,54
MOJOCOYA,otras vacunaciones,covid-19 3ra dosis,2023-06-01,2,12,1,2,3,14,17
MONTEAGUDO,otras vacunaciones,covid-19 3ra dosis,2023-06-01,2,0,0,4,2,4,6
MONTERO,otras vacunaciones,covid-19 3ra dosis,2023-06-01,51,53,3,10,54,63,117
MOROCHATA,otras vacunaciones,covid-19 3ra dosis,2023-06-01,0,0,2,11,2,11,13
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,covid-19 3ra dosis,2023-06-01,0,0,3,7,3,7,10
NAZACARA DE PACAJES,otras vacunaciones,covid-19 3ra dosis,2023-06-01,1,0,4,6,5,6,11
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,covid-19 3ra dosis,2023-06-01,0,0,1,0,1,0,1
OCURI,otras vacunaciones,covid-19 3ra dosis,2023-06-01,1,7,48,54,49,61,110
OKINAWA,otras vacunaciones,covid-19 3ra dosis,2023-06-01,4,1,5,2,9,3,12
OMEREQUE,otras vacunaciones,covid-19 3ra dosis,2023-06-01,0,0,34,52,34,52,86
ORURO,otras vacunaciones,covid-19 3ra dosis,2023-06-01,259,289,115,157,374,446,820
PADCAYA,otras vacunaciones,covid-19 3ra dosis,2023-06-01,7,2,2,0,9,2,11
PADILLA,otras vacunaciones,covid-19 3ra dosis,2023-06-01,1,0,4,5,5,5,10
PALOS BLANCOS,otras vacunaciones,covid-19 3ra dosis,2023-06-01,1,7,26,43,27,50,77
PAMPA AULLAGAS,otras vacunaciones,covid-19 3ra dosis,2023-06-01,0,0,0,1,0,1,1
PAMPA GRANDE,otras vacunaciones,covid-19 3ra dosis,2023-06-01,0,0,4,8,4,8,12
PAPEL PAMPA,otras vacunaciones,covid-19 3ra dosis,2023-06-01,1,0,0,0,1,0,1
PASORAPA,otras vacunaciones,covid-19 3ra dosis,2023-06-01,0,0,3,2,3,2,5
PATACAMAYA,otras vacunaciones,covid-19 3ra dosis,2023-06-01,11,7,9,15,20,22,42
PAZÑA,otras vacunaciones,covid-19 3ra dosis,2023-06-01,3,6,30,26,33,32,65
PELECHUCO,otras vacunaciones,covid-19 3ra dosis,2023-06-01,1,1,4,0,5,1,6
POCOATA,otras vacunaciones,covid-19 3ra dosis,2023-06-01,5,2,0,1,5,3,8
POCONA,otras vacunaciones,covid-19 3ra dosis,2023-06-01,3,4,12,13,15,17,32
POJO (CBBA),otras vacunaciones,covid-19 3ra dosis,2023-06-01,4,4,19,27,23,31,54
POOPO,otras vacunaciones,covid-19 3ra dosis,2023-06-01,7,4,1,1,8,5,13
POROMA,otras vacunaciones,covid-19 3ra dosis,2023-06-01,22,13,8,15,30,28,58
PORONGO,otras vacunaciones,covid-19 3ra dosis,2023-06-01,7,15,1,3,8,18,26
PORTACHUELO,otras vacunaciones,covid-19 3ra dosis,2023-06-01,3,6,3,4,6,10,16
PORVENIR,otras vacunaciones,covid-19 3ra dosis,2023-06-01,2,10,28,42,30,52,82
POSTRER VALLE,otras vacunaciones,covid-19 3ra dosis,2023-06-01,1,1,3,3,4,4,8
POTOSI,otras vacunaciones,covid-19 3ra dosis,2023-06-01,43,77,61,19,104,96,200
PRESTO,otras vacunaciones,covid-19 3ra dosis,2023-06-01,0,0,2,0,2,0,2
PUCARANI,otras vacunaciones,covid-19 3ra dosis,2023-06-01,2,1,10,12,12,13,25
PUERTO ACOSTA,otras vacunaciones,covid-19 3ra dosis,2023-06-01,4,1,28,13,32,14,46
PUERTO CARABUCO,otras vacunaciones,covid-19 3ra dosis,2023-06-01,3,9,37,31,40,40,80
PUERTO GONZALO MORENO,otras vacunaciones,covid-19 3ra dosis,2023-06-01,3,0,34,48,37,48,85
PUERTO PEREZ,otras vacunaciones,covid-19 3ra dosis,2023-06-01,0,0,5,3,5,3,8
PUERTO RICO,otras vacunaciones,covid-19 3ra dosis,2023-06-01,0,0,3,7,3,7,10
PUERTO SUAREZ,otras vacunaciones,covid-19 3ra dosis,2023-06-01,5,3,2,3,7,6,13
PUERTO VILLARROEL,otras vacunaciones,covid-19 3ra dosis,2023-06-01,14,19,29,18,43,37,80
PUNA,otras vacunaciones,covid-19 3ra dosis,2023-06-01,1,3,5,4,6,7,13
PUNATA,otras vacunaciones,covid-19 3ra dosis,2023-06-01,11,12,44,63,55,75,130
QUIABAYA,otras vacunaciones,covid-19 3ra dosis,2023-06-01,0,0,1,1,1,1,2
QUILLACOLLO,otras vacunaciones,covid-19 3ra dosis,2023-06-01,79,71,213,275,292,346,638
QUIME,otras vacunaciones,covid-19 3ra dosis,2023-06-01,0,1,2,3,2,4,6
QUIRUSILLAS,otras vacunaciones,covid-19 3ra dosis,2023-06-01,1,3,3,1,4,4,8
RAQAYPAMPA(ETA),otras vacunaciones,covid-19 3ra dosis,2023-06-01,6,8,41,27,47,35,82
RAVELO,otras vacunaciones,covid-19 3ra dosis,2023-06-01,2,3,26,19,28,22,50
REYES,otras vacunaciones,covid-19 3ra dosis,2023-06-01,1,0,0,0,1,0,1
RIBERALTA,otras vacunaciones,covid-19 3ra dosis,2023-06-01,21,22,17,6,38,28,66
ROBORE,otras vacunaciones,covid-19 3ra dosis,2023-06-01,7,13,24,5,31,18,49
RURRENABAQUE,otras vacunaciones,covid-19 3ra dosis,2023-06-01,2,0,0,6,2,6,8
SABAYA,otras vacunaciones,covid-19 3ra dosis,2023-06-01,13,1,38,2,51,3,54
SACABA,otras vacunaciones,covid-19 3ra dosis,2023-06-01,76,68,118,128,194,196,390
SACABAMBA,otras vacunaciones,covid-19 3ra dosis,2023-06-01,1,1,6,3,7,4,11
SAIPINA,otras vacunaciones,covid-19 3ra dosis,2023-06-01,3,3,0,0,3,3,6
SALINAS DE GARCI MENDOZA,otras vacunaciones,covid-19 3ra dosis,2023-06-01,1,1,10,8,11,9,20
SAMAIPATA,otras vacunaciones,covid-19 3ra dosis,2023-06-01,0,0,9,14,9,14,23
SAN ANDRES,otras vacunaciones,covid-19 3ra dosis,2023-06-01,2,2,0,0,2,2,4
SAN ANDRES DE MACHACA,otras vacunaciones,covid-19 3ra dosis,2023-06-01,4,2,5,7,9,9,18
SAN BENITO,otras vacunaciones,covid-19 3ra dosis,2023-06-01,2,2,0,0,2,2,4
SAN BORJA,otras vacunaciones,covid-19 3ra dosis,2023-06-01,8,3,2,0,10,3,13
SAN BUENA VENTURA,otras vacunaciones,covid-19 3ra dosis,2023-06-01,0,0,53,40,53,40,93
SAN CARLOS,otras vacunaciones,covid-19 3ra dosis,2023-06-01,0,1,0,0,0,1,1
SAN IGNACIO,otras vacunaciones,covid-19 3ra dosis,2023-06-01,4,0,7,9,11,9,20
SAN IGNACIO DE VELASCO,otras vacunaciones,covid-19 3ra dosis,2023-06-01,73,18,0,0,73,18,91
SAN JAVIER(BNI),otras vacunaciones,covid-19 3ra dosis,2023-06-01,1,1,1,1,2,2,4
SAN JAVIER(STC),otras vacunaciones,covid-19 3ra dosis,2023-06-01,2,0,0,2,2,2,4
SAN JOAQUIN,otras vacunaciones,covid-19 3ra dosis,2023-06-01,3,0,0,0,3,0,3
SAN JOSE DE CHIQUITOS,otras vacunaciones,covid-19 3ra dosis,2023-06-01,4,3,0,0,4,3,7
SAN JUAN DE YAPACANI,otras vacunaciones,covid-19 3ra dosis,2023-06-01,1,1,1,2,2,3,5
SAN JULIAN,otras vacunaciones,covid-19 3ra dosis,2023-06-01,10,6,10,7,20,13,33
SAN LORENZO(PND),otras vacunaciones,covid-19 3ra dosis,2023-06-01,0,1,3,3,3,4,7
SAN LORENZO(TJA),otras vacunaciones,covid-19 3ra dosis,2023-06-01,6,8,14,9,20,17,37
SAN LUCAS,otras vacunaciones,covid-19 3ra dosis,2023-06-01,16,12,3,2,19,14,33
SAN MATIAS,otras vacunaciones,covid-19 3ra dosis,2023-06-01,1,0,0,0,1,0,1
SAN MIGUEL DE VELASCO,otras vacunaciones,covid-19 3ra dosis,2023-06-01,1,9,7,5,8,14,22
SAN PABLO DE LIPEZ,otras vacunaciones,covid-19 3ra dosis,2023-06-01,0,0,2,3,2,3,5
SAN PEDRO,otras vacunaciones,covid-19 3ra dosis,2023-06-01,3,0,0,0,3,0,3
SAN PEDRO DE BUENA VISTA,otras vacunaciones,covid-19 3ra dosis,2023-06-01,22,25,19,35,41,60,101
SAN PEDRO DE CURAHUARA,otras vacunaciones,covid-19 3ra dosis,2023-06-01,8,6,7,9,15,15,30
SAN PEDRO DE MACHA,otras vacunaciones,covid-19 3ra dosis,2023-06-01,2,6,19,26,21,32,53
SAN PEDRO(PND),otras vacunaciones,covid-19 3ra dosis,2023-06-01,0,0,8,5,8,5,13
SAN RAFAEL,otras vacunaciones,covid-19 3ra dosis,2023-06-01,2,2,0,0,2,2,4
SAN RAMON BENI,otras vacunaciones,covid-19 3ra dosis,2023-06-01,2,2,0,0,2,2,4
SAN RAMON SCZ,otras vacunaciones,covid-19 3ra dosis,2023-06-01,1,2,0,1,1,3,4
SANTA ANA,otras vacunaciones,covid-19 3ra dosis,2023-06-01,2,2,0,0,2,2,4
SANTA CRUZ DE LA SIERRA,otras vacunaciones,covid-19 3ra dosis,2023-06-01,915,1002,224,323,1139,1325,2464
SANTA ROSA DEL SARA,otras vacunaciones,covid-19 3ra dosis,2023-06-01,12,0,0,2,12,2,14
SANTIAGO DE CALLAPA,otras vacunaciones,covid-19 3ra dosis,2023-06-01,1,1,2,5,3,6,9
SANTIAGO DE HUARI,otras vacunaciones,covid-19 3ra dosis,2023-06-01,1,0,19,13,20,13,33
SANTIAGO DE HUATA,otras vacunaciones,covid-19 3ra dosis,2023-06-01,8,5,14,21,22,26,48
SANTIAGO DE MACHACA,otras vacunaciones,covid-19 3ra dosis,2023-06-01,1,0,3,3,4,3,7
SANTIVAÑES,otras vacunaciones,covid-19 3ra dosis,2023-06-01,0,4,5,6,5,10,15
SANTUARIO DE QUILLACAS,otras vacunaciones,covid-19 3ra dosis,2023-06-01,1,0,0,0,1,0,1
SAPAHAQUI,otras vacunaciones,covid-19 3ra dosis,2023-06-01,0,2,31,38,31,40,71
SENA,otras vacunaciones,covid-19 3ra dosis,2023-06-01,1,2,12,15,13,17,30
SHINAOTA,otras vacunaciones,covid-19 3ra dosis,2023-06-01,2,4,186,4,188,8,196
SICA SICA (VILLA AROMA),otras vacunaciones,covid-19 3ra dosis,2023-06-01,12,14,15,16,27,30,57
SICAYA,otras vacunaciones,covid-19 3ra dosis,2023-06-01,4,4,7,5,11,9,20
SIPE SIPE,otras vacunaciones,covid-19 3ra dosis,2023-06-01,8,7,66,55,74,62,136
SOPACHUY,otras vacunaciones,covid-19 3ra dosis,2023-06-01,0,1,0,0,0,1,1
SORACACHI,otras vacunaciones,covid-19 3ra dosis,2023-06-01,14,17,5,5,19,22,41
SORATA,otras vacunaciones,covid-19 3ra dosis,2023-06-01,1,0,25,30,26,30,56
SUCRE,otras vacunaciones,covid-19 3ra dosis,2023-06-01,91,91,153,100,244,191,435
TACACHI,otras vacunaciones,covid-19 3ra dosis,2023-06-01,0,0,6,4,6,4,10
TACACOMA,otras vacunaciones,covid-19 3ra dosis,2023-06-01,2,1,3,5,5,6,11
TACOBAMBA,otras vacunaciones,covid-19 3ra dosis,2023-06-01,0,0,4,4,4,4,8
TACOPAYA,otras vacunaciones,covid-19 3ra dosis,2023-06-01,2,1,26,26,28,27,55
TAHUA,otras vacunaciones,covid-19 3ra dosis,2023-06-01,0,0,1,3,1,3,4
TAPACARI,otras vacunaciones,covid-19 3ra dosis,2023-06-01,32,52,32,27,64,79,143
TARABUCO,otras vacunaciones,covid-19 3ra dosis,2023-06-01,4,7,11,14,15,21,36
TARACO,otras vacunaciones,covid-19 3ra dosis,2023-06-01,5,0,0,0,5,0,5
TARATA,otras vacunaciones,covid-19 3ra dosis,2023-06-01,0,2,11,19,11,21,32
TARIJA,otras vacunaciones,covid-19 3ra dosis,2023-06-01,101,44,59,82,160,126,286
TARVITA,otras vacunaciones,covid-19 3ra dosis,2023-06-01,3,5,17,25,20,30,50
TEOPONTE,otras vacunaciones,covid-19 3ra dosis,2023-06-01,6,5,12,15,18,20,38
TIAHUANACU,otras vacunaciones,covid-19 3ra dosis,2023-06-01,3,17,6,11,9,28,37
TINGUIPAYA,otras vacunaciones,covid-19 3ra dosis,2023-06-01,1,2,19,20,20,22,42
TIPUANI,otras vacunaciones,covid-19 3ra dosis,2023-06-01,0,1,23,12,23,13,36
TIQUIPAYA,otras vacunaciones,covid-19 3ra dosis,2023-06-01,34,36,112,118,146,154,300
TIRAQUE (CBBA),otras vacunaciones,covid-19 3ra dosis,2023-06-01,2,7,19,26,21,33,54
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,covid-19 3ra dosis,2023-06-01,0,0,4,5,4,5,9
TOCO,otras vacunaciones,covid-19 3ra dosis,2023-06-01,10,17,15,21,25,38,63
TOLATA,otras vacunaciones,covid-19 3ra dosis,2023-06-01,0,2,0,0,0,2,2
TOLEDO,otras vacunaciones,covid-19 3ra dosis,2023-06-01,3,3,2,7,5,10,15
TOMAVE,otras vacunaciones,covid-19 3ra dosis,2023-06-01,0,0,6,13,6,13,19
TOMINA,otras vacunaciones,covid-19 3ra dosis,2023-06-01,1,0,14,21,15,21,36
TOTORA(CBBA),otras vacunaciones,covid-19 3ra dosis,2023-06-01,16,20,26,17,42,37,79
TOTORA(ORR),otras vacunaciones,covid-19 3ra dosis,2023-06-01,5,4,2,6,7,10,17
TRIGAL,otras vacunaciones,covid-19 3ra dosis,2023-06-01,2,1,0,0,2,1,3
TRINIDAD,otras vacunaciones,covid-19 3ra dosis,2023-06-01,28,30,27,17,55,47,102
TUPIZA,otras vacunaciones,covid-19 3ra dosis,2023-06-01,15,14,15,33,30,47,77
TURCO,otras vacunaciones,covid-19 3ra dosis,2023-06-01,15,20,0,0,15,20,35
UMALA,otras vacunaciones,covid-19 3ra dosis,2023-06-01,2,1,5,6,7,7,14
UNCIA,otras vacunaciones,covid-19 3ra dosis,2023-06-01,13,9,2,1,15,10,25
URIONDO (A. CONCEPCION),otras vacunaciones,covid-19 3ra dosis,2023-06-01,2,1,0,0,2,1,3
URUBICHA,otras vacunaciones,covid-19 3ra dosis,2023-06-01,2,0,3,5,5,5,10
UYUNI,otras vacunaciones,covid-19 3ra dosis,2023-06-01,8,4,13,11,21,15,36
VACAS,otras vacunaciones,covid-19 3ra dosis,2023-06-01,4,7,4,1,8,8,16
VALLEGRANDE,otras vacunaciones,covid-19 3ra dosis,2023-06-01,1,2,4,4,5,6,11
VIACHA,otras vacunaciones,covid-19 3ra dosis,2023-06-01,4,3,102,102,106,105,211
VILA VILA,otras vacunaciones,covid-19 3ra dosis,2023-06-01,2,1,5,4,7,5,12
VILLA MONTES,otras vacunaciones,covid-19 3ra dosis,2023-06-01,40,27,46,18,86,45,131
VILLA NUEVA (LOMA ALTA),otras vacunaciones,covid-19 3ra dosis,2023-06-01,0,0,6,5,6,5,11
VILLA RIVERO,otras vacunaciones,covid-19 3ra dosis,2023-06-01,3,14,4,13,7,27,34
VILLA SERRANO,otras vacunaciones,covid-19 3ra dosis,2023-06-01,2,0,21,16,23,16,39
VILLA TUNARI,otras vacunaciones,covid-19 3ra dosis,2023-06-01,11,12,120,66,131,78,209
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,covid-19 3ra dosis,2023-06-01,5,0,7,11,12,11,23
VILLAZON,otras vacunaciones,covid-19 3ra dosis,2023-06-01,8,11,12,12,20,23,43
VINTO,otras vacunaciones,covid-19 3ra dosis,2023-06-01,13,11,6,20,19,31,50
VITICHI,otras vacunaciones,covid-19 3ra dosis,2023-06-01,1,0,1,0,2,0,2
WARNES,otras vacunaciones,covid-19 3ra dosis,2023-06-01,79,48,29,28,108,76,184
YACO,otras vacunaciones,covid-19 3ra dosis,2023-06-01,4,4,16,19,20,23,43
YACUIBA,otras vacunaciones,covid-19 3ra dosis,2023-06-01,6,5,56,60,62,65,127
YAMPARAEZ,otras vacunaciones,covid-19 3ra dosis,2023-06-01,7,12,9,13,16,25,41
YANACACHI,otras vacunaciones,covid-19 3ra dosis,2023-06-01,7,3,3,19,10,22,32
YAPACANI,otras vacunaciones,covid-19 3ra dosis,2023-06-01,10,10,0,1,10,11,21
YOCALLA,otras vacunaciones,covid-19 3ra dosis,2023-06-01,4,3,10,4,14,7,21
YOTALA,otras vacunaciones,covid-19 3ra dosis,2023-06-01,4,0,15,13,19,13,32
YUNCHARA,otras vacunaciones,covid-19 3ra dosis,2023-06-01,3,0,0,0,3,0,3
ZUDAÑEZ,otras vacunaciones,covid-19 3ra dosis,2023-06-01,0,0,6,8,6,8,14
ACACIO,otras vacunaciones,covid-19 3ra dosis,2023-07-01,1,1,3,3,4,4,8
ACHACACHI,otras vacunaciones,covid-19 3ra dosis,2023-07-01,7,10,42,53,49,63,112
ACHOCALLA,otras vacunaciones,covid-19 3ra dosis,2023-07-01,5,20,33,39,38,59,97
AIQUILE,otras vacunaciones,covid-19 3ra dosis,2023-07-01,8,19,5,19,13,38,51
ALALAY,otras vacunaciones,covid-19 3ra dosis,2023-07-01,6,12,0,0,6,12,18
ALTO BENI,otras vacunaciones,covid-19 3ra dosis,2023-07-01,8,18,37,27,45,45,90
ANCORAIMES,otras vacunaciones,covid-19 3ra dosis,2023-07-01,3,3,10,11,13,14,27
ANDAMARCA,otras vacunaciones,covid-19 3ra dosis,2023-07-01,3,9,2,7,5,16,21
ANTEQUERA,otras vacunaciones,covid-19 3ra dosis,2023-07-01,1,2,12,11,13,13,26
ANZALDO,otras vacunaciones,covid-19 3ra dosis,2023-07-01,1,1,7,16,8,17,25
APOLO,otras vacunaciones,covid-19 3ra dosis,2023-07-01,3,5,3,2,6,7,13
ARANI,otras vacunaciones,covid-19 3ra dosis,2023-07-01,6,7,5,5,11,12,23
ARBIETO,otras vacunaciones,covid-19 3ra dosis,2023-07-01,15,19,3,7,18,26,44
ARQUE,otras vacunaciones,covid-19 3ra dosis,2023-07-01,4,10,46,49,50,59,109
ASCENCION DE GUARAYOS,otras vacunaciones,covid-19 3ra dosis,2023-07-01,5,1,15,3,20,4,24
ATOCHA,otras vacunaciones,covid-19 3ra dosis,2023-07-01,2,5,14,13,16,18,34
AYATA,otras vacunaciones,covid-19 3ra dosis,2023-07-01,2,1,12,14,14,15,29
AYO AYO,otras vacunaciones,covid-19 3ra dosis,2023-07-01,1,3,9,19,10,22,32
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,covid-19 3ra dosis,2023-07-01,47,63,84,91,131,154,285
BATALLAS,otras vacunaciones,covid-19 3ra dosis,2023-07-01,2,3,8,9,10,12,22
BAURES,otras vacunaciones,covid-19 3ra dosis,2023-07-01,1,2,27,34,28,36,64
BELEN DE ANDAMARCA,otras vacunaciones,covid-19 3ra dosis,2023-07-01,2,4,5,6,7,10,17
BELEN DE URMIRI,otras vacunaciones,covid-19 3ra dosis,2023-07-01,0,1,0,0,0,1,1
BERMEJO,otras vacunaciones,covid-19 3ra dosis,2023-07-01,4,2,0,0,4,2,6
BETANZOS,otras vacunaciones,covid-19 3ra dosis,2023-07-01,2,3,0,3,2,6,8
BOLIVAR,otras vacunaciones,covid-19 3ra dosis,2023-07-01,7,6,12,15,19,21,40
BOYUIBE,otras vacunaciones,covid-19 3ra dosis,2023-07-01,1,0,0,0,1,0,1
BUENA VISTA,otras vacunaciones,covid-19 3ra dosis,2023-07-01,0,1,0,0,0,1,1
CABEZAS,otras vacunaciones,covid-19 3ra dosis,2023-07-01,1,1,43,3,44,4,48
CAIROMA,otras vacunaciones,covid-19 3ra dosis,2023-07-01,1,4,4,2,5,6,11
"CAIZA ""D""",otras vacunaciones,covid-19 3ra dosis,2023-07-01,1,2,0,0,1,2,3
CAJUATA,otras vacunaciones,covid-19 3ra dosis,2023-07-01,1,2,3,7,4,9,13
CALACOTO,otras vacunaciones,covid-19 3ra dosis,2023-07-01,0,3,5,6,5,9,14
CALAMARCA,otras vacunaciones,covid-19 3ra dosis,2023-07-01,3,2,4,6,7,8,15
CAMARGO,otras vacunaciones,covid-19 3ra dosis,2023-07-01,0,1,14,21,14,22,36
CAMIRI,otras vacunaciones,covid-19 3ra dosis,2023-07-01,16,10,16,12,32,22,54
CAPINOTA,otras vacunaciones,covid-19 3ra dosis,2023-07-01,8,14,29,26,37,40,77
CAQUIAVIRI,otras vacunaciones,covid-19 3ra dosis,2023-07-01,0,0,2,2,2,2,4
CARACOLLO,otras vacunaciones,covid-19 3ra dosis,2023-07-01,33,38,9,2,42,40,82
CARANAVI,otras vacunaciones,covid-19 3ra dosis,2023-07-01,25,22,63,10,88,32,120
CARAPARI,otras vacunaciones,covid-19 3ra dosis,2023-07-01,2,0,0,0,2,0,2
CARIPUYO,otras vacunaciones,covid-19 3ra dosis,2023-07-01,0,4,1,0,1,4,5
CARMEN RIVERO TORREZ,otras vacunaciones,covid-19 3ra dosis,2023-07-01,3,11,0,0,3,11,14
CHACARILLA,otras vacunaciones,covid-19 3ra dosis,2023-07-01,0,1,0,1,0,2,2
CHALLAPATA,otras vacunaciones,covid-19 3ra dosis,2023-07-01,32,25,7,7,39,32,71
CHAQUI,otras vacunaciones,covid-19 3ra dosis,2023-07-01,2,0,0,0,2,0,2
CHARAGUA,otras vacunaciones,covid-19 3ra dosis,2023-07-01,4,9,44,0,48,9,57
CHAYANTA,otras vacunaciones,covid-19 3ra dosis,2023-07-01,1,1,1,1,2,2,4
CHIMORE,otras vacunaciones,covid-19 3ra dosis,2023-07-01,20,15,43,28,63,43,106
CHIPAYA,otras vacunaciones,covid-19 3ra dosis,2023-07-01,7,6,9,9,16,15,31
CHOQUE COTA,otras vacunaciones,covid-19 3ra dosis,2023-07-01,2,4,0,0,2,4,6
CHUA COCANI,otras vacunaciones,covid-19 3ra dosis,2023-07-01,1,2,0,0,1,2,3
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,covid-19 3ra dosis,2023-07-01,11,17,14,32,25,49,74
CHUMA,otras vacunaciones,covid-19 3ra dosis,2023-07-01,1,4,20,31,21,35,56
CKOCHAS,otras vacunaciones,covid-19 3ra dosis,2023-07-01,3,5,28,34,31,39,70
CLIZA,otras vacunaciones,covid-19 3ra dosis,2023-07-01,8,15,19,24,27,39,66
COBIJA,otras vacunaciones,covid-19 3ra dosis,2023-07-01,10,12,19,46,29,58,87
COCAPATA,otras vacunaciones,covid-19 3ra dosis,2023-07-01,46,67,36,50,82,117,199
COCHABAMBA,otras vacunaciones,covid-19 3ra dosis,2023-07-01,272,364,676,920,948,1284,2232
COLCAPIRHUA,otras vacunaciones,covid-19 3ra dosis,2023-07-01,6,3,77,86,83,89,172
"COLCHA ""K""",otras vacunaciones,covid-19 3ra dosis,2023-07-01,22,6,1,1,23,7,30
COLLANA,otras vacunaciones,covid-19 3ra dosis,2023-07-01,2,2,3,1,5,3,8
COLOMI,otras vacunaciones,covid-19 3ra dosis,2023-07-01,11,21,36,39,47,60,107
COLQUECHACA,otras vacunaciones,covid-19 3ra dosis,2023-07-01,5,3,11,13,16,16,32
COLQUENCHA,otras vacunaciones,covid-19 3ra dosis,2023-07-01,6,2,13,14,19,16,35
COLQUIRI,otras vacunaciones,covid-19 3ra dosis,2023-07-01,3,1,50,44,53,45,98
COMANCHE,otras vacunaciones,covid-19 3ra dosis,2023-07-01,0,0,0,9,0,9,9
COMBAYA,otras vacunaciones,covid-19 3ra dosis,2023-07-01,0,0,0,3,0,3,3
CONCEPCION,otras vacunaciones,covid-19 3ra dosis,2023-07-01,6,4,0,0,6,4,10
COPACABANA,otras vacunaciones,covid-19 3ra dosis,2023-07-01,2,2,23,44,25,46,71
CORIPATA,otras vacunaciones,covid-19 3ra dosis,2023-07-01,5,3,17,23,22,26,48
CORO CORO,otras vacunaciones,covid-19 3ra dosis,2023-07-01,3,2,11,7,14,9,23
COROICO,otras vacunaciones,covid-19 3ra dosis,2023-07-01,3,5,8,2,11,7,18
CORQUE,otras vacunaciones,covid-19 3ra dosis,2023-07-01,27,28,7,11,34,39,73
COTAGAITA,otras vacunaciones,covid-19 3ra dosis,2023-07-01,5,2,16,23,21,25,46
COTOCA,otras vacunaciones,covid-19 3ra dosis,2023-07-01,21,23,7,12,28,35,63
CRUZ DE MACHACAMARCA,otras vacunaciones,covid-19 3ra dosis,2023-07-01,0,0,2,2,2,2,4
CUATRO CAÑADAS,otras vacunaciones,covid-19 3ra dosis,2023-07-01,0,1,0,0,0,1,1
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,covid-19 3ra dosis,2023-07-01,0,0,0,1,0,1,1
CUEVO,otras vacunaciones,covid-19 3ra dosis,2023-07-01,0,0,3,3,3,3,6
CULPINA,otras vacunaciones,covid-19 3ra dosis,2023-07-01,3,2,9,13,12,15,27
CURAHUARA DE CARANGAS,otras vacunaciones,covid-19 3ra dosis,2023-07-01,23,21,73,0,96,21,117
CURVA,otras vacunaciones,covid-19 3ra dosis,2023-07-01,3,0,4,15,7,15,22
DESAGUADERO,otras vacunaciones,covid-19 3ra dosis,2023-07-01,0,1,0,2,0,3,3
EL ALTO,otras vacunaciones,covid-19 3ra dosis,2023-07-01,135,212,196,179,331,391,722
EL CHORO,otras vacunaciones,covid-19 3ra dosis,2023-07-01,1,5,5,12,6,17,23
EL PUENTE(STC),otras vacunaciones,covid-19 3ra dosis,2023-07-01,14,17,29,37,43,54,97
EL PUENTE(TJA),otras vacunaciones,covid-19 3ra dosis,2023-07-01,0,0,1,0,1,0,1
EL TORNO,otras vacunaciones,covid-19 3ra dosis,2023-07-01,24,21,0,0,24,21,45
ENTRE RIOS TRJ,otras vacunaciones,covid-19 3ra dosis,2023-07-01,4,2,16,41,20,43,63
ENTRE RIOS CBBA,otras vacunaciones,covid-19 3ra dosis,2023-07-01,56,60,38,35,94,95,189
ESCARA,otras vacunaciones,covid-19 3ra dosis,2023-07-01,0,0,15,7,15,7,22
ESCOMA,otras vacunaciones,covid-19 3ra dosis,2023-07-01,2,6,2,0,4,6,10
ESMERALDA,otras vacunaciones,covid-19 3ra dosis,2023-07-01,0,1,0,0,0,1,1
EUCALIPTUS,otras vacunaciones,covid-19 3ra dosis,2023-07-01,0,0,2,3,2,3,5
FERNANDEZ ALONSO,otras vacunaciones,covid-19 3ra dosis,2023-07-01,1,1,1,0,2,1,3
FILADELFIA,otras vacunaciones,covid-19 3ra dosis,2023-07-01,0,0,1,1,1,1,2
GENERAL SAAVEDRA,otras vacunaciones,covid-19 3ra dosis,2023-07-01,7,10,5,9,12,19,31
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,covid-19 3ra dosis,2023-07-01,3,3,3,7,6,10,16
