,group,variable,month,17.21 SR DENTRO,17.21 SR DENTRO,17.21 SR FUERA,17.21 SR FUERA,TOTALES,TOTALES,TOTALES
SANTIAGO DE CALLAPA,otras vacunaciones,sr,2023-09-01,1,0,0,0,1,0,1
SANTIAGO DE HUARI,otras vacunaciones,sr,2023-09-01,4,3,5,12,9,15,24
SANTIAGO DE HUATA,otras vacunaciones,sr,2023-09-01,3,9,0,0,3,9,12
SANTIAGO DE MACHACA,otras vacunaciones,sr,2023-09-01,3,8,16,6,19,14,33
SANTIVAÑES,otras vacunaciones,sr,2023-09-01,8,12,2,1,10,13,23
SANTUARIO DE QUILLACAS,otras vacunaciones,sr,2023-09-01,0,4,0,0,0,4,4
SENA,otras vacunaciones,sr,2023-09-01,13,19,30,39,43,58,101
SHINAOTA,otras vacunaciones,sr,2023-09-01,9,21,21,39,30,60,90
SICA SICA (VILLA AROMA),otras vacunaciones,sr,2023-09-01,4,9,10,14,14,23,37
SICAYA,otras vacunaciones,sr,2023-09-01,5,9,1,3,6,12,18
SIPE SIPE,otras vacunaciones,sr,2023-09-01,26,78,26,47,52,125,177
SOPACHUY,otras vacunaciones,sr,2023-09-01,3,13,1,0,4,13,17
SORACACHI,otras vacunaciones,sr,2023-09-01,2,5,0,0,2,5,7
SORATA,otras vacunaciones,sr,2023-09-01,7,1,8,16,15,17,32
SUCRE,otras vacunaciones,sr,2023-09-01,76,149,189,197,265,346,611
TACACHI,otras vacunaciones,sr,2023-09-01,0,0,10,8,10,8,18
TACOPAYA,otras vacunaciones,sr,2023-09-01,4,8,0,0,4,8,12
TAPACARI,otras vacunaciones,sr,2023-09-01,2,1,1,0,3,1,4
TARABUCO,otras vacunaciones,sr,2023-09-01,2,1,0,0,2,1,3
TARATA,otras vacunaciones,sr,2023-09-01,14,24,3,9,17,33,50
TARIJA,otras vacunaciones,sr,2023-09-01,63,153,58,134,121,287,408
TARVITA,otras vacunaciones,sr,2023-09-01,6,3,0,0,6,3,9
TINGUIPAYA,otras vacunaciones,sr,2023-09-01,1,2,0,0,1,2,3
TIQUIPAYA,otras vacunaciones,sr,2023-09-01,13,17,64,122,77,139,216
TIRAQUE (CBBA),otras vacunaciones,sr,2023-09-01,6,3,8,15,14,18,32
TOCO,otras vacunaciones,sr,2023-09-01,23,31,3,11,26,42,68
TOLEDO,otras vacunaciones,sr,2023-09-01,8,7,0,1,8,8,16
TOMAVE,otras vacunaciones,sr,2023-09-01,0,0,2,2,2,2,4
TOMINA,otras vacunaciones,sr,2023-09-01,1,6,0,16,1,22,23
TORO TORO,otras vacunaciones,sr,2023-09-01,0,2,0,0,0,2,2
TOTORA(CBBA),otras vacunaciones,sr,2023-09-01,1,1,1,6,2,7,9
TOTORA(ORR),otras vacunaciones,sr,2023-09-01,1,0,0,0,1,0,1
TRIGAL,otras vacunaciones,sr,2023-09-01,0,1,1,2,1,3,4
TRINIDAD,otras vacunaciones,sr,2023-09-01,60,129,92,86,152,215,367
TUPIZA,otras vacunaciones,sr,2023-09-01,20,29,3,2,23,31,54
TURCO,otras vacunaciones,sr,2023-09-01,2,0,2,3,4,3,7
UMALA,otras vacunaciones,sr,2023-09-01,4,4,1,2,5,6,11
UNCIA,otras vacunaciones,sr,2023-09-01,5,6,9,10,14,16,30
URIONDO (A. CONCEPCION),otras vacunaciones,sr,2023-09-01,1,1,0,0,1,1,2
UYUNI,otras vacunaciones,sr,2023-09-01,3,9,134,42,137,51,188
VACAS,otras vacunaciones,sr,2023-09-01,7,18,0,3,7,21,28
VALLEGRANDE,otras vacunaciones,sr,2023-09-01,2,8,4,4,6,12,18
VIACHA,otras vacunaciones,sr,2023-09-01,1,8,1,0,2,8,10
VILA VILA,otras vacunaciones,sr,2023-09-01,0,0,0,1,0,1,1
VILLA MONTES,otras vacunaciones,sr,2023-09-01,88,43,225,45,313,88,401
VILLA NUEVA (LOMA ALTA),otras vacunaciones,sr,2023-09-01,0,0,18,25,18,25,43
VILLA RIVERO,otras vacunaciones,sr,2023-09-01,6,21,0,2,6,23,29
VILLA SERRANO,otras vacunaciones,sr,2023-09-01,0,1,2,0,2,1,3
VILLA TUNARI,otras vacunaciones,sr,2023-09-01,48,118,380,264,428,382,810
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,sr,2023-09-01,0,0,0,1,0,1,1
VILLAZON,otras vacunaciones,sr,2023-09-01,12,33,11,23,23,56,79
VINTO,otras vacunaciones,sr,2023-09-01,37,150,25,43,62,193,255
VITICHI,otras vacunaciones,sr,2023-09-01,0,2,1,1,1,3,4
WALDO BALLIVIAN,otras vacunaciones,sr,2023-09-01,1,9,0,0,1,9,10
WARNES,otras vacunaciones,sr,2023-09-01,31,18,2,1,33,19,52
YACO,otras vacunaciones,sr,2023-09-01,1,0,2,5,3,5,8
YACUIBA,otras vacunaciones,sr,2023-09-01,43,59,37,67,80,126,206
YANACACHI,otras vacunaciones,sr,2023-09-01,0,1,5,1,5,2,7
YAPACANI,otras vacunaciones,sr,2023-09-01,12,29,3,0,15,29,44
YOCALLA,otras vacunaciones,sr,2023-09-01,3,3,6,4,9,7,16
YOTALA,otras vacunaciones,sr,2023-09-01,0,1,0,0,0,1,1
YUNCHARA,otras vacunaciones,sr,2023-09-01,1,8,0,1,1,9,10
ZUDAÑEZ,otras vacunaciones,sr,2023-09-01,7,11,0,0,7,11,18
ACACIO,otras vacunaciones,sr,2023-10-01,16,29,28,24,44,53,97
ACHACACHI,otras vacunaciones,sr,2023-10-01,76,117,479,407,555,524,1079
ACHOCALLA,otras vacunaciones,sr,2023-10-01,20,51,152,177,172,228,400
AIQUILE,otras vacunaciones,sr,2023-10-01,46,73,62,60,108,133,241
ALALAY,otras vacunaciones,sr,2023-10-01,7,11,2,11,9,22,31
ALCALA,otras vacunaciones,sr,2023-10-01,0,0,9,14,9,14,23
ALTO BENI,otras vacunaciones,sr,2023-10-01,21,41,66,54,87,95,182
ANCORAIMES,otras vacunaciones,sr,2023-10-01,17,29,60,58,77,87,164
ANDAMARCA,otras vacunaciones,sr,2023-10-01,20,31,0,2,20,33,53
ANTEQUERA,otras vacunaciones,sr,2023-10-01,18,28,2,5,20,33,53
ANZALDO,otras vacunaciones,sr,2023-10-01,2,0,27,29,29,29,58
APOLO,otras vacunaciones,sr,2023-10-01,7,11,5,2,12,13,25
ARAMPAMPA,otras vacunaciones,sr,2023-10-01,5,4,18,10,23,14,37
ARANI,otras vacunaciones,sr,2023-10-01,12,10,78,115,90,125,215
ARBIETO,otras vacunaciones,sr,2023-10-01,16,26,135,130,151,156,307
ARQUE,otras vacunaciones,sr,2023-10-01,8,10,16,19,24,29,53
ASCENCION DE GUARAYOS,otras vacunaciones,sr,2023-10-01,3,1,306,348,309,349,658
ATOCHA,otras vacunaciones,sr,2023-10-01,14,23,84,143,98,166,264
AUCAPATA,otras vacunaciones,sr,2023-10-01,6,3,62,44,68,47,115
AYATA,otras vacunaciones,sr,2023-10-01,23,19,64,60,87,79,166
AYO AYO,otras vacunaciones,sr,2023-10-01,13,24,61,91,74,115,189
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,sr,2023-10-01,36,39,98,120,134,159,293
AZURDUY,otras vacunaciones,sr,2023-10-01,36,26,90,76,126,102,228
BATALLAS,otras vacunaciones,sr,2023-10-01,14,19,38,33,52,52,104
BAURES,otras vacunaciones,sr,2023-10-01,23,14,57,50,80,64,144
BELEN DE ANDAMARCA,otras vacunaciones,sr,2023-10-01,2,7,10,12,12,19,31
BELEN DE URMIRI,otras vacunaciones,sr,2023-10-01,3,3,5,0,8,3,11
BELLA FLOR,otras vacunaciones,sr,2023-10-01,2,11,28,32,30,43,73
BERMEJO,otras vacunaciones,sr,2023-10-01,50,94,309,341,359,435,794
BOLIVAR,otras vacunaciones,sr,2023-10-01,5,15,22,22,27,37,64
BOLPEBRA,otras vacunaciones,sr,2023-10-01,4,14,0,0,4,14,18
BOYUIBE,otras vacunaciones,sr,2023-10-01,0,0,2,4,2,4,6
BUENA VISTA,otras vacunaciones,sr,2023-10-01,3,14,36,43,39,57,96
CABEZAS,otras vacunaciones,sr,2023-10-01,1,4,8,2,9,6,15
CAIROMA,otras vacunaciones,sr,2023-10-01,13,19,0,2,13,21,34
"CAIZA ""D""",otras vacunaciones,sr,2023-10-01,14,26,59,55,73,81,154
CAJUATA,otras vacunaciones,sr,2023-10-01,22,20,143,107,165,127,292
CALACOTO,otras vacunaciones,sr,2023-10-01,15,21,9,2,24,23,47
CALAMARCA,otras vacunaciones,sr,2023-10-01,5,18,9,13,14,31,45
CAMARGO,otras vacunaciones,sr,2023-10-01,17,29,49,30,66,59,125
CAMIRI,otras vacunaciones,sr,2023-10-01,19,53,296,19,315,72,387
CAPINOTA,otras vacunaciones,sr,2023-10-01,6,14,202,247,208,261,469
CAQUIAVIRI,otras vacunaciones,sr,2023-10-01,23,43,14,18,37,61,98
CARACOLLO,otras vacunaciones,sr,2023-10-01,425,465,613,687,1038,1152,2190
CARANAVI,otras vacunaciones,sr,2023-10-01,122,210,468,180,590,390,980
CARAPARI,otras vacunaciones,sr,2023-10-01,29,53,24,37,53,90,143
CARIPUYO,otras vacunaciones,sr,2023-10-01,49,59,56,75,105,134,239
CARMEN RIVERO TORREZ,otras vacunaciones,sr,2023-10-01,2,2,41,33,43,35,78
CATACORA,otras vacunaciones,sr,2023-10-01,2,6,11,8,13,14,27
CHACARILLA,otras vacunaciones,sr,2023-10-01,6,3,55,34,61,37,98
CHALLAPATA,otras vacunaciones,sr,2023-10-01,62,140,197,200,259,340,599
CHAQUI,otras vacunaciones,sr,2023-10-01,5,13,28,47,33,60,93
CHARAGUA,otras vacunaciones,sr,2023-10-01,7,8,9,7,16,15,31
CHIMORE,otras vacunaciones,sr,2023-10-01,39,77,183,85,222,162,384
CHIPAYA,otras vacunaciones,sr,2023-10-01,17,9,3,4,20,13,33
CHOQUE COTA,otras vacunaciones,sr,2023-10-01,5,4,5,13,10,17,27
CHUA COCANI,otras vacunaciones,sr,2023-10-01,2,5,174,0,176,5,181
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,sr,2023-10-01,38,66,185,243,223,309,532
CHUMA,otras vacunaciones,sr,2023-10-01,31,51,67,38,98,89,187
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,sr,2023-10-01,7,15,27,44,34,59,93
CKOCHAS,otras vacunaciones,sr,2023-10-01,34,36,34,40,68,76,144
CLIZA,otras vacunaciones,sr,2023-10-01,8,40,14,35,22,75,97
COBIJA,otras vacunaciones,sr,2023-10-01,67,151,1107,1190,1174,1341,2515
COCAPATA,otras vacunaciones,sr,2023-10-01,53,85,90,141,143,226,369
COCHABAMBA,otras vacunaciones,sr,2023-10-01,427,924,6200,7457,6627,8381,15008
COIPASA,otras vacunaciones,sr,2023-10-01,5,6,0,0,5,6,11
COLCAPIRHUA,otras vacunaciones,sr,2023-10-01,20,32,150,226,170,258,428
"COLCHA ""K""",otras vacunaciones,sr,2023-10-01,23,35,222,10,245,45,290
COLLANA,otras vacunaciones,sr,2023-10-01,10,23,1,4,11,27,38
COLOMI,otras vacunaciones,sr,2023-10-01,14,20,133,73,147,93,240
COLPA BELGICA,otras vacunaciones,sr,2023-10-01,1,6,5,3,6,9,15
COLQUECHACA,otras vacunaciones,sr,2023-10-01,13,16,54,77,67,93,160
COLQUENCHA,otras vacunaciones,sr,2023-10-01,11,50,34,27,45,77,122
COLQUIRI,otras vacunaciones,sr,2023-10-01,26,28,140,12,166,40,206
COMANCHE,otras vacunaciones,sr,2023-10-01,3,11,19,36,22,47,69
COMARAPA,otras vacunaciones,sr,2023-10-01,27,76,1,2,28,78,106
COMBAYA,otras vacunaciones,sr,2023-10-01,16,21,44,31,60,52,112
CONCEPCION,otras vacunaciones,sr,2023-10-01,11,99,3,1,14,100,114
COPACABANA,otras vacunaciones,sr,2023-10-01,7,1,35,30,42,31,73
CORIPATA,otras vacunaciones,sr,2023-10-01,22,41,207,244,229,285,514
CORO CORO,otras vacunaciones,sr,2023-10-01,23,46,180,3,203,49,252
COROICO,otras vacunaciones,sr,2023-10-01,60,103,121,148,181,251,432
CORQUE,otras vacunaciones,sr,2023-10-01,67,88,98,114,165,202,367
COTAGAITA,otras vacunaciones,sr,2023-10-01,53,53,87,104,140,157,297
COTOCA,otras vacunaciones,sr,2023-10-01,32,74,17,26,49,100,149
CRUZ DE MACHACAMARCA,otras vacunaciones,sr,2023-10-01,0,0,4,3,4,3,7
CUATRO CAÑADAS,otras vacunaciones,sr,2023-10-01,7,16,23,20,30,36,66
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,sr,2023-10-01,0,5,0,2,0,7,7
CUEVO,otras vacunaciones,sr,2023-10-01,42,0,0,1,42,1,43
CULPINA,otras vacunaciones,sr,2023-10-01,69,111,105,144,174,255,429
CURAHUARA DE CARANGAS,otras vacunaciones,sr,2023-10-01,2,5,34,39,36,44,80
CURVA,otras vacunaciones,sr,2023-10-01,11,13,30,35,41,48,89
DESAGUADERO,otras vacunaciones,sr,2023-10-01,6,9,72,19,78,28,106
EL ALTO,otras vacunaciones,sr,2023-10-01,1590,2838,8166,12274,9756,15112,24868
EL CHORO,otras vacunaciones,sr,2023-10-01,5,5,16,12,21,17,38
EL PUENTE(STC),otras vacunaciones,sr,2023-10-01,8,28,0,0,8,28,36
EL PUENTE(TJA),otras vacunaciones,sr,2023-10-01,16,23,11,13,27,36,63
EL TORNO,otras vacunaciones,sr,2023-10-01,55,122,30,35,85,157,242
EL VILLAR,otras vacunaciones,sr,2023-10-01,7,3,0,0,7,3,10
ENTRE RIOS TRJ,otras vacunaciones,sr,2023-10-01,77,100,170,122,247,222,469
ENTRE RIOS CBBA,otras vacunaciones,sr,2023-10-01,66,171,398,367,464,538,1002
ESCOMA,otras vacunaciones,sr,2023-10-01,25,25,79,71,104,96,200
ESMERALDA,otras vacunaciones,sr,2023-10-01,2,7,0,0,2,7,9
EUCALIPTUS,otras vacunaciones,sr,2023-10-01,14,35,5,10,19,45,64
EUREKA (SANTOS MERCADO),otras vacunaciones,sr,2023-10-01,1,0,19,32,20,32,52
EXALTACION,otras vacunaciones,sr,2023-10-01,0,0,20,26,20,26,46
FILADELFIA,otras vacunaciones,sr,2023-10-01,11,18,75,78,86,96,182
GAIOC JATUN AYLLU YURA,otras vacunaciones,sr,2023-10-01,5,16,34,0,39,16,55
GENERAL SAAVEDRA,otras vacunaciones,sr,2023-10-01,2,1,2,4,4,5,9
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,sr,2023-10-01,34,31,25,26,59,57,116
GUANAY,otras vacunaciones,sr,2023-10-01,19,49,112,142,131,191,322
GUAQUI,otras vacunaciones,sr,2023-10-01,27,28,176,20,203,48,251
GUAYARAMERIN,otras vacunaciones,sr,2023-10-01,56,75,271,307,327,382,709
GUTIERREZ,otras vacunaciones,sr,2023-10-01,0,0,1,2,1,2,3
HUACARAJE,otras vacunaciones,sr,2023-10-01,13,8,279,226,292,234,526
HUACARETA,otras vacunaciones,sr,2023-10-01,3,9,31,36,34,45,79
HUACHACALLA,otras vacunaciones,sr,2023-10-01,2,14,4,11,6,25,31
HUANUNI,otras vacunaciones,sr,2023-10-01,81,151,126,154,207,305,512
HUARINA,otras vacunaciones,sr,2023-10-01,21,31,53,54,74,85,159
HUATAJATA,otras vacunaciones,sr,2023-10-01,4,7,72,77,76,84,160
HUAYLLAMARCA,otras vacunaciones,sr,2023-10-01,25,33,23,29,48,62,110
HUMANATA,otras vacunaciones,sr,2023-10-01,11,7,58,62,69,69,138
ICHOCA,otras vacunaciones,sr,2023-10-01,5,5,82,64,87,69,156
ICLA,otras vacunaciones,sr,2023-10-01,12,19,58,58,70,77,147
INCAHUASI,otras vacunaciones,sr,2023-10-01,23,37,120,148,143,185,328
INGAVI (HUMAITA),otras vacunaciones,sr,2023-10-01,2,5,0,0,2,5,7
INQUISIVI,otras vacunaciones,sr,2023-10-01,31,34,109,73,140,107,247
IRUPANA (VILLA DE LANZA),otras vacunaciones,sr,2023-10-01,22,34,174,198,196,232,428
IXIAMAS,otras vacunaciones,sr,2023-10-01,21,64,97,102,118,166,284
JESUS DE MACHACA,otras vacunaciones,sr,2023-10-01,18,28,54,28,72,56,128
LA ASUNTA,otras vacunaciones,sr,2023-10-01,87,143,274,289,361,432,793
LA GUARDIA,otras vacunaciones,sr,2023-10-01,19,39,7,30,26,69,95
LA PAZ,otras vacunaciones,sr,2023-10-01,1591,3662,6433,7291,8024,10953,18977
LA RIVERA,otras vacunaciones,sr,2023-10-01,1,2,3,2,4,4,8
LAGUNILLAS,otras vacunaciones,sr,2023-10-01,3,4,1,6,4,10,14
LAJA,otras vacunaciones,sr,2023-10-01,32,38,106,100,138,138,276
LAS CARRERAS,otras vacunaciones,sr,2023-10-01,3,2,0,1,3,3,6
LICOMA PAMPA,otras vacunaciones,sr,2023-10-01,9,20,105,129,114,149,263
LLALLAGUA,otras vacunaciones,sr,2023-10-01,164,270,320,509,484,779,1263
LLICA,otras vacunaciones,sr,2023-10-01,3,9,19,17,22,26,48
LORETO,otras vacunaciones,sr,2023-10-01,0,0,2,2,2,2,4
LURIBAY,otras vacunaciones,sr,2023-10-01,35,37,8,13,43,50,93
MACHACAMARCA,otras vacunaciones,sr,2023-10-01,0,6,28,24,28,30,58
MACHARETI,otras vacunaciones,sr,2023-10-01,12,15,82,77,94,92,186
MAGDALENA,otras vacunaciones,sr,2023-10-01,38,20,149,144,187,164,351
MAIRANA,otras vacunaciones,sr,2023-10-01,10,4,0,0,10,4,14
MALLA,otras vacunaciones,sr,2023-10-01,5,3,27,20,32,23,55
MAPIRI,otras vacunaciones,sr,2023-10-01,5,9,30,9,35,18,53
MINEROS,otras vacunaciones,sr,2023-10-01,3,3,0,0,3,3,6
MIZQUE,otras vacunaciones,sr,2023-10-01,25,29,78,112,103,141,244
MOCOMOCO,otras vacunaciones,sr,2023-10-01,21,40,239,307,260,347,607
MOJINETE,otras vacunaciones,sr,2023-10-01,9,6,1,0,10,6,16
MOJOCOYA,otras vacunaciones,sr,2023-10-01,5,15,4,4,9,19,28
MONTEAGUDO,otras vacunaciones,sr,2023-10-01,27,73,185,146,212,219,431
MONTERO,otras vacunaciones,sr,2023-10-01,6,29,9,14,15,43,58
MOROCHATA,otras vacunaciones,sr,2023-10-01,13,10,11,23,24,33,57
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,sr,2023-10-01,5,7,6,12,11,19,30
NAZACARA DE PACAJES,otras vacunaciones,sr,2023-10-01,3,11,10,21,13,32,45
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,sr,2023-10-01,5,4,12,10,17,14,31
OCURI,otras vacunaciones,sr,2023-10-01,16,17,35,43,51,60,111
OKINAWA,otras vacunaciones,sr,2023-10-01,5,10,0,0,5,10,15
OMEREQUE,otras vacunaciones,sr,2023-10-01,7,11,48,88,55,99,154
ORURO,otras vacunaciones,sr,2023-10-01,343,692,2631,3127,2974,3819,6793
PADCAYA,otras vacunaciones,sr,2023-10-01,55,103,23,26,78,129,207
PADILLA,otras vacunaciones,sr,2023-10-01,13,28,3,0,16,28,44
PAILON,otras vacunaciones,sr,2023-10-01,21,35,62,79,83,114,197
PALOS BLANCOS,otras vacunaciones,sr,2023-10-01,46,94,188,203,234,297,531
PAMPA AULLAGAS,otras vacunaciones,sr,2023-10-01,5,4,11,15,16,19,35
PAMPA GRANDE,otras vacunaciones,sr,2023-10-01,3,8,7,2,10,10,20
PAPEL PAMPA,otras vacunaciones,sr,2023-10-01,31,43,76,85,107,128,235
PASORAPA,otras vacunaciones,sr,2023-10-01,6,15,19,24,25,39,64
PATACAMAYA,otras vacunaciones,sr,2023-10-01,1,0,366,498,367,498,865
PAZÑA,otras vacunaciones,sr,2023-10-01,9,15,66,75,75,90,165
PELECHUCO,otras vacunaciones,sr,2023-10-01,3,6,12,9,15,15,30
POCOATA,otras vacunaciones,sr,2023-10-01,31,64,170,130,201,194,395
POCONA,otras vacunaciones,sr,2023-10-01,7,14,46,41,53,55,108
POJO (CBBA),otras vacunaciones,sr,2023-10-01,20,20,60,71,80,91,171
POOPO,otras vacunaciones,sr,2023-10-01,2,5,24,22,26,27,53
PORCO,otras vacunaciones,sr,2023-10-01,4,1,51,76,55,77,132
POROMA,otras vacunaciones,sr,2023-10-01,26,25,75,82,101,107,208
PORONGO,otras vacunaciones,sr,2023-10-01,12,12,3,4,15,16,31
PORTACHUELO,otras vacunaciones,sr,2023-10-01,2,6,2,2,4,8,12
PORVENIR,otras vacunaciones,sr,2023-10-01,13,31,10,16,23,47,70
POTOSI,otras vacunaciones,sr,2023-10-01,780,1066,2135,2877,2915,3943,6858
PRESTO,otras vacunaciones,sr,2023-10-01,0,0,21,13,21,13,34
PUCARANI,otras vacunaciones,sr,2023-10-01,31,61,167,175,198,236,434
PUERTO ACOSTA,otras vacunaciones,sr,2023-10-01,28,38,97,74,125,112,237
PUERTO CARABUCO,otras vacunaciones,sr,2023-10-01,13,32,363,204,376,236,612
PUERTO GONZALO MORENO,otras vacunaciones,sr,2023-10-01,10,8,1,8,11,16,27
PUERTO PEREZ,otras vacunaciones,sr,2023-10-01,2,12,25,33,27,45,72
PUERTO RICO,otras vacunaciones,sr,2023-10-01,12,9,124,159,136,168,304
PUERTO SILES,otras vacunaciones,sr,2023-10-01,0,0,25,9,25,9,34
PUERTO VILLARROEL,otras vacunaciones,sr,2023-10-01,29,59,284,394,313,453,766
PUNA,otras vacunaciones,sr,2023-10-01,14,11,0,3,14,14,28
PUNATA,otras vacunaciones,sr,2023-10-01,8,21,245,402,253,423,676
QUIABAYA,otras vacunaciones,sr,2023-10-01,6,12,0,5,6,17,23
QUILLACOLLO,otras vacunaciones,sr,2023-10-01,131,307,888,1077,1019,1384,2403
QUIME,otras vacunaciones,sr,2023-10-01,3,3,162,179,165,182,347
QUIRUSILLAS,otras vacunaciones,sr,2023-10-01,1,0,0,0,1,0,1
RAQAYPAMPA(ETA),otras vacunaciones,sr,2023-10-01,4,3,47,33,51,36,87
RAVELO,otras vacunaciones,sr,2023-10-01,27,51,55,94,82,145,227
REYES,otras vacunaciones,sr,2023-10-01,3,18,67,28,70,46,116
RIBERALTA,otras vacunaciones,sr,2023-10-01,152,446,273,152,425,598,1023
ROBORE,otras vacunaciones,sr,2023-10-01,9,11,566,17,575,28,603
RURRENABAQUE,otras vacunaciones,sr,2023-10-01,15,32,242,91,257,123,380
SABAYA,otras vacunaciones,sr,2023-10-01,40,51,33,68,73,119,192
SACABA,otras vacunaciones,sr,2023-10-01,119,307,1613,1825,1732,2132,3864
SACABAMBA,otras vacunaciones,sr,2023-10-01,3,1,122,104,125,105,230
SACACA,otras vacunaciones,sr,2023-10-01,60,68,83,170,143,238,381
SAIPINA,otras vacunaciones,sr,2023-10-01,13,27,3,3,16,30,46
SALINAS DE GARCI MENDOZA,otras vacunaciones,sr,2023-10-01,20,35,25,36,45,71,116
SAMAIPATA,otras vacunaciones,sr,2023-10-01,0,0,2,0,2,0,2
SAN ANDRES,otras vacunaciones,sr,2023-10-01,10,19,17,16,27,35,62
SAN ANDRES DE MACHACA,otras vacunaciones,sr,2023-10-01,11,4,40,16,51,20,71
SAN ANTONIO DE ESMORUCO,otras vacunaciones,sr,2023-10-01,2,0,0,0,2,0,2
SAN ANTONIO DE LOMERIO,otras vacunaciones,sr,2023-10-01,7,9,0,0,7,9,16
SAN BENITO,otras vacunaciones,sr,2023-10-01,18,48,59,11,77,59,136
SAN BORJA,otras vacunaciones,sr,2023-10-01,26,51,224,243,250,294,544
SAN BUENA VENTURA,otras vacunaciones,sr,2023-10-01,2,7,36,56,38,63,101
SAN CARLOS,otras vacunaciones,sr,2023-10-01,31,72,6,4,37,76,113
SAN IGNACIO,otras vacunaciones,sr,2023-10-01,10,4,334,282,344,286,630
SAN IGNACIO DE VELASCO,otras vacunaciones,sr,2023-10-01,22,31,12,41,34,72,106
SAN JAVIER(BNI),otras vacunaciones,sr,2023-10-01,1,2,9,6,10,8,18
SAN JAVIER(STC),otras vacunaciones,sr,2023-10-01,19,15,2,4,21,19,40
SAN JOAQUIN,otras vacunaciones,sr,2023-10-01,11,12,245,285,256,297,553
SAN JOSE DE CHIQUITOS,otras vacunaciones,sr,2023-10-01,13,36,8,7,21,43,64
SAN JUAN DE YAPACANI,otras vacunaciones,sr,2023-10-01,4,36,13,45,17,81,98
SAN JULIAN,otras vacunaciones,sr,2023-10-01,33,103,19,34,52,137,189
SAN LORENZO(PND),otras vacunaciones,sr,2023-10-01,4,8,4,7,8,15,23
SAN LORENZO(TJA),otras vacunaciones,sr,2023-10-01,48,99,92,134,140,233,373
SAN LUCAS,otras vacunaciones,sr,2023-10-01,123,125,860,815,983,940,1923
SAN MATIAS,otras vacunaciones,sr,2023-10-01,7,8,5,14,12,22,34
SAN MIGUEL DE VELASCO,otras vacunaciones,sr,2023-10-01,9,12,3,3,12,15,27
SAN PABLO DE LIPEZ,otras vacunaciones,sr,2023-10-01,3,2,13,8,16,10,26
SAN PEDRO,otras vacunaciones,sr,2023-10-01,0,1,0,0,0,1,1
SAN PEDRO DE BUENA VISTA,otras vacunaciones,sr,2023-10-01,7,17,12,36,19,53,72
SAN PEDRO DE CURAHUARA,otras vacunaciones,sr,2023-10-01,25,81,109,96,134,177,311
SAN PEDRO DE MACHA,otras vacunaciones,sr,2023-10-01,7,23,49,58,56,81,137
SAN PEDRO DE QUEMES,otras vacunaciones,sr,2023-10-01,3,3,10,10,13,13,26
SAN PEDRO DE TIQUINA,otras vacunaciones,sr,2023-10-01,14,38,120,72,134,110,244
SAN PEDRO(PND),otras vacunaciones,sr,2023-10-01,0,0,16,18,16,18,34
SAN RAFAEL,otras vacunaciones,sr,2023-10-01,1,17,0,0,1,17,18
SAN RAMON BENI,otras vacunaciones,sr,2023-10-01,1,0,37,43,38,43,81
SAN RAMON SCZ,otras vacunaciones,sr,2023-10-01,7,25,1,7,8,32,40
SANTA ANA,otras vacunaciones,sr,2023-10-01,11,32,1,3,12,35,47
SANTA CRUZ DE LA SIERRA,otras vacunaciones,sr,2023-10-01,488,1160,688,842,1176,2002,3178
SANTA ROSA DEL SARA,otras vacunaciones,sr,2023-10-01,3,10,11,12,14,22,36
SANTIAGO DE CALLAPA,otras vacunaciones,sr,2023-10-01,15,11,75,71,90,82,172
SANTIAGO DE HUARI,otras vacunaciones,sr,2023-10-01,8,11,21,33,29,44,73
SANTIAGO DE HUATA,otras vacunaciones,sr,2023-10-01,8,9,138,193,146,202,348
SANTIAGO DE MACHACA,otras vacunaciones,sr,2023-10-01,6,9,12,5,18,14,32
SANTIVAÑES,otras vacunaciones,sr,2023-10-01,21,28,112,29,133,57,190
SANTUARIO DE QUILLACAS,otras vacunaciones,sr,2023-10-01,2,15,44,45,46,60,106
SAPAHAQUI,otras vacunaciones,sr,2023-10-01,5,22,125,127,130,149,279
SENA,otras vacunaciones,sr,2023-10-01,53,37,261,337,314,374,688
SHINAOTA,otras vacunaciones,sr,2023-10-01,52,54,117,64,169,118,287
SICA SICA (VILLA AROMA),otras vacunaciones,sr,2023-10-01,62,121,160,120,222,241,463
SICAYA,otras vacunaciones,sr,2023-10-01,6,4,16,26,22,30,52
SIPE SIPE,otras vacunaciones,sr,2023-10-01,20,49,207,238,227,287,514
SOPACHUY,otras vacunaciones,sr,2023-10-01,5,10,0,0,5,10,15
SORACACHI,otras vacunaciones,sr,2023-10-01,4,25,15,9,19,34,53
SORATA,otras vacunaciones,sr,2023-10-01,29,42,166,168,195,210,405
SUCRE,otras vacunaciones,sr,2023-10-01,318,594,3896,4747,4214,5341,9555
TACACHI,otras vacunaciones,sr,2023-10-01,0,0,1,1,1,1,2
