municipality,group,variable,month,N° de Sintomáticos Respiratorios,TOTAL
SAN JULIAN,tuberculosis,n de sintomaticos respiratorios,2008-08-01,93,93
SAN LORENZO(PND),tuberculosis,n de sintomaticos respiratorios,2008-08-01,2,2
SAN LORENZO(TJA),tuberculosis,n de sintomaticos respiratorios,2008-08-01,8,8
SAN LUCAS,tuberculosis,n de sintomaticos respiratorios,2008-08-01,27,27
SAN MATIAS,tuberculosis,n de sintomaticos respiratorios,2008-08-01,8,8
SAN MIGUEL DE VELASCO,tuberculosis,n de sintomaticos respiratorios,2008-08-01,10,10
SAN PEDRO,tuberculosis,n de sintomaticos respiratorios,2008-08-01,16,16
SAN PEDRO DE BUENA VISTA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,24,24
SAN PEDRO DE TIQUINA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,4,4
SAN RAFAEL,tuberculosis,n de sintomaticos respiratorios,2008-08-01,4,4
SAN RAMON,tuberculosis,n de sintomaticos respiratorios,2008-08-01,9,9
SANTA ANA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,3,3
SANTA CRUZ DE LA SIERRA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,786,786
SANTA ROSA DEL SARA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,21,21
SANTIAGO DE CALLAPA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,1,1
SANTIAGO DE HUARI,tuberculosis,n de sintomaticos respiratorios,2008-08-01,14,14
SANTIAGO DE MACHACA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,1,1
SANTIVAÑES,tuberculosis,n de sintomaticos respiratorios,2008-08-01,5,5
SANTUARIO DE QUILLACAS,tuberculosis,n de sintomaticos respiratorios,2008-08-01,3,3
SAPAHAQUI,tuberculosis,n de sintomaticos respiratorios,2008-08-01,4,4
SENA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,1,1
SICA SICA (VILLA AROMA),tuberculosis,n de sintomaticos respiratorios,2008-08-01,10,10
SIPE SIPE,tuberculosis,n de sintomaticos respiratorios,2008-08-01,21,21
SOPACHUY,tuberculosis,n de sintomaticos respiratorios,2008-08-01,39,39
SORACACHI,tuberculosis,n de sintomaticos respiratorios,2008-08-01,12,12
SORATA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,35,35
SUCRE,tuberculosis,n de sintomaticos respiratorios,2008-08-01,213,213
TACACHI,tuberculosis,n de sintomaticos respiratorios,2008-08-01,1,1
TACACOMA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,5,5
TACOBAMBA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,1,1
TACOPAYA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,7,7
TAPACARI,tuberculosis,n de sintomaticos respiratorios,2008-08-01,33,33
TARABUCO,tuberculosis,n de sintomaticos respiratorios,2008-08-01,32,32
TARACO,tuberculosis,n de sintomaticos respiratorios,2008-08-01,4,4
TARATA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,4,4
TARIJA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,177,177
TARVITA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,30,30
TEOPONTE,tuberculosis,n de sintomaticos respiratorios,2008-08-01,23,23
TIAWANACU,tuberculosis,n de sintomaticos respiratorios,2008-08-01,8,8
TINGUIPAYA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,9,9
TIPUANI,tuberculosis,n de sintomaticos respiratorios,2008-08-01,32,32
TIQUIPAYA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,34,34
TIRAQUE (CBBA),tuberculosis,n de sintomaticos respiratorios,2008-08-01,36,36
TOCO,tuberculosis,n de sintomaticos respiratorios,2008-08-01,7,7
TOLATA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,1,1
TOLEDO,tuberculosis,n de sintomaticos respiratorios,2008-08-01,7,7
TOMAVE,tuberculosis,n de sintomaticos respiratorios,2008-08-01,7,7
TOMINA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,9,9
TORO TORO,tuberculosis,n de sintomaticos respiratorios,2008-08-01,6,6
TOTORA(CBBA),tuberculosis,n de sintomaticos respiratorios,2008-08-01,7,7
TOTORA(ORR),tuberculosis,n de sintomaticos respiratorios,2008-08-01,1,1
TRINIDAD,tuberculosis,n de sintomaticos respiratorios,2008-08-01,68,68
TUPIZA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,26,26
TURCO,tuberculosis,n de sintomaticos respiratorios,2008-08-01,2,2
UNCIA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,15,15
URIONDO (A. CONCEPCION),tuberculosis,n de sintomaticos respiratorios,2008-08-01,9,9
URUBICHA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,6,6
UYUNI,tuberculosis,n de sintomaticos respiratorios,2008-08-01,14,14
VACAS,tuberculosis,n de sintomaticos respiratorios,2008-08-01,16,16
VALLEGRANDE,tuberculosis,n de sintomaticos respiratorios,2008-08-01,9,9
VIACHA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,111,111
VILA VILA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,1,1
VILLA MONTES,tuberculosis,n de sintomaticos respiratorios,2008-08-01,54,54
VILLA NUEVA (LOMA ALTA),tuberculosis,n de sintomaticos respiratorios,2008-08-01,2,2
VILLA RIVERO,tuberculosis,n de sintomaticos respiratorios,2008-08-01,4,4
VILLA SERRANO,tuberculosis,n de sintomaticos respiratorios,2008-08-01,5,5
VILLA TUNARI,tuberculosis,n de sintomaticos respiratorios,2008-08-01,129,129
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis,n de sintomaticos respiratorios,2008-08-01,7,7
VILLAZON,tuberculosis,n de sintomaticos respiratorios,2008-08-01,28,28
VINTO,tuberculosis,n de sintomaticos respiratorios,2008-08-01,10,10
WALDO BALLIVIAN,tuberculosis,n de sintomaticos respiratorios,2008-08-01,4,4
WARNES,tuberculosis,n de sintomaticos respiratorios,2008-08-01,69,69
YACO,tuberculosis,n de sintomaticos respiratorios,2008-08-01,5,5
YACUIBA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,169,169
YAMPARAEZ,tuberculosis,n de sintomaticos respiratorios,2008-08-01,6,6
YANACACHI,tuberculosis,n de sintomaticos respiratorios,2008-08-01,3,3
YAPACANI,tuberculosis,n de sintomaticos respiratorios,2008-08-01,72,72
YOCALLA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,10,10
YOTALA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,7,7
YUNCHARA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,4,4
ZUDAÑEZ,tuberculosis,n de sintomaticos respiratorios,2008-08-01,23,23
ACACIO,tuberculosis,n de sintomaticos respiratorios,2008-09-01,1,1
ACHACACHI,tuberculosis,n de sintomaticos respiratorios,2008-09-01,35,35
ACHOCALLA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,4,4
AIQUILE,tuberculosis,n de sintomaticos respiratorios,2008-09-01,22,22
ALALAY,tuberculosis,n de sintomaticos respiratorios,2008-09-01,4,4
ALCALA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,5,5
ANCORAIMES,tuberculosis,n de sintomaticos respiratorios,2008-09-01,23,23
ANDAMARCA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,7,7
ANTEQUERA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,2,2
ANZALDO,tuberculosis,n de sintomaticos respiratorios,2008-09-01,2,2
APOLO,tuberculosis,n de sintomaticos respiratorios,2008-09-01,6,6
ARAMPAMPA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,1,1
ARANI,tuberculosis,n de sintomaticos respiratorios,2008-09-01,6,6
ARBIETO,tuberculosis,n de sintomaticos respiratorios,2008-09-01,11,11
ARQUE,tuberculosis,n de sintomaticos respiratorios,2008-09-01,7,7
ASCENCION DE GUARAYOS,tuberculosis,n de sintomaticos respiratorios,2008-09-01,15,15
ATOCHA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,29,29
AUCAPATA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,3,3
AYATA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,7,7
AYO AYO,tuberculosis,n de sintomaticos respiratorios,2008-09-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis,n de sintomaticos respiratorios,2008-09-01,28,28
AZURDUY,tuberculosis,n de sintomaticos respiratorios,2008-09-01,14,14
BATALLAS,tuberculosis,n de sintomaticos respiratorios,2008-09-01,8,8
BERMEJO,tuberculosis,n de sintomaticos respiratorios,2008-09-01,78,78
BETANZOS,tuberculosis,n de sintomaticos respiratorios,2008-09-01,18,18
BOLIVAR,tuberculosis,n de sintomaticos respiratorios,2008-09-01,9,9
BOYUIBE,tuberculosis,n de sintomaticos respiratorios,2008-09-01,4,4
BUENA VISTA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,14,14
CABEZAS,tuberculosis,n de sintomaticos respiratorios,2008-09-01,9,9
CAIROMA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,1,1
"CAIZA ""D""",tuberculosis,n de sintomaticos respiratorios,2008-09-01,9,9
CAJUATA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,23,23
CALACOTO,tuberculosis,n de sintomaticos respiratorios,2008-09-01,1,1
CALAMARCA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,4,4
CAMARGO,tuberculosis,n de sintomaticos respiratorios,2008-09-01,17,17
CAMATAQUI (C. VILLA ABECIA),tuberculosis,n de sintomaticos respiratorios,2008-09-01,12,12
CAMIRI,tuberculosis,n de sintomaticos respiratorios,2008-09-01,15,15
CAPINOTA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,8,8
CAQUIAVIRI,tuberculosis,n de sintomaticos respiratorios,2008-09-01,3,3
CARACOLLO,tuberculosis,n de sintomaticos respiratorios,2008-09-01,9,9
CARANAVI,tuberculosis,n de sintomaticos respiratorios,2008-09-01,144,144
CARAPARI,tuberculosis,n de sintomaticos respiratorios,2008-09-01,20,20
CARIPUYO,tuberculosis,n de sintomaticos respiratorios,2008-09-01,3,3
CARMEN RIVERO TORREZ,tuberculosis,n de sintomaticos respiratorios,2008-09-01,11,11
CATACORA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,1,1
CHACARILLA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,1,1
CHALLAPATA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,24,24
CHAQUI,tuberculosis,n de sintomaticos respiratorios,2008-09-01,5,5
CHARAGUA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,13,13
CHAYANTA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,6,6
CHIMORE,tuberculosis,n de sintomaticos respiratorios,2008-09-01,16,16
CHULUMANI (V. DE LA LIBERTAD),tuberculosis,n de sintomaticos respiratorios,2008-09-01,61,61
CHUMA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,5,5
CLIZA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,24,24
COBIJA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,44,44
COCHABAMBA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,374,374
COLCAPIRHUA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,41,41
"COLCHA ""K""",tuberculosis,n de sintomaticos respiratorios,2008-09-01,7,7
COLLANA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,1,1
COLOMI,tuberculosis,n de sintomaticos respiratorios,2008-09-01,7,7
COLPA BELGICA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,13,13
COLQUECHACA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,12,12
COLQUENCHA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,2,2
COLQUIRI,tuberculosis,n de sintomaticos respiratorios,2008-09-01,13,13
COMANCHE,tuberculosis,n de sintomaticos respiratorios,2008-09-01,1,1
COMARAPA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,4,4
COMBAYA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,7,7
CONCEPCION,tuberculosis,n de sintomaticos respiratorios,2008-09-01,8,8
COPACABANA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,5,5
CORIPATA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,46,46
CORO CORO,tuberculosis,n de sintomaticos respiratorios,2008-09-01,3,3
COROICO,tuberculosis,n de sintomaticos respiratorios,2008-09-01,45,45
CORQUE,tuberculosis,n de sintomaticos respiratorios,2008-09-01,8,8
COTAGAITA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,19,19
COTOCA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,34,34
CUATRO CAÑADAS,tuberculosis,n de sintomaticos respiratorios,2008-09-01,29,29
CULPINA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,19,19
CURAHUARA DE CARANGAS,tuberculosis,n de sintomaticos respiratorios,2008-09-01,6,6
CURVA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,1,1
DESAGUADERO,tuberculosis,n de sintomaticos respiratorios,2008-09-01,5,5
EL ALTO,tuberculosis,n de sintomaticos respiratorios,2008-09-01,577,577
EL CHORO,tuberculosis,n de sintomaticos respiratorios,2008-09-01,5,5
EL PUENTE(STC),tuberculosis,n de sintomaticos respiratorios,2008-09-01,11,11
EL PUENTE(TJA),tuberculosis,n de sintomaticos respiratorios,2008-09-01,3,3
EL TORNO,tuberculosis,n de sintomaticos respiratorios,2008-09-01,56,56
EL VILLAR,tuberculosis,n de sintomaticos respiratorios,2008-09-01,5,5
ENTRE RIOS,tuberculosis,n de sintomaticos respiratorios,2008-09-01,44,44
ENTRE RIOS,tuberculosis,n de sintomaticos respiratorios,2008-09-01,17,17
EUCALIPTUS,tuberculosis,n de sintomaticos respiratorios,2008-09-01,1,1
FERNANDEZ ALONSO,tuberculosis,n de sintomaticos respiratorios,2008-09-01,13,13
GENERAL SAAVEDRA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,14,14
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis,n de sintomaticos respiratorios,2008-09-01,5,5
GUANAY,tuberculosis,n de sintomaticos respiratorios,2008-09-01,19,19
GUAQUI,tuberculosis,n de sintomaticos respiratorios,2008-09-01,2,2
GUAYARAMERIN,tuberculosis,n de sintomaticos respiratorios,2008-09-01,25,25
GUTIERREZ,tuberculosis,n de sintomaticos respiratorios,2008-09-01,18,18
HUACARETA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,10,10
HUACHACALLA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,3,3
HUANUNI,tuberculosis,n de sintomaticos respiratorios,2008-09-01,15,15
HUAYLLAMARCA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,5,5
ICHOCA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,3,3
ICLA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,11,11
INCAHUASI,tuberculosis,n de sintomaticos respiratorios,2008-09-01,24,24
INQUISIVI,tuberculosis,n de sintomaticos respiratorios,2008-09-01,9,9
IRUPANA (VILLA DE LANZA),tuberculosis,n de sintomaticos respiratorios,2008-09-01,19,19
IXIAMAS,tuberculosis,n de sintomaticos respiratorios,2008-09-01,11,11
JESUS DE MACHACA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,15,15
LA ASUNTA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,67,67
LA GUARDIA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,67,67
LA PAZ,tuberculosis,n de sintomaticos respiratorios,2008-09-01,757,757
LAGUNILLAS,tuberculosis,n de sintomaticos respiratorios,2008-09-01,3,3
LAJA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,4,4
LICOMA PAMPA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,3,3
LLALLAGUA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,30,30
LLICA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,7,7
LURIBAY,tuberculosis,n de sintomaticos respiratorios,2008-09-01,7,7
MACHACAMARCA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,1,1
MACHARETI,tuberculosis,n de sintomaticos respiratorios,2008-09-01,4,4
MAGDALENA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,6,6
MAIRANA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,6,6
MALLA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,1,1
MAPIRI,tuberculosis,n de sintomaticos respiratorios,2008-09-01,22,22
MECAPACA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,4,4
MINEROS,tuberculosis,n de sintomaticos respiratorios,2008-09-01,25,25
MIZQUE,tuberculosis,n de sintomaticos respiratorios,2008-09-01,26,26
MOCOMOCO,tuberculosis,n de sintomaticos respiratorios,2008-09-01,1,1
MOJINETE,tuberculosis,n de sintomaticos respiratorios,2008-09-01,1,1
MOJOCOYA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,13,13
MONTEAGUDO,tuberculosis,n de sintomaticos respiratorios,2008-09-01,44,44
MONTERO,tuberculosis,n de sintomaticos respiratorios,2008-09-01,120,120
MORO MORO,tuberculosis,n de sintomaticos respiratorios,2008-09-01,1,1
MOROCHATA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,5,5
NUEVO MANOA (NUEVA ESPERANZA),tuberculosis,n de sintomaticos respiratorios,2008-09-01,3,3
OCURI,tuberculosis,n de sintomaticos respiratorios,2008-09-01,10,10
OKINAWA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,46,46
OMEREQUE,tuberculosis,n de sintomaticos respiratorios,2008-09-01,8,8
ORURO,tuberculosis,n de sintomaticos respiratorios,2008-09-01,275,275
PADCAYA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,16,16
PADILLA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,5,5
PAILON,tuberculosis,n de sintomaticos respiratorios,2008-09-01,16,16
PALCA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,2,2
PALOS BLANCOS,tuberculosis,n de sintomaticos respiratorios,2008-09-01,37,37
PAMPA AULLAGAS,tuberculosis,n de sintomaticos respiratorios,2008-09-01,2,2
PAMPA GRANDE,tuberculosis,n de sintomaticos respiratorios,2008-09-01,4,4
PAPEL PAMPA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,1,1
PASORAPA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,4,4
PATACAMAYA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,6,6
PAZÑA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,1,1
POCOATA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,14,14
POCONA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,18,18
POJO (CBBA),tuberculosis,n de sintomaticos respiratorios,2008-09-01,4,4
POOPO,tuberculosis,n de sintomaticos respiratorios,2008-09-01,2,2
PORCO,tuberculosis,n de sintomaticos respiratorios,2008-09-01,2,2
POROMA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,18,18
PORONGO,tuberculosis,n de sintomaticos respiratorios,2008-09-01,9,9
PORTACHUELO,tuberculosis,n de sintomaticos respiratorios,2008-09-01,20,20
PORVENIR,tuberculosis,n de sintomaticos respiratorios,2008-09-01,4,4
POSTRER VALLE,tuberculosis,n de sintomaticos respiratorios,2008-09-01,1,1
POTOSI,tuberculosis,n de sintomaticos respiratorios,2008-09-01,65,65
PRESTO,tuberculosis,n de sintomaticos respiratorios,2008-09-01,5,5
PUCARANI,tuberculosis,n de sintomaticos respiratorios,2008-09-01,22,22
PUERTO ACOSTA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,17,17
PUERTO CARABUCO,tuberculosis,n de sintomaticos respiratorios,2008-09-01,7,7
PUERTO GONZALO MORENO,tuberculosis,n de sintomaticos respiratorios,2008-09-01,10,10
PUERTO PEREZ,tuberculosis,n de sintomaticos respiratorios,2008-09-01,2,2
PUERTO QUIJARRO,tuberculosis,n de sintomaticos respiratorios,2008-09-01,7,7
PUERTO RICO,tuberculosis,n de sintomaticos respiratorios,2008-09-01,2,2
PUERTO SUAREZ,tuberculosis,n de sintomaticos respiratorios,2008-09-01,12,12
PUERTO VILLARROEL,tuberculosis,n de sintomaticos respiratorios,2008-09-01,85,85
PUNA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,10,10
PUNATA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,27,27
QUIABAYA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,8,8
QUILLACOLLO,tuberculosis,n de sintomaticos respiratorios,2008-09-01,85,85
QUIME,tuberculosis,n de sintomaticos respiratorios,2008-09-01,2,2
QUIRUSILLAS,tuberculosis,n de sintomaticos respiratorios,2008-09-01,1,1
RAVELO,tuberculosis,n de sintomaticos respiratorios,2008-09-01,19,19
REYES,tuberculosis,n de sintomaticos respiratorios,2008-09-01,4,4
RIBERALTA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,103,103
ROBORE,tuberculosis,n de sintomaticos respiratorios,2008-09-01,12,12
RURRENABAQUE,tuberculosis,n de sintomaticos respiratorios,2008-09-01,15,15
SABAYA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,4,4
SACABA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,92,92
SACABAMBA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,5,5
SACACA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,15,15
SALINAS DE GARCI MENDOZA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,11,11
SAMAIPATA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,2,2
SAN ANDRES,tuberculosis,n de sintomaticos respiratorios,2008-09-01,3,3
SAN ANDRES DE MACHACA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,5,5
SAN ANTONIO DE ESMORUCO,tuberculosis,n de sintomaticos respiratorios,2008-09-01,1,1
SAN ANTONIO DE LOMERIO,tuberculosis,n de sintomaticos respiratorios,2008-09-01,10,10
SAN BENITO,tuberculosis,n de sintomaticos respiratorios,2008-09-01,7,7
SAN BORJA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,73,73
SAN BUENA VENTURA,tuberculosis,n de sintomaticos respiratorios,2008-09-01,7,7
SAN CARLOS,tuberculosis,n de sintomaticos respiratorios,2008-09-01,19,19
SAN IGNACIO,tuberculosis,n de sintomaticos respiratorios,2008-09-01,9,9
SAN IGNACIO DE VELASCO,tuberculosis,n de sintomaticos respiratorios,2008-09-01,51,51
SAN JAVIER(BNI),tuberculosis,n de sintomaticos respiratorios,2008-09-01,1,1
SAN JAVIER(STC),tuberculosis,n de sintomaticos respiratorios,2008-09-01,14,14
SAN JOAQUIN,tuberculosis,n de sintomaticos respiratorios,2008-09-01,3,3
SAN JOSE DE CHIQUITOS,tuberculosis,n de sintomaticos respiratorios,2008-09-01,20,20
SAN JUAN DE YAPACANI,tuberculosis,n de sintomaticos respiratorios,2008-09-01,1,1
SAN JULIAN,tuberculosis,n de sintomaticos respiratorios,2008-09-01,85,85
SAN LORENZO(TJA),tuberculosis,n de sintomaticos respiratorios,2008-09-01,13,13
