,group,variable,month,ACCIONES PREVENTIVAS FUERA DEL ESTABLECIMIENTO CANTIDAD,ACCIONES PREVENTIVAS FUERA DEL ESTABLECIMIENTO CANTIDAD,TOTALES,TOTALES,TOTALES
JESUS DE MACHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,2,1,2,1,3
LA ASUNTA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,85,105,85,105,190
LA GUARDIA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,143,137,143,137,280
LA PAZ,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,328,270,328,270,598
LLALLAGUA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,117,150,117,150,267
LORETO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,80,111,80,111,191
LURIBAY,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,12,24,12,24,36
MACHARETI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,4,3,4,3,7
MAGDALENA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,315,315,315,315,630
MAPIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,36,34,36,34,70
MECAPACA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,217,208,217,208,425
MOCOMOCO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,30,19,30,19,49
MOJOCOYA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,7,6,7,6,13
MONTEAGUDO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,11,9,11,9,20
MONTERO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,555,479,555,479,1034
MORO MORO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,17,19,17,19,36
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,57,44,57,44,101
OMEREQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,8,12,8,12,20
ORURO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,2,6,2,6,8
PADCAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,34,42,34,42,76
PALCA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,174,203,174,203,377
PAMPA GRANDE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,40,44,40,44,84
PASORAPA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,25,19,25,19,44
POCOATA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,64,73,64,73,137
POCONA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,17,18,17,18,35
POOPO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,4,0,4,0,4
POROMA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,93,15,93,15,108
PORTACHUELO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,25,17,25,17,42
PORVENIR,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,53,37,53,37,90
POTOSI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,13,19,13,19,32
PRESTO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,20,17,20,17,37
PUCARA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,50,55,50,55,105
PUCARANI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,36,42,36,42,78
PUERTO CARABUCO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,40,33,40,33,73
PUERTO GONZALO MORENO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,24,20,24,20,44
PUERTO QUIJARRO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,28,29,28,29,57
PUERTO RICO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,115,102,115,102,217
PUERTO SILES,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,2,2,2,2,4
PUERTO VILLARROEL,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,27,35,27,35,62
PUNA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,1,1,1,1,2
PUNATA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,6,13,6,13,19
QUIABAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,45,35,45,35,80
QUILLACOLLO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,52,51,52,51,103
QUIRUSILLAS,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,15,9,15,9,24
RAVELO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,11,9,11,9,20
RIBERALTA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,732,734,732,734,1466
RURRENABAQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,37,58,37,58,95
SACABA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,247,325,247,325,572
SACABAMBA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,134,121,134,121,255
SACACA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,11,15,11,15,26
SAN ANDRES,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,3,3,3,3,6
SAN ANDRES DE MACHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,36,42,36,42,78
SAN BENITO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,27,52,27,52,79
SAN BORJA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,197,209,197,209,406
SAN BUENA VENTURA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,46,6,46,6,52
SAN CARLOS,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,37,3,37,3,40
SAN IGNACIO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,34,28,34,28,62
SAN JAVIER(BNI),atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,65,75,65,75,140
SAN JAVIER(STC),atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,200,266,200,266,466
SAN JULIAN,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,20,23,20,23,43
SAN LORENZO(PND),atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,81,106,81,106,187
SAN LORENZO(TJA),atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,22,25,22,25,47
SAN LUCAS,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,73,69,73,69,142
SAN MATIAS,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,10,6,10,6,16
SAN PEDRO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,23,4,23,4,27
SAN PEDRO DE BUENA VISTA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,17,19,17,19,36
SAN PEDRO DE CURAHUARA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,1,1,1,1,2
SANTA CRUZ DE LA SIERRA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,1730,1767,1730,1767,3497
SANTA ROSA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,217,172,217,172,389
SANTA ROSA DEL SARA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,289,252,289,252,541
SANTIAGO DE HUARI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,22,23,22,23,45
SANTIAGO DE MACHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,21,24,21,24,45
SENA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,25,32,25,32,57
SICA SICA (VILLA AROMA),atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,2,4,2,4,6
SICAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,35,42,35,42,77
SIPE SIPE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,23,36,23,36,59
SORACACHI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,2,2,2,2,4
SORATA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,29,45,29,45,74
SUCRE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,8,14,8,14,22
TACACHI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,54,37,54,37,91
TACOPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,235,280,235,280,515
TAPACARI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,7,9,7,9,16
TARABUCO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,140,164,140,164,304
TARATA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,5,16,5,16,21
TARIJA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,31,24,31,24,55
TARVITA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,1,2,1,2,3
TEOPONTE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,2,4,2,4,6
TINGUIPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,65,52,65,52,117
TIPUANI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,14,16,14,16,30
TIQUIPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,32,58,32,58,90
TIRAQUE (CBBA),atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,4,1,4,1,5
TOMAVE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,12,12,12,12,24
TORO TORO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,49,53,49,53,102
TOTORA(CBBA),atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,24,26,24,26,50
TRINIDAD,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,42,43,42,43,85
TUPIZA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,14,35,14,35,49
UMALA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,3,2,3,2,5
UNCIA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,1,1,1,1,2
VACAS,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,3,4,3,4,7
VIACHA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,86,76,86,76,162
VILLA CHARCAS,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,13,13,13,13,26
VILLA MONTES,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,5,12,5,12,17
VILLA SERRANO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,26,33,26,33,59
VILLA TUNARI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,14,20,14,20,34
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,17,25,17,25,42
VILLAZON,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,4,1,4,1,5
VITICHI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,35,34,35,34,69
YACUIBA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,70,56,70,56,126
YAMPARAEZ,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,68,101,68,101,169
YAPACANI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,137,140,137,140,277
YOCALLA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,7,7,7,7,14
YOTALA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,34,14,34,14,48
YUNCHARA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,6,20,6,20,26
ZUDAÑEZ,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,9,14,9,14,23
ACHACACHI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,27,26,27,26,53
ACHOCALLA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,12,35,12,35,47
AIQUILE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,50,56,50,56,106
ALCALA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,14,20,14,20,34
ANTEQUERA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,5,0,5,0,5
APOLO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,3,1,3,1,4
ARBIETO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,176,209,176,209,385
ARQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,41,43,41,43,84
ATOCHA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,277,288,277,288,565
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,75,44,75,44,119
BAURES,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,18,24,18,24,42
BELLA FLOR,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,6,2,6,2,8
BERMEJO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,58,83,58,83,141
BETANZOS,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,6,8,6,8,14
BOLIVAR,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,37,58,37,58,95
BOLPEBRA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,4,1,4,1,5
BOYUIBE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,1,1,1,1,2
BUENA VISTA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,13,17,13,17,30
CABEZAS,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,100,100,100,100,200
CAMARGO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,10,17,10,17,27
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,16,5,16,5,21
CAMIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,44,53,44,53,97
CAPINOTA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,170,145,170,145,315
CARANAVI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,66,73,66,73,139
CARAPARI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,14,17,14,17,31
CARMEN RIVERO TORREZ,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,10,14,10,14,24
CHALLAPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,29,40,29,40,69
CHAQUI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,6,3,6,3,9
CHARAGUA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,130,107,130,107,237
CHAYANTA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,5,13,5,13,18
CHIMORE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,14,23,14,23,37
CHIPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,10,2,10,2,12
CHUMA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,9,5,9,5,14
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,2,6,2,6,8
CKOCHAS,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,14,20,14,20,34
CLIZA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,30,40,30,40,70
COBIJA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,16,23,16,23,39
COCHABAMBA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,266,316,266,316,582
"COLCHA ""K""",atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,11,14,11,14,25
COLPA BELGICA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-09-01,44,50,44,50,94
