,group,variable,month,PERIODONCIAS CANTIDAD,PERIODONCIAS CANTIDAD,TOTALES,TOTALES,TOTALES
PADILLA,atencion odontologica,periodoncias,2013-08-01,5,8,5,8,13
PAILON,atencion odontologica,periodoncias,2013-08-01,5,1,5,1,6
PALCA,atencion odontologica,periodoncias,2013-08-01,1,3,1,3,4
PAMPA AULLAGAS,atencion odontologica,periodoncias,2013-08-01,1,1,1,1,2
PAMPA GRANDE,atencion odontologica,periodoncias,2013-08-01,0,5,0,5,5
PAPEL PAMPA,atencion odontologica,periodoncias,2013-08-01,4,4,4,4,8
PASORAPA,atencion odontologica,periodoncias,2013-08-01,1,1,1,1,2
PATACAMAYA,atencion odontologica,periodoncias,2013-08-01,2,8,2,8,10
PELECHUCO,atencion odontologica,periodoncias,2013-08-01,1,2,1,2,3
POCOATA,atencion odontologica,periodoncias,2013-08-01,0,18,0,18,18
POCONA,atencion odontologica,periodoncias,2013-08-01,2,5,2,5,7
POJO (CBBA),atencion odontologica,periodoncias,2013-08-01,7,30,7,30,37
POOPO,atencion odontologica,periodoncias,2013-08-01,6,5,6,5,11
POROMA,atencion odontologica,periodoncias,2013-08-01,0,2,0,2,2
PORTACHUELO,atencion odontologica,periodoncias,2013-08-01,0,4,0,4,4
PORVENIR,atencion odontologica,periodoncias,2013-08-01,1,2,1,2,3
POSTRER VALLE,atencion odontologica,periodoncias,2013-08-01,2,1,2,1,3
POTOSI,atencion odontologica,periodoncias,2013-08-01,62,112,62,112,174
PRESTO,atencion odontologica,periodoncias,2013-08-01,0,2,0,2,2
PUERTO ACOSTA,atencion odontologica,periodoncias,2013-08-01,1,15,1,15,16
PUERTO CARABUCO,atencion odontologica,periodoncias,2013-08-01,5,5,5,5,10
PUERTO QUIJARRO,atencion odontologica,periodoncias,2013-08-01,0,4,0,4,4
PUERTO RICO,atencion odontologica,periodoncias,2013-08-01,1,15,1,15,16
PUERTO SUAREZ,atencion odontologica,periodoncias,2013-08-01,0,3,0,3,3
PUERTO VILLARROEL,atencion odontologica,periodoncias,2013-08-01,10,28,10,28,38
PUNA,atencion odontologica,periodoncias,2013-08-01,0,1,0,1,1
PUNATA,atencion odontologica,periodoncias,2013-08-01,19,40,19,40,59
QUIABAYA,atencion odontologica,periodoncias,2013-08-01,1,2,1,2,3
QUILLACOLLO,atencion odontologica,periodoncias,2013-08-01,85,134,85,134,219
QUIME,atencion odontologica,periodoncias,2013-08-01,19,6,19,6,25
QUIRUSILLAS,atencion odontologica,periodoncias,2013-08-01,4,0,4,0,4
REYES,atencion odontologica,periodoncias,2013-08-01,6,13,6,13,19
RIBERALTA,atencion odontologica,periodoncias,2013-08-01,7,48,7,48,55
ROBORE,atencion odontologica,periodoncias,2013-08-01,0,2,0,2,2
RURRENABAQUE,atencion odontologica,periodoncias,2013-08-01,3,3,3,3,6
SACABA,atencion odontologica,periodoncias,2013-08-01,63,107,63,107,170
SACABAMBA,atencion odontologica,periodoncias,2013-08-01,1,5,1,5,6
SACACA,atencion odontologica,periodoncias,2013-08-01,1,0,1,0,1
SAIPINA,atencion odontologica,periodoncias,2013-08-01,1,1,1,1,2
SALINAS DE GARCI MENDOZA,atencion odontologica,periodoncias,2013-08-01,0,4,0,4,4
SAN AGUSTIN,atencion odontologica,periodoncias,2013-08-01,4,0,4,0,4
SAN ANDRES DE MACHACA,atencion odontologica,periodoncias,2013-08-01,3,9,3,9,12
SAN BENITO,atencion odontologica,periodoncias,2013-08-01,1,4,1,4,5
SAN BORJA,atencion odontologica,periodoncias,2013-08-01,9,15,9,15,24
SAN BUENA VENTURA,atencion odontologica,periodoncias,2013-08-01,10,12,10,12,22
SAN CARLOS,atencion odontologica,periodoncias,2013-08-01,12,24,12,24,36
SAN IGNACIO,atencion odontologica,periodoncias,2013-08-01,1,5,1,5,6
SAN IGNACIO DE VELASCO,atencion odontologica,periodoncias,2013-08-01,2,5,2,5,7
SAN JAVIER(BNI),atencion odontologica,periodoncias,2013-08-01,0,1,0,1,1
SAN JAVIER(STC),atencion odontologica,periodoncias,2013-08-01,1,2,1,2,3
SAN JOAQUIN,atencion odontologica,periodoncias,2013-08-01,1,7,1,7,8
SAN JOSE DE CHIQUITOS,atencion odontologica,periodoncias,2013-08-01,0,4,0,4,4
SAN JULIAN,atencion odontologica,periodoncias,2013-08-01,17,39,17,39,56
SAN LORENZO(TJA),atencion odontologica,periodoncias,2013-08-01,10,13,10,13,23
SAN LUCAS,atencion odontologica,periodoncias,2013-08-01,1,12,1,12,13
SAN MATIAS,atencion odontologica,periodoncias,2013-08-01,2,2,2,2,4
SAN MIGUEL DE VELASCO,atencion odontologica,periodoncias,2013-08-01,2,1,2,1,3
SAN PEDRO,atencion odontologica,periodoncias,2013-08-01,3,3,3,3,6
SAN PEDRO DE BUENA VISTA,atencion odontologica,periodoncias,2013-08-01,0,8,0,8,8
SAN PEDRO DE CURAHUARA,atencion odontologica,periodoncias,2013-08-01,0,1,0,1,1
SAN RAFAEL,atencion odontologica,periodoncias,2013-08-01,18,26,18,26,44
SAN RAMON SCZ,atencion odontologica,periodoncias,2013-08-01,8,13,8,13,21
SANTA CRUZ DE LA SIERRA,atencion odontologica,periodoncias,2013-08-01,456,963,456,963,1419
SANTA ROSA DEL SARA,atencion odontologica,periodoncias,2013-08-01,1,4,1,4,5
SANTIAGO DE HUATA,atencion odontologica,periodoncias,2013-08-01,4,9,4,9,13
SANTIAGO DE MACHACA,atencion odontologica,periodoncias,2013-08-01,2,2,2,2,4
SANTIVAÑES,atencion odontologica,periodoncias,2013-08-01,0,3,0,3,3
SAPAHAQUI,atencion odontologica,periodoncias,2013-08-01,1,0,1,0,1
SHINAOTA,atencion odontologica,periodoncias,2013-08-01,0,2,0,2,2
SICA SICA (VILLA AROMA),atencion odontologica,periodoncias,2013-08-01,0,3,0,3,3
SICAYA,atencion odontologica,periodoncias,2013-08-01,1,3,1,3,4
SIPE SIPE,atencion odontologica,periodoncias,2013-08-01,8,25,8,25,33
SOPACHUY,atencion odontologica,periodoncias,2013-08-01,0,1,0,1,1
SORACACHI,atencion odontologica,periodoncias,2013-08-01,2,1,2,1,3
SORATA,atencion odontologica,periodoncias,2013-08-01,7,7,7,7,14
SUCRE,atencion odontologica,periodoncias,2013-08-01,298,484,298,484,782
TACACOMA,atencion odontologica,periodoncias,2013-08-01,0,2,0,2,2
TAPACARI,atencion odontologica,periodoncias,2013-08-01,2,20,2,20,22
TARABUCO,atencion odontologica,periodoncias,2013-08-01,0,9,0,9,9
TARATA,atencion odontologica,periodoncias,2013-08-01,1,5,1,5,6
TARIJA,atencion odontologica,periodoncias,2013-08-01,203,268,203,268,471
TARVITA,atencion odontologica,periodoncias,2013-08-01,2,10,2,10,12
TEOPONTE,atencion odontologica,periodoncias,2013-08-01,0,5,0,5,5
TIAWANACU,atencion odontologica,periodoncias,2013-08-01,1,5,1,5,6
TINGUIPAYA,atencion odontologica,periodoncias,2013-08-01,3,11,3,11,14
TIPUANI,atencion odontologica,periodoncias,2013-08-01,2,3,2,3,5
TIQUIPAYA,atencion odontologica,periodoncias,2013-08-01,32,106,32,106,138
TIRAQUE (CBBA),atencion odontologica,periodoncias,2013-08-01,1,4,1,4,5
TOCO,atencion odontologica,periodoncias,2013-08-01,1,2,1,2,3
TOLATA,atencion odontologica,periodoncias,2013-08-01,5,11,5,11,16
TOMAVE,atencion odontologica,periodoncias,2013-08-01,0,1,0,1,1
TOMINA,atencion odontologica,periodoncias,2013-08-01,14,21,14,21,35
TORO TORO,atencion odontologica,periodoncias,2013-08-01,6,13,6,13,19
TOTORA(CBBA),atencion odontologica,periodoncias,2013-08-01,0,12,0,12,12
TOTORA(ORR),atencion odontologica,periodoncias,2013-08-01,1,1,1,1,2
TRINIDAD,atencion odontologica,periodoncias,2013-08-01,50,58,50,58,108
TUPIZA,atencion odontologica,periodoncias,2013-08-01,5,8,5,8,13
TURCO,atencion odontologica,periodoncias,2013-08-01,1,2,1,2,3
UMALA,atencion odontologica,periodoncias,2013-08-01,1,2,1,2,3
UNCIA,atencion odontologica,periodoncias,2013-08-01,2,4,2,4,6
URIONDO (A. CONCEPCION),atencion odontologica,periodoncias,2013-08-01,4,8,4,8,12
URUBICHA,atencion odontologica,periodoncias,2013-08-01,2,8,2,8,10
VACAS,atencion odontologica,periodoncias,2013-08-01,7,13,7,13,20
VALLEGRANDE,atencion odontologica,periodoncias,2013-08-01,9,25,9,25,34
VIACHA,atencion odontologica,periodoncias,2013-08-01,14,36,14,36,50
VILA VILA,atencion odontologica,periodoncias,2013-08-01,0,2,0,2,2
VILLA CHARCAS,atencion odontologica,periodoncias,2013-08-01,1,7,1,7,8
VILLA MONTES,atencion odontologica,periodoncias,2013-08-01,24,36,24,36,60
VILLA RIVERO,atencion odontologica,periodoncias,2013-08-01,0,9,0,9,9
VILLA SERRANO,atencion odontologica,periodoncias,2013-08-01,0,4,0,4,4
VILLA TUNARI,atencion odontologica,periodoncias,2013-08-01,4,62,4,62,66
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,periodoncias,2013-08-01,1,1,1,1,2
VILLAZON,atencion odontologica,periodoncias,2013-08-01,0,8,0,8,8
VINTO,atencion odontologica,periodoncias,2013-08-01,2,21,2,21,23
VITICHI,atencion odontologica,periodoncias,2013-08-01,0,3,0,3,3
WARNES,atencion odontologica,periodoncias,2013-08-01,8,16,8,16,24
YACUIBA,atencion odontologica,periodoncias,2013-08-01,64,57,64,57,121
YAMPARAEZ,atencion odontologica,periodoncias,2013-08-01,1,4,1,4,5
YANACACHI,atencion odontologica,periodoncias,2013-08-01,1,2,1,2,3
YAPACANI,atencion odontologica,periodoncias,2013-08-01,7,44,7,44,51
YOCALLA,atencion odontologica,periodoncias,2013-08-01,0,7,0,7,7
YOTALA,atencion odontologica,periodoncias,2013-08-01,0,4,0,4,4
YUNCHARA,atencion odontologica,periodoncias,2013-08-01,1,7,1,7,8
ZUDAÑEZ,atencion odontologica,periodoncias,2013-08-01,0,6,0,6,6
ACACIO,atencion odontologica,periodoncias,2013-09-01,0,1,0,1,1
ACHACACHI,atencion odontologica,periodoncias,2013-09-01,50,71,50,71,121
ACHOCALLA,atencion odontologica,periodoncias,2013-09-01,0,1,0,1,1
AIQUILE,atencion odontologica,periodoncias,2013-09-01,11,32,11,32,43
ALCALA,atencion odontologica,periodoncias,2013-09-01,0,5,0,5,5
ANTEQUERA,atencion odontologica,periodoncias,2013-09-01,0,2,0,2,2
ANZALDO,atencion odontologica,periodoncias,2013-09-01,3,5,3,5,8
APOLO,atencion odontologica,periodoncias,2013-09-01,0,3,0,3,3
ARAMPAMPA,atencion odontologica,periodoncias,2013-09-01,0,4,0,4,4
ARANI,atencion odontologica,periodoncias,2013-09-01,1,8,1,8,9
ARBIETO,atencion odontologica,periodoncias,2013-09-01,2,18,2,18,20
ARQUE,atencion odontologica,periodoncias,2013-09-01,1,4,1,4,5
ATOCHA,atencion odontologica,periodoncias,2013-09-01,35,40,35,40,75
AYATA,atencion odontologica,periodoncias,2013-09-01,1,1,1,1,2
AYO AYO,atencion odontologica,periodoncias,2013-09-01,1,4,1,4,5
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,periodoncias,2013-09-01,3,14,3,14,17
AZURDUY,atencion odontologica,periodoncias,2013-09-01,1,0,1,0,1
BATALLAS,atencion odontologica,periodoncias,2013-09-01,3,0,3,0,3
BAURES,atencion odontologica,periodoncias,2013-09-01,9,13,9,13,22
BERMEJO,atencion odontologica,periodoncias,2013-09-01,21,38,21,38,59
BETANZOS,atencion odontologica,periodoncias,2013-09-01,3,6,3,6,9
BOLIVAR,atencion odontologica,periodoncias,2013-09-01,1,1,1,1,2
BOLPEBRA,atencion odontologica,periodoncias,2013-09-01,0,1,0,1,1
BUENA VISTA,atencion odontologica,periodoncias,2013-09-01,0,1,0,1,1
CABEZAS,atencion odontologica,periodoncias,2013-09-01,24,44,24,44,68
CAIROMA,atencion odontologica,periodoncias,2013-09-01,1,6,1,6,7
"CAIZA ""D""",atencion odontologica,periodoncias,2013-09-01,0,2,0,2,2
CAJUATA,atencion odontologica,periodoncias,2013-09-01,1,2,1,2,3
CALACOTO,atencion odontologica,periodoncias,2013-09-01,1,0,1,0,1
CALAMARCA,atencion odontologica,periodoncias,2013-09-01,0,1,0,1,1
CAMARGO,atencion odontologica,periodoncias,2013-09-01,2,4,2,4,6
CAMIRI,atencion odontologica,periodoncias,2013-09-01,14,32,14,32,46
CAPINOTA,atencion odontologica,periodoncias,2013-09-01,7,31,7,31,38
CARACOLLO,atencion odontologica,periodoncias,2013-09-01,1,5,1,5,6
CARANAVI,atencion odontologica,periodoncias,2013-09-01,22,20,22,20,42
CARAPARI,atencion odontologica,periodoncias,2013-09-01,14,17,14,17,31
CARMEN RIVERO TORREZ,atencion odontologica,periodoncias,2013-09-01,6,8,6,8,14
CHALLAPATA,atencion odontologica,periodoncias,2013-09-01,8,13,8,13,21
CHAQUI,atencion odontologica,periodoncias,2013-09-01,0,1,0,1,1
CHARAGUA,atencion odontologica,periodoncias,2013-09-01,5,18,5,18,23
CHARAÑA,atencion odontologica,periodoncias,2013-09-01,3,2,3,2,5
CHAYANTA,atencion odontologica,periodoncias,2013-09-01,2,10,2,10,12
CHIMORE,atencion odontologica,periodoncias,2013-09-01,0,2,0,2,2
CHIPAYA,atencion odontologica,periodoncias,2013-09-01,0,1,0,1,1
CHOQUE COTA,atencion odontologica,periodoncias,2013-09-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,periodoncias,2013-09-01,0,14,0,14,14
CHUMA,atencion odontologica,periodoncias,2013-09-01,5,5,5,5,10
CKOCHAS,atencion odontologica,periodoncias,2013-09-01,0,5,0,5,5
CLIZA,atencion odontologica,periodoncias,2013-09-01,13,43,13,43,56
COBIJA,atencion odontologica,periodoncias,2013-09-01,16,19,16,19,35
COCAPATA,atencion odontologica,periodoncias,2013-09-01,1,4,1,4,5
COCHABAMBA,atencion odontologica,periodoncias,2013-09-01,1586,2284,1586,2284,3870
COIPASA,atencion odontologica,periodoncias,2013-09-01,1,2,1,2,3
COLCAPIRHUA,atencion odontologica,periodoncias,2013-09-01,0,14,0,14,14
"COLCHA ""K""",atencion odontologica,periodoncias,2013-09-01,0,2,0,2,2
COLOMI,atencion odontologica,periodoncias,2013-09-01,2,12,2,12,14
COLPA BELGICA,atencion odontologica,periodoncias,2013-09-01,0,4,0,4,4
COLQUECHACA,atencion odontologica,periodoncias,2013-09-01,0,6,0,6,6
COLQUENCHA,atencion odontologica,periodoncias,2013-09-01,1,0,1,0,1
COMANCHE,atencion odontologica,periodoncias,2013-09-01,0,2,0,2,2
COMARAPA,atencion odontologica,periodoncias,2013-09-01,2,0,2,0,2
COMBAYA,atencion odontologica,periodoncias,2013-09-01,0,5,0,5,5
CONCEPCION,atencion odontologica,periodoncias,2013-09-01,2,9,2,9,11
COPACABANA,atencion odontologica,periodoncias,2013-09-01,0,1,0,1,1
CORO CORO,atencion odontologica,periodoncias,2013-09-01,0,3,0,3,3
COROICO,atencion odontologica,periodoncias,2013-09-01,4,3,4,3,7
COTAGAITA,atencion odontologica,periodoncias,2013-09-01,12,15,12,15,27
COTOCA,atencion odontologica,periodoncias,2013-09-01,2,2,2,2,4
CUATRO CAÑADAS,atencion odontologica,periodoncias,2013-09-01,0,5,0,5,5
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,periodoncias,2013-09-01,0,6,0,6,6
CULPINA,atencion odontologica,periodoncias,2013-09-01,0,5,0,5,5
DESAGUADERO,atencion odontologica,periodoncias,2013-09-01,2,5,2,5,7
EL ALTO,atencion odontologica,periodoncias,2013-09-01,197,374,197,374,571
EL PUENTE(STC),atencion odontologica,periodoncias,2013-09-01,2,2,2,2,4
EL TORNO,atencion odontologica,periodoncias,2013-09-01,11,40,11,40,51
EL VILLAR,atencion odontologica,periodoncias,2013-09-01,1,0,1,0,1
ENTRE RIOS TRJ,atencion odontologica,periodoncias,2013-09-01,11,16,11,16,27
ENTRE RIOS CBBA,atencion odontologica,periodoncias,2013-09-01,4,10,4,10,14
FERNANDEZ ALONSO,atencion odontologica,periodoncias,2013-09-01,2,6,2,6,8
FILADELFIA,atencion odontologica,periodoncias,2013-09-01,0,8,0,8,8
GENERAL SAAVEDRA,atencion odontologica,periodoncias,2013-09-01,1,15,1,15,16
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,periodoncias,2013-09-01,1,1,1,1,2
GUANAY,atencion odontologica,periodoncias,2013-09-01,7,18,7,18,25
GUAYARAMERIN,atencion odontologica,periodoncias,2013-09-01,10,28,10,28,38
HUACARETA,atencion odontologica,periodoncias,2013-09-01,0,1,0,1,1
HUANUNI,atencion odontologica,periodoncias,2013-09-01,3,3,3,3,6
HUARACAJE,atencion odontologica,periodoncias,2013-09-01,0,9,0,9,9
HUAYLLAMARCA,atencion odontologica,periodoncias,2013-09-01,0,3,0,3,3
HUMANATA,atencion odontologica,periodoncias,2013-09-01,0,1,0,1,1
ICHOCA,atencion odontologica,periodoncias,2013-09-01,0,1,0,1,1
ICLA,atencion odontologica,periodoncias,2013-09-01,2,4,2,4,6
INCAHUASI,atencion odontologica,periodoncias,2013-09-01,0,3,0,3,3
INGAVI (HUMAITA),atencion odontologica,periodoncias,2013-09-01,1,4,1,4,5
INQUISIVI,atencion odontologica,periodoncias,2013-09-01,3,4,3,4,7
IRUPANA (VILLA DE LANZA),atencion odontologica,periodoncias,2013-09-01,0,1,0,1,1
IXIAMAS,atencion odontologica,periodoncias,2013-09-01,2,0,2,0,2
JESUS DE MACHACA,atencion odontologica,periodoncias,2013-09-01,2,4,2,4,6
LA ASUNTA,atencion odontologica,periodoncias,2013-09-01,2,4,2,4,6
LA GUARDIA,atencion odontologica,periodoncias,2013-09-01,3,37,3,37,40
LA PAZ,atencion odontologica,periodoncias,2013-09-01,439,670,439,670,1109
LAGUNILLAS,atencion odontologica,periodoncias,2013-09-01,0,9,0,9,9
LLALLAGUA,atencion odontologica,periodoncias,2013-09-01,1,14,1,14,15
LORETO,atencion odontologica,periodoncias,2013-09-01,1,0,1,0,1
MACHACAMARCA,atencion odontologica,periodoncias,2013-09-01,2,4,2,4,6
MACHARETI,atencion odontologica,periodoncias,2013-09-01,0,1,0,1,1
MAGDALENA,atencion odontologica,periodoncias,2013-09-01,8,6,8,6,14
MAIRANA,atencion odontologica,periodoncias,2013-09-01,4,4,4,4,8
MAPIRI,atencion odontologica,periodoncias,2013-09-01,1,1,1,1,2
MECAPACA,atencion odontologica,periodoncias,2013-09-01,0,1,0,1,1
MINEROS,atencion odontologica,periodoncias,2013-09-01,0,1,0,1,1
MIZQUE,atencion odontologica,periodoncias,2013-09-01,2,10,2,10,12
MOJOCOYA,atencion odontologica,periodoncias,2013-09-01,0,1,0,1,1
MONTEAGUDO,atencion odontologica,periodoncias,2013-09-01,2,26,2,26,28
MONTERO,atencion odontologica,periodoncias,2013-09-01,34,73,34,73,107
MOROCHATA,atencion odontologica,periodoncias,2013-09-01,2,7,2,7,9
OKINAWA,atencion odontologica,periodoncias,2013-09-01,1,8,1,8,9
OMEREQUE,atencion odontologica,periodoncias,2013-09-01,2,7,2,7,9
ORURO,atencion odontologica,periodoncias,2013-09-01,120,187,120,187,307
PADCAYA,atencion odontologica,periodoncias,2013-09-01,11,24,11,24,35
PADILLA,atencion odontologica,periodoncias,2013-09-01,3,6,3,6,9
PAILON,atencion odontologica,periodoncias,2013-09-01,0,4,0,4,4
PALCA,atencion odontologica,periodoncias,2013-09-01,0,1,0,1,1
PAMPA AULLAGAS,atencion odontologica,periodoncias,2013-09-01,2,0,2,0,2
PAMPA GRANDE,atencion odontologica,periodoncias,2013-09-01,0,1,0,1,1
PAPEL PAMPA,atencion odontologica,periodoncias,2013-09-01,1,2,1,2,3
PASORAPA,atencion odontologica,periodoncias,2013-09-01,0,2,0,2,2
PATACAMAYA,atencion odontologica,periodoncias,2013-09-01,8,12,8,12,20
PAZÑA,atencion odontologica,periodoncias,2013-09-01,1,0,1,0,1
PELECHUCO,atencion odontologica,periodoncias,2013-09-01,0,2,0,2,2
POCOATA,atencion odontologica,periodoncias,2013-09-01,1,20,1,20,21
POCONA,atencion odontologica,periodoncias,2013-09-01,0,6,0,6,6
POJO (CBBA),atencion odontologica,periodoncias,2013-09-01,0,13,0,13,13
POOPO,atencion odontologica,periodoncias,2013-09-01,2,2,2,2,4
POROMA,atencion odontologica,periodoncias,2013-09-01,13,23,13,23,36
PORONGO,atencion odontologica,periodoncias,2013-09-01,1,1,1,1,2
PORTACHUELO,atencion odontologica,periodoncias,2013-09-01,2,9,2,9,11
PORVENIR,atencion odontologica,periodoncias,2013-09-01,4,1,4,1,5
POTOSI,atencion odontologica,periodoncias,2013-09-01,37,120,37,120,157
PRESTO,atencion odontologica,periodoncias,2013-09-01,1,3,1,3,4
PUCARANI,atencion odontologica,periodoncias,2013-09-01,2,0,2,0,2
PUERTO ACOSTA,atencion odontologica,periodoncias,2013-09-01,0,2,0,2,2
PUERTO CARABUCO,atencion odontologica,periodoncias,2013-09-01,1,8,1,8,9
PUERTO RICO,atencion odontologica,periodoncias,2013-09-01,0,20,0,20,20
PUERTO SUAREZ,atencion odontologica,periodoncias,2013-09-01,5,11,5,11,16
PUERTO VILLARROEL,atencion odontologica,periodoncias,2013-09-01,5,16,5,16,21
PUNA,atencion odontologica,periodoncias,2013-09-01,2,0,2,0,2
PUNATA,atencion odontologica,periodoncias,2013-09-01,14,43,14,43,57
QUIABAYA,atencion odontologica,periodoncias,2013-09-01,3,2,3,2,5
QUILLACOLLO,atencion odontologica,periodoncias,2013-09-01,95,101,95,101,196
QUIME,atencion odontologica,periodoncias,2013-09-01,18,2,18,2,20
QUIRUSILLAS,atencion odontologica,periodoncias,2013-09-01,0,1,0,1,1
REYES,atencion odontologica,periodoncias,2013-09-01,2,5,2,5,7
RIBERALTA,atencion odontologica,periodoncias,2013-09-01,3,30,3,30,33
ROBORE,atencion odontologica,periodoncias,2013-09-01,1,2,1,2,3
RURRENABAQUE,atencion odontologica,periodoncias,2013-09-01,5,2,5,2,7
SACABA,atencion odontologica,periodoncias,2013-09-01,225,273,225,273,498
SACABAMBA,atencion odontologica,periodoncias,2013-09-01,0,1,0,1,1
SAIPINA,atencion odontologica,periodoncias,2013-09-01,2,1,2,1,3
SALINAS DE GARCI MENDOZA,atencion odontologica,periodoncias,2013-09-01,0,3,0,3,3
SAMAIPATA,atencion odontologica,periodoncias,2013-09-01,2,4,2,4,6
SAN AGUSTIN,atencion odontologica,periodoncias,2013-09-01,1,6,1,6,7
SAN ANDRES,atencion odontologica,periodoncias,2013-09-01,7,14,7,14,21
SAN ANDRES DE MACHACA,atencion odontologica,periodoncias,2013-09-01,0,5,0,5,5
SAN ANTONIO DE ESMORUCO,atencion odontologica,periodoncias,2013-09-01,0,4,0,4,4
SAN BENITO,atencion odontologica,periodoncias,2013-09-01,4,6,4,6,10
SAN BORJA,atencion odontologica,periodoncias,2013-09-01,8,30,8,30,38
SAN CARLOS,atencion odontologica,periodoncias,2013-09-01,6,13,6,13,19
SAN IGNACIO,atencion odontologica,periodoncias,2013-09-01,41,38,41,38,79
SAN IGNACIO DE VELASCO,atencion odontologica,periodoncias,2013-09-01,2,1,2,1,3
SAN JAVIER(STC),atencion odontologica,periodoncias,2013-09-01,4,6,4,6,10
SAN JOSE DE CHIQUITOS,atencion odontologica,periodoncias,2013-09-01,1,16,1,16,17
SAN JULIAN,atencion odontologica,periodoncias,2013-09-01,4,17,4,17,21
SAN LORENZO(PND),atencion odontologica,periodoncias,2013-09-01,0,2,0,2,2
SAN LORENZO(TJA),atencion odontologica,periodoncias,2013-09-01,0,4,0,4,4
SAN LUCAS,atencion odontologica,periodoncias,2013-09-01,1,11,1,11,12
SAN MATIAS,atencion odontologica,periodoncias,2013-09-01,0,1,0,1,1
SAN MIGUEL DE VELASCO,atencion odontologica,periodoncias,2013-09-01,3,8,3,8,11
SAN PEDRO,atencion odontologica,periodoncias,2013-09-01,1,4,1,4,5
SAN PEDRO DE BUENA VISTA,atencion odontologica,periodoncias,2013-09-01,0,5,0,5,5
SAN PEDRO DE CURAHUARA,atencion odontologica,periodoncias,2013-09-01,4,4,4,4,8
SAN RAFAEL,atencion odontologica,periodoncias,2013-09-01,28,38,28,38,66
SAN RAMON SCZ,atencion odontologica,periodoncias,2013-09-01,5,18,5,18,23
SANTA ANA,atencion odontologica,periodoncias,2013-09-01,0,1,0,1,1
