,group,variable,month,ACCIONES PREVENTIVAS DENTRO DEL ESTABLECIMIENTO CANTIDAD,ACCIONES PREVENTIVAS DENTRO DEL ESTABLECIMIENTO CANTIDAD,TOTALES,TOTALES,TOTALES
TAPACARI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,34,76,34,76,110
TARABUCO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,59,103,59,103,162
TARACO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,24,24,24,24,48
TARATA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,51,58,51,58,109
TARIJA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,608,902,608,902,1510
TARVITA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,63,70,63,70,133
TEOPONTE,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,10,0,10,0,10
TIAWANACU,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,32,48,32,48,80
TINGUIPAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,19,27,19,27,46
TIPUANI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,17,55,17,55,72
TIQUIPAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,376,629,376,629,1005
TIRAQUE (CBBA),atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,8,19,8,19,27
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,0,1,0,1,1
TOCO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,40,20,40,20,60
TOLATA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,0,4,0,4,4
TOLEDO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,1,0,1,0,1
TOMAVE,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,15,8,15,8,23
TOMINA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,11,11,11,11,22
TORO TORO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,47,77,47,77,124
TOTORA(CBBA),atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,4,9,4,9,13
TRIGAL,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,11,12,11,12,23
TRINIDAD,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,209,334,209,334,543
TUPIZA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,124,130,124,130,254
TURCO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,7,14,7,14,21
UMALA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,7,10,7,10,17
UNCIA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,24,46,24,46,70
URIONDO (A. CONCEPCION),atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,85,96,85,96,181
URUBICHA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,15,15,15,15,30
UYUNI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,5,7,5,7,12
VACAS,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,36,38,36,38,74
VALLEGRANDE,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,117,118,117,118,235
VIACHA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,124,81,124,81,205
VILA VILA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,2,34,2,34,36
VILLA CHARCAS,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,3,2,3,2,5
VILLA MONTES,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,171,166,171,166,337
VILLA RIVERO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,10,27,10,27,37
VILLA SERRANO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,31,14,31,14,45
VILLA TUNARI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,101,312,101,312,413
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,45,61,45,61,106
VILLAZON,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,109,144,109,144,253
VINTO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,69,127,69,127,196
VITICHI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,6,10,6,10,16
WALDO BALLIVIAN,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,0,2,0,2,2
WARNES,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,36,60,36,60,96
YACO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,2,7,2,7,9
YACUIBA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,114,234,114,234,348
YAMPARAEZ,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,36,46,36,46,82
YANACACHI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,0,2,0,2,2
YAPACANI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,53,47,53,47,100
YOCALLA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,0,9,0,9,9
YOTALA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,67,63,67,63,130
YUNCHARA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,25,19,25,19,44
ZUDAÑEZ,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,3,5,3,5,8
ACACIO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,0,15,0,15,15
ACHACACHI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,148,177,148,177,325
ACHOCALLA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,20,38,20,38,58
AIQUILE,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,52,52,52,52,104
ALALAY,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,1,5,1,5,6
ALCALA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,16,27,16,27,43
ALTO BENI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,13,7,13,7,20
ANCORAIMES,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,6,14,6,14,20
ANDAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,1,9,1,9,10
ANTEQUERA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,5,1,5,1,6
ANZALDO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,38,45,38,45,83
APOLO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,28,41,28,41,69
ARAMPAMPA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,12,14,12,14,26
ARANI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,22,44,22,44,66
ARBIETO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,78,66,78,66,144
ARQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,36,33,36,33,69
ATOCHA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,21,34,21,34,55
AUCAPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,2,0,2,0,2
AYATA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,3,5,3,5,8
AYO AYO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,5,1,5,1,6
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,176,237,176,237,413
AZURDUY,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,5,27,5,27,32
BATALLAS,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,4,24,4,24,28
BAURES,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,34,6,34,6,40
BELEN DE ANDAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,1,6,1,6,7
BELEN DE URMIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,1,2,1,2,3
BELLA FLOR,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,16,11,16,11,27
BERMEJO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,72,156,72,156,228
BETANZOS,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,28,46,28,46,74
BOLIVAR,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,13,3,13,3,16
BOLPEBRA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,0,5,0,5,5
BOYUIBE,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,0,2,0,2,2
BUENA VISTA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,3,10,3,10,13
CABEZAS,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,468,123,468,123,591
CAIROMA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,78,109,78,109,187
"CAIZA ""D""",atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,5,1,5,1,6
CAJUATA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,11,22,11,22,33
CALACOTO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,10,10,10,10,20
CALAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,95,94,95,94,189
CAMARGO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,53,58,53,58,111
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,3,14,3,14,17
CAMIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,126,157,126,157,283
CAPINOTA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,232,126,232,126,358
CARACOLLO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,19,25,19,25,44
CARANAVI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,68,53,68,53,121
CARAPARI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,15,29,15,29,44
CARIPUYO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,8,2,8,2,10
CARMEN RIVERO TORREZ,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,92,115,92,115,207
CATACORA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,2,5,2,5,7
CHALLAPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,120,96,120,96,216
CHAQUI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,10,3,10,3,13
CHARAGUA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,104,76,104,76,180
CHAYANTA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,13,20,13,20,33
CHIMORE,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,12,16,12,16,28
CHIPAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,0,3,0,3,3
CHOQUE COTA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,0,7,0,7,7
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,35,17,35,17,52
CHUMA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,23,30,23,30,53
CKOCHAS,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,5,3,5,3,8
CLIZA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,10,114,10,114,124
COBIJA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,123,132,123,132,255
COCAPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,68,59,68,59,127
COCHABAMBA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,4074,5651,4074,5651,9725
COIPASA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,0,4,0,4,4
COLCAPIRHUA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,136,220,136,220,356
"COLCHA ""K""",atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,15,15,15,15,30
COLLANA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,9,62,9,62,71
COLOMI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,41,30,41,30,71
COLPA BELGICA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,120,139,120,139,259
COLQUECHACA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,50,53,50,53,103
COLQUENCHA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,2,0,2,0,2
COLQUIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,8,9,8,9,17
COMANCHE,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,7,3,7,3,10
COMARAPA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,91,92,91,92,183
COMBAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,0,1,0,1,1
CONCEPCION,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,1,4,1,4,5
COPACABANA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,1,6,1,6,7
CORIPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,15,17,15,17,32
CORO CORO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,6,3,6,3,9
CORQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,1,6,1,6,7
COTAGAITA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,40,37,40,37,77
COTOCA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,6,33,6,33,39
CUATRO CAÑADAS,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,42,54,42,54,96
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,9,15,9,15,24
CUEVO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,1,1,1,1,2
CULPINA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,20,17,20,17,37
CURAHUARA DE CARANGAS,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,2,1,2,1,3
CURVA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,29,23,29,23,52
DESAGUADERO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,20,40,20,40,60
EL ALTO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,2363,2567,2363,2567,4930
EL CHORO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,2,2,2,2,4
EL PUENTE(STC),atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,1,1,1,1,2
EL PUENTE(TJA),atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,20,18,20,18,38
EL TORNO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,296,333,296,333,629
EL VILLAR,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,12,1,12,1,13
ENTRE RIOS TRJ,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,62,93,62,93,155
ENTRE RIOS CBBA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,106,253,106,253,359
EUCALIPTUS,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,0,4,0,4,4
FERNANDEZ ALONSO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,15,27,15,27,42
FILADELFIA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-08-01,9,12,9,12,21
