,group,variable,month,OTRAS ACCIONES CANTIDAD,OTRAS ACCIONES CANTIDAD,TOTALES,TOTALES,TOTALES
SUCRE,atencion odontologica,otras acciones,2011-08-01,960,1424,960,1424,2384
TACACOMA,atencion odontologica,otras acciones,2011-08-01,5,5,5,5,10
TACOPAYA,atencion odontologica,otras acciones,2011-08-01,12,20,12,20,32
TAHUA,atencion odontologica,otras acciones,2011-08-01,2,2,2,2,4
TAPACARI,atencion odontologica,otras acciones,2011-08-01,6,30,6,30,36
TARABUCO,atencion odontologica,otras acciones,2011-08-01,23,25,23,25,48
TARACO,atencion odontologica,otras acciones,2011-08-01,14,19,14,19,33
TARATA,atencion odontologica,otras acciones,2011-08-01,12,17,12,17,29
TARIJA,atencion odontologica,otras acciones,2011-08-01,928,1325,928,1325,2253
TARVITA,atencion odontologica,otras acciones,2011-08-01,24,29,24,29,53
TIAWANACU,atencion odontologica,otras acciones,2011-08-01,43,51,43,51,94
TINGUIPAYA,atencion odontologica,otras acciones,2011-08-01,8,19,8,19,27
TIQUIPAYA,atencion odontologica,otras acciones,2011-08-01,82,173,82,173,255
TIRAQUE (CBBA),atencion odontologica,otras acciones,2011-08-01,51,102,51,102,153
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,otras acciones,2011-08-01,1,0,1,0,1
TOCO,atencion odontologica,otras acciones,2011-08-01,5,5,5,5,10
TOLATA,atencion odontologica,otras acciones,2011-08-01,6,17,6,17,23
TOLEDO,atencion odontologica,otras acciones,2011-08-01,5,4,5,4,9
TOMAVE,atencion odontologica,otras acciones,2011-08-01,20,28,20,28,48
TOMINA,atencion odontologica,otras acciones,2011-08-01,239,398,239,398,637
TORO TORO,atencion odontologica,otras acciones,2011-08-01,32,33,32,33,65
TOTORA(CBBA),atencion odontologica,otras acciones,2011-08-01,16,38,16,38,54
TOTORA(ORR),atencion odontologica,otras acciones,2011-08-01,1,0,1,0,1
TRIGAL,atencion odontologica,otras acciones,2011-08-01,1,1,1,1,2
TRINIDAD,atencion odontologica,otras acciones,2011-08-01,29,39,29,39,68
TUPIZA,atencion odontologica,otras acciones,2011-08-01,341,112,341,112,453
TURCO,atencion odontologica,otras acciones,2011-08-01,22,24,22,24,46
UNCIA,atencion odontologica,otras acciones,2011-08-01,3,13,3,13,16
URIONDO (A. CONCEPCION),atencion odontologica,otras acciones,2011-08-01,89,178,89,178,267
URUBICHA,atencion odontologica,otras acciones,2011-08-01,2,3,2,3,5
UYUNI,atencion odontologica,otras acciones,2011-08-01,14,9,14,9,23
VACAS,atencion odontologica,otras acciones,2011-08-01,8,15,8,15,23
VALLEGRANDE,atencion odontologica,otras acciones,2011-08-01,5,7,5,7,12
VIACHA,atencion odontologica,otras acciones,2011-08-01,98,19,98,19,117
VILA VILA,atencion odontologica,otras acciones,2011-08-01,4,10,4,10,14
VILLA CHARCAS,atencion odontologica,otras acciones,2011-08-01,10,7,10,7,17
VILLA MONTES,atencion odontologica,otras acciones,2011-08-01,76,126,76,126,202
VILLA RIVERO,atencion odontologica,otras acciones,2011-08-01,31,27,31,27,58
VILLA SERRANO,atencion odontologica,otras acciones,2011-08-01,716,659,716,659,1375
VILLA TUNARI,atencion odontologica,otras acciones,2011-08-01,69,92,69,92,161
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,otras acciones,2011-08-01,5,5,5,5,10
VILLAZON,atencion odontologica,otras acciones,2011-08-01,109,163,109,163,272
VINTO,atencion odontologica,otras acciones,2011-08-01,9,0,9,0,9
VITICHI,atencion odontologica,otras acciones,2011-08-01,65,114,65,114,179
WARNES,atencion odontologica,otras acciones,2011-08-01,12,26,12,26,38
YACO,atencion odontologica,otras acciones,2011-08-01,3,5,3,5,8
YACUIBA,atencion odontologica,otras acciones,2011-08-01,29,93,29,93,122
YAMPARAEZ,atencion odontologica,otras acciones,2011-08-01,22,63,22,63,85
YANACACHI,atencion odontologica,otras acciones,2011-08-01,17,17,17,17,34
YAPACANI,atencion odontologica,otras acciones,2011-08-01,3,6,3,6,9
YOCALLA,atencion odontologica,otras acciones,2011-08-01,11,24,11,24,35
YOTALA,atencion odontologica,otras acciones,2011-08-01,29,51,29,51,80
YUNCHARA,atencion odontologica,otras acciones,2011-08-01,7,29,7,29,36
ZUDAÑEZ,atencion odontologica,otras acciones,2011-08-01,6,10,6,10,16
ACACIO,atencion odontologica,otras acciones,2011-09-01,2,4,2,4,6
ACHACACHI,atencion odontologica,otras acciones,2011-09-01,16,12,16,12,28
ACHOCALLA,atencion odontologica,otras acciones,2011-09-01,7,5,7,5,12
ALALAY,atencion odontologica,otras acciones,2011-09-01,3,0,3,0,3
ALCALA,atencion odontologica,otras acciones,2011-09-01,12,22,12,22,34
ANCORAIMES,atencion odontologica,otras acciones,2011-09-01,9,4,9,4,13
ANDAMARCA,atencion odontologica,otras acciones,2011-09-01,27,27,27,27,54
ANTEQUERA,atencion odontologica,otras acciones,2011-09-01,34,39,34,39,73
ANZALDO,atencion odontologica,otras acciones,2011-09-01,4,3,4,3,7
APOLO,atencion odontologica,otras acciones,2011-09-01,6,27,6,27,33
ARAMPAMPA,atencion odontologica,otras acciones,2011-09-01,6,4,6,4,10
ARANI,atencion odontologica,otras acciones,2011-09-01,27,85,27,85,112
ARBIETO,atencion odontologica,otras acciones,2011-09-01,1,4,1,4,5
ARQUE,atencion odontologica,otras acciones,2011-09-01,3,9,3,9,12
ATOCHA,atencion odontologica,otras acciones,2011-09-01,159,223,159,223,382
AYATA,atencion odontologica,otras acciones,2011-09-01,5,6,5,6,11
AYO AYO,atencion odontologica,otras acciones,2011-09-01,0,4,0,4,4
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,otras acciones,2011-09-01,22,30,22,30,52
BELEN DE URMIRI,atencion odontologica,otras acciones,2011-09-01,8,8,8,8,16
BELLA FLOR,atencion odontologica,otras acciones,2011-09-01,1,2,1,2,3
BERMEJO,atencion odontologica,otras acciones,2011-09-01,200,259,200,259,459
BETANZOS,atencion odontologica,otras acciones,2011-09-01,10,15,10,15,25
BOLIVAR,atencion odontologica,otras acciones,2011-09-01,11,7,11,7,18
BOYUIBE,atencion odontologica,otras acciones,2011-09-01,0,5,0,5,5
BUENA VISTA,atencion odontologica,otras acciones,2011-09-01,0,3,0,3,3
CABEZAS,atencion odontologica,otras acciones,2011-09-01,49,85,49,85,134
CAIROMA,atencion odontologica,otras acciones,2011-09-01,5,4,5,4,9
CAJUATA,atencion odontologica,otras acciones,2011-09-01,3,1,3,1,4
CALACOTO,atencion odontologica,otras acciones,2011-09-01,11,11,11,11,22
CALAMARCA,atencion odontologica,otras acciones,2011-09-01,57,77,57,77,134
CAMARGO,atencion odontologica,otras acciones,2011-09-01,90,177,90,177,267
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,otras acciones,2011-09-01,34,99,34,99,133
CAMIRI,atencion odontologica,otras acciones,2011-09-01,66,146,66,146,212
CAPINOTA,atencion odontologica,otras acciones,2011-09-01,43,80,43,80,123
CAQUIAVIRI,atencion odontologica,otras acciones,2011-09-01,12,17,12,17,29
CARACOLLO,atencion odontologica,otras acciones,2011-09-01,62,108,62,108,170
CARANAVI,atencion odontologica,otras acciones,2011-09-01,74,90,74,90,164
CARAPARI,atencion odontologica,otras acciones,2011-09-01,16,34,16,34,50
CARIPUYO,atencion odontologica,otras acciones,2011-09-01,1,3,1,3,4
CARMEN RIVERO TORREZ,atencion odontologica,otras acciones,2011-09-01,6,5,6,5,11
CATACORA,atencion odontologica,otras acciones,2011-09-01,2,6,2,6,8
CHALLAPATA,atencion odontologica,otras acciones,2011-09-01,37,55,37,55,92
CHAQUI,atencion odontologica,otras acciones,2011-09-01,5,15,5,15,20
CHARAGUA,atencion odontologica,otras acciones,2011-09-01,6,6,6,6,12
CHARAÑA,atencion odontologica,otras acciones,2011-09-01,2,1,2,1,3
CHAYANTA,atencion odontologica,otras acciones,2011-09-01,43,81,43,81,124
CHIMORE,atencion odontologica,otras acciones,2011-09-01,20,48,20,48,68
CHIPAYA,atencion odontologica,otras acciones,2011-09-01,2,20,2,20,22
CHOQUE COTA,atencion odontologica,otras acciones,2011-09-01,10,44,10,44,54
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,otras acciones,2011-09-01,55,49,55,49,104
CHUMA,atencion odontologica,otras acciones,2011-09-01,53,58,53,58,111
CKOCHAS,atencion odontologica,otras acciones,2011-09-01,35,43,35,43,78
CLIZA,atencion odontologica,otras acciones,2011-09-01,7,43,7,43,50
COBIJA,atencion odontologica,otras acciones,2011-09-01,49,50,49,50,99
COCAPATA,atencion odontologica,otras acciones,2011-09-01,7,13,7,13,20
COCHABAMBA,atencion odontologica,otras acciones,2011-09-01,1898,2481,1898,2481,4379
COIPASA,atencion odontologica,otras acciones,2011-09-01,3,2,3,2,5
COLCAPIRHUA,atencion odontologica,otras acciones,2011-09-01,43,114,43,114,157
"COLCHA ""K""",atencion odontologica,otras acciones,2011-09-01,18,16,18,16,34
COLLANA,atencion odontologica,otras acciones,2011-09-01,0,11,0,11,11
COLOMI,atencion odontologica,otras acciones,2011-09-01,11,14,11,14,25
COLQUECHACA,atencion odontologica,otras acciones,2011-09-01,61,101,61,101,162
COMANCHE,atencion odontologica,otras acciones,2011-09-01,24,37,24,37,61
COMARAPA,atencion odontologica,otras acciones,2011-09-01,36,126,36,126,162
COPACABANA,atencion odontologica,otras acciones,2011-09-01,24,23,24,23,47
CORIPATA,atencion odontologica,otras acciones,2011-09-01,12,13,12,13,25
CORO CORO,atencion odontologica,otras acciones,2011-09-01,9,9,9,9,18
COROICO,atencion odontologica,otras acciones,2011-09-01,8,10,8,10,18
CORQUE,atencion odontologica,otras acciones,2011-09-01,9,30,9,30,39
COTAGAITA,atencion odontologica,otras acciones,2011-09-01,145,145,145,145,290
COTOCA,atencion odontologica,otras acciones,2011-09-01,0,2,0,2,2
CUATRO CAÑADAS,atencion odontologica,otras acciones,2011-09-01,27,72,27,72,99
CUEVO,atencion odontologica,otras acciones,2011-09-01,6,15,6,15,21
CULPINA,atencion odontologica,otras acciones,2011-09-01,20,36,20,36,56
CURAHUARA DE CARANGAS,atencion odontologica,otras acciones,2011-09-01,16,22,16,22,38
CURVA,atencion odontologica,otras acciones,2011-09-01,3,2,3,2,5
DESAGUADERO,atencion odontologica,otras acciones,2011-09-01,1,11,1,11,12
EL ALTO,atencion odontologica,otras acciones,2011-09-01,1442,1921,1442,1921,3363
EL CHORO,atencion odontologica,otras acciones,2011-09-01,5,3,5,3,8
EL PUENTE(STC),atencion odontologica,otras acciones,2011-09-01,3,13,3,13,16
EL PUENTE(TJA),atencion odontologica,otras acciones,2011-09-01,23,53,23,53,76
EL TORNO,atencion odontologica,otras acciones,2011-09-01,24,39,24,39,63
ENTRE RIOS TRJ,atencion odontologica,otras acciones,2011-09-01,53,74,53,74,127
ENTRE RIOS CBBA,atencion odontologica,otras acciones,2011-09-01,25,22,25,22,47
ESCOMA,atencion odontologica,otras acciones,2011-09-01,6,11,6,11,17
EUCALIPTUS,atencion odontologica,otras acciones,2011-09-01,18,17,18,17,35
FERNANDEZ ALONSO,atencion odontologica,otras acciones,2011-09-01,4,1,4,1,5
GENERAL SAAVEDRA,atencion odontologica,otras acciones,2011-09-01,5,11,5,11,16
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,otras acciones,2011-09-01,20,22,20,22,42
GUANAY,atencion odontologica,otras acciones,2011-09-01,0,2,0,2,2
GUAQUI,atencion odontologica,otras acciones,2011-09-01,25,25,25,25,50
GUAYARAMERIN,atencion odontologica,otras acciones,2011-09-01,110,126,110,126,236
GUTIERREZ,atencion odontologica,otras acciones,2011-09-01,91,172,91,172,263
HUACARETA,atencion odontologica,otras acciones,2011-09-01,3,16,3,16,19
HUACAYA (VILLA DE HUACAYA),atencion odontologica,otras acciones,2011-09-01,12,15,12,15,27
HUACHACALLA,atencion odontologica,otras acciones,2011-09-01,11,16,11,16,27
HUANUNI,atencion odontologica,otras acciones,2011-09-01,99,119,99,119,218
HUARACAJE,atencion odontologica,otras acciones,2011-09-01,1,1,1,1,2
HUARINA,atencion odontologica,otras acciones,2011-09-01,3,6,3,6,9
HUAYLLAMARCA,atencion odontologica,otras acciones,2011-09-01,29,54,29,54,83
HUMANATA,atencion odontologica,otras acciones,2011-09-01,5,10,5,10,15
ICLA,atencion odontologica,otras acciones,2011-09-01,6,19,6,19,25
INCAHUASI,atencion odontologica,otras acciones,2011-09-01,6,27,6,27,33
INQUISIVI,atencion odontologica,otras acciones,2011-09-01,4,4,4,4,8
IRUPANA (VILLA DE LANZA),atencion odontologica,otras acciones,2011-09-01,35,29,35,29,64
IXIAMAS,atencion odontologica,otras acciones,2011-09-01,17,41,17,41,58
JESUS DE MACHACA,atencion odontologica,otras acciones,2011-09-01,18,31,18,31,49
LA ASUNTA,atencion odontologica,otras acciones,2011-09-01,17,51,17,51,68
LA GUARDIA,atencion odontologica,otras acciones,2011-09-01,4,20,4,20,24
LA PAZ,atencion odontologica,otras acciones,2011-09-01,3225,3588,3225,3588,6813
LLALLAGUA,atencion odontologica,otras acciones,2011-09-01,109,228,109,228,337
LLICA,atencion odontologica,otras acciones,2011-09-01,38,86,38,86,124
LORETO,atencion odontologica,otras acciones,2011-09-01,0,5,0,5,5
LURIBAY,atencion odontologica,otras acciones,2011-09-01,0,3,0,3,3
MACHACAMARCA,atencion odontologica,otras acciones,2011-09-01,11,17,11,17,28
MACHARETI,atencion odontologica,otras acciones,2011-09-01,3,3,3,3,6
MAGDALENA,atencion odontologica,otras acciones,2011-09-01,2,0,2,0,2
MAIRANA,atencion odontologica,otras acciones,2011-09-01,7,18,7,18,25
MALLA,atencion odontologica,otras acciones,2011-09-01,10,9,10,9,19
MAPIRI,atencion odontologica,otras acciones,2011-09-01,6,39,6,39,45
MECAPACA,atencion odontologica,otras acciones,2011-09-01,1,0,1,0,1
MINEROS,atencion odontologica,otras acciones,2011-09-01,12,29,12,29,41
MIZQUE,atencion odontologica,otras acciones,2011-09-01,3,28,3,28,31
MOCOMOCO,atencion odontologica,otras acciones,2011-09-01,19,15,19,15,34
MOJOCOYA,atencion odontologica,otras acciones,2011-09-01,7,13,7,13,20
MONTEAGUDO,atencion odontologica,otras acciones,2011-09-01,53,109,53,109,162
MONTERO,atencion odontologica,otras acciones,2011-09-01,45,73,45,73,118
MOROCHATA,atencion odontologica,otras acciones,2011-09-01,6,15,6,15,21
OCURI,atencion odontologica,otras acciones,2011-09-01,8,1,8,1,9
ORURO,atencion odontologica,otras acciones,2011-09-01,977,1231,977,1231,2208
PADCAYA,atencion odontologica,otras acciones,2011-09-01,28,30,28,30,58
PADILLA,atencion odontologica,otras acciones,2011-09-01,9,53,9,53,62
PALCA,atencion odontologica,otras acciones,2011-09-01,7,8,7,8,15
PALOS BLANCOS,atencion odontologica,otras acciones,2011-09-01,8,8,8,8,16
PAMPA AULLAGAS,atencion odontologica,otras acciones,2011-09-01,13,15,13,15,28
PAMPA GRANDE,atencion odontologica,otras acciones,2011-09-01,8,16,8,16,24
PAPEL PAMPA,atencion odontologica,otras acciones,2011-09-01,23,24,23,24,47
PASORAPA,atencion odontologica,otras acciones,2011-09-01,2,8,2,8,10
PATACAMAYA,atencion odontologica,otras acciones,2011-09-01,32,94,32,94,126
PAZÑA,atencion odontologica,otras acciones,2011-09-01,24,43,24,43,67
PELECHUCO,atencion odontologica,otras acciones,2011-09-01,7,5,7,5,12
POCOATA,atencion odontologica,otras acciones,2011-09-01,43,124,43,124,167
POCONA,atencion odontologica,otras acciones,2011-09-01,12,8,12,8,20
POJO (CBBA),atencion odontologica,otras acciones,2011-09-01,28,81,28,81,109
POOPO,atencion odontologica,otras acciones,2011-09-01,35,73,35,73,108
PORCO,atencion odontologica,otras acciones,2011-09-01,6,16,6,16,22
POROMA,atencion odontologica,otras acciones,2011-09-01,6,15,6,15,21
PORONGO,atencion odontologica,otras acciones,2011-09-01,7,5,7,5,12
PORTACHUELO,atencion odontologica,otras acciones,2011-09-01,18,41,18,41,59
PORVENIR,atencion odontologica,otras acciones,2011-09-01,11,13,11,13,24
POSTRER VALLE,atencion odontologica,otras acciones,2011-09-01,1,1,1,1,2
POTOSI,atencion odontologica,otras acciones,2011-09-01,207,465,207,465,672
PRESTO,atencion odontologica,otras acciones,2011-09-01,2,3,2,3,5
PUCARANI,atencion odontologica,otras acciones,2011-09-01,21,40,21,40,61
PUERTO ACOSTA,atencion odontologica,otras acciones,2011-09-01,4,3,4,3,7
PUERTO CARABUCO,atencion odontologica,otras acciones,2011-09-01,13,12,13,12,25
PUERTO PEREZ,atencion odontologica,otras acciones,2011-09-01,6,11,6,11,17
PUERTO QUIJARRO,atencion odontologica,otras acciones,2011-09-01,187,151,187,151,338
PUERTO RICO,atencion odontologica,otras acciones,2011-09-01,153,147,153,147,300
PUERTO SUAREZ,atencion odontologica,otras acciones,2011-09-01,3,9,3,9,12
PUERTO VILLARROEL,atencion odontologica,otras acciones,2011-09-01,23,73,23,73,96
PUNA,atencion odontologica,otras acciones,2011-09-01,62,99,62,99,161
PUNATA,atencion odontologica,otras acciones,2011-09-01,29,50,29,50,79
QUIABAYA,atencion odontologica,otras acciones,2011-09-01,0,2,0,2,2
QUILLACOLLO,atencion odontologica,otras acciones,2011-09-01,355,320,355,320,675
QUIME,atencion odontologica,otras acciones,2011-09-01,165,63,165,63,228
QUIRUSILLAS,atencion odontologica,otras acciones,2011-09-01,0,2,0,2,2
RAVELO,atencion odontologica,otras acciones,2011-09-01,25,28,25,28,53
RIBERALTA,atencion odontologica,otras acciones,2011-09-01,9,34,9,34,43
ROBORE,atencion odontologica,otras acciones,2011-09-01,5,10,5,10,15
RURRENABAQUE,atencion odontologica,otras acciones,2011-09-01,21,34,21,34,55
SACABA,atencion odontologica,otras acciones,2011-09-01,571,715,571,715,1286
SACABAMBA,atencion odontologica,otras acciones,2011-09-01,0,1,0,1,1
SACACA,atencion odontologica,otras acciones,2011-09-01,4,12,4,12,16
SAIPINA,atencion odontologica,otras acciones,2011-09-01,25,48,25,48,73
SALINAS DE GARCI MENDOZA,atencion odontologica,otras acciones,2011-09-01,34,43,34,43,77
SAMAIPATA,atencion odontologica,otras acciones,2011-09-01,25,38,25,38,63
SAN AGUSTIN,atencion odontologica,otras acciones,2011-09-01,6,1,6,1,7
SAN ANDRES DE MACHACA,atencion odontologica,otras acciones,2011-09-01,26,32,26,32,58
SAN ANTONIO DE LOMERIO,atencion odontologica,otras acciones,2011-09-01,1,21,1,21,22
SAN BENITO,atencion odontologica,otras acciones,2011-09-01,36,43,36,43,79
SAN BORJA,atencion odontologica,otras acciones,2011-09-01,9,30,9,30,39
SAN CARLOS,atencion odontologica,otras acciones,2011-09-01,0,320,0,320,320
SAN IGNACIO,atencion odontologica,otras acciones,2011-09-01,6,5,6,5,11
SAN IGNACIO DE VELASCO,atencion odontologica,otras acciones,2011-09-01,3,16,3,16,19
SAN JOAQUIN,atencion odontologica,otras acciones,2011-09-01,2,3,2,3,5
SAN JOSE DE CHIQUITOS,atencion odontologica,otras acciones,2011-09-01,0,2,0,2,2
SAN JUAN DE YAPACANI,atencion odontologica,otras acciones,2011-09-01,8,15,8,15,23
SAN LORENZO(PND),atencion odontologica,otras acciones,2011-09-01,1,1,1,1,2
SAN LORENZO(TJA),atencion odontologica,otras acciones,2011-09-01,73,83,73,83,156
SAN LUCAS,atencion odontologica,otras acciones,2011-09-01,24,21,24,21,45
SAN MATIAS,atencion odontologica,otras acciones,2011-09-01,5,4,5,4,9
SAN MIGUEL DE VELASCO,atencion odontologica,otras acciones,2011-09-01,16,76,16,76,92
SAN PEDRO DE BUENA VISTA,atencion odontologica,otras acciones,2011-09-01,9,10,9,10,19
SAN PEDRO DE CURAHUARA,atencion odontologica,otras acciones,2011-09-01,2,2,2,2,4
SAN PEDRO DE TIQUINA,atencion odontologica,otras acciones,2011-09-01,8,9,8,9,17
SAN RAFAEL,atencion odontologica,otras acciones,2011-09-01,4,3,4,3,7
SAN RAMON SCZ,atencion odontologica,otras acciones,2011-09-01,11,13,11,13,24
SANTA ANA,atencion odontologica,otras acciones,2011-09-01,10,17,10,17,27
SANTA CRUZ DE LA SIERRA,atencion odontologica,otras acciones,2011-09-01,993,1569,993,1569,2562
SANTA ROSA,atencion odontologica,otras acciones,2011-09-01,48,59,48,59,107
SANTA ROSA DEL SARA,atencion odontologica,otras acciones,2011-09-01,213,201,213,201,414
SANTIAGO DE CALLAPA,atencion odontologica,otras acciones,2011-09-01,3,4,3,4,7
SANTIAGO DE HUARI,atencion odontologica,otras acciones,2011-09-01,41,77,41,77,118
SANTIAGO DE HUATA,atencion odontologica,otras acciones,2011-09-01,5,2,5,2,7
SANTIAGO DE MACHACA,atencion odontologica,otras acciones,2011-09-01,9,11,9,11,20
SANTIVAÑES,atencion odontologica,otras acciones,2011-09-01,23,25,23,25,48
SANTUARIO DE QUILLACAS,atencion odontologica,otras acciones,2011-09-01,3,5,3,5,8
SAPAHAQUI,atencion odontologica,otras acciones,2011-09-01,8,13,8,13,21
SENA,atencion odontologica,otras acciones,2011-09-01,2,6,2,6,8
SICA SICA (VILLA AROMA),atencion odontologica,otras acciones,2011-09-01,2,5,2,5,7
SICAYA,atencion odontologica,otras acciones,2011-09-01,10,11,10,11,21
SIPE SIPE,atencion odontologica,otras acciones,2011-09-01,9,39,9,39,48
SOPACHUY,atencion odontologica,otras acciones,2011-09-01,60,110,60,110,170
SORACACHI,atencion odontologica,otras acciones,2011-09-01,121,112,121,112,233
