,group,variable,month,ACCIONES PREVENTIVAS DENTRO DEL ESTABLECIMIENTO CANTIDAD,ACCIONES PREVENTIVAS DENTRO DEL ESTABLECIMIENTO CANTIDAD,TOTALES,TOTALES,TOTALES
CARIPUYO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,0,5,0,5,5
CARMEN RIVERO TORREZ,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,81,58,81,58,139
CATACORA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,3,5,3,5,8
CHALLAPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,32,48,32,48,80
CHAQUI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,3,4,3,4,7
CHARAGUA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,16,24,16,24,40
CHARAÑA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,16,15,16,15,31
CHAYANTA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,25,5,25,5,30
CHIMORE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,13,37,13,37,50
CHIPAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,4,4,4,4,8
CHOQUE COTA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,31,3,31,3,34
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,13,7,13,7,20
CHUMA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,13,10,13,10,23
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,1,6,1,6,7
CKOCHAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,4,1,4,1,5
CLIZA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,225,352,225,352,577
COBIJA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,221,252,221,252,473
COCAPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,40,59,40,59,99
COCHABAMBA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,3597,4610,3597,4610,8207
COIPASA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,2,6,2,6,8
COLCAPIRHUA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,133,139,133,139,272
"COLCHA ""K""",atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,11,22,11,22,33
COLLANA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,2,0,2,0,2
COLOMI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,26,49,26,49,75
COLPA BELGICA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,53,200,53,200,253
COLQUECHACA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,11,43,11,43,54
COLQUIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,6,4,6,4,10
COMARAPA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,44,78,44,78,122
COMBAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,0,6,0,6,6
CONCEPCION,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,11,6,11,6,17
COPACABANA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,28,17,28,17,45
CORIPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,86,121,86,121,207
CORO CORO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,4,4,4,4,8
CORQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,0,16,0,16,16
COTAGAITA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,15,25,15,25,40
COTOCA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,6,44,6,44,50
CUATRO CAÑADAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,40,42,40,42,82
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,12,15,12,15,27
CUEVO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,3,0,3,0,3
CULPINA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,7,0,7,0,7
CURVA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,1,1,1,1,2
DESAGUADERO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,3,6,3,6,9
EL ALTO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,1406,1556,1406,1556,2962
EL CHORO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,18,15,18,15,33
EL PUENTE(STC),atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,2,3,2,3,5
EL PUENTE(TJA),atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,21,28,21,28,49
EL TORNO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,35,84,35,84,119
ENTRE RIOS TRJ,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,9,32,9,32,41
ENTRE RIOS CBBA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,11,15,11,15,26
ESCOMA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,4,6,4,6,10
EUCALIPTUS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,12,9,12,9,21
FERNANDEZ ALONSO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,17,25,17,25,42
FILADELFIA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,13,26,13,26,39
GENERAL SAAVEDRA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,5,0,5,0,5
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,9,11,9,11,20
GUANAY,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,18,19,18,19,37
GUAQUI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,2,9,2,9,11
GUAYARAMERIN,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,137,120,137,120,257
GUTIERREZ,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,16,27,16,27,43
HUACARETA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,5,3,5,3,8
HUACAYA (VILLA DE HUACAYA),atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,6,7,6,7,13
HUACHACALLA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,2,2,2,2,4
HUANUNI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,93,152,93,152,245
HUARACAJE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,13,10,13,10,23
HUAYLLAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,4,7,4,7,11
ICLA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,21,36,21,36,57
INCAHUASI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,38,36,38,36,74
INGAVI (HUMAITA),atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,8,25,8,25,33
INQUISIVI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,1,0,1,0,1
IRUPANA (VILLA DE LANZA),atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,3,46,3,46,49
IXIAMAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,14,14,14,14,28
JESUS DE MACHACA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,14,19,14,19,33
LA ASUNTA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,11,11,11,11,22
LA GUARDIA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,39,48,39,48,87
LA PAZ,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,4889,3132,4889,3132,8021
LAGUNILLAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,2,3,2,3,5
LAJA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,7,1,7,1,8
LAS CARRERAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,20,18,20,18,38
LLALLAGUA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,57,95,57,95,152
LLICA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,1,3,1,3,4
LORETO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,3,8,3,8,11
LURIBAY,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,126,64,126,64,190
MACHACAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,7,16,7,16,23
MACHARETI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,13,29,13,29,42
MAGDALENA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,10,16,10,16,26
MAIRANA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,1,11,1,11,12
MALLA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,15,18,15,18,33
MECAPACA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,0,2,0,2,2
MINEROS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,2,7,2,7,9
MIZQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,13,20,13,20,33
MOCOMOCO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,7,7,7,7,14
MOJOCOYA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,1,1,1,1,2
MONTEAGUDO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,33,35,33,35,68
MONTERO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,309,556,309,556,865
MORO MORO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,2,2,2,2,4
MOROCHATA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,16,18,16,18,34
OCURI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,40,35,40,35,75
OKINAWA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,3,6,3,6,9
OMEREQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,30,35,30,35,65
ORURO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,1099,1288,1099,1288,2387
PADCAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,39,70,39,70,109
PADILLA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,3,7,3,7,10
PAILON,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,43,34,43,34,77
PALCA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,18,28,18,28,46
PALOS BLANCOS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,12,35,12,35,47
PAMPA AULLAGAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,2,10,2,10,12
PAMPA GRANDE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,8,9,8,9,17
PAPEL PAMPA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,9,3,9,3,12
PASORAPA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,32,28,32,28,60
PATACAMAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,80,121,80,121,201
PAZÑA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,9,7,9,7,16
PELECHUCO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,24,56,24,56,80
POCOATA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,15,10,15,10,25
POCONA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,20,61,20,61,81
POJO (CBBA),atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,29,29,29,29,58
POOPO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,70,134,70,134,204
PORCO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,26,15,26,15,41
POROMA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,28,84,28,84,112
PORONGO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,7,5,7,5,12
PORTACHUELO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,1,9,1,9,10
PORVENIR,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,177,218,177,218,395
POSTRER VALLE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,7,10,7,10,17
POTOSI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,418,389,418,389,807
PRESTO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,3,0,3,0,3
PUCARA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,8,13,8,13,21
PUCARANI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,11,10,11,10,21
PUERTO ACOSTA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,3,1,3,1,4
PUERTO CARABUCO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,0,1,0,1,1
PUERTO PEREZ,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,6,2,6,2,8
PUERTO QUIJARRO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,15,10,15,10,25
PUERTO RICO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,16,39,16,39,55
PUERTO SUAREZ,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,5,29,5,29,34
PUERTO VILLARROEL,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,75,94,75,94,169
PUNA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,5,12,5,12,17
PUNATA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,60,94,60,94,154
QUIABAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,10,20,10,20,30
QUILLACOLLO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,1397,2119,1397,2119,3516
QUIME,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,142,3,142,3,145
QUIRUSILLAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,2,5,2,5,7
RAVELO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,21,6,21,6,27
REYES,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,16,39,16,39,55
RIBERALTA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,81,269,81,269,350
RURRENABAQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,34,51,34,51,85
SABAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,6,12,6,12,18
SACABA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,902,1461,902,1461,2363
SACABAMBA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,3,10,3,10,13
SACACA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,2,4,2,4,6
SAIPINA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,4,6,4,6,10
SALINAS DE GARCI MENDOZA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,20,22,20,22,42
SAMAIPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,11,26,11,26,37
SAN AGUSTIN,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,1,0,1,0,1
SAN ANDRES,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,15,29,15,29,44
SAN ANDRES DE MACHACA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,20,14,20,14,34
SAN ANTONIO DE LOMERIO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,8,0,8,0,8
