,group,variable,month,ACCIONES PREVENTIVAS FUERA DEL ESTABLECIMIENTO CANTIDAD,ACCIONES PREVENTIVAS FUERA DEL ESTABLECIMIENTO CANTIDAD,TOTALES,TOTALES,TOTALES
PAMPA GRANDE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,38,43,38,43,81
PASORAPA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,57,41,57,41,98
PATACAMAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,6,10,6,10,16
POCOATA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,1,5,1,5,6
POCONA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,113,134,113,134,247
POOPO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,4,8,4,8,12
PORTACHUELO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,490,415,490,415,905
PORVENIR,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,221,227,221,227,448
POSTRER VALLE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,1,2,1,2,3
POTOSI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,13,8,13,8,21
PUCARA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,53,59,53,59,112
PUCARANI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,20,22,20,22,42
PUERTO CARABUCO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,29,25,29,25,54
PUERTO GONZALO MORENO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,46,41,46,41,87
PUERTO RICO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,9,17,9,17,26
PUERTO SUAREZ,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,12,0,12,0,12
PUERTO VILLARROEL,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,25,27,25,27,52
PUNATA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,181,341,181,341,522
QUILLACOLLO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,516,590,516,590,1106
QUIME,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,50,40,50,40,90
QUIRUSILLAS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,47,36,47,36,83
REYES,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,16,0,16,0,16
RIBERALTA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,69,89,69,89,158
RURRENABAQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,44,47,44,47,91
SACABA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,461,486,461,486,947
SACABAMBA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,24,10,24,10,34
SACACA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,0,6,0,6,6
SAMAIPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,533,481,533,481,1014
SAN ANDRES,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,7,9,7,9,16
SAN ANDRES DE MACHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,24,30,24,30,54
SAN BENITO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,124,95,124,95,219
SAN BORJA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,2,3,2,3,5
SAN BUENA VENTURA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,33,51,33,51,84
SAN JAVIER(STC),atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,241,242,241,242,483
SAN JOSE DE CHIQUITOS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,0,3,0,3,3
SAN JUAN DE YAPACANI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,2,0,2,0,2
SAN JULIAN,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,25,24,25,24,49
SAN LORENZO(PND),atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,66,79,66,79,145
SAN LORENZO(TJA),atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,0,5,0,5,5
SAN LUCAS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,221,222,221,222,443
SAN MIGUEL DE VELASCO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,4,7,4,7,11
SAN PEDRO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,2,1,2,1,3
SAN PEDRO DE BUENA VISTA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,25,29,25,29,54
SAN RAMON BENI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,30,21,30,21,51
SAN RAMON SCZ,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,4,5,4,5,9
SANTA CRUZ DE LA SIERRA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,1290,1617,1290,1617,2907
SANTA ROSA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,177,142,177,142,319
SANTIAGO DE HUARI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,1,0,1,0,1
SANTIAGO DE HUATA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,4,0,4,0,4
SANTIAGO DE MACHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,36,71,36,71,107
SANTIVAÑES,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,68,81,68,81,149
SENA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,23,18,23,18,41
SICA SICA (VILLA AROMA),atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,3,4,3,4,7
SICAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,157,129,157,129,286
SIPE SIPE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,454,466,454,466,920
SOPACHUY,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,21,31,21,31,52
SORATA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,19,28,19,28,47
SUCRE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,799,826,799,826,1625
TACACOMA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,1,1,1,1,2
TACOPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,33,40,33,40,73
TAPACARI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,154,152,154,152,306
TARABUCO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,1389,1665,1389,1665,3054
TARATA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,244,471,244,471,715
TARIJA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,115,113,115,113,228
TARVITA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,110,100,110,100,210
TEOPONTE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,12,17,12,17,29
TINGUIPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,16,27,16,27,43
TIQUIPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,74,373,74,373,447
TIRAQUE (CBBA),atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,139,144,139,144,283
TOLATA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,55,46,55,46,101
TOMAVE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,15,9,15,9,24
TOMINA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,48,69,48,69,117
TORO TORO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,57,59,57,59,116
TOTORA(CBBA),atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,15,20,15,20,35
TRIGAL,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,8,12,8,12,20
TRINIDAD,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,34,27,34,27,61
TURCO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,9,14,9,14,23
URIONDO (A. CONCEPCION),atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,16,21,16,21,37
VACAS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,130,179,130,179,309
VALLEGRANDE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,35,30,35,30,65
VIACHA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,81,86,81,86,167
VILA VILA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,41,27,41,27,68
VILLA CHARCAS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,246,269,246,269,515
VILLA MONTES,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,17,14,17,14,31
VILLA NUEVA (LOMA ALTA),atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,16,22,16,22,38
VILLA RIVERO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,77,120,77,120,197
VILLA SERRANO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,16,9,16,9,25
VILLA TUNARI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,505,576,505,576,1081
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,21,60,21,60,81
VILLAZON,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,182,155,182,155,337
VINTO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,618,593,618,593,1211
VITICHI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,41,44,41,44,85
WARNES,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,119,129,119,129,248
YACUIBA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,8,17,8,17,25
YAMPARAEZ,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,83,183,83,183,266
YAPACANI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,0,2,0,2,2
YOTALA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,94,108,94,108,202
YUNCHARA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,16,8,16,8,24
ZUDAÑEZ,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,69,77,69,77,146
ACACIO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-09-01,0,1,0,1,1
ACHACACHI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-09-01,66,94,66,94,160
AIQUILE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-09-01,15,20,15,20,35
ALALAY,atencion odontologica,acciones preventivas fuera del establecimiento,2011-09-01,17,15,17,15,32
ALCALA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-09-01,60,49,60,49,109
ALTO BENI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-09-01,171,167,171,167,338
ANCORAIMES,atencion odontologica,acciones preventivas fuera del establecimiento,2011-09-01,0,1,0,1,1
ANDAMARCA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-09-01,4,4,4,4,8
ANZALDO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-09-01,62,48,62,48,110
ARAMPAMPA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-09-01,64,58,64,58,122
ARBIETO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-09-01,27,59,27,59,86
ARQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-09-01,110,103,110,103,213
ATOCHA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-09-01,30,22,30,22,52
AYATA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-09-01,6,11,6,11,17
AZURDUY,atencion odontologica,acciones preventivas fuera del establecimiento,2011-09-01,5,0,5,0,5
BELEN DE URMIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-09-01,6,1,6,1,7
BELLA FLOR,atencion odontologica,acciones preventivas fuera del establecimiento,2011-09-01,10,17,10,17,27
BERMEJO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-09-01,59,40,59,40,99
BETANZOS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-09-01,4,8,4,8,12
BOLIVAR,atencion odontologica,acciones preventivas fuera del establecimiento,2011-09-01,11,10,11,10,21
BOLPEBRA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-09-01,26,57,26,57,83
BOYUIBE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-09-01,0,3,0,3,3
CABEZAS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-09-01,193,406,193,406,599
CALACOTO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-09-01,32,82,32,82,114
CALAMARCA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-09-01,10,7,10,7,17
CAMARGO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-09-01,93,93,93,93,186
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,acciones preventivas fuera del establecimiento,2011-09-01,55,87,55,87,142
CAMIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-09-01,206,167,206,167,373
CAPINOTA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-09-01,4,16,4,16,20
CAQUIAVIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-09-01,4,8,4,8,12
CARANAVI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-09-01,371,415,371,415,786
CARAPARI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-09-01,9,12,9,12,21
CARIPUYO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-09-01,39,40,39,40,79
CARMEN RIVERO TORREZ,atencion odontologica,acciones preventivas fuera del establecimiento,2011-09-01,16,20,16,20,36
CATACORA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-09-01,0,1,0,1,1
CHALLAPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-09-01,30,31,30,31,61
CHARAGUA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-09-01,24,27,24,27,51
CHARAÑA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-09-01,20,26,20,26,46
CHIMORE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-09-01,22,17,22,17,39
CHIPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-09-01,22,23,22,23,45
CHOQUE COTA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-09-01,28,34,28,34,62
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-09-01,3,38,3,38,41
CKOCHAS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-09-01,8,3,8,3,11
CLIZA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-09-01,15,20,15,20,35
COBIJA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-09-01,751,763,751,763,1514
COCAPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-09-01,31,23,31,23,54
COCHABAMBA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-09-01,62,52,62,52,114
COLCAPIRHUA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-09-01,1,1,1,1,2
"COLCHA ""K""",atencion odontologica,acciones preventivas fuera del establecimiento,2011-09-01,2,0,2,0,2
COLOMI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-09-01,207,172,207,172,379
COLQUECHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-09-01,14,22,14,22,36
COLQUIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-09-01,1,1,1,1,2
COMARAPA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-09-01,768,907,768,907,1675
COPACABANA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-09-01,8,11,8,11,19
