,group,variable,month,PENTAVALENTE 1RA. DOSIS,PENTAVALENTE 1RA. DOSIS,TOTALES,TOTALES,TOTALES
CAMIRI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,46,1,46,1,47
CAPINOTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,24,7,24,7,31
CAQUIAVIRI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,3,11,3,11,14
CARACOLLO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,21,12,21,12,33
CARANAVI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,80,16,80,16,96
CARAPARI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,14,12,14,12,26
CARIPUYO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,4,16,4,16,20
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,10,3,10,3,13
CHACARILLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,1,0,1,0,1
CHALLAPATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,46,18,46,18,64
CHAQUI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,8,3,8,3,11
CHARAGUA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,35,34,35,34,69
CHARAÑA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,2,4,2,4,6
CHAYANTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,11,21,11,21,32
CHIMORE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,30,12,30,12,42
CHIPAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,1,0,1,0,1
CHOQUE COTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,2,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,18,8,18,8,26
CHUMA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,6,14,6,14,20
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,2,6,2,6,8
CKOCHAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,8,17,8,17,25
CLIZA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,25,13,25,13,38
COBIJA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,104,4,104,4,108
COCAPATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,9,18,9,18,27
COCHABAMBA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,1339,23,1339,23,1362
COIPASA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,0,1,0,1,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,92,5,92,5,97
"COLCHA ""K""",vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,16,9,16,9,25
COLLANA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,6,2,6,2,8
COLOMI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,34,18,34,18,52
COLPA BELGICA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,6,4,6,4,10
COLQUECHACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,22,71,22,71,93
COLQUENCHA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,13,2,13,2,15
COLQUIRI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,11,43,11,43,54
COMANCHE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,3,2,3,2,5
COMARAPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,21,6,21,6,27
COMBAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,0,3,0,3,3
CONCEPCION,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,42,17,42,17,59
COPACABANA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,8,10,8,10,18
CORIPATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,18,7,18,7,25
CORO CORO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,4,3,4,3,7
COROICO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,26,6,26,6,32
CORQUE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,2,2,2,2,4
COTAGAITA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,16,23,16,23,39
COTOCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,111,22,111,22,133
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,32,23,32,23,55
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,2,0,2,0,2
CUEVO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,8,3,8,3,11
CULPINA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,25,19,25,19,44
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,4,1,4,1,5
CURVA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,1,6,1,6,7
DESAGUADERO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,6,15,6,15,21
EL ALTO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,1657,55,1657,55,1712
EL CHORO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,4,1,4,1,5
EL PUENTE(STC),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,25,2,25,2,27
EL PUENTE(TJA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,16,6,16,6,22
EL TORNO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,97,1,97,1,98
EL VILLAR,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,4,1,4,1,5
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,29,7,29,7,36
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,59,9,59,9,68
ESCARA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,0,1,0,1,1
ESCOMA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,8,0,8,0,8
EUCALIPTUS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,12,2,12,2,14
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,5,3,5,3,8
EXALTACION,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,2,1,2,1,3
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,19,11,19,11,30
FILADELFIA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,3,15,3,15,18
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,22,5,22,5,27
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,9,15,9,15,24
GUANAY,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,13,9,13,9,22
GUAQUI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,2,7,2,7,9
GUAYARAMERIN,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,79,11,79,11,90
GUTIERREZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,22,10,22,10,32
HUACARETA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,8,5,8,5,13
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,0,4,0,4,4
HUACHACALLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,1,0,1,0,1
HUANUNI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,60,3,60,3,63
HUARACAJE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,6,0,6,0,6
HUARINA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,2,6,2,6,8
HUAYLLAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,4,5,4,5,9
HUMANATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,3,4,3,4,7
ICHOCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,3,9,3,9,12
ICLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,3,13,3,13,16
INCAHUASI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,17,14,17,14,31
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,0,7,0,7,7
INQUISIVI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,4,25,4,25,29
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,12,18,12,18,30
IXIAMAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,8,1,8,1,9
JESUS DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,15,5,15,5,20
LA ASUNTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,59,16,59,16,75
LA GUARDIA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,145,5,145,5,150
LA PAZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,1439,26,1439,26,1465
LAGUNILLAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,9,6,9,6,15
LAJA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,19,17,19,17,36
LAS CARRERAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,2,4,2,4,6
LICOMA PAMPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,4,1,4,1,5
LLALLAGUA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,55,52,55,52,107
LLICA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,10,3,10,3,13
LORETO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,5,6,5,6,11
LURIBAY,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,11,1,11,1,12
MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,1,1,1,1,2
MACHARETI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,9,3,9,3,12
MAGDALENA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,16,7,16,7,23
MAIRANA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,30,0,30,0,30
MALLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,0,1,0,1,1
MAPIRI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,18,11,18,11,29
MECAPACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,7,8,7,8,15
MINEROS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,65,10,65,10,75
MIZQUE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,41,21,41,21,62
MOCOMOCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,10,9,10,9,19
MOJOCOYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,7,1,7,1,8
MONTEAGUDO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,37,7,37,7,44
MONTERO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,245,9,245,9,254
MORO MORO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,3,1,3,1,4
MOROCHATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,6,19,6,19,25
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,12,0,12,0,12
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,0,1,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,0,3,0,3,3
OCURI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,10,27,10,27,37
OKINAWA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,32,10,32,10,42
OMEREQUE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,4,3,4,3,7
ORURO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,549,9,549,9,558
PADCAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,12,11,12,11,23
PADILLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,13,6,13,6,19
PAILON,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,53,35,53,35,88
PALCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,16,19,16,19,35
PALOS BLANCOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,44,11,44,11,55
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,1,0,1,0,1
PAMPA GRANDE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,15,0,15,0,15
PAPEL PAMPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,2,7,2,7,9
PASORAPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,4,1,4,1,5
PATACAMAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,36,5,36,5,41
PAZÑA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,7,3,7,3,10
PELECHUCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,3,10,3,10,13
POCOATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,10,41,10,41,51
POCONA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,13,12,13,12,25
POJO (CBBA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,13,5,13,5,18
POOPO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,8,0,8,0,8
PORCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,12,2,12,2,14
POROMA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,18,14,18,14,32
PORONGO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,7,11,7,11,18
PORTACHUELO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,28,0,28,0,28
PORVENIR,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,12,1,12,1,13
POSTRER VALLE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,1,1,1,1,2
POTOSI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,395,10,395,10,405
PRESTO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,7,10,7,10,17
PUCARANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,29,6,29,6,35
PUERTO ACOSTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,3,12,3,12,15
PUERTO CARABUCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,17,22,17,22,39
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,5,6,5,6,11
PUERTO PEREZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,2,1,2,1,3
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,30,4,30,4,34
PUERTO RICO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,12,3,12,3,15
PUERTO SILES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,1,0,1,0,1
PUERTO SUAREZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,29,4,29,4,33
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,102,17,102,17,119
PUNA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,34,15,34,15,49
PUNATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,45,1,45,1,46
QUIABAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,6,2,6,2,8
QUILLACOLLO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,192,10,192,10,202
QUIME,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,7,4,7,4,11
QUIRUSILLAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,2,0,2,0,2
RAVELO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,9,24,9,24,33
REYES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,10,28,10,28,38
RIBERALTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,246,36,246,36,282
ROBORE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,25,0,25,0,25
RURRENABAQUE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,35,11,35,11,46
SABAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,5,0,5,0,5
SACABA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,224,22,224,22,246
SACABAMBA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,3,6,3,6,9
SACACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,24,13,24,13,37
SAIPINA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,6,1,6,1,7
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,2,8,2,8,10
SAMAIPATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,9,0,9,0,9
SAN ANDRES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,25,14,25,14,39
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,2,1,2,1,3
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,4,0,4,0,4
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,6,3,6,3,9
SAN BENITO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,20,6,20,6,26
SAN BORJA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,87,43,87,43,130
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,19,6,19,6,25
SAN CARLOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,41,4,41,4,45
SAN IGNACIO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,40,10,40,10,50
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,111,33,111,33,144
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,1,0,1,0,1
SAN JAVIER(STC),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,29,6,29,6,35
SAN JOAQUIN,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,8,1,8,1,9
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,33,1,33,1,34
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,19,1,19,1,20
SAN JULIAN,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,61,55,61,55,116
SAN LORENZO(PND),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,4,3,4,3,7
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,26,11,26,11,37
SAN LUCAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,42,33,42,33,75
SAN MATIAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,36,7,36,7,43
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,23,14,23,14,37
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,8,0,8,0,8
SAN PEDRO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,25,0,25,0,25
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,26,50,26,50,76
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,3,8,3,8,11
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,4,3,4,3,7
SAN PEDRO(PND),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,0,2,0,2,2
SAN RAFAEL,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,8,4,8,4,12
SAN RAMON BENI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,2,6,2,6,8
SAN RAMON SCZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,17,1,17,1,18
SANTA ANA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,25,19,25,19,44
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,2964,92,2964,92,3056
SANTA ROSA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,17,19,17,19,36
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,41,5,41,5,46
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,3,12,3,12,15
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,7,9,7,9,16
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,2,2,2,2,4
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,2,1,2,1,3
SANTIVAÑES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,7,2,7,2,9
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,5,3,5,3,8
SAPAHAQUI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,9,9,9,9,18
SENA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,5,16,5,16,21
SHINAOTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,48,8,48,8,56
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,6,20,6,20,26
SICAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,4,2,4,2,6
SIPE SIPE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,75,9,75,9,84
SOPACHUY,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,6,6,6,6,12
SORACACHI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,6,14,6,14,20
SORATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,10,27,10,27,37
SUCRE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,539,23,539,23,562
TACACHI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,2,0,2,0,2
TACACOMA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,7,4,7,4,11
TACOBAMBA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,7,7,7,7,14
TACOPAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,11,7,11,7,18
TAPACARI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,39,30,39,30,69
TARABUCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,18,7,18,7,25
TARACO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,0,1,0,1,1
TARATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,12,1,12,1,13
TARIJA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,339,1,339,1,340
TARVITA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,15,9,15,9,24
TEOPONTE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,6,5,6,5,11
TIAWANACU,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,19,12,19,12,31
TINGUIPAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,21,34,21,34,55
TIPUANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,8,3,8,3,11
TIQUIPAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,101,16,101,16,117
