,group,variable,month,ANTIROTAVIRICA 1RA. DOSIS,ANTIROTAVIRICA 1RA. DOSIS,TOTALES,TOTALES,TOTALES
APOLO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,23,7,23,7,30
ARAMPAMPA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,2,1,2,1,3
ARANI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,10,5,10,5,15
ARBIETO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,8,12,8,12,20
ARQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,19,3,19,3,22
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,73,0,73,0,73
ATOCHA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,9,5,9,5,14
AUCAPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,1,3,1,3,4
AYATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,6,17,6,17,23
AYO AYO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,5,3,5,3,8
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,22,28,22,28,50
AZURDUY,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,16,16,16,16,32
BATALLAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,30,5,30,5,35
BAURES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,5,2,5,2,7
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,1,0,1,0,1
BELEN DE URMIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,2,3,2,3,5
BELLA FLOR,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,2,2,2,2,4
BERMEJO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,63,10,63,10,73
BETANZOS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,45,20,45,20,65
BOLIVAR,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,6,14,6,14,20
BOLPEBRA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,0,3,0,3,3
BOYUIBE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,4,5,4,5,9
BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,15,14,15,14,29
CABEZAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,23,47,23,47,70
CAIROMA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,7,6,7,6,13
"CAIZA ""D""",vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,6,9,6,9,15
CAJUATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,13,5,13,5,18
CALACOTO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,4,4,4,4,8
CALAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,14,9,14,9,23
CAMARGO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,18,6,18,6,24
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,7,0,7,0,7
CAMIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,40,1,40,1,41
CAPINOTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,27,4,27,4,31
CAQUIAVIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,3,11,3,11,14
CARACOLLO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,21,12,21,12,33
CARANAVI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,82,15,82,15,97
CARAPARI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,13,12,13,12,25
CARIPUYO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,4,16,4,16,20
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,11,3,11,3,14
CHACARILLA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,3,0,3,0,3
CHALLAPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,46,18,46,18,64
CHAQUI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,5,4,5,4,9
CHARAGUA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,30,24,30,24,54
CHARAÑA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,2,4,2,4,6
CHAYANTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,11,18,11,18,29
CHIMORE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,30,10,30,10,40
CHIPAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,1,0,1,0,1
CHOQUE COTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,2,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,17,12,17,12,29
CHUMA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,7,12,7,12,19
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,2,9,2,9,11
CKOCHAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,8,20,8,20,28
CLIZA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,26,12,26,12,38
COBIJA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,97,5,97,5,102
COCAPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,10,18,10,18,28
COCHABAMBA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,1326,30,1326,30,1356
COIPASA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,0,1,0,1,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,78,5,78,5,83
"COLCHA ""K""",vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,16,4,16,4,20
COLLANA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,6,2,6,2,8
COLOMI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,35,20,35,20,55
COLPA BELGICA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,9,4,9,4,13
COLQUECHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,21,62,21,62,83
COLQUENCHA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,15,2,15,2,17
COLQUIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,11,42,11,42,53
COMANCHE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,3,2,3,2,5
COMARAPA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,21,7,21,7,28
COMBAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,0,3,0,3,3
CONCEPCION,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,42,17,42,17,59
COPACABANA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,11,7,11,7,18
CORIPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,18,7,18,7,25
CORO CORO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,4,3,4,3,7
COROICO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,24,6,24,6,30
CORQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,2,2,2,2,4
COTAGAITA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,17,20,17,20,37
COTOCA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,91,17,91,17,108
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,32,22,32,22,54
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,2,0,2,0,2
CUEVO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,8,3,8,3,11
CULPINA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,27,19,27,19,46
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,4,1,4,1,5
CURVA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,1,6,1,6,7
DESAGUADERO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,6,16,6,16,22
EL ALTO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,1615,44,1615,44,1659
EL CHORO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,2,0,2,0,2
EL PUENTE(STC),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,24,1,24,1,25
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,16,6,16,6,22
EL TORNO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,101,1,101,1,102
EL VILLAR,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,4,1,4,1,5
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,26,7,26,7,33
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,51,8,51,8,59
ESCOMA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,9,0,9,0,9
EUCALIPTUS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,12,2,12,2,14
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,1,6,1,6,7
EXALTACION,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,2,1,2,1,3
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,19,11,19,11,30
FILADELFIA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,3,14,3,14,17
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,26,1,26,1,27
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,10,17,10,17,27
GUANAY,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,13,9,13,9,22
GUAQUI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,2,6,2,6,8
GUAYARAMERIN,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,76,11,76,11,87
GUTIERREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,23,4,23,4,27
HUACARETA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,6,8,6,8,14
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,0,4,0,4,4
HUACHACALLA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,2,0,2,0,2
HUANUNI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,59,3,59,3,62
HUARACAJE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,6,0,6,0,6
HUARINA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,2,6,2,6,8
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,4,5,4,5,9
HUMANATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,3,3,3,3,6
ICHOCA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,3,9,3,9,12
ICLA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,4,10,4,10,14
INCAHUASI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,18,13,18,13,31
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,0,7,0,7,7
INQUISIVI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,4,21,4,21,25
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,12,17,12,17,29
IXIAMAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,8,1,8,1,9
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,14,5,14,5,19
LA ASUNTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,63,8,63,8,71
LA GUARDIA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,130,6,130,6,136
LA PAZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,1462,17,1462,17,1479
LAGUNILLAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,9,6,9,6,15
LAJA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,18,15,18,15,33
LAS CARRERAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,2,4,2,4,6
LICOMA PAMPA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,4,0,4,0,4
LLALLAGUA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,53,49,53,49,102
LLICA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,10,3,10,3,13
LORETO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,4,4,4,4,8
LURIBAY,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,10,1,10,1,11
MACHACAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,1,1,1,1,2
MACHARETI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,10,2,10,2,12
MAGDALENA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,15,8,15,8,23
MAIRANA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,31,0,31,0,31
MALLA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,0,1,0,1,1
MAPIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,15,6,15,6,21
MECAPACA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,6,8,6,8,14
MINEROS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,65,11,65,11,76
MIZQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,41,21,41,21,62
MOCOMOCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,9,9,9,9,18
MOJOCOYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,7,1,7,1,8
MONTEAGUDO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,39,8,39,8,47
MONTERO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,247,8,247,8,255
MORO MORO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,3,1,3,1,4
MOROCHATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,6,19,6,19,25
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,12,0,12,0,12
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,0,1,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,0,3,0,3,3
OCURI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,10,27,10,27,37
OKINAWA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,31,10,31,10,41
OMEREQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,4,3,4,3,7
ORURO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,541,7,541,7,548
PADCAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,13,11,13,11,24
PADILLA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,13,6,13,6,19
PAILON,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,53,33,53,33,86
PALCA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,17,11,17,11,28
PALOS BLANCOS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,38,10,38,10,48
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,1,0,1,0,1
PAMPA GRANDE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,14,0,14,0,14
PAPEL PAMPA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,2,7,2,7,9
PASORAPA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,4,1,4,1,5
PATACAMAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,37,2,37,2,39
PAZÑA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,7,3,7,3,10
PELECHUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,3,10,3,10,13
POCOATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,10,39,10,39,49
POCONA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,13,12,13,12,25
POJO (CBBA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,14,4,14,4,18
POOPO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,8,0,8,0,8
PORCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,12,2,12,2,14
POROMA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,18,13,18,13,31
PORONGO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,6,12,6,12,18
PORTACHUELO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,27,0,27,0,27
PORVENIR,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,12,1,12,1,13
POSTRER VALLE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,0,1,0,1,1
POTOSI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,381,9,381,9,390
PRESTO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,7,10,7,10,17
PUCARANI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,27,6,27,6,33
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,3,13,3,13,16
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,17,24,17,24,41
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,5,7,5,7,12
PUERTO PEREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,2,1,2,1,3
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,27,4,27,4,31
PUERTO RICO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,7,2,7,2,9
PUERTO SILES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,1,0,1,0,1
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,28,4,28,4,32
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,100,11,100,11,111
PUNA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,30,14,30,14,44
PUNATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,64,1,64,1,65
QUIABAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,6,2,6,2,8
QUILLACOLLO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,167,10,167,10,177
QUIME,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,7,4,7,4,11
QUIRUSILLAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,2,0,2,0,2
RAVELO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,9,23,9,23,32
REYES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,9,26,9,26,35
RIBERALTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,239,30,239,30,269
ROBORE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,21,0,21,0,21
RURRENABAQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,34,9,34,9,43
SABAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,5,0,5,0,5
SACABA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,227,21,227,21,248
SACABAMBA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,3,6,3,6,9
SACACA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,23,12,23,12,35
SAIPINA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,7,2,7,2,9
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,2,8,2,8,10
SAMAIPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,8,0,8,0,8
SAN ANDRES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,21,10,21,10,31
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,2,1,2,1,3
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,4,0,4,0,4
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,5,3,5,3,8
SAN BENITO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,20,6,20,6,26
SAN BORJA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,83,41,83,41,124
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,19,5,19,5,24
SAN CARLOS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,41,4,41,4,45
SAN IGNACIO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,41,8,41,8,49
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,110,35,110,35,145
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,2,0,2,0,2
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,29,6,29,6,35
SAN JOAQUIN,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,8,1,8,1,9
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,33,0,33,0,33
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,21,1,21,1,22
SAN JULIAN,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,52,48,52,48,100
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,4,3,4,3,7
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,29,11,29,11,40
SAN LUCAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,42,31,42,31,73
SAN MATIAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,36,5,36,5,41
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,23,14,23,14,37
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,8,0,8,0,8
SAN PEDRO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,23,0,23,0,23
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,26,46,26,46,72
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,3,6,3,6,9
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,4,3,4,3,7
SAN PEDRO(PND),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,0,2,0,2,2
SAN RAFAEL,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,8,4,8,4,12
SAN RAMON BENI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,1,4,1,4,5
SAN RAMON SCZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-08-01,16,1,16,1,17
