,group,variable,month,(O.P.V.) ANTIPOLIOMIELÍTICA 1RA DOSIS,(O.P.V.) ANTIPOLIOMIELÍTICA 1RA DOSIS,TOTALES,TOTALES,TOTALES
SAN CARLOS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,41,4,41,4,45
SAN IGNACIO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,43,10,43,10,53
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,111,33,111,33,144
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,1,0,1,0,1
SAN JAVIER(STC),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,29,6,29,6,35
SAN JOAQUIN,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,8,1,8,1,9
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,33,6,33,6,39
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,19,1,19,1,20
SAN JULIAN,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,61,55,61,55,116
SAN LORENZO(PND),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,4,3,4,3,7
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,26,13,26,13,39
SAN LUCAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,42,31,42,31,73
SAN MATIAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,21,5,21,5,26
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,23,14,23,14,37
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,8,0,8,0,8
SAN PEDRO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,25,0,25,0,25
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,26,50,26,50,76
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,3,8,3,8,11
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,4,3,4,3,7
SAN PEDRO(PND),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,0,2,0,2,2
SAN RAFAEL,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,8,4,8,4,12
SAN RAMON BENI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,2,6,2,6,8
SAN RAMON SCZ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,17,1,17,1,18
SANTA ANA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,25,19,25,19,44
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,2717,92,2717,92,2809
SANTA ROSA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,17,19,17,19,36
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,41,5,41,5,46
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,3,12,3,12,15
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,7,9,7,9,16
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,2,2,2,2,4
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,2,1,2,1,3
SANTIVAÑES,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,7,2,7,2,9
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,5,3,5,3,8
SAPAHAQUI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,9,9,9,9,18
SENA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,5,16,5,16,21
SHINAOTA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,48,8,48,8,56
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,6,20,6,20,26
SICAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,4,2,4,2,6
SIPE SIPE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,75,9,75,9,84
SOPACHUY,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,6,6,6,6,12
SORACACHI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,6,14,6,14,20
SORATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,10,27,10,27,37
SUCRE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,539,23,539,23,562
TACACHI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,2,0,2,0,2
TACACOMA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,7,4,7,4,11
TACOBAMBA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,7,7,7,7,14
TACOPAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,11,7,11,7,18
TAPACARI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,39,30,39,30,69
TARABUCO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,18,7,18,7,25
TARACO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,0,1,0,1,1
TARATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,12,1,12,1,13
TARIJA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,327,1,327,1,328
TARVITA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,15,9,15,9,24
TEOPONTE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,6,5,6,5,11
TIAWANACU,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,19,12,19,12,31
TINGUIPAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,21,36,21,36,57
TIPUANI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,8,3,8,3,11
TIQUIPAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,101,16,101,16,117
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,40,14,40,14,54
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,1,0,1,0,1
TOCO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,6,2,6,2,8
TODOS SANTOS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,2,0,2,0,2
TOLATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,6,2,6,2,8
TOLEDO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,4,1,4,1,5
TOMAVE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,4,13,4,13,17
TOMINA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,6,1,6,1,7
TORO TORO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,12,9,12,9,21
TOTORA(CBBA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,32,9,32,9,41
TOTORA(ORR),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,6,2,6,2,8
TRIGAL,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,1,2,1,2,3
TRINIDAD,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,224,19,224,19,243
TUPIZA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,63,20,63,20,83
TURCO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,7,0,7,0,7
UMALA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,4,10,4,10,14
UNCIA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,45,13,45,13,58
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,20,2,20,2,22
URUBICHA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,13,5,13,5,18
UYUNI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,38,5,38,5,43
VACAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,10,7,10,7,17
VALLEGRANDE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,20,3,20,3,23
VIACHA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,64,6,64,6,70
VILA VILA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,5,7,5,7,12
VILLA CHARCAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,14,11,14,11,25
VILLA MONTES,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,72,12,72,12,84
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,2,4,2,4,6
VILLA RIVERO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,14,4,14,4,18
VILLA SERRANO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,16,2,16,2,18
VILLA TUNARI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,123,21,123,21,144
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,11,5,11,5,16
VILLAZON,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,74,5,74,5,79
VINTO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,73,9,73,9,82
VITICHI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,6,4,6,4,10
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,1,1,1,1,2
WARNES,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,175,28,175,28,203
YACO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,2,11,2,11,13
YACUIBA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,134,25,134,25,159
YAMPARAEZ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,3,1,3,1,4
YANACACHI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,1,3,1,3,4
YAPACANI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,108,16,108,16,124
YOCALLA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,8,9,8,9,17
YOTALA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,8,8,8,8,16
YUNCHARA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,3,9,3,9,12
ZUDAÑEZ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-08-01,6,4,6,4,10
ACACIO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,8,7,8,7,15
ACHACACHI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,38,33,38,33,71
ACHOCALLA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,14,8,14,8,22
AIQUILE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,30,13,30,13,43
ALALAY,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,1,3,1,3,4
ALCALA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,4,3,4,3,7
ALTO BENI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,15,2,15,2,17
ANCORAIMES,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,12,9,12,9,21
ANDAMARCA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,3,4,3,4,7
ANTEQUERA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,7,2,7,2,9
ANZALDO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,6,13,6,13,19
APOLO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,24,11,24,11,35
ARAMPAMPA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,9,5,9,5,14
ARANI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,17,4,17,4,21
ARBIETO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,13,10,13,10,23
ARQUE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,20,5,20,5,25
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,48,1,48,1,49
ATOCHA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,28,3,28,3,31
AUCAPATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,5,3,5,3,8
AYATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,3,16,3,16,19
AYO AYO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,11,7,11,7,18
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,18,20,18,20,38
AZURDUY,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,10,10,10,10,20
BATALLAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,12,14,12,14,26
BAURES,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,3,1,3,1,4
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,2,1,2,1,3
BELEN DE URMIRI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,1,0,1,0,1
BELLA FLOR,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,4,4,4,4,8
BERMEJO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,53,3,53,3,56
BETANZOS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,49,16,49,16,65
BOLIVAR,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,9,4,9,4,13
BOLPEBRA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,0,3,0,3,3
BOYUIBE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,3,0,3,0,3
BUENA VISTA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,17,9,17,9,26
CABEZAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,17,9,17,9,26
CAIROMA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,11,7,11,7,18
"CAIZA ""D""",vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,16,9,16,9,25
CAJUATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,13,9,13,9,22
CALACOTO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,0,4,0,4,4
CALAMARCA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,11,5,11,5,16
CAMARGO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,11,6,11,6,17
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,7,3,7,3,10
CAMIRI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,61,9,61,9,70
CAPINOTA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,40,6,40,6,46
CAQUIAVIRI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,4,17,4,17,21
CARACOLLO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,35,11,35,11,46
CARANAVI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,79,33,79,33,112
CARAPARI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,16,16,16,16,32
CARIPUYO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,4,26,4,26,30
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,4,7,4,7,11
CATACORA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,1,0,1,0,1
CHACARILLA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,2,0,2,0,2
CHALLAPATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,53,18,53,18,71
CHAQUI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,10,8,10,8,18
CHARAGUA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,33,55,33,55,88
CHARAÑA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,1,3,1,3,4
CHAYANTA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,27,17,27,17,44
CHIMORE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,36,8,36,8,44
CHIPAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,5,0,5,0,5
CHOQUE COTA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,2,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,26,12,26,12,38
CHUMA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,8,7,8,7,15
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,2,4,2,4,6
CKOCHAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,12,27,12,27,39
CLIZA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,28,9,28,9,37
COBIJA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,103,3,103,3,106
COCAPATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,9,32,9,32,41
COCHABAMBA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,1355,16,1355,16,1371
COLCAPIRHUA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,102,5,102,5,107
"COLCHA ""K""",vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,10,11,10,11,21
COLLANA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,3,0,3,0,3
COLOMI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,39,10,39,10,49
COLPA BELGICA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,15,3,15,3,18
COLQUECHACA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,15,86,15,86,101
COLQUENCHA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,14,2,14,2,16
COLQUIRI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,16,40,16,40,56
COMANCHE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,0,4,0,4,4
COMARAPA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,23,4,23,4,27
COMBAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,0,10,0,10,10
CONCEPCION,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,38,7,38,7,45
COPACABANA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,6,5,6,5,11
CORIPATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,19,8,19,8,27
CORO CORO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,6,9,6,9,15
COROICO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,13,8,13,8,21
CORQUE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,6,5,6,5,11
COTAGAITA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,15,19,15,19,34
COTOCA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,125,6,125,6,131
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,29,31,29,31,60
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,3,1,3,1,4
CUEVO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,5,0,5,0,5
CULPINA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,23,19,23,19,42
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,1,1,1,1,2
CURVA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,1,6,1,6,7
DESAGUADERO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,4,8,4,8,12
EL ALTO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,1568,41,1568,41,1609
EL CHORO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,4,3,4,3,7
EL PUENTE(STC),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,15,2,15,2,17
EL PUENTE(TJA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,15,2,15,2,17
EL TORNO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,93,2,93,2,95
EL VILLAR,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,6,1,6,1,7
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,20,17,20,17,37
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,50,8,50,8,58
ESCARA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,0,1,0,1,1
ESCOMA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,7,1,7,1,8
EUCALIPTUS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-09-01,11,0,11,0,11
