,group,variable,month,PENTAVALENTE 2DA. DOSIS,PENTAVALENTE 2DA. DOSIS,TOTALES,TOTALES,TOTALES
EUCALIPTUS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,10,1,10,1,11
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,0,1,0,1,1
EXALTACION,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,4,0,4,0,4
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,30,8,30,8,38
FILADELFIA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,5,3,5,3,8
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,36,8,36,8,44
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,6,18,6,18,24
GUANAY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,14,7,14,7,21
GUAQUI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,2,5,2,5,7
GUAYARAMERIN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,65,14,65,14,79
GUTIERREZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,14,12,14,12,26
HUACARETA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,13,4,13,4,17
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,5,2,5,2,7
HUACHACALLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,1,0,1,0,1
HUANUNI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,56,0,56,0,56
HUARACAJE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,9,2,9,2,11
HUARINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,3,5,3,5,8
HUAYLLAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,5,3,5,3,8
HUMANATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,5,10,5,10,15
ICHOCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,5,4,5,4,9
ICLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,5,7,5,7,12
INCAHUASI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,18,15,18,15,33
INQUISIVI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,6,12,6,12,18
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,13,11,13,11,24
IXIAMAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,19,2,19,2,21
JESUS DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,13,3,13,3,16
LA ASUNTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,72,26,72,26,98
LA GUARDIA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,154,11,154,11,165
LA PAZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,1386,15,1386,15,1401
LAGUNILLAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,9,10,9,10,19
LAJA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,12,6,12,6,18
LAS CARRERAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,3,1,3,1,4
LICOMA PAMPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,1,0,1,0,1
LLALLAGUA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,26,42,26,42,68
LLICA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,6,5,6,5,11
LORETO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,7,6,7,6,13
LURIBAY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,9,5,9,5,14
MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,7,2,7,2,9
MACHARETI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,7,13,7,13,20
MAGDALENA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,10,8,10,8,18
MAIRANA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,20,0,20,0,20
MALLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,0,6,0,6,6
MAPIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,23,10,23,10,33
MECAPACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,5,9,5,9,14
MINEROS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,47,10,47,10,57
MIZQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,35,28,35,28,63
MOCOMOCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,7,6,7,6,13
MOJINETE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,1,1,1,1,2
MOJOCOYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,4,2,4,2,6
MONTEAGUDO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,40,7,40,7,47
MONTERO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,261,9,261,9,270
MORO MORO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,3,2,3,2,5
MOROCHATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,7,22,7,22,29
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,2,1,2,1,3
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,1,1,1,1,2
OCURI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,15,31,15,31,46
OKINAWA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,23,1,23,1,24
OMEREQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,6,5,6,5,11
ORURO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,503,15,503,15,518
PADCAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,14,28,14,28,42
PADILLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,15,8,15,8,23
PAILON,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,44,57,44,57,101
PALCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,1,11,1,11,12
PALOS BLANCOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,43,13,43,13,56
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,1,0,1,0,1
PAMPA GRANDE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,20,1,20,1,21
PAPEL PAMPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,4,3,4,3,7
PASORAPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,1,1,1,1,2
PATACAMAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,22,5,22,5,27
PAZÑA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,3,1,3,1,4
PELECHUCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,5,7,5,7,12
POCOATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,5,30,5,30,35
POCONA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,8,15,8,15,23
POJO (CBBA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,11,10,11,10,21
POOPO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,9,0,9,0,9
PORCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,22,12,22,12,34
POROMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,6,16,6,16,22
PORONGO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,11,8,11,8,19
PORTACHUELO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,33,4,33,4,37
PORVENIR,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,17,2,17,2,19
POSTRER VALLE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,4,1,4,1,5
POTOSI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,350,21,350,21,371
PRESTO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,5,14,5,14,19
PUCARA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,1,1,1,1,2
PUCARANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,33,14,33,14,47
PUERTO ACOSTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,3,17,3,17,20
PUERTO CARABUCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,13,7,13,7,20
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,4,9,4,9,13
PUERTO PEREZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,2,6,2,6,8
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,36,9,36,9,45
PUERTO RICO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,9,5,9,5,14
PUERTO SUAREZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,34,11,34,11,45
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,85,8,85,8,93
PUNA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,15,25,15,25,40
PUNATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,44,5,44,5,49
QUIABAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,2,4,2,4,6
QUILLACOLLO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,164,12,164,12,176
QUIME,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,5,7,5,7,12
QUIRUSILLAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,1,0,1,0,1
RAVELO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,9,33,9,33,42
REYES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,21,5,21,5,26
RIBERALTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,211,53,211,53,264
ROBORE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,24,3,24,3,27
RURRENABAQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,33,3,33,3,36
SABAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,1,0,1,0,1
SACABA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,223,46,223,46,269
SACABAMBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,2,3,2,3,5
SACACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,16,22,16,22,38
SAIPINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,8,3,8,3,11
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,10,12,10,12,22
SAMAIPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,9,6,9,6,15
SAN ANDRES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,12,3,12,3,15
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,1,2,1,2,3
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,2,1,2,1,3
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,8,4,8,4,12
SAN BENITO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,23,6,23,6,29
SAN BORJA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,81,30,81,30,111
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,21,1,21,1,22
SAN CARLOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,43,3,43,3,46
SAN IGNACIO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,43,8,43,8,51
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,100,30,100,30,130
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,6,1,6,1,7
SAN JAVIER(STC),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,21,0,21,0,21
SAN JOAQUIN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,4,4,4,4,8
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,25,6,25,6,31
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,22,2,22,2,24
SAN JULIAN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,51,36,51,36,87
SAN LORENZO(PND),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,7,4,7,4,11
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,22,9,22,9,31
SAN LUCAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,35,37,35,37,72
SAN MATIAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,26,12,26,12,38
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,24,14,24,14,38
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,1,1,1,1,2
SAN PEDRO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,31,0,31,0,31
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,27,58,27,58,85
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,2,3,2,3,5
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,4,2,4,2,6
SAN RAFAEL,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,10,9,10,9,19
SAN RAMON BENI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,7,9,7,9,16
SAN RAMON SCZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,23,0,23,0,23
SANTA ANA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,39,5,39,5,44
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,2922,198,2922,198,3120
SANTA ROSA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,9,7,9,7,16
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,21,5,21,5,26
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,4,11,4,11,15
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,10,4,10,4,14
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,6,4,6,4,10
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,2,0,2,0,2
SANTIVAÑES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,7,0,7,0,7
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,3,6,3,6,9
SAPAHAQUI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,6,8,6,8,14
SENA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,6,0,6,0,6
SHINAOTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,37,6,37,6,43
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,14,14,14,14,28
SICAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,0,3,0,3,3
SIPE SIPE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,58,16,58,16,74
SOPACHUY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,5,2,5,2,7
SORACACHI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,7,15,7,15,22
SORATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,13,38,13,38,51
SUCRE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,432,18,432,18,450
TACACHI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,0,1,0,1,1
TACACOMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,9,8,9,8,17
TACOBAMBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,7,13,7,13,20
TACOPAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,9,5,9,5,14
TAHUA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,7,1,7,1,8
TAPACARI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,18,20,18,20,38
TARABUCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,15,16,15,16,31
TARACO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,3,6,3,6,9
TARATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,9,5,9,5,14
TARIJA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,397,10,397,10,407
TARVITA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,10,8,10,8,18
TEOPONTE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,8,6,8,6,14
TIAWANACU,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,13,13,13,13,26
TINGUIPAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,25,13,25,13,38
TIPUANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,20,4,20,4,24
TIQUIPAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,90,7,90,7,97
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,26,12,26,12,38
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,2,1,2,1,3
TOCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,9,3,9,3,12
TODOS SANTOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,1,0,1,0,1
TOLATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,7,4,7,4,11
TOLEDO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,11,2,11,2,13
TOMAVE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,8,14,8,14,22
TOMINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,7,8,7,8,15
TORO TORO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,6,6,6,6,12
TOTORA(CBBA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,26,18,26,18,44
TOTORA(ORR),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,3,3,3,3,6
TRIGAL,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,2,1,2,1,3
TRINIDAD,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,190,6,190,6,196
TUPIZA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,52,12,52,12,64
UMALA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,0,14,0,14,14
UNCIA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,23,9,23,9,32
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,23,7,23,7,30
URUBICHA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,2,14,2,14,16
UYUNI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,43,3,43,3,46
VACAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,4,10,4,10,14
VALLEGRANDE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,23,2,23,2,25
VIACHA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,78,47,78,47,125
VILA VILA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,3,8,3,8,11
VILLA CHARCAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,12,9,12,9,21
VILLA MONTES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,72,16,72,16,88
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,1,10,1,10,11
VILLA RIVERO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,8,8,8,8,16
VILLA SERRANO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,15,9,15,9,24
VILLA TUNARI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,127,38,127,38,165
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,12,6,12,6,18
VILLAZON,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,58,8,58,8,66
VINTO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,80,11,80,11,91
VITICHI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,11,3,11,3,14
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,8,2,8,2,10
WARNES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,137,44,137,44,181
YACO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,5,6,5,6,11
YACUIBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,133,21,133,21,154
YAMPARAEZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,8,5,8,5,13
YANACACHI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,5,2,5,2,7
YAPACANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,113,25,113,25,138
YOCALLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,8,2,8,2,10
YOTALA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,7,1,7,1,8
YUNCHARA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,0,4,0,4,4
ZUDAÑEZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-07-01,4,3,4,3,7
ACACIO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-08-01,6,3,6,3,9
ACHACACHI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-08-01,44,43,44,43,87
ACHOCALLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-08-01,7,13,7,13,20
AIQUILE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-08-01,48,16,48,16,64
ALALAY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-08-01,4,2,4,2,6
ALTO BENI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-08-01,14,6,14,6,20
ANCORAIMES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-08-01,12,13,12,13,25
ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-08-01,3,4,3,4,7
ANTEQUERA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-08-01,5,0,5,0,5
ANZALDO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-08-01,1,12,1,12,13
APOLO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-08-01,21,12,21,12,33
ARAMPAMPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-08-01,1,3,1,3,4
ARANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-08-01,12,4,12,4,16
ARBIETO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-08-01,4,12,4,12,16
ARQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-08-01,16,3,16,3,19
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-08-01,68,2,68,2,70
