,group,variable,month,ANTIROTAVIRICA 2RA. DOSIS,ANTIROTAVIRICA 2RA. DOSIS,TOTALES,TOTALES,TOTALES
SANTIVAÑES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,6,0,6,0,6
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,4,4,4,4,8
SAPAHAQUI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,7,10,7,10,17
SENA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,7,0,7,0,7
SHINAOTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,39,4,39,4,43
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,20,7,20,7,27
SICAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,1,5,1,5,6
SIPE SIPE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,60,6,60,6,66
SOPACHUY,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,4,4,4,4,8
SORACACHI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,16,9,16,9,25
SORATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,15,21,15,21,36
SUCRE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,485,20,485,20,505
TACACHI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,3,0,3,0,3
TACACOMA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,8,4,8,4,12
TACOBAMBA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,8,19,8,19,27
TACOPAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,8,10,8,10,18
TAHUA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,1,1,1,1,2
TAPACARI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,19,36,19,36,55
TARABUCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,24,15,24,15,39
TARACO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,1,9,1,9,10
TARATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,10,3,10,3,13
TARIJA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,363,19,363,19,382
TARVITA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,14,15,14,15,29
TEOPONTE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,8,7,8,7,15
TIAWANACU,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,8,14,8,14,22
TINGUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,20,29,20,29,49
TIPUANI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,24,3,24,3,27
TIQUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,70,9,70,9,79
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,28,17,28,17,45
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,2,0,2,0,2
TOCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,2,2,2,2,4
TODOS SANTOS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,1,0,1,0,1
TOLATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,6,4,6,4,10
TOLEDO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,5,2,5,2,7
TOMAVE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,15,6,15,6,21
TOMINA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,7,9,7,9,16
TORO TORO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,6,20,6,20,26
TOTORA(CBBA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,17,6,17,6,23
TOTORA(ORR),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,3,5,3,5,8
TRIGAL,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,1,1,1,1,2
TRINIDAD,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,238,71,238,71,309
TUPIZA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,47,8,47,8,55
TURCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,1,1,1,1,2
UMALA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,0,2,0,2,2
UNCIA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,35,9,35,9,44
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,19,3,19,3,22
URUBICHA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,0,15,0,15,15
UYUNI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,39,5,39,5,44
VACAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,5,13,5,13,18
VALLEGRANDE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,21,2,21,2,23
VIACHA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,68,5,68,5,73
VILA VILA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,5,6,5,6,11
VILLA CHARCAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,16,14,16,14,30
VILLA MONTES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,60,13,60,13,73
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,1,0,1,0,1
VILLA RIVERO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,9,0,9,0,9
VILLA SERRANO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,16,8,16,8,24
VILLA TUNARI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,106,40,106,40,146
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,12,6,12,6,18
VILLAZON,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,65,4,65,4,69
VINTO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,68,11,68,11,79
VITICHI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,9,5,9,5,14
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,2,0,2,0,2
WARNES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,115,30,115,30,145
YACO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,1,13,1,13,14
YACUIBA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,128,12,128,12,140
YAMPARAEZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,6,3,6,3,9
YANACACHI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,5,1,5,1,6
YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,32,2,32,2,34
YOCALLA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,10,5,10,5,15
YOTALA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,12,3,12,3,15
YUNCHARA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,2,4,2,4,6
ZUDAÑEZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-06-01,8,7,8,7,15
ACACIO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,4,5,4,5,9
ACHACACHI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,57,26,57,26,83
ACHOCALLA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,10,9,10,9,19
AIQUILE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,37,10,37,10,47
ALALAY,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,0,6,0,6,6
ALCALA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,1,2,1,2,3
ALTO BENI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,18,5,18,5,23
ANCORAIMES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,3,14,3,14,17
ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,2,5,2,5,7
ANZALDO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,6,11,6,11,17
APOLO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,16,10,16,10,26
ARAMPAMPA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,2,1,2,1,3
ARANI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,13,11,13,11,24
ARBIETO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,11,12,11,12,23
ARQUE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,10,11,10,11,21
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,48,2,48,2,50
ATOCHA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,14,2,14,2,16
AUCAPATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,2,6,2,6,8
AYATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,9,7,9,7,16
AYO AYO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,5,3,5,3,8
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,15,21,15,21,36
AZURDUY,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,15,15,15,15,30
BATALLAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,27,12,27,12,39
BAURES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,7,2,7,2,9
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,1,2,1,2,3
BELEN DE URMIRI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,1,0,1,0,1
BELLA FLOR,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,0,6,0,6,6
BERMEJO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,54,20,54,20,74
BETANZOS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,29,33,29,33,62
BOLIVAR,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,2,5,2,5,7
BOLPEBRA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,0,2,0,2,2
BOYUIBE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,14,0,14,0,14
BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,27,14,27,14,41
CABEZAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,31,5,31,5,36
CAIROMA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,7,11,7,11,18
"CAIZA ""D""",vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,6,5,6,5,11
CAJUATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,9,11,9,11,20
CALACOTO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,2,4,2,4,6
CALAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,7,11,7,11,18
CAMARGO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,9,17,9,17,26
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,5,0,5,0,5
CAMIRI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,51,13,51,13,64
CAPINOTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,34,13,34,13,47
CAQUIAVIRI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,1,10,1,10,11
CARACOLLO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,29,10,29,10,39
CARANAVI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,71,32,71,32,103
CARAPARI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,14,11,14,11,25
CARIPUYO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,1,14,1,14,15
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,5,7,5,7,12
CATACORA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,1,0,1,0,1
CHACARILLA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,3,0,3,0,3
CHALLAPATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,31,16,31,16,47
CHAQUI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,12,7,12,7,19
CHARAGUA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,17,28,17,28,45
CHARAÑA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,1,0,1,0,1
CHAYANTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,17,10,17,10,27
CHIMORE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,38,11,38,11,49
CHIPAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,1,1,1,1,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,19,9,19,9,28
CHUMA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,11,7,11,7,18
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,5,11,5,11,16
CKOCHAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,1,27,1,27,28
CLIZA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,22,15,22,15,37
COBIJA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,82,6,82,6,88
COCAPATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,11,23,11,23,34
COCHABAMBA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,1212,19,1212,19,1231
COIPASA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,0,1,0,1,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,85,5,85,5,90
"COLCHA ""K""",vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,7,0,7,0,7
COLLANA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,1,0,1,0,1
COLOMI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,35,2,35,2,37
COLPA BELGICA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,19,0,19,0,19
COLQUECHACA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,14,55,14,55,69
COLQUENCHA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,4,3,4,3,7
COLQUIRI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,11,29,11,29,40
COMANCHE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,2,5,2,5,7
COMARAPA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,36,5,36,5,41
COMBAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,1,2,1,2,3
CONCEPCION,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,36,0,36,0,36
COPACABANA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,11,10,11,10,21
CORIPATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,18,7,18,7,25
CORO CORO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,4,10,4,10,14
COROICO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,17,9,17,9,26
CORQUE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,3,3,3,3,6
COTAGAITA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,11,15,11,15,26
COTOCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,121,17,121,17,138
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,23,13,23,13,36
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,2,0,2,0,2
CUEVO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,4,6,4,6,10
CULPINA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,10,20,10,20,30
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,9,0,9,0,9
CURVA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,1,7,1,7,8
DESAGUADERO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,2,0,2,0,2
EL ALTO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,1368,13,1368,13,1381
EL CHORO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,1,5,1,5,6
EL PUENTE(STC),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,16,5,16,5,21
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,15,3,15,3,18
EL TORNO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,101,14,101,14,115
EL VILLAR,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,7,1,7,1,8
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,29,7,29,7,36
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,50,12,50,12,62
ESCOMA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,5,3,5,3,8
ESMERALDA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,0,1,0,1,1
EUCALIPTUS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,10,1,10,1,11
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,0,1,0,1,1
EXALTACION,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,3,0,3,0,3
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,30,6,30,6,36
FILADELFIA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,5,3,5,3,8
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,40,3,40,3,43
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,4,13,4,13,17
GUANAY,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,14,6,14,6,20
GUAQUI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,2,5,2,5,7
GUAYARAMERIN,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,56,10,56,10,66
GUTIERREZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,11,10,11,10,21
HUACARETA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,12,4,12,4,16
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,5,3,5,3,8
HUACHACALLA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,1,0,1,0,1
HUANUNI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,55,0,55,0,55
HUARACAJE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,9,2,9,2,11
HUARINA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,3,5,3,5,8
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,5,3,5,3,8
HUMANATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,3,9,3,9,12
ICHOCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,4,4,4,4,8
ICLA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,6,6,6,6,12
INCAHUASI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,17,13,17,13,30
INQUISIVI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,5,10,5,10,15
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,13,10,13,10,23
IXIAMAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,22,0,22,0,22
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,13,2,13,2,15
LA ASUNTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,75,17,75,17,92
LA GUARDIA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,164,5,164,5,169
LA PAZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,1230,8,1230,8,1238
LAGUNILLAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,9,9,9,9,18
LAJA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,10,6,10,6,16
LAS CARRERAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,3,1,3,1,4
LICOMA PAMPA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,1,0,1,0,1
LLALLAGUA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,25,38,25,38,63
LLICA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,5,2,5,2,7
LORETO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,5,0,5,0,5
LURIBAY,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,7,4,7,4,11
MACHACAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,6,0,6,0,6
MACHARETI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,5,11,5,11,16
MAGDALENA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,8,8,8,8,16
MAIRANA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,18,0,18,0,18
MALLA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,0,5,0,5,5
MAPIRI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,31,6,31,6,37
MECAPACA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,8,9,8,9,17
MINEROS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,45,9,45,9,54
MIZQUE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,36,27,36,27,63
MOCOMOCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,5,5,5,5,10
MOJINETE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,1,0,1,0,1
MOJOCOYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,5,2,5,2,7
MONTEAGUDO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,36,4,36,4,40
MONTERO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,259,9,259,9,268
MORO MORO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,3,2,3,2,5
MOROCHATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,6,21,6,21,27
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,2,1,2,1,3
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,1,1,1,1,2
OCURI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,14,31,14,31,45
OKINAWA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,22,1,22,1,23
OMEREQUE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,7,5,7,5,12
ORURO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,508,8,508,8,516
PADCAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,16,25,16,25,41
PADILLA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,15,8,15,8,23
PAILON,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,42,28,42,28,70
PALCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-07-01,5,6,5,6,11
