,group,variable,month,BCG,BCG,TOTALES,TOTALES,TOTALES
TOLATA,vacunaciones en menores de 1 ano,bcg,2010-07-01,4,1,4,1,5
TOLEDO,vacunaciones en menores de 1 ano,bcg,2010-07-01,8,2,8,2,10
TOMAVE,vacunaciones en menores de 1 ano,bcg,2010-07-01,3,4,3,4,7
TOMINA,vacunaciones en menores de 1 ano,bcg,2010-07-01,10,5,10,5,15
TORO TORO,vacunaciones en menores de 1 ano,bcg,2010-07-01,11,13,11,13,24
TOTORA(CBBA),vacunaciones en menores de 1 ano,bcg,2010-07-01,26,2,26,2,28
TOTORA(ORR),vacunaciones en menores de 1 ano,bcg,2010-07-01,2,4,2,4,6
TRIGAL,vacunaciones en menores de 1 ano,bcg,2010-07-01,3,0,3,0,3
TRINIDAD,vacunaciones en menores de 1 ano,bcg,2010-07-01,289,5,289,5,294
TUPIZA,vacunaciones en menores de 1 ano,bcg,2010-07-01,63,11,63,11,74
TURCO,vacunaciones en menores de 1 ano,bcg,2010-07-01,3,2,3,2,5
UMALA,vacunaciones en menores de 1 ano,bcg,2010-07-01,0,13,0,13,13
UNCIA,vacunaciones en menores de 1 ano,bcg,2010-07-01,20,21,20,21,41
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,bcg,2010-07-01,11,0,11,0,11
URUBICHA,vacunaciones en menores de 1 ano,bcg,2010-07-01,14,0,14,0,14
UYUNI,vacunaciones en menores de 1 ano,bcg,2010-07-01,47,6,47,6,53
VACAS,vacunaciones en menores de 1 ano,bcg,2010-07-01,2,13,2,13,15
VALLEGRANDE,vacunaciones en menores de 1 ano,bcg,2010-07-01,26,0,26,0,26
VIACHA,vacunaciones en menores de 1 ano,bcg,2010-07-01,56,36,56,36,92
VILA VILA,vacunaciones en menores de 1 ano,bcg,2010-07-01,6,8,6,8,14
VILLA CHARCAS,vacunaciones en menores de 1 ano,bcg,2010-07-01,4,20,4,20,24
VILLA MONTES,vacunaciones en menores de 1 ano,bcg,2010-07-01,82,2,82,2,84
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,bcg,2010-07-01,2,2,2,2,4
VILLA RIVERO,vacunaciones en menores de 1 ano,bcg,2010-07-01,12,9,12,9,21
VILLA SERRANO,vacunaciones en menores de 1 ano,bcg,2010-07-01,6,10,6,10,16
VILLA TUNARI,vacunaciones en menores de 1 ano,bcg,2010-07-01,144,24,144,24,168
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,bcg,2010-07-01,10,2,10,2,12
VILLAZON,vacunaciones en menores de 1 ano,bcg,2010-07-01,70,5,70,5,75
VINTO,vacunaciones en menores de 1 ano,bcg,2010-07-01,60,1,60,1,61
VITICHI,vacunaciones en menores de 1 ano,bcg,2010-07-01,3,5,3,5,8
WARNES,vacunaciones en menores de 1 ano,bcg,2010-07-01,130,6,130,6,136
YACO,vacunaciones en menores de 1 ano,bcg,2010-07-01,1,2,1,2,3
YACUIBA,vacunaciones en menores de 1 ano,bcg,2010-07-01,146,15,146,15,161
YAMPARAEZ,vacunaciones en menores de 1 ano,bcg,2010-07-01,8,2,8,2,10
YANACACHI,vacunaciones en menores de 1 ano,bcg,2010-07-01,0,1,0,1,1
YAPACANI,vacunaciones en menores de 1 ano,bcg,2010-07-01,94,3,94,3,97
YOCALLA,vacunaciones en menores de 1 ano,bcg,2010-07-01,6,2,6,2,8
YOTALA,vacunaciones en menores de 1 ano,bcg,2010-07-01,6,2,6,2,8
YUNCHARA,vacunaciones en menores de 1 ano,bcg,2010-07-01,4,4,4,4,8
ZUDAÑEZ,vacunaciones en menores de 1 ano,bcg,2010-07-01,5,4,5,4,9
ACACIO,vacunaciones en menores de 1 ano,bcg,2010-08-01,3,3,3,3,6
ACHACACHI,vacunaciones en menores de 1 ano,bcg,2010-08-01,46,36,46,36,82
ACHOCALLA,vacunaciones en menores de 1 ano,bcg,2010-08-01,9,13,9,13,22
AIQUILE,vacunaciones en menores de 1 ano,bcg,2010-08-01,55,7,55,7,62
ALALAY,vacunaciones en menores de 1 ano,bcg,2010-08-01,2,3,2,3,5
ALCALA,vacunaciones en menores de 1 ano,bcg,2010-08-01,4,1,4,1,5
ALTO BENI,vacunaciones en menores de 1 ano,bcg,2010-08-01,7,9,7,9,16
ANCORAIMES,vacunaciones en menores de 1 ano,bcg,2010-08-01,2,10,2,10,12
ANDAMARCA,vacunaciones en menores de 1 ano,bcg,2010-08-01,2,0,2,0,2
ANTEQUERA,vacunaciones en menores de 1 ano,bcg,2010-08-01,0,4,0,4,4
ANZALDO,vacunaciones en menores de 1 ano,bcg,2010-08-01,5,12,5,12,17
APOLO,vacunaciones en menores de 1 ano,bcg,2010-08-01,16,20,16,20,36
ARANI,vacunaciones en menores de 1 ano,bcg,2010-08-01,17,0,17,0,17
ARBIETO,vacunaciones en menores de 1 ano,bcg,2010-08-01,2,13,2,13,15
ARQUE,vacunaciones en menores de 1 ano,bcg,2010-08-01,29,2,29,2,31
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,bcg,2010-08-01,46,1,46,1,47
ATOCHA,vacunaciones en menores de 1 ano,bcg,2010-08-01,16,5,16,5,21
AUCAPATA,vacunaciones en menores de 1 ano,bcg,2010-08-01,1,8,1,8,9
AYATA,vacunaciones en menores de 1 ano,bcg,2010-08-01,3,10,3,10,13
AYO AYO,vacunaciones en menores de 1 ano,bcg,2010-08-01,14,6,14,6,20
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,bcg,2010-08-01,20,29,20,29,49
AZURDUY,vacunaciones en menores de 1 ano,bcg,2010-08-01,10,17,10,17,27
BATALLAS,vacunaciones en menores de 1 ano,bcg,2010-08-01,18,8,18,8,26
BAURES,vacunaciones en menores de 1 ano,bcg,2010-08-01,8,0,8,0,8
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,bcg,2010-08-01,0,1,0,1,1
BELEN DE URMIRI,vacunaciones en menores de 1 ano,bcg,2010-08-01,2,1,2,1,3
BELLA FLOR,vacunaciones en menores de 1 ano,bcg,2010-08-01,1,2,1,2,3
BERMEJO,vacunaciones en menores de 1 ano,bcg,2010-08-01,63,7,63,7,70
BETANZOS,vacunaciones en menores de 1 ano,bcg,2010-08-01,22,22,22,22,44
BOLIVAR,vacunaciones en menores de 1 ano,bcg,2010-08-01,0,8,0,8,8
BOLPEBRA,vacunaciones en menores de 1 ano,bcg,2010-08-01,0,1,0,1,1
BOYUIBE,vacunaciones en menores de 1 ano,bcg,2010-08-01,3,3,3,3,6
BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2010-08-01,5,3,5,3,8
CABEZAS,vacunaciones en menores de 1 ano,bcg,2010-08-01,15,116,15,116,131
CAIROMA,vacunaciones en menores de 1 ano,bcg,2010-08-01,4,6,4,6,10
"CAIZA ""D""",vacunaciones en menores de 1 ano,bcg,2010-08-01,5,23,5,23,28
CAJUATA,vacunaciones en menores de 1 ano,bcg,2010-08-01,10,12,10,12,22
CALACOTO,vacunaciones en menores de 1 ano,bcg,2010-08-01,0,2,0,2,2
CALAMARCA,vacunaciones en menores de 1 ano,bcg,2010-08-01,8,12,8,12,20
CAMARGO,vacunaciones en menores de 1 ano,bcg,2010-08-01,29,5,29,5,34
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,bcg,2010-08-01,2,0,2,0,2
CAMIRI,vacunaciones en menores de 1 ano,bcg,2010-08-01,77,7,77,7,84
CAPINOTA,vacunaciones en menores de 1 ano,bcg,2010-08-01,38,4,38,4,42
CAQUIAVIRI,vacunaciones en menores de 1 ano,bcg,2010-08-01,0,20,0,20,20
CARACOLLO,vacunaciones en menores de 1 ano,bcg,2010-08-01,31,9,31,9,40
CARANAVI,vacunaciones en menores de 1 ano,bcg,2010-08-01,80,27,80,27,107
CARAPARI,vacunaciones en menores de 1 ano,bcg,2010-08-01,10,4,10,4,14
CARIPUYO,vacunaciones en menores de 1 ano,bcg,2010-08-01,1,19,1,19,20
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,bcg,2010-08-01,5,6,5,6,11
CATACORA,vacunaciones en menores de 1 ano,bcg,2010-08-01,0,2,0,2,2
CHACARILLA,vacunaciones en menores de 1 ano,bcg,2010-08-01,0,3,0,3,3
CHALLAPATA,vacunaciones en menores de 1 ano,bcg,2010-08-01,55,17,55,17,72
CHAQUI,vacunaciones en menores de 1 ano,bcg,2010-08-01,3,16,3,16,19
CHARAGUA,vacunaciones en menores de 1 ano,bcg,2010-08-01,16,21,16,21,37
CHARAÑA,vacunaciones en menores de 1 ano,bcg,2010-08-01,0,2,0,2,2
CHAYANTA,vacunaciones en menores de 1 ano,bcg,2010-08-01,16,22,16,22,38
CHIMORE,vacunaciones en menores de 1 ano,bcg,2010-08-01,31,4,31,4,35
CHIPAYA,vacunaciones en menores de 1 ano,bcg,2010-08-01,3,8,3,8,11
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,bcg,2010-08-01,43,10,43,10,53
CHUMA,vacunaciones en menores de 1 ano,bcg,2010-08-01,4,15,4,15,19
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,bcg,2010-08-01,0,8,0,8,8
CKOCHAS,vacunaciones en menores de 1 ano,bcg,2010-08-01,5,21,5,21,26
CLIZA,vacunaciones en menores de 1 ano,bcg,2010-08-01,21,8,21,8,29
COBIJA,vacunaciones en menores de 1 ano,bcg,2010-08-01,126,2,126,2,128
COCAPATA,vacunaciones en menores de 1 ano,bcg,2010-08-01,9,23,9,23,32
COCHABAMBA,vacunaciones en menores de 1 ano,bcg,2010-08-01,1644,51,1644,51,1695
COIPASA,vacunaciones en menores de 1 ano,bcg,2010-08-01,1,0,1,0,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,bcg,2010-08-01,68,0,68,0,68
"COLCHA ""K""",vacunaciones en menores de 1 ano,bcg,2010-08-01,7,7,7,7,14
COLLANA,vacunaciones en menores de 1 ano,bcg,2010-08-01,1,5,1,5,6
COLOMI,vacunaciones en menores de 1 ano,bcg,2010-08-01,25,6,25,6,31
COLPA BELGICA,vacunaciones en menores de 1 ano,bcg,2010-08-01,3,5,3,5,8
COLQUECHACA,vacunaciones en menores de 1 ano,bcg,2010-08-01,22,74,22,74,96
COLQUENCHA,vacunaciones en menores de 1 ano,bcg,2010-08-01,4,15,4,15,19
COLQUIRI,vacunaciones en menores de 1 ano,bcg,2010-08-01,7,49,7,49,56
COMANCHE,vacunaciones en menores de 1 ano,bcg,2010-08-01,0,14,0,14,14
COMARAPA,vacunaciones en menores de 1 ano,bcg,2010-08-01,34,4,34,4,38
COMBAYA,vacunaciones en menores de 1 ano,bcg,2010-08-01,1,5,1,5,6
CONCEPCION,vacunaciones en menores de 1 ano,bcg,2010-08-01,40,16,40,16,56
COPACABANA,vacunaciones en menores de 1 ano,bcg,2010-08-01,15,3,15,3,18
CORIPATA,vacunaciones en menores de 1 ano,bcg,2010-08-01,7,7,7,7,14
CORO CORO,vacunaciones en menores de 1 ano,bcg,2010-08-01,2,12,2,12,14
COROICO,vacunaciones en menores de 1 ano,bcg,2010-08-01,28,9,28,9,37
CORQUE,vacunaciones en menores de 1 ano,bcg,2010-08-01,5,7,5,7,12
COTAGAITA,vacunaciones en menores de 1 ano,bcg,2010-08-01,10,11,10,11,21
COTOCA,vacunaciones en menores de 1 ano,bcg,2010-08-01,115,7,115,7,122
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,bcg,2010-08-01,25,17,25,17,42
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,bcg,2010-08-01,3,0,3,0,3
CUEVO,vacunaciones en menores de 1 ano,bcg,2010-08-01,4,3,4,3,7
CULPINA,vacunaciones en menores de 1 ano,bcg,2010-08-01,31,10,31,10,41
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,bcg,2010-08-01,8,7,8,7,15
CURVA,vacunaciones en menores de 1 ano,bcg,2010-08-01,0,7,0,7,7
DESAGUADERO,vacunaciones en menores de 1 ano,bcg,2010-08-01,4,8,4,8,12
EL ALTO,vacunaciones en menores de 1 ano,bcg,2010-08-01,1597,30,1597,30,1627
EL CHORO,vacunaciones en menores de 1 ano,bcg,2010-08-01,4,6,4,6,10
EL PUENTE(STC),vacunaciones en menores de 1 ano,bcg,2010-08-01,11,5,11,5,16
EL PUENTE(TJA),vacunaciones en menores de 1 ano,bcg,2010-08-01,6,7,6,7,13
EL TORNO,vacunaciones en menores de 1 ano,bcg,2010-08-01,85,0,85,0,85
EL VILLAR,vacunaciones en menores de 1 ano,bcg,2010-08-01,1,0,1,0,1
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,bcg,2010-08-01,25,0,25,0,25
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,bcg,2010-08-01,38,12,38,12,50
ESCOMA,vacunaciones en menores de 1 ano,bcg,2010-08-01,11,2,11,2,13
EUCALIPTUS,vacunaciones en menores de 1 ano,bcg,2010-08-01,3,5,3,5,8
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,bcg,2010-08-01,1,0,1,0,1
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,bcg,2010-08-01,12,16,12,16,28
FILADELFIA,vacunaciones en menores de 1 ano,bcg,2010-08-01,0,3,0,3,3
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,bcg,2010-08-01,17,8,17,8,25
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,bcg,2010-08-01,4,16,4,16,20
GUANAY,vacunaciones en menores de 1 ano,bcg,2010-08-01,11,4,11,4,15
GUAQUI,vacunaciones en menores de 1 ano,bcg,2010-08-01,3,5,3,5,8
GUAYARAMERIN,vacunaciones en menores de 1 ano,bcg,2010-08-01,95,4,95,4,99
GUTIERREZ,vacunaciones en menores de 1 ano,bcg,2010-08-01,18,6,18,6,24
HUACARETA,vacunaciones en menores de 1 ano,bcg,2010-08-01,14,3,14,3,17
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,bcg,2010-08-01,0,2,0,2,2
HUACHACALLA,vacunaciones en menores de 1 ano,bcg,2010-08-01,1,0,1,0,1
HUANUNI,vacunaciones en menores de 1 ano,bcg,2010-08-01,30,2,30,2,32
HUARACAJE,vacunaciones en menores de 1 ano,bcg,2010-08-01,5,0,5,0,5
HUARINA,vacunaciones en menores de 1 ano,bcg,2010-08-01,1,5,1,5,6
HUMANATA,vacunaciones en menores de 1 ano,bcg,2010-08-01,0,5,0,5,5
ICHOCA,vacunaciones en menores de 1 ano,bcg,2010-08-01,1,10,1,10,11
ICLA,vacunaciones en menores de 1 ano,bcg,2010-08-01,8,8,8,8,16
INCAHUASI,vacunaciones en menores de 1 ano,bcg,2010-08-01,10,16,10,16,26
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,bcg,2010-08-01,0,6,0,6,6
INQUISIVI,vacunaciones en menores de 1 ano,bcg,2010-08-01,12,18,12,18,30
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,bcg,2010-08-01,3,11,3,11,14
IXIAMAS,vacunaciones en menores de 1 ano,bcg,2010-08-01,12,0,12,0,12
JESUS DE MACHACA,vacunaciones en menores de 1 ano,bcg,2010-08-01,16,12,16,12,28
LA ASUNTA,vacunaciones en menores de 1 ano,bcg,2010-08-01,61,12,61,12,73
LA GUARDIA,vacunaciones en menores de 1 ano,bcg,2010-08-01,74,7,74,7,81
LA PAZ,vacunaciones en menores de 1 ano,bcg,2010-08-01,1770,0,1770,0,1770
LA RIVERA,vacunaciones en menores de 1 ano,bcg,2010-08-01,0,1,0,1,1
LAGUNILLAS,vacunaciones en menores de 1 ano,bcg,2010-08-01,6,3,6,3,9
LAJA,vacunaciones en menores de 1 ano,bcg,2010-08-01,10,19,10,19,29
LAS CARRERAS,vacunaciones en menores de 1 ano,bcg,2010-08-01,1,3,1,3,4
LICOMA PAMPA,vacunaciones en menores de 1 ano,bcg,2010-08-01,1,1,1,1,2
LLALLAGUA,vacunaciones en menores de 1 ano,bcg,2010-08-01,32,87,32,87,119
LLICA,vacunaciones en menores de 1 ano,bcg,2010-08-01,1,5,1,5,6
LORETO,vacunaciones en menores de 1 ano,bcg,2010-08-01,0,1,0,1,1
LURIBAY,vacunaciones en menores de 1 ano,bcg,2010-08-01,4,5,4,5,9
MACHACAMARCA,vacunaciones en menores de 1 ano,bcg,2010-08-01,7,0,7,0,7
MACHARETI,vacunaciones en menores de 1 ano,bcg,2010-08-01,3,4,3,4,7
MAGDALENA,vacunaciones en menores de 1 ano,bcg,2010-08-01,13,13,13,13,26
MAIRANA,vacunaciones en menores de 1 ano,bcg,2010-08-01,24,0,24,0,24
MALLA,vacunaciones en menores de 1 ano,bcg,2010-08-01,0,6,0,6,6
MAPIRI,vacunaciones en menores de 1 ano,bcg,2010-08-01,14,9,14,9,23
MECAPACA,vacunaciones en menores de 1 ano,bcg,2010-08-01,7,17,7,17,24
MINEROS,vacunaciones en menores de 1 ano,bcg,2010-08-01,41,7,41,7,48
MIZQUE,vacunaciones en menores de 1 ano,bcg,2010-08-01,35,28,35,28,63
MOCOMOCO,vacunaciones en menores de 1 ano,bcg,2010-08-01,7,41,7,41,48
MOJOCOYA,vacunaciones en menores de 1 ano,bcg,2010-08-01,4,9,4,9,13
MONTEAGUDO,vacunaciones en menores de 1 ano,bcg,2010-08-01,43,1,43,1,44
MONTERO,vacunaciones en menores de 1 ano,bcg,2010-08-01,281,0,281,0,281
MORO MORO,vacunaciones en menores de 1 ano,bcg,2010-08-01,4,2,4,2,6
MOROCHATA,vacunaciones en menores de 1 ano,bcg,2010-08-01,4,32,4,32,36
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,bcg,2010-08-01,2,1,2,1,3
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,bcg,2010-08-01,0,5,0,5,5
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,bcg,2010-08-01,0,2,0,2,2
OCURI,vacunaciones en menores de 1 ano,bcg,2010-08-01,8,29,8,29,37
OKINAWA,vacunaciones en menores de 1 ano,bcg,2010-08-01,10,9,10,9,19
OMEREQUE,vacunaciones en menores de 1 ano,bcg,2010-08-01,2,4,2,4,6
ORURO,vacunaciones en menores de 1 ano,bcg,2010-08-01,692,1,692,1,693
PADCAYA,vacunaciones en menores de 1 ano,bcg,2010-08-01,8,7,8,7,15
PADILLA,vacunaciones en menores de 1 ano,bcg,2010-08-01,17,1,17,1,18
PAILON,vacunaciones en menores de 1 ano,bcg,2010-08-01,32,50,32,50,82
PALCA,vacunaciones en menores de 1 ano,bcg,2010-08-01,0,24,0,24,24
PALOS BLANCOS,vacunaciones en menores de 1 ano,bcg,2010-08-01,24,9,24,9,33
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,bcg,2010-08-01,3,4,3,4,7
PAMPA GRANDE,vacunaciones en menores de 1 ano,bcg,2010-08-01,11,1,11,1,12
PAPEL PAMPA,vacunaciones en menores de 1 ano,bcg,2010-08-01,0,6,0,6,6
PASORAPA,vacunaciones en menores de 1 ano,bcg,2010-08-01,4,3,4,3,7
PATACAMAYA,vacunaciones en menores de 1 ano,bcg,2010-08-01,35,7,35,7,42
PAZÑA,vacunaciones en menores de 1 ano,bcg,2010-08-01,6,2,6,2,8
PELECHUCO,vacunaciones en menores de 1 ano,bcg,2010-08-01,3,12,3,12,15
POCOATA,vacunaciones en menores de 1 ano,bcg,2010-08-01,4,40,4,40,44
POCONA,vacunaciones en menores de 1 ano,bcg,2010-08-01,6,11,6,11,17
POJO (CBBA),vacunaciones en menores de 1 ano,bcg,2010-08-01,18,6,18,6,24
POOPO,vacunaciones en menores de 1 ano,bcg,2010-08-01,1,2,1,2,3
PORCO,vacunaciones en menores de 1 ano,bcg,2010-08-01,16,0,16,0,16
POROMA,vacunaciones en menores de 1 ano,bcg,2010-08-01,25,21,25,21,46
PORONGO,vacunaciones en menores de 1 ano,bcg,2010-08-01,3,12,3,12,15
PORTACHUELO,vacunaciones en menores de 1 ano,bcg,2010-08-01,35,1,35,1,36
PORVENIR,vacunaciones en menores de 1 ano,bcg,2010-08-01,2,4,2,4,6
POSTRER VALLE,vacunaciones en menores de 1 ano,bcg,2010-08-01,0,2,0,2,2
POTOSI,vacunaciones en menores de 1 ano,bcg,2010-08-01,375,6,375,6,381
PRESTO,vacunaciones en menores de 1 ano,bcg,2010-08-01,4,11,4,11,15
PUCARA,vacunaciones en menores de 1 ano,bcg,2010-08-01,2,0,2,0,2
PUCARANI,vacunaciones en menores de 1 ano,bcg,2010-08-01,20,13,20,13,33
PUERTO ACOSTA,vacunaciones en menores de 1 ano,bcg,2010-08-01,2,9,2,9,11
PUERTO CARABUCO,vacunaciones en menores de 1 ano,bcg,2010-08-01,1,16,1,16,17
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,bcg,2010-08-01,0,3,0,3,3
PUERTO PEREZ,vacunaciones en menores de 1 ano,bcg,2010-08-01,0,13,0,13,13
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,bcg,2010-08-01,23,8,23,8,31
PUERTO RICO,vacunaciones en menores de 1 ano,bcg,2010-08-01,10,5,10,5,15
PUERTO SILES,vacunaciones en menores de 1 ano,bcg,2010-08-01,3,0,3,0,3
PUERTO SUAREZ,vacunaciones en menores de 1 ano,bcg,2010-08-01,36,0,36,0,36
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,bcg,2010-08-01,124,6,124,6,130
PUNA,vacunaciones en menores de 1 ano,bcg,2010-08-01,15,18,15,18,33
PUNATA,vacunaciones en menores de 1 ano,bcg,2010-08-01,91,2,91,2,93
QUIABAYA,vacunaciones en menores de 1 ano,bcg,2010-08-01,3,2,3,2,5
QUILLACOLLO,vacunaciones en menores de 1 ano,bcg,2010-08-01,210,0,210,0,210
QUIME,vacunaciones en menores de 1 ano,bcg,2010-08-01,0,14,0,14,14
RAVELO,vacunaciones en menores de 1 ano,bcg,2010-08-01,14,28,14,28,42
REYES,vacunaciones en menores de 1 ano,bcg,2010-08-01,24,35,24,35,59
RIBERALTA,vacunaciones en menores de 1 ano,bcg,2010-08-01,136,17,136,17,153
ROBORE,vacunaciones en menores de 1 ano,bcg,2010-08-01,12,4,12,4,16
RURRENABAQUE,vacunaciones en menores de 1 ano,bcg,2010-08-01,35,13,35,13,48
SABAYA,vacunaciones en menores de 1 ano,bcg,2010-08-01,3,0,3,0,3
SACABA,vacunaciones en menores de 1 ano,bcg,2010-08-01,229,0,229,0,229
SACABAMBA,vacunaciones en menores de 1 ano,bcg,2010-08-01,1,3,1,3,4
SACACA,vacunaciones en menores de 1 ano,bcg,2010-08-01,20,19,20,19,39
SAIPINA,vacunaciones en menores de 1 ano,bcg,2010-08-01,4,7,4,7,11
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,bcg,2010-08-01,7,10,7,10,17
SAMAIPATA,vacunaciones en menores de 1 ano,bcg,2010-08-01,8,9,8,9,17
SAN ANDRES,vacunaciones en menores de 1 ano,bcg,2010-08-01,14,9,14,9,23
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,bcg,2010-08-01,1,2,1,2,3
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,bcg,2010-08-01,5,3,5,3,8
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,bcg,2010-08-01,11,6,11,6,17
SAN BENITO,vacunaciones en menores de 1 ano,bcg,2010-08-01,9,1,9,1,10
SAN BORJA,vacunaciones en menores de 1 ano,bcg,2010-08-01,94,51,94,51,145
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,bcg,2010-08-01,23,3,23,3,26
SAN CARLOS,vacunaciones en menores de 1 ano,bcg,2010-08-01,26,2,26,2,28
SAN IGNACIO,vacunaciones en menores de 1 ano,bcg,2010-08-01,41,15,41,15,56
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,bcg,2010-08-01,112,5,112,5,117
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,bcg,2010-08-01,0,1,0,1,1
SAN JAVIER(STC),vacunaciones en menores de 1 ano,bcg,2010-08-01,32,6,32,6,38
SAN JOAQUIN,vacunaciones en menores de 1 ano,bcg,2010-08-01,3,11,3,11,14
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,bcg,2010-08-01,38,10,38,10,48
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,bcg,2010-08-01,4,2,4,2,6
SAN JULIAN,vacunaciones en menores de 1 ano,bcg,2010-08-01,56,26,56,26,82
SAN LORENZO(PND),vacunaciones en menores de 1 ano,bcg,2010-08-01,0,3,0,3,3
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,bcg,2010-08-01,14,6,14,6,20
SAN LUCAS,vacunaciones en menores de 1 ano,bcg,2010-08-01,37,27,37,27,64
SAN MATIAS,vacunaciones en menores de 1 ano,bcg,2010-08-01,33,3,33,3,36
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,bcg,2010-08-01,17,3,17,3,20
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,bcg,2010-08-01,2,0,2,0,2
SAN PEDRO,vacunaciones en menores de 1 ano,bcg,2010-08-01,19,5,19,5,24
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2010-08-01,36,59,36,59,95
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,bcg,2010-08-01,0,9,0,9,9
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,bcg,2010-08-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,bcg,2010-08-01,1,5,1,5,6
SAN PEDRO(PND),vacunaciones en menores de 1 ano,bcg,2010-08-01,1,0,1,0,1
SAN RAFAEL,vacunaciones en menores de 1 ano,bcg,2010-08-01,6,2,6,2,8
SAN RAMON BENI,vacunaciones en menores de 1 ano,bcg,2010-08-01,3,2,3,2,5
SAN RAMON SCZ,vacunaciones en menores de 1 ano,bcg,2010-08-01,20,1,20,1,21
SANTA ANA,vacunaciones en menores de 1 ano,bcg,2010-08-01,25,3,25,3,28
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,bcg,2010-08-01,3074,75,3074,75,3149
SANTA ROSA,vacunaciones en menores de 1 ano,bcg,2010-08-01,16,14,16,14,30
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,bcg,2010-08-01,8,17,8,17,25
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,bcg,2010-08-01,0,11,0,11,11
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,bcg,2010-08-01,4,5,4,5,9
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,bcg,2010-08-01,1,11,1,11,12
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,bcg,2010-08-01,0,7,0,7,7
SANTIVAÑES,vacunaciones en menores de 1 ano,bcg,2010-08-01,3,1,3,1,4
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,bcg,2010-08-01,3,3,3,3,6
SAPAHAQUI,vacunaciones en menores de 1 ano,bcg,2010-08-01,2,18,2,18,20
SENA,vacunaciones en menores de 1 ano,bcg,2010-08-01,4,14,4,14,18
SHINAOTA,vacunaciones en menores de 1 ano,bcg,2010-08-01,52,0,52,0,52
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,bcg,2010-08-01,12,24,12,24,36
SICAYA,vacunaciones en menores de 1 ano,bcg,2010-08-01,1,5,1,5,6
SIPE SIPE,vacunaciones en menores de 1 ano,bcg,2010-08-01,47,8,47,8,55
SOPACHUY,vacunaciones en menores de 1 ano,bcg,2010-08-01,3,3,3,3,6
