,group,variable,month,MUJERES DE 10 A 49 AÑOS 2DA DOSIS DE DT CANTIDAD,MUJERES DE 10 A 49 AÑOS 2DA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
IRUPANA (VILLA DE LANZA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,3,23,3,23,26
IXIAMAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,18,23,18,23,41
JESUS DE MACHACA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,9,0,9,0,9
LA ASUNTA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,43,35,43,35,78
LA GUARDIA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,113,253,113,253,366
LA PAZ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,885,515,885,515,1400
LAGUNILLAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,10,25,10,25,35
LAJA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,16,25,16,25,41
LAS CARRERAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,19,232,19,232,251
LICOMA PAMPA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,1,0,1,0,1
LLALLAGUA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,34,84,34,84,118
LORETO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,4,53,4,53,57
LURIBAY,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,5,49,5,49,54
MACHACAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,0,24,0,24,24
MACHARETI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,5,17,5,17,22
MAGDALENA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,11,16,11,16,27
MAIRANA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,14,3,14,3,17
MALLA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,0,34,0,34,34
MAPIRI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,18,2,18,2,20
MECAPACA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,4,18,4,18,22
MINEROS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,77,624,77,624,701
MIZQUE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,40,44,40,44,84
MOCOMOCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,36,47,36,47,83
MOJOCOYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,4,10,4,10,14
MONTEAGUDO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,79,109,79,109,188
MONTERO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,261,163,261,163,424
MOROCHATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,3,35,3,35,38
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,4,0,4,0,4
NAZACARA DE PACAJES,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,0,7,0,7,7
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,2,0,2,0,2
OCURI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,4,20,4,20,24
OKINAWA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,16,1,16,1,17
OMEREQUE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,8,0,8,0,8
ORURO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,560,40,560,40,600
PADCAYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,52,81,52,81,133
PADILLA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,2,18,2,18,20
PAILON,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,15,28,15,28,43
PALCA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,2,11,2,11,13
PALOS BLANCOS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,28,54,28,54,82
PAMPA GRANDE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,7,1,7,1,8
PAPEL PAMPA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,1,1,1,1,2
PASORAPA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,0,1,0,1,1
PATACAMAYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,39,47,39,47,86
PAZÑA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,5,18,5,18,23
PELECHUCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,4,8,4,8,12
POCOATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,13,37,13,37,50
POCONA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,20,59,20,59,79
POJO (CBBA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,22,25,22,25,47
POOPO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,2,0,2,0,2
PORCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,0,2,0,2,2
POROMA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,6,88,6,88,94
PORONGO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,31,65,31,65,96
PORTACHUELO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,32,1,32,1,33
PORVENIR,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,7,0,7,0,7
POSTRER VALLE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,1,2,1,2,3
POTOSI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,268,11,268,11,279
PRESTO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,2,11,2,11,13
PUCARA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,0,3,0,3,3
PUCARANI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,18,25,18,25,43
PUERTO ACOSTA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,10,6,10,6,16
PUERTO CARABUCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,1,18,1,18,19
PUERTO GONZALO MORENO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,2,3,2,3,5
PUERTO PEREZ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,1,12,1,12,13
PUERTO QUIJARRO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,14,84,14,84,98
PUERTO RICO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,9,2,9,2,11
PUERTO SILES,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,1,0,1,0,1
PUERTO SUAREZ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,13,0,13,0,13
PUERTO VILLARROEL,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,73,79,73,79,152
PUNA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,175,62,175,62,237
PUNATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,40,19,40,19,59
QUIABAYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,0,18,0,18,18
QUILLACOLLO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,49,56,49,56,105
QUIME,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,3,5,3,5,8
QUIRUSILLAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,2,0,2,0,2
RAVELO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,5,20,5,20,25
REYES,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,30,59,30,59,89
RIBERALTA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,156,91,156,91,247
ROBORE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,2,239,2,239,241
RURRENABAQUE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,25,272,25,272,297
SABAYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,2,0,2,0,2
SACABA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,167,254,167,254,421
SACABAMBA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,1,0,1,0,1
SACACA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,25,30,25,30,55
SAIPINA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,2,27,2,27,29
SALINAS DE GARCI MENDOZA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,4,3,4,3,7
SAMAIPATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,11,7,11,7,18
SAN ANDRES,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,26,11,26,11,37
SAN ANDRES DE MACHACA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,1,20,1,20,21
SAN ANTONIO DE ESMORUCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,5,0,5,0,5
SAN ANTONIO DE LOMERIO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,2,4,2,4,6
SAN BENITO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,18,31,18,31,49
SAN BORJA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,58,663,58,663,721
SAN BUENA VENTURA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,17,5,17,5,22
SAN CARLOS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,79,88,79,88,167
SAN IGNACIO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,51,18,51,18,69
SAN IGNACIO DE VELASCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,87,260,87,260,347
SAN JAVIER(BNI),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,5,0,5,0,5
SAN JAVIER(STC),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,1,0,1,0,1
SAN JOAQUIN,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,5,0,5,0,5
SAN JOSE DE CHIQUITOS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,10,44,10,44,54
SAN JUAN DE YAPACANI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,10,49,10,49,59
SAN JULIAN,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,15,61,15,61,76
SAN LORENZO(PND),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,1,0,1,0,1
SAN LORENZO(TJA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,41,333,41,333,374
SAN LUCAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,173,789,173,789,962
SAN MATIAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,28,49,28,49,77
SAN MIGUEL DE VELASCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,31,102,31,102,133
SAN PABLO DE LIPEZ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,2,0,2,0,2
SAN PEDRO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,7,12,7,12,19
SAN PEDRO DE BUENA VISTA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,10,42,10,42,52
SAN PEDRO DE CURAHUARA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,2,3,2,3,5
SAN PEDRO DE TIQUINA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,2,1,2,1,3
SAN PEDRO(PND),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,0,3,0,3,3
SAN RAFAEL,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,0,44,0,44,44
SAN RAMON BENI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,4,2,4,2,6
SAN RAMON SCZ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,23,10,23,10,33
SANTA ANA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,6,1,6,1,7
SANTA CRUZ DE LA SIERRA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,2847,1874,2847,1874,4721
SANTA ROSA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,18,17,18,17,35
SANTA ROSA DEL SARA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,21,24,21,24,45
SANTIAGO DE CALLAPA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,7,15,7,15,22
SANTIAGO DE HUARI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,0,21,0,21,21
SANTIAGO DE HUATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,1,3,1,3,4
SANTIAGO DE MACHACA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,16,0,16,0,16
SANTIVAÑES,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,4,19,4,19,23
SANTUARIO DE QUILLACAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,4,24,4,24,28
SAPAHAQUI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,3,60,3,60,63
SENA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,2,0,2,0,2
SHINAOTA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,15,84,15,84,99
SICA SICA (VILLA AROMA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,11,11,11,11,22
SIPE SIPE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,33,112,33,112,145
SOPACHUY,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,9,0,9,0,9
SORACACHI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,4,10,4,10,14
SORATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,11,58,11,58,69
SUCRE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,496,229,496,229,725
TACACHI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,12,0,12,0,12
TACACOMA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,3,4,3,4,7
TACOBAMBA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,10,4,10,4,14
TACOPAYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,6,1,6,1,7
TAPACARI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,36,42,36,42,78
TARABUCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,156,54,156,54,210
TARACO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,0,12,0,12,12
TARATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,13,22,13,22,35
TARIJA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,718,1037,718,1037,1755
TARVITA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,28,69,28,69,97
TEOPONTE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,4,1,4,1,5
TIAWANACU,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,28,89,28,89,117
TINGUIPAYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,22,18,22,18,40
TIPUANI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,4,0,4,0,4
TIQUIPAYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,84,163,84,163,247
TIRAQUE (CBBA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,47,394,47,394,441
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,1,27,1,27,28
TOCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,0,1,0,1,1
TOLATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,7,8,7,8,15
TOLEDO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,1,1,1,1,2
TOMAVE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,4,3,4,3,7
TOMINA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,3,12,3,12,15
TORO TORO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,1,4,1,4,5
TOTORA(CBBA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,22,12,22,12,34
TOTORA(ORR),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,4,0,4,0,4
TRIGAL,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,0,1,0,1,1
TRINIDAD,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,217,78,217,78,295
TUPIZA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,140,103,140,103,243
TURCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,0,2,0,2,2
UMALA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,0,1,0,1,1
UNCIA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,0,37,0,37,37
URIONDO (A. CONCEPCION),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,15,121,15,121,136
URUBICHA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,5,13,5,13,18
UYUNI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,6,13,6,13,19
VACAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,4,3,4,3,7
VALLEGRANDE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,12,11,12,11,23
VIACHA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,76,8,76,8,84
VILA VILA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,3,3,3,3,6
VILLA CHARCAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,22,25,22,25,47
VILLA MONTES,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,104,74,104,74,178
VILLA NUEVA (LOMA ALTA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,6,3,6,3,9
VILLA RIVERO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,67,68,67,68,135
VILLA SERRANO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,17,8,17,8,25
VILLA TUNARI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,77,62,77,62,139
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,2,56,2,56,58
VILLAZON,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,203,596,203,596,799
VINTO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,81,26,81,26,107
VITICHI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,14,38,14,38,52
WALDO BALLIVIAN,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,3,0,3,0,3
WARNES,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,154,42,154,42,196
YACO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,1,12,1,12,13
YACUIBA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,67,20,67,20,87
YAMPARAEZ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,39,100,39,100,139
YANACACHI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,3,18,3,18,21
YAPACANI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,26,953,26,953,979
YOTALA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,8,26,8,26,34
YUNCHARA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,4,33,4,33,37
ZUDAÑEZ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,17,15,17,15,32
ACACIO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-09-01,2,4,2,4,6
ACHACACHI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-09-01,25,82,25,82,107
ACHOCALLA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-09-01,4,40,4,40,44
AIQUILE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-09-01,26,7,26,7,33
ALALAY,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-09-01,3,51,3,51,54
ALCALA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-09-01,1,0,1,0,1
ALTO BENI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-09-01,17,2,17,2,19
ANCORAIMES,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-09-01,21,0,21,0,21
ANDAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-09-01,3,1,3,1,4
ANTEQUERA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-09-01,0,2,0,2,2
ANZALDO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-09-01,2,30,2,30,32
APOLO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-09-01,2,0,2,0,2
ARAMPAMPA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-09-01,7,13,7,13,20
ARANI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-09-01,20,3,20,3,23
ARBIETO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-09-01,1,32,1,32,33
ARQUE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-09-01,5,1,5,1,6
ASCENCION DE GUARAYOS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-09-01,44,0,44,0,44
ATOCHA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-09-01,1,23,1,23,24
AYATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-09-01,3,0,3,0,3
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-09-01,16,19,16,19,35
AZURDUY,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-09-01,9,30,9,30,39
BATALLAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-09-01,38,30,38,30,68
BAURES,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-09-01,0,7,0,7,7
BELEN DE ANDAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-09-01,0,3,0,3,3
BELEN DE URMIRI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-09-01,1,2,1,2,3
BELLA FLOR,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-09-01,1,21,1,21,22
BERMEJO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-09-01,119,549,119,549,668
BETANZOS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-09-01,9,42,9,42,51
BOLIVAR,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-09-01,2,8,2,8,10
BOLPEBRA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-09-01,0,5,0,5,5
BOYUIBE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-09-01,4,10,4,10,14
BUENA VISTA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-09-01,54,96,54,96,150
CABEZAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-09-01,38,141,38,141,179
CAIROMA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-09-01,6,30,6,30,36
"CAIZA ""D""",otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-09-01,8,30,8,30,38
CAJUATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-09-01,21,7,21,7,28
CALACOTO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-09-01,10,2,10,2,12
CALAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-09-01,9,4,9,4,13
CAMARGO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-09-01,37,100,37,100,137
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-09-01,19,57,19,57,76
CAMIRI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-09-01,15,40,15,40,55
