municipality,group,variable,month,9. Días camas disponibles maternidad,TOTAL
HUACARAJE,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,62,62
HUACARETA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,518,518
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,dias camas disponibles maternidad,2024-08-01,93,93
HUACHACALLA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,31,31
HUANUNI,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,372,372
HUARINA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,93,93
HUATAJATA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,60,60
HUMANATA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,31,31
ICHOCA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,2,2
ICLA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,434,434
INCAHUASI,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,372,372
INQUISIVI,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,31,31
IXIAMAS,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,91,91
JESUS DE MACHACA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,310,310
LA ASUNTA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,400,400
LA GUARDIA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,1075,1075
LA PAZ,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,13235,13235
LAGUNILLAS,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,3,3
LAJA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,93,93
LAS CARRERAS,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,279,279
LLALLAGUA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,372,372
LLICA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,56,56
LURIBAY,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,180,180
MACHACAMARCA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,124,124
MACHARETI,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,372,372
MAGDALENA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,126,126
MAIRANA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,124,124
MALLA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,62,62
MAPIRI,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,156,156
MECAPACA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,31,31
MINEROS,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,87,87
MIZQUE,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,556,556
MOCOMOCO,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,61,61
MOJOCOYA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,310,310
MONTEAGUDO,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,958,958
MONTERO,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,2202,2202
MOROCHATA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,121,121
NACEBE (SANTA ROSA DEL ABUNA),internaciones dias camas,dias camas disponibles maternidad,2024-08-01,60,60
NAZACARA DE PACAJES,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,30,30
OCURI,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,744,744
OKINAWA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,186,186
OMEREQUE,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,93,93
ORURO,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,5544,5544
PADILLA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,341,341
PAILON,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,227,227
PALCA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,150,150
PALOS BLANCOS,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,341,341
PAMPA AULLAGAS,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,31,31
PAMPA GRANDE,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,93,93
PAPEL PAMPA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,62,62
PASORAPA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,62,62
PATACAMAYA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,125,125
PAZÑA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,124,124
PELECHUCO,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,62,62
POCOATA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,744,744
POCONA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,465,465
POJO (CBBA),internaciones dias camas,dias camas disponibles maternidad,2024-08-01,278,278
POOPO,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,93,93
PORCO,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,83,83
POROMA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,1017,1017
PORONGO,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,60,60
PORTACHUELO,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,423,423
PORVENIR,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,203,203
POTOSI,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,3409,3409
PRESTO,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,310,310
PUCARANI,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,309,309
PUERTO ACOSTA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,60,60
PUERTO CARABUCO,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,93,93
PUERTO GONZALO MORENO,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,57,57
PUERTO PEREZ,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,31,31
PUERTO QUIJARRO,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,219,219
PUERTO RICO,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,138,138
PUERTO SUAREZ,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,114,114
PUERTO VILLARROEL,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,1332,1332
PUNA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,496,496
PUNATA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,734,734
QUIABAYA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,31,31
QUILLACOLLO,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,1795,1795
QUIME,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,23,23
QUIRUSILLAS,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,62,62
RAQAYPAMPA(ETA),internaciones dias camas,dias camas disponibles maternidad,2024-08-01,186,186
RAVELO,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,435,435
REYES,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,93,93
RIBERALTA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,1705,1705
ROBORE,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,310,310
RURRENABAQUE,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,248,248
SABAYA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,124,124
SACABA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,1891,1891
SACABAMBA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,90,90
SACACA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,186,186
SAIPINA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,59,59
SALINAS DE GARCI MENDOZA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,310,310
SAMAIPATA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,124,124
SAN ANTONIO DE LOMERIO,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,87,87
SAN BENITO,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,186,186
SAN BORJA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,373,373
SAN BUENA VENTURA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,341,341
SAN IGNACIO,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,491,491
SAN IGNACIO DE VELASCO,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,1364,1364
SAN JAVIER(BNI),internaciones dias camas,dias camas disponibles maternidad,2024-08-01,30,30
SAN JAVIER(STC),internaciones dias camas,dias camas disponibles maternidad,2024-08-01,155,155
SAN JOAQUIN,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,124,124
SAN JOSE DE CHIQUITOS,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,355,355
SAN JUAN DE YAPACANI,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,80,80
SAN JULIAN,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,698,698
SAN LORENZO(PND),internaciones dias camas,dias camas disponibles maternidad,2024-08-01,29,29
SAN LUCAS,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,1640,1640
SAN MATIAS,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,280,280
SAN MIGUEL DE VELASCO,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,155,155
SAN PEDRO,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,155,155
SAN PEDRO DE BUENA VISTA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,83,83
SAN PEDRO DE MACHA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,496,496
SAN PEDRO DE TIQUINA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,93,93
SAN RAFAEL,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,155,155
SAN RAMON BENI,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,124,124
SAN RAMON SCZ,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,124,124
SANTA ANA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,248,248
SANTA CRUZ DE LA SIERRA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,15660,15660
SANTA ROSA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,186,186
SANTA ROSA DEL SARA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,307,307
SANTIAGO DE CALLAPA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,62,62
SANTIAGO DE HUARI,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,186,186
SANTIAGO DE MACHACA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,31,31
SANTIVAÑES,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,155,155
SANTUARIO DE QUILLACAS,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,91,91
SAPAHAQUI,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,124,124
SENA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,84,84
SHINAOTA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,527,527
SICA SICA (VILLA AROMA),internaciones dias camas,dias camas disponibles maternidad,2024-08-01,124,124
SICAYA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,124,124
SIPE SIPE,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,155,155
SOPACHUY,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,310,310
SORACACHI,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,31,31
SORATA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,155,155
SUCRE,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,2765,2765
TACACHI,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,31,31
TACACOMA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,123,123
TACOBAMBA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,122,122
TACOPAYA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,188,188
TAPACARI,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,61,61
TARABUCO,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,462,462
TARATA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,186,186
TARIJA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,1860,1860
TARVITA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,868,868
TEOPONTE,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,93,93
TIAHUANACU,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,155,155
TIPUANI,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,93,93
TIQUIPAYA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,717,717
TIRAQUE (CBBA),internaciones dias camas,dias camas disponibles maternidad,2024-08-01,589,589
TOCO,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,176,176
TOLATA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,60,60
TOLEDO,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,310,310
TOMINA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,620,620
TORO TORO,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,170,170
TOTORA(CBBA),internaciones dias camas,dias camas disponibles maternidad,2024-08-01,403,403
TOTORA(ORR),internaciones dias camas,dias camas disponibles maternidad,2024-08-01,93,93
TRINIDAD,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,1343,1343
TUPIZA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,310,310
TURCO,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,279,279
UNCIA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,186,186
URIONDO (A. CONCEPCION),internaciones dias camas,dias camas disponibles maternidad,2024-08-01,26,26
URUBICHA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,2,2
UYUNI,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,372,372
VACAS,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,215,215
VALLEGRANDE,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,318,318
VIACHA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,1025,1025
VILA VILA,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,310,310
VILLA CHARCAS,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,372,372
VILLA MONTES,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,434,434
VILLA RIVERO,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,124,124
VILLA SERRANO,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,465,465
VILLA TUNARI,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,1747,1747
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,dias camas disponibles maternidad,2024-08-01,434,434
VILLAZON,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,558,558
VINTO,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,682,682
VITICHI,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,155,155
WARNES,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,1068,1068
YACO,internaciones dias camas,dias camas disponibles maternidad,2024-08-01,90,90
