municipality,group,variable,month,7. Días camas ocupadas maternidad,TOTAL
YAMPARAEZ,internaciones dias camas,dias camas ocupadas maternidad,2024-07-01,4,4
YAPACANI,internaciones dias camas,dias camas ocupadas maternidad,2024-07-01,183,183
YOTALA,internaciones dias camas,dias camas ocupadas maternidad,2024-07-01,11,11
ZUDAÑEZ,internaciones dias camas,dias camas ocupadas maternidad,2024-07-01,5,5
ACACIO,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,1,1
ACHOCALLA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,7,7
AIQUILE,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,63,63
ALCALA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,3,3
ALTO BENI,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,7,7
ANCORAIMES,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,1,1
ANZALDO,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,1,1
APOLO,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,13,13
ARAMPAMPA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,4,4
ARANI,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,1,1
ASCENCION DE GUARAYOS,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,177,177
ATOCHA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,54,54
AYATA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,1,1
AYO AYO,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,64,64
AZURDUY,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,14,14
BATALLAS,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,5,5
BAURES,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,6,6
BELEN DE ANDAMARCA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,1,1
BERMEJO,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,68,68
BETANZOS,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,22,22
BUENA VISTA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,6,6
CABEZAS,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,95,95
CAIROMA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,2,2
"CAIZA ""D""",internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,14,14
CAJUATA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,17,17
CALACOTO,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,31,31
CALAMARCA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,1,1
CAMARGO,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,152,152
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,5,5
CAMIRI,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,159,159
CAPINOTA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,14,14
CAQUIAVIRI,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,2,2
CARACOLLO,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,39,39
CARANAVI,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,199,199
CARAPARI,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,4,4
CARIPUYO,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,6,6
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,2,2
CHALLAPATA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,102,102
CHAQUI,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,6,6
CHARAGUA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,91,91
CHARAÑA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,1,1
CHAYANTA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,7,7
CHIMORE,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,28,28
CHIPAYA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,2,2
CHUA COCANI,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,4,4
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,77,77
CHUMA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,14,14
CLIZA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,113,113
COBIJA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,592,592
COCAPATA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,2,2
COCHABAMBA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,4419,4419
COLCAPIRHUA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,141,141
"COLCHA ""K""",internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,11,11
COLOMI,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,21,21
COLPA BELGICA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,2,2
COLQUECHACA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,28,28
COLQUENCHA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,4,4
COLQUIRI,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,3,3
COMARAPA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,67,67
CONCEPCION,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,66,66
COPACABANA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,4,4
CORIPATA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,12,12
CORO CORO,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,2,2
COROICO,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,106,106
CORQUE,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,13,13
COTAGAITA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,9,9
COTOCA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,326,326
CUATRO CAÑADAS,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,41,41
CUEVO,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,3,3
CULPINA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,21,21
CURAHUARA DE CARANGAS,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,2,2
DESAGUADERO,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,7,7
EL ALTO,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,4006,4006
EL CHORO,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,1,1
EL PUENTE(STC),internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,4,4
EL PUENTE(TJA),internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,1,1
EL TORNO,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,186,186
EL VILLAR,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,6,6
ENTRE RIOS TRJ,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,37,37
ENTRE RIOS CBBA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,36,36
ESCOMA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,8,8
EXALTACION,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,1,1
FERNANDEZ ALONSO,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,8,8
GAIOC JATUN AYLLU YURA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,2,2
GENERAL SAAVEDRA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,1,1
GUANAY,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,27,27
GUAQUI,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,3,3
GUAYARAMERIN,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,258,258
GUTIERREZ,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,12,12
HUACARAJE,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,11,11
HUACARETA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,12,12
HUANUNI,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,74,74
HUARINA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,4,4
HUATAJATA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,2,2
HUMANATA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,31,31
ICHOCA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,2,2
ICLA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,1,1
INCAHUASI,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,13,13
INQUISIVI,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,1,1
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,6,6
IXIAMAS,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,2,2
JESUS DE MACHACA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,4,4
LA ASUNTA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,51,51
LA GUARDIA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,186,186
LA PAZ,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,5075,5075
LAGUNILLAS,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,6,6
LAJA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,1,1
LAS CARRERAS,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,62,62
LICOMA PAMPA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,2,2
LLALLAGUA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,302,302
LLICA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,6,6
LURIBAY,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,11,11
MACHACAMARCA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,2,2
MACHARETI,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,6,6
MAGDALENA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,42,42
MAIRANA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,76,76
MAPIRI,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,16,16
MECAPACA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,1,1
MINEROS,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,3,3
MIZQUE,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,39,39
MOCOMOCO,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,1,1
MOJOCOYA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,16,16
MONTEAGUDO,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,143,143
MONTERO,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,733,733
MORO MORO,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,1,1
MOROCHATA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,3,3
NAZACARA DE PACAJES,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,1,1
OCURI,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,9,9
OKINAWA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,3,3
OMEREQUE,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,6,6
ORURO,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,1656,1656
PADILLA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,67,67
PAILON,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,46,46
PALCA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,1,1
PALOS BLANCOS,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,21,21
PAMPA GRANDE,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,12,12
PAPEL PAMPA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,3,3
PATACAMAYA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,123,123
PELECHUCO,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,3,3
POCOATA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,4,4
POCONA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,8,8
POJO (CBBA),internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,7,7
POOPO,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,2,2
PORCO,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,16,16
POROMA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,43,43
PORONGO,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,3,3
PORTACHUELO,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,66,66
PORVENIR,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,120,120
POTOSI,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,1650,1650
PRESTO,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,15,15
PUCARANI,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,21,21
PUERTO ACOSTA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,2,2
PUERTO CARABUCO,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,3,3
PUERTO GONZALO MORENO,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,5,5
PUERTO PEREZ,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,1,1
PUERTO QUIJARRO,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,142,142
PUERTO RICO,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,12,12
PUERTO SUAREZ,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,36,36
PUERTO VILLARROEL,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,343,343
PUNA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,7,7
PUNATA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,307,307
QUILLACOLLO,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,292,292
QUIME,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,8,8
RAQAYPAMPA(ETA),internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,3,3
REYES,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,89,89
RIBERALTA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,971,971
ROBORE,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,46,46
RURRENABAQUE,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,88,88
SACABA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,837,837
SACACA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,31,31
SAIPINA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,3,3
SALINAS DE GARCI MENDOZA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,6,6
SAMAIPATA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,11,11
SAN ANTONIO DE LOMERIO,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,6,6
SAN BENITO,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,3,3
SAN BORJA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,206,206
SAN BUENA VENTURA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,33,33
SAN CARLOS,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,2,2
SAN IGNACIO,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,109,109
SAN IGNACIO DE VELASCO,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,367,367
SAN JAVIER(STC),internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,27,27
SAN JOAQUIN,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,8,8
SAN JUAN DE YAPACANI,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,10,10
SAN JULIAN,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,116,116
SAN LORENZO(PND),internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,4,4
SAN LUCAS,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,105,105
SAN MATIAS,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,45,45
SAN MIGUEL DE VELASCO,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,12,12
SAN PEDRO,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,7,7
SAN PEDRO DE BUENA VISTA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,21,21
SAN PEDRO DE MACHA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,6,6
SAN RAFAEL,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,8,8
SAN RAMON BENI,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,13,13
SAN RAMON SCZ,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,2,2
SANTA ANA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,76,76
SANTA CRUZ DE LA SIERRA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,6780,6780
SANTA ROSA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,19,19
SANTA ROSA DEL SARA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,4,4
SANTIAGO DE HUARI,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,1,1
SANTIAGO DE MACHACA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,1,1
SANTIVAÑES,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,4,4
SANTUARIO DE QUILLACAS,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,1,1
SAPAHAQUI,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,4,4
SENA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,6,6
SHINAOTA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,106,106
SICA SICA (VILLA AROMA),internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,11,11
SICAYA,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,1,1
SIPE SIPE,internaciones dias camas,dias camas ocupadas maternidad,2024-08-01,29,29
