,group,variable,month,TOTAL PENTAVALENTE 5TA. DOSIS (2DO. REFUERZO) DENTRO,TOTAL PENTAVALENTE 5TA. DOSIS (2DO. REFUERZO) DENTRO,TOTAL PENTAVALENTE 5TA. DOSIS (2DO. REFUERZO) FUERA,TOTAL PENTAVALENTE 5TA. DOSIS (2DO. REFUERZO) FUERA,TOTALES
SENA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-07-01,5,0,3,4,12
SHINAOTA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-07-01,2,16,5,3,26
SICA SICA (VILLA AROMA),vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-07-01,3,1,8,16,28
SICAYA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-07-01,1,0,9,4,14
SIPE SIPE,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-07-01,17,7,11,15,50
SOPACHUY,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-07-01,3,2,0,2,7
SORACACHI,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-07-01,1,0,1,2,4
SORATA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-07-01,0,0,8,3,11
SUCRE,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-07-01,93,84,28,32,237
TACACOMA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-07-01,4,7,5,5,21
TACOBAMBA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-07-01,5,2,2,2,11
TACOPAYA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-07-01,1,2,4,3,10
TAPACARI,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-07-01,0,4,4,6,14
TARABUCO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-07-01,3,2,2,2,9
TARACO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-07-01,1,1,0,0,2
TARATA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-07-01,1,1,0,0,2
TARIJA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-07-01,73,71,25,32,201
TARVITA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-07-01,1,5,5,5,16
TEOPONTE,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-07-01,6,5,4,2,17
TINGUIPAYA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-07-01,0,6,2,1,9
TIPUANI,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-07-01,2,2,0,0,4
TIQUIPAYA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-07-01,29,24,5,10,68
TIRAQUE (CBBA),vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-07-01,0,4,2,4,10
TITO YUPANQUI (PARQUIPUJIO),vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-07-01,0,0,0,1,1
TOCO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-07-01,1,1,1,1,4
TOLATA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-07-01,2,2,1,3,8
TOLEDO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-07-01,0,0,2,1,3
TOMAVE,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-07-01,3,1,2,0,6
TOMINA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-07-01,5,3,5,1,14
TORO TORO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-07-01,0,1,2,0,3
TOTORA(CBBA),vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-07-01,3,6,5,7,21
TOTORA(ORR),vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-07-01,1,2,2,1,6
TRINIDAD,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-07-01,26,44,11,13,94
TUPIZA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-07-01,15,18,4,2,39
UMALA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-07-01,3,8,4,2,17
UNCIA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-07-01,1,0,0,0,1
URIONDO (A. CONCEPCION),vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-07-01,3,2,2,1,8
URUBICHA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-07-01,3,2,0,1,6
UYUNI,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-07-01,1,0,0,0,1
VACAS,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-07-01,0,2,2,1,5
VALLEGRANDE,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-07-01,8,9,0,0,17
VIACHA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-07-01,7,13,18,18,56
VILA VILA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-07-01,2,0,1,3,6
VILLA CHARCAS,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-07-01,3,2,1,1,7
VILLA MONTES,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-07-01,13,19,7,11,50
VILLA NUEVA (LOMA ALTA),vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-07-01,0,1,3,3,7
VILLA RIVERO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-07-01,0,2,0,1,3
VILLA SERRANO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-07-01,1,0,1,3,5
VILLA TUNARI,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-07-01,38,43,4,2,87
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-07-01,2,9,3,1,15
VILLAZON,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-07-01,31,28,2,2,63
VINTO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-07-01,22,17,4,13,56
VITICHI,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-07-01,1,3,1,2,7
WARNES,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-07-01,40,71,0,2,113
YACUIBA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-07-01,25,26,51,30,132
YAMPARAEZ,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-07-01,3,2,1,0,6
YANACACHI,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-07-01,3,0,0,0,3
YAPACANI,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-07-01,9,6,5,3,23
YOTALA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-07-01,1,2,0,3,6
YUNCHARA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-07-01,0,0,4,3,7
ZUDAÑEZ,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-07-01,1,1,1,7,10
ACACIO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,3,3,3,2,11
ACHACACHI,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,3,1,16,11,31
ACHOCALLA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,4,3,1,3,11
AIQUILE,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,7,5,7,9,28
ALALAY,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,0,2,0,1,3
ALCALA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,1,3,0,1,5
ALTO BENI,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,3,5,1,2,11
ANCORAIMES,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,3,1,3,1,8
ANDAMARCA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,0,0,3,1,4
ANTEQUERA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,0,3,0,0,3
ANZALDO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,1,1,0,0,2
APOLO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,5,3,13,4,25
ARAMPAMPA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,0,0,1,0,1
ARANI,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,1,2,1,1,5
ARBIETO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,5,6,4,1,16
ARQUE,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,4,2,3,4,13
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,19,14,2,1,36
ATOCHA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,3,3,4,2,12
AUCAPATA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,1,0,0,1,2
AYATA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,0,6,7,8,21
AYO AYO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,3,0,1,1,5
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,2,1,13,12,28
AZURDUY,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,4,0,2,2,8
BATALLAS,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,3,2,3,0,8
BAURES,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,1,2,0,0,3
BELEN DE URMIRI,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,0,0,0,2,2
BELLA FLOR,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,1,0,11,3,15
BERMEJO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,12,11,13,13,49
BETANZOS,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,5,10,7,8,30
BOLIVAR,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,1,0,1,2,4
BOLPEBRA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,1,1,0,1,3
BOYUIBE,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,0,0,1,0,1
BUENA VISTA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,6,11,2,1,20
CABEZAS,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,3,6,5,5,19
CAIROMA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,2,2,0,0,4
"CAIZA ""D""",vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,4,2,0,0,6
CALACOTO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,4,1,1,2,8
CALAMARCA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,1,0,0,1,2
CAMARGO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,5,3,3,5,16
CAMATAQUI (C. VILLA ABECIA),vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,2,0,0,0,2
CAMIRI,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,6,5,0,0,11
CAPINOTA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,2,7,5,0,14
CAQUIAVIRI,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,2,3,0,0,5
CARACOLLO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,4,6,1,0,11
CARANAVI,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,3,1,14,7,25
CARAPARI,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,3,4,4,5,16
CARIPUYO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,1,0,0,0,1
CATACORA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,1,1,0,0,2
CHALLAPATA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,9,4,6,4,23
CHARAGUA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,3,2,10,12,27
CHARAÑA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,0,1,0,1,2
CHAYANTA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,4,1,18,19,42
CHIMORE,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,9,7,2,4,22
CHIPAYA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,1,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,4,1,3,2,10
CHUMA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,7,4,7,0,18
CKOCHAS,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,1,1,4,3,9
CLIZA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,5,4,4,2,15
COBIJA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,17,24,53,47,141
COCAPATA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,6,2,11,7,26
COCHABAMBA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,151,151,32,41,375
COIPASA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,0,0,1,0,1
COLCAPIRHUA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,23,15,10,7,55
"COLCHA ""K""",vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,2,4,0,2,8
COLLANA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,1,0,4,2,7
COLOMI,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,8,6,4,4,22
COLPA BELGICA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,2,2,0,0,4
COLQUECHACA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,4,7,12,9,32
COLQUIRI,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,2,0,8,4,14
COMANCHE,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,0,1,0,0,1
COMARAPA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,5,2,0,0,7
CONCEPCION,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,9,20,7,5,41
COPACABANA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,7,5,9,2,23
CORIPATA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,1,1,0,0,2
CORO CORO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,4,2,2,7,15
COROICO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,5,5,15,9,34
CORQUE,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,1,1,1,1,4
COTAGAITA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,3,3,4,9,19
COTOCA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,14,8,0,0,22
CUATRO CAÑADAS,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,6,8,2,4,20
CUCHUMUELA (V. G. VILLARROEL),vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,1,0,0,1,2
CUEVO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,4,1,2,5,12
CULPINA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,1,3,3,6,13
DESAGUADERO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,0,1,0,0,1
EL ALTO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,103,105,79,88,375
EL CHORO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,1,1,0,0,2
EL PUENTE(STC),vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,4,1,2,3,10
EL PUENTE(TJA),vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,5,3,0,0,8
EL TORNO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,23,34,5,5,67
EL VILLAR,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,1,0,3,1,5
ENTRE RIOS TRJ,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,5,7,4,6,22
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,8,6,1,0,15
ESCOMA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,1,1,2,0,4
EUCALIPTUS,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,1,0,0,0,1
EUREKA (SANTOS MERCADO),vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,3,0,0,5,8
FERNANDEZ ALONSO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,2,2,2,0,6
FILADELFIA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,6,3,3,0,12
GENERAL SAAVEDRA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,9,7,0,0,16
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,0,0,1,0,1
GUANAY,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,1,0,0,0,1
GUAYARAMERIN,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,16,9,3,2,30
GUTIERREZ,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,0,0,2,1,3
HUACARETA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,3,4,3,2,12
HUACAYA (VILLA DE HUACAYA),vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,0,0,3,1,4
HUANUNI,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,9,5,1,2,17
HUARACAJE,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,1,2,0,0,3
HUATAJATA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,0,2,1,1,4
HUAYLLAMARCA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,1,2,0,0,3
HUMANATA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,0,0,1,1,2
ICHOCA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,1,0,0,0,1
ICLA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,2,3,4,2,11
INCAHUASI,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,3,4,3,3,13
INGAVI (HUMAITA),vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,1,0,0,0,1
INQUISIVI,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,0,0,1,0,1
IRUPANA (VILLA DE LANZA),vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,3,7,2,3,15
IXIAMAS,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,0,0,5,6,11
JESUS DE MACHACA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,0,0,1,1,2
LA ASUNTA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,18,17,1,1,37
LA GUARDIA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,46,34,10,4,94
LA PAZ,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,170,143,13,14,340
LAGUNILLAS,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,0,0,6,1,7
LAJA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,1,4,0,0,5
LAS CARRERAS,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,1,3,1,0,5
LICOMA PAMPA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,1,0,1,0,2
LLALLAGUA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,0,0,3,5,8
LURIBAY,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,0,1,2,1,4
MACHACAMARCA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,0,0,1,0,1
MACHARETI,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,5,2,3,2,12
MAGDALENA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,4,4,1,0,9
MAIRANA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,2,3,5,4,14
MALLA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,0,0,2,2,4
MAPIRI,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,4,6,4,7,21
MECAPACA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,0,1,3,4,8
MINEROS,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,0,1,1,1,3
MIZQUE,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,7,6,7,11,31
MOCOMOCO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,0,0,1,2,3
MOJOCOYA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,2,4,1,2,9
MONTEAGUDO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,15,8,0,2,25
MONTERO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,46,53,15,24,138
MORO MORO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,1,0,1,0,2
MOROCHATA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,5,2,10,20,37
NACEBE (SANTA ROSA DEL ABUNA),vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,0,1,0,5,6
NAZACARA DE PACAJES,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,0,0,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-08-01,4,7,0,0,11
