,group,variable,month,TOTAL ANTIPOLIOMIELÍTICA 5TA. DOSIS (2DO. REFUERZO) DENTRO,TOTAL ANTIPOLIOMIELÍTICA 5TA. DOSIS (2DO. REFUERZO) DENTRO,TOTAL ANTIPOLIOMIELÍTICA 5TA. DOSIS (2DO. REFUERZO) FUERA,TOTAL ANTIPOLIOMIELÍTICA 5TA. DOSIS (2DO. REFUERZO) FUERA,TOTALES
SENA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-06-01,1,0,11,6,18
SHINAOTA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-06-01,9,6,0,0,15
SICA SICA (VILLA AROMA),vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-06-01,4,4,12,18,38
SICAYA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-06-01,0,1,1,3,5
SIPE SIPE,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-06-01,18,24,75,73,190
SOPACHUY,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-06-01,0,1,0,1,2
SORACACHI,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-06-01,2,2,1,3,8
SORATA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-06-01,0,2,6,2,10
SUCRE,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-06-01,115,89,76,60,340
TACACOMA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-06-01,1,2,3,2,8
TACOBAMBA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-06-01,3,2,4,4,13
TACOPAYA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-06-01,0,1,4,2,7
TAPACARI,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-06-01,0,0,1,3,4
TARABUCO,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-06-01,2,2,3,2,9
TARACO,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-06-01,0,2,0,0,2
TARATA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-06-01,4,2,4,1,11
TARIJA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-06-01,77,86,34,27,224
TARVITA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-06-01,2,7,3,6,18
TEOPONTE,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-06-01,12,10,5,6,33
TIAWANACU,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-06-01,2,1,2,0,5
TINGUIPAYA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-06-01,3,5,6,5,19
TIPUANI,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-06-01,1,2,0,1,4
TIQUIPAYA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-06-01,22,32,151,107,312
TIRAQUE (CBBA),vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-06-01,2,0,5,3,10
TITO YUPANQUI (PARQUIPUJIO),vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-06-01,0,0,2,0,2
TOCO,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-06-01,2,2,2,1,7
TOLATA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-06-01,2,3,0,0,5
TOLEDO,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-06-01,0,1,0,0,1
TOMAVE,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-06-01,1,0,2,1,4
TOMINA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-06-01,0,3,0,3,6
TORO TORO,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-06-01,0,2,0,1,3
TOTORA(CBBA),vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-06-01,0,3,4,7,14
TOTORA(ORR),vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-06-01,1,2,2,1,6
TRINIDAD,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-06-01,42,50,35,20,147
TUPIZA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-06-01,14,16,2,1,33
UMALA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-06-01,0,7,4,1,12
UNCIA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-06-01,0,0,1,1,2
URIONDO (A. CONCEPCION),vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-06-01,3,2,1,3,9
UYUNI,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-06-01,10,5,0,0,15
VACAS,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-06-01,1,1,3,1,6
VALLEGRANDE,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-06-01,11,10,2,2,25
VIACHA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-06-01,24,20,10,4,58
VILA VILA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-06-01,0,0,6,5,11
VILLA CHARCAS,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-06-01,2,6,4,1,13
VILLA MONTES,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-06-01,20,26,21,11,78
VILLA NUEVA (LOMA ALTA),vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-06-01,1,2,0,0,3
VILLA RIVERO,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-06-01,1,5,0,0,6
VILLA SERRANO,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-06-01,1,3,3,3,10
VILLA TUNARI,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-06-01,41,44,13,9,107
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-06-01,13,9,1,4,27
VILLAZON,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-06-01,24,14,6,4,48
VINTO,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-06-01,34,26,16,18,94
VITICHI,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-06-01,2,5,4,7,18
WARNES,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-06-01,33,30,14,6,83
YACUIBA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-06-01,25,28,12,19,84
YAMPARAEZ,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-06-01,0,2,0,1,3
YANACACHI,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-06-01,2,1,0,0,3
YAPACANI,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-06-01,7,4,7,5,23
YOCALLA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-06-01,0,1,0,0,1
YOTALA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-06-01,1,1,7,4,13
YUNCHARA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-06-01,4,1,0,2,7
ZUDAÑEZ,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-06-01,3,2,0,1,6
ACACIO,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,1,1,0,1,3
ACHACACHI,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,5,3,15,19,42
ACHOCALLA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,1,2,1,0,4
AIQUILE,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,5,8,7,8,28
ALALAY,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,0,0,1,2,3
ALCALA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,1,2,0,0,3
ALTO BENI,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,2,4,1,2,9
ANCORAIMES,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,2,1,5,6,14
ANTEQUERA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,3,0,0,0,3
ANZALDO,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,1,1,1,1,4
APOLO,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,3,1,3,5,12
ARAMPAMPA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,0,1,3,1,5
ARANI,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,2,1,0,0,3
ARBIETO,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,2,6,4,4,16
ARQUE,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,0,2,2,1,5
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,18,12,1,0,31
ATOCHA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,6,5,6,4,21
AUCAPATA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,1,0,3,3,7
AYO AYO,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,2,1,0,0,3
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,5,2,9,5,21
AZURDUY,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,2,2,1,2,7
BATALLAS,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,4,3,4,7,18
BAURES,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,1,1,0,0,2
BELEN DE ANDAMARCA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,0,0,0,1,1
BELLA FLOR,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,0,0,2,1,3
BERMEJO,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,18,12,15,7,52
BETANZOS,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,1,3,1,0,5
BOLIVAR,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,1,1,1,5,8
BOLPEBRA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,0,2,1,0,3
BOYUIBE,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,2,1,0,0,3
BUENA VISTA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,7,3,1,3,14
CABEZAS,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,10,8,3,3,24
CAIROMA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,1,1,0,1,3
"CAIZA ""D""",vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,2,1,0,0,3
CAJUATA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,2,0,0,0,2
CALACOTO,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,0,0,2,3,5
CALAMARCA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,2,1,1,0,4
CAMARGO,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,9,9,6,0,24
CAMATAQUI (C. VILLA ABECIA),vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,2,3,0,0,5
CAMIRI,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,8,10,2,1,21
CAPINOTA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,7,6,0,0,13
CAQUIAVIRI,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,1,0,1,0,2
CARACOLLO,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,5,6,2,0,13
CARANAVI,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,9,10,4,5,28
CARANGAS,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,0,0,1,0,1
CARAPARI,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,1,2,2,3,8
CARMEN RIVERO TORREZ,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,0,1,0,0,1
CHALLAPATA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,4,6,13,14,37
CHAQUI,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,2,1,0,1,4
CHARAGUA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,2,6,9,5,22
CHIMORE,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,10,7,1,4,22
CHUA COCANI,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,0,1,0,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,3,2,0,0,5
CHUMA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,2,5,3,5,15
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,1,0,0,1,2
CKOCHAS,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,2,7,8,7,24
CLIZA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,7,2,6,4,19
COBIJA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,26,32,13,16,87
COCAPATA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,10,2,9,12,33
COCHABAMBA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,210,207,26,50,493
COLCAPIRHUA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,21,19,5,6,51
"COLCHA ""K""",vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,14,0,0,0,14
COLOMI,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,5,3,8,2,18
COLPA BELGICA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,2,1,0,1,4
COLQUECHACA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,1,4,10,10,25
COLQUENCHA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,0,1,0,0,1
COLQUIRI,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,1,1,4,5,11
COMANCHE,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,0,2,0,0,2
COMARAPA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,5,1,0,0,6
CONCEPCION,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,11,8,0,0,19
COPACABANA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,0,0,2,1,3
CORIPATA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,2,2,0,0,4
CORO CORO,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,0,2,3,4,9
COROICO,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,4,2,0,0,6
CORQUE,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,0,1,1,0,2
COTAGAITA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,6,2,0,0,8
COTOCA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,18,14,0,2,34
CUATRO CAÑADAS,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,4,7,7,8,26
CUCHUMUELA (V. G. VILLARROEL),vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,1,1,0,0,2
CUEVO,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,3,4,5,4,16
CULPINA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,9,4,1,0,14
CURAHUARA DE CARANGAS,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,2,2,0,0,4
CURVA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,0,0,2,2,4
DESAGUADERO,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,7,8,1,1,17
EL ALTO,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,124,122,71,70,387
EL CHORO,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,1,0,0,0,1
EL PUENTE(STC),vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,2,0,0,0,2
EL PUENTE(TJA),vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,6,2,0,1,9
EL TORNO,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,34,40,14,15,103
EL VILLAR,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,3,3,0,1,7
ENTRE RIOS TRJ,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,6,6,3,5,20
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,8,13,1,2,24
FERNANDEZ ALONSO,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,6,8,0,0,14
FILADELFIA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,2,3,0,4,9
GENERAL SAAVEDRA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,3,5,0,0,8
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,0,0,1,9,10
GUANAY,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,1,1,5,3,10
GUAQUI,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,0,0,1,0,1
GUAYARAMERIN,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,10,14,5,3,32
GUTIERREZ,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,1,2,4,2,9
HUACARETA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,2,1,4,1,8
HUACAYA (VILLA DE HUACAYA),vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,1,1,0,0,2
HUANUNI,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,10,10,1,6,27
HUARINA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,1,1,3,0,5
HUATAJATA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,0,0,1,0,1
HUAYLLAMARCA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,4,1,0,0,5
ICHOCA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,0,0,3,1,4
ICLA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,1,0,1,0,2
INCAHUASI,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,2,1,13,11,27
INQUISIVI,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,0,0,0,1,1
IRUPANA (VILLA DE LANZA),vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,3,8,0,0,11
IXIAMAS,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,0,1,0,0,1
JESUS DE MACHACA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,2,3,2,1,8
LA ASUNTA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,11,12,4,2,29
LA GUARDIA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,47,36,4,2,89
LA PAZ,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,204,174,17,25,420
LAGUNILLAS,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,1,0,2,1,4
LAJA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,2,0,0,0,2
LAS CARRERAS,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,0,1,0,0,1
LICOMA PAMPA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,0,1,0,0,1
LLALLAGUA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,0,0,10,8,18
LORETO,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,1,2,2,0,5
LURIBAY,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,0,3,1,0,4
MACHACAMARCA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,3,2,0,0,5
MACHARETI,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,1,1,2,3,7
MAGDALENA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,0,4,3,0,7
MAIRANA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,1,1,0,0,2
MALLA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,0,1,2,6,9
MAPIRI,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,6,1,0,0,7
MECAPACA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-07-01,2,1,1,4,8
