municipality,group,variable,month,Vacunaciones antiamarílica en personas a part,TOTAL
COLCAPIRHUA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,60,60
"COLCHA ""K""",otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,128,128
COLOMI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,110,110
COLPA BELGICA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,6,6
COLQUECHACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,64,64
COLQUENCHA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,41,41
COLQUIRI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,11,11
COMANCHE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,83,83
COMARAPA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,30,30
COMBAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,6,6
CONCEPCION,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,7,7
COPACABANA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,10,10
CORIPATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,17,17
CORO CORO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,31,31
COROICO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,56,56
COTAGAITA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,12,12
COTOCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,89,89
CUATRO CAÑADAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,36,36
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,20,20
CULPINA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,16,16
CURAHUARA DE CARANGAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,87,87
CURVA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,1,1
DESAGUADERO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,8,8
EL ALTO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,1235,1235
EL CHORO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,4,4
EL PUENTE(STC),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,6,6
EL PUENTE(TJA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,15,15
EL TORNO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,100,100
EL VILLAR,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,3,3
ENTRE RIOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,101,101
ENTRE RIOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,10,10
EUCALIPTUS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,3,3
EUREKA (SANTOS MERCADO),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,7,7
FERNANDEZ ALONSO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,17,17
FILADELFIA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,51,51
GENERAL SAAVEDRA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,16,16
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,12,12
GUANAY,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,33,33
GUAQUI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,16,16
GUAYARAMERIN,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,125,125
HUACARETA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,1,1
HUACHACALLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,3,3
HUANUNI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,9,9
HUARACAJE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,2,2
ICHOCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,88,88
ICLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,2,2
INCAHUASI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,160,160
INQUISIVI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,19,19
IRUPANA (VILLA DE LANZA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,15,15
IXIAMAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,22,22
JESUS DE MACHACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,48,48
LA ASUNTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,37,37
LA GUARDIA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,148,148
LA PAZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,3096,3096
LAJA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,141,141
LAS CARRERAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,13,13
LICOMA PAMPA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,6,6
LLALLAGUA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,77,77
LORETO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,11,11
LURIBAY,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,7,7
MAGDALENA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,115,115
MAIRANA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,9,9
MALLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,8,8
MAPIRI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,22,22
MECAPACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,70,70
MINEROS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,66,66
MIZQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,41,41
MOCOMOCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,283,283
MONTEAGUDO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,45,45
MONTERO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,375,375
MORO MORO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,17,17
MOROCHATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,126,126
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,2,2
OCURI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,20,20
OKINAWA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,26,26
OMEREQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,21,21
ORURO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,380,380
PADCAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,15,15
PADILLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,17,17
PAILON,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,9,9
PALCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,15,15
PALOS BLANCOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,28,28
PAMPA GRANDE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,5,5
PASORAPA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,28,28
PATACAMAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,8,8
PELECHUCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,3,3
POCOATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,146,146
POCONA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,115,115
POJO (CBBA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,18,18
PORCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,5,5
POROMA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,9,9
PORONGO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,38,38
PORTACHUELO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,22,22
PORVENIR,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,167,167
POSTRER VALLE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,11,11
POTOSI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,263,263
PRESTO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,8,8
PUCARA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,1,1
PUCARANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,83,83
PUERTO ACOSTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,156,156
PUERTO CARABUCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,377,377
PUERTO PEREZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,10,10
PUERTO QUIJARRO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,2,2
PUERTO RICO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,2,2
PUERTO SUAREZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,19,19
PUERTO VILLARROEL,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,146,146
PUNA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,53,53
PUNATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,62,62
QUIABAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,37,37
QUILLACOLLO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,441,441
QUIME,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,25,25
QUIRUSILLAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,34,34
RAVELO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,43,43
REYES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,58,58
RIBERALTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,73,73
ROBORE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,16,16
RURRENABAQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,238,238
SACABA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,2089,2089
SACABAMBA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,1,1
SACACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,82,82
SAIPINA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,9,9
SAMAIPATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,26,26
SAN ANDRES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,40,40
SAN ANDRES DE MACHACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,9,9
SAN ANTONIO DE LOMERIO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,4,4
SAN BENITO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,48,48
SAN BORJA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,386,386
SAN BUENA VENTURA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,11,11
SAN CARLOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,22,22
SAN IGNACIO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,16,16
SAN IGNACIO DE VELASCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,90,90
SAN JAVIER(BNI),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,14,14
SAN JAVIER(STC),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,35,35
SAN JOAQUIN,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,12,12
SAN JOSE DE CHIQUITOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,68,68
SAN JUAN DE YAPACANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,15,15
SAN JULIAN,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,51,51
SAN LORENZO(PND),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,1,1
SAN LORENZO(TJA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,5,5
SAN LUCAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,75,75
SAN MATIAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,34,34
SAN MIGUEL DE VELASCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,7,7
SAN PEDRO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,101,101
SAN PEDRO DE BUENA VISTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,30,30
SAN PEDRO DE CURAHUARA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,9,9
SAN PEDRO DE TIQUINA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,216,216
SAN PEDRO(PND),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,5,5
SAN RAFAEL,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,2,2
SAN RAMON,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,1,1
SANTA ANA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,22,22
SANTA CRUZ DE LA SIERRA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,7676,7676
SANTA ROSA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,66,66
SANTA ROSA DEL SARA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,20,20
SANTIAGO DE CALLAPA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,65,65
SANTIAGO DE HUARI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,1,1
SANTIAGO DE MACHACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,12,12
SANTIVAÑES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,115,115
SAPAHAQUI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,6,6
SICA SICA (VILLA AROMA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,1,1
SICAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,14,14
SIPE SIPE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,7,7
SOPACHUY,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,20,20
SORACACHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,1,1
SUCRE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,1061,1061
TACACHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,2,2
TACACOMA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,100,100
TACOBAMBA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,28,28
TACOPAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,31,31
TAHUA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,1,1
TAPACARI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,82,82
TARABUCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,11,11
TARATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,43,43
TARIJA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,382,382
TARVITA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,49,49
TEOPONTE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,6,6
TIAWANACU,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,8,8
TINGUIPAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,112,112
TIPUANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,86,86
TIQUIPAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,120,120
TIRAQUE (CBBA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,141,141
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,5,5
TOCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,18,18
TOLATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,6,6
TOLEDO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,8,8
TOMAVE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,7,7
TOMINA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,8,8
TORO TORO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,7,7
