,group,variable,month,PENTAVALENTE 3RA. DOSIS,PENTAVALENTE 3RA. DOSIS,TOTALES
TARVITA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-07-01,12,6,18
TEOPONTE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-07-01,9,10,19
TIAWANACU,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-07-01,19,8,27
TINGUIPAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-07-01,22,14,36
TIPUANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-07-01,22,3,25
TIQUIPAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-07-01,96,33,129
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-07-01,30,10,40
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-07-01,1,1,2
TOCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-07-01,12,3,15
TOLATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-07-01,6,7,13
TOLEDO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-07-01,8,2,10
TOMAVE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-07-01,10,16,26
TOMINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-07-01,7,8,15
TORO TORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-07-01,10,18,28
TOTORA(CBBA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-07-01,15,6,21
TOTORA(ORR),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-07-01,10,1,11
TRIGAL,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-07-01,0,1,1
TRINIDAD,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-07-01,206,5,211
TUPIZA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-07-01,85,9,94
TURCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-07-01,5,0,5
UMALA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-07-01,2,6,8
UNCIA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-07-01,35,12,47
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-07-01,19,2,21
URUBICHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-07-01,9,1,10
UYUNI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-07-01,44,6,50
VACAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-07-01,6,13,19
VALLEGRANDE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-07-01,20,0,20
VIACHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-07-01,99,27,126
VILA VILA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-07-01,0,4,4
VILLA CHARCAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-07-01,16,2,18
VILLA MONTES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-07-01,85,21,106
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-07-01,0,6,6
VILLA RIVERO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-07-01,15,2,17
VILLA SERRANO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-07-01,12,4,16
VILLA TUNARI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-07-01,148,14,162
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-07-01,17,17,34
VILLAZON,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-07-01,76,5,81
VINTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-07-01,86,3,89
VITICHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-07-01,13,2,15
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-07-01,1,0,1
WARNES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-07-01,157,19,176
YACO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-07-01,3,6,9
YACUIBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-07-01,158,20,178
YAMPARAEZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-07-01,9,6,15
YANACACHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-07-01,3,3,6
YAPACANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-07-01,97,10,107
YOCALLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-07-01,12,8,20
YOTALA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-07-01,5,6,11
YUNCHARA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-07-01,4,9,13
ZUDAÑEZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-07-01,1,2,3
ACACIO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,3,8,11
ACHACACHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,47,25,72
ACHOCALLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,2,4,6
AIQUILE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,29,23,52
ALALAY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,1,0,1
ALTO BENI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,19,3,22
ANCORAIMES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,19,10,29
ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,1,1,2
ANTEQUERA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,4,2,6
ANZALDO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,3,14,17
APOLO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,24,6,30
ARAMPAMPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,6,8,14
ARANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,19,2,21
ARBIETO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,16,10,26
ARQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,15,6,21
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,58,4,62
ATOCHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,12,13,25
AUCAPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,2,10,12
AYATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,9,6,15
AYO AYO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,8,7,15
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,23,13,36
AZURDUY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,0,4,4
BATALLAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,15,8,23
BAURES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,6,1,7
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,2,0,2
BELEN DE URMIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,3,0,3
BELLA FLOR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,1,7,8
BERMEJO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,47,45,92
BETANZOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,34,22,56
BOLIVAR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,6,6,12
BOLPEBRA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,4,3,7
BOYUIBE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,7,1,8
BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,23,8,31
CABEZAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,34,30,64
CAIROMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,11,7,18
"CAIZA ""D""",vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,7,2,9
CAJUATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,10,5,15
CALACOTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,3,5,8
CALAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,14,1,15
CAMARGO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,14,5,19
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,1,2,3
CAMIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,61,5,66
CAPINOTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,32,2,34
CAQUIAVIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,4,3,7
CARACOLLO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,14,10,24
CARANAVI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,76,28,104
CARAPARI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,11,11,22
CARIPUYO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,6,18,24
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,4,5,9
CHALLAPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,39,20,59
CHAQUI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,3,3,6
CHARAGUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,23,28,51
CHARAÑA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,3,0,3
CHAYANTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,17,14,31
CHIMORE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,35,8,43
CHIPAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,3,0,3
CHOQUE COTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,1,0,1
CHUA COCANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,1,1,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,27,12,39
CHUMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,7,6,13
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,10,6,16
CKOCHAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,23,8,31
CLIZA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,21,15,36
COBIJA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,132,8,140
COCAPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,16,20,36
COCHABAMBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,1251,13,1264
COLCAPIRHUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,130,2,132
"COLCHA ""K""",vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,24,5,29
COLLANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,2,1,3
COLOMI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,42,11,53
COLPA BELGICA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,14,4,18
COLQUECHACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,33,44,77
COLQUENCHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,11,2,13
COLQUIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,11,34,45
COMANCHE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,2,1,3
COMARAPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,29,9,38
COMBAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,3,4,7
CONCEPCION,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,32,16,48
COPACABANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,14,17,31
CORIPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,16,1,17
CORO CORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,8,6,14
COROICO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,22,5,27
CORQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,2,4,6
COTAGAITA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,21,12,33
COTOCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,122,16,138
CRUZ DE MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,0,1,1
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,37,12,49
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,1,0,1
CUEVO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,3,2,5
CULPINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,28,17,45
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,6,2,8
CURVA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,1,5,6
DESAGUADERO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,10,0,10
EL ALTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,1415,110,1525
EL CHORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,1,5,6
EL PUENTE(STC),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,11,2,13
EL PUENTE(TJA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,9,7,16
EL TORNO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,124,3,127
EL VILLAR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,2,1,3
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,27,18,45
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,67,9,76
ESCARA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,1,0,1
ESCOMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,4,2,6
EUCALIPTUS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,4,1,5
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,2,1,3
EXALTACION,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,0,1,1
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,21,5,26
FILADELFIA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,10,7,17
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,39,13,52
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,10,12,22
GUANAY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,23,10,33
GUAQUI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,3,11,14
GUAYARAMERIN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,65,36,101
GUTIERREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,14,16,30
HUACARETA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,10,3,13
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,2,2,4
HUACHACALLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,3,0,3
HUANUNI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,42,2,44
HUARACAJE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,17,0,17
HUARINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,6,5,11
HUATAJATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,4,1,5
HUAYLLAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,3,2,5
HUMANATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,1,2,3
ICHOCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,0,6,6
ICLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,2,7,9
INCAHUASI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,7,10,17
INQUISIVI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,6,15,21
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,15,12,27
IXIAMAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,15,3,18
JESUS DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,15,2,17
LA ASUNTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,89,18,107
LA GUARDIA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,199,7,206
LA PAZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,1212,14,1226
LA RIVERA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,0,1,1
LAGUNILLAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,9,4,13
LAJA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,18,8,26
LAS CARRERAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,2,0,2
LICOMA PAMPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,2,0,2
LLALLAGUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,38,66,104
LLICA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,7,2,9
LORETO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,1,9,10
LURIBAY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,7,3,10
MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,4,0,4
MACHARETI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,9,1,10
MAGDALENA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,23,10,33
MAIRANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,26,1,27
MALLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,2,2,4
MAPIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,24,2,26
MECAPACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,14,8,22
MINEROS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,53,32,85
MIZQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,62,18,80
MOCOMOCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,16,4,20
MOJOCOYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,5,2,7
MONTEAGUDO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,15,4,19
MONTERO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,256,8,264
MORO MORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,1,3,4
MOROCHATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,2,11,13
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,2,16,18
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,1,2,3
OCURI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,14,23,37
OKINAWA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,23,3,26
OMEREQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,9,1,10
ORURO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,539,3,542
PADCAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,23,6,29
PADILLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,3,1,4
PAILON,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,36,55,91
PALCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,16,5,21
PALOS BLANCOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,32,20,52
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,3,3,6
PAMPA GRANDE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,14,4,18
PAPEL PAMPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,4,2,6
PASORAPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,1,2,3
PATACAMAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,31,3,34
PAZÑA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,3,2,5
PELECHUCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,7,5,12
POCOATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,5,26,31
POCONA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,13,6,19
POJO (CBBA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,19,6,25
POOPO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,11,0,11
PORCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,12,19,31
POROMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,15,11,26
PORONGO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,10,8,18
PORTACHUELO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,35,14,49
PORVENIR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,6,4,10
POSTRER VALLE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,3,1,4
POTOSI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,380,17,397
PRESTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,1,8,9
PUCARA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,1,1,2
PUCARANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,17,28,45
PUERTO ACOSTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,5,14,19
PUERTO CARABUCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,14,14,28
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,6,7,13
PUERTO PEREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,5,3,8
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,38,2,40
PUERTO RICO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,9,3,12
PUERTO SUAREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,42,10,52
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,106,8,114
PUNA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,14,21,35
PUNATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,44,1,45
QUIABAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,2,4,6
QUILLACOLLO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,220,24,244
QUIME,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-08-01,7,6,13
