,group,variable,month,PENTAVALENTE 2DA. DOSIS,PENTAVALENTE 2DA. DOSIS,TOTALES
BETANZOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,18,20,38
BOLIVAR,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,3,12,15
BOLPEBRA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,2,2,4
BOYUIBE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,6,0,6
BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,30,7,37
CABEZAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,28,26,54
CAIROMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,10,5,15
"CAIZA ""D""",vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,4,1,5
CAJUATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,15,1,16
CALACOTO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,2,3,5
CALAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,10,7,17
CAMARGO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,16,6,22
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,2,6,8
CAMIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,74,3,77
CAPINOTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,29,6,35
CAQUIAVIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,6,2,8
CARACOLLO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,20,14,34
CARANAVI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,72,8,80
CARAPARI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,18,7,25
CARIPUYO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,6,15,21
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,5,10,15
CHACARILLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,1,0,1
CHALLAPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,50,12,62
CHAQUI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,4,10,14
CHARAGUA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,24,76,100
CHARAÑA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,2,3,5
CHAYANTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,17,16,33
CHIMORE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,46,6,52
CHIPAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,6,0,6
CHOQUE COTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,3,0,3
CHUA COCANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,1,2,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,40,9,49
CHUMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,4,5,9
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,12,6,18
CKOCHAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,17,6,23
CLIZA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,23,15,38
COBIJA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,93,3,96
COCAPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,12,32,44
COCHABAMBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,1316,16,1332
COLCAPIRHUA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,94,1,95
"COLCHA ""K""",vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,23,7,30
COLLANA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,1,2,3
COLOMI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,39,13,52
COLPA BELGICA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,6,2,8
COLQUECHACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,40,33,73
COLQUENCHA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,2,9,11
COLQUIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,20,24,44
COMANCHE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,3,2,5
COMARAPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,29,12,41
COMBAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,0,4,4
CONCEPCION,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,49,6,55
COPACABANA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,14,16,30
CORIPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,28,9,37
CORO CORO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,10,3,13
COROICO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,19,7,26
CORQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,7,6,13
COTAGAITA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,20,10,30
COTOCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,141,5,146
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,33,18,51
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,0,1,1
CUEVO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,7,5,12
CULPINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,27,10,37
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,4,5,9
CURVA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,2,0,2
DESAGUADERO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,7,1,8
EL ALTO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,1517,60,1577
EL CHORO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,4,6,10
EL PUENTE(STC),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,20,4,24
EL PUENTE(TJA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,14,5,19
EL TORNO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,118,5,123
EL VILLAR,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,2,0,2
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,28,21,49
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,62,11,73
ESCOMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,8,2,10
EUCALIPTUS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,7,0,7
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,2,1,3
EXALTACION,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,6,1,7
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,29,3,32
FILADELFIA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,2,3,5
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,45,15,60
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,10,14,24
GUANAY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,15,4,19
GUAQUI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,3,4,7
GUAYARAMERIN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,79,2,81
GUTIERREZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,17,15,32
HUACARETA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,8,6,14
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,2,1,3
HUACHACALLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,1,1,2
HUANUNI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,26,9,35
HUARACAJE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,6,0,6
HUARINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,4,2,6
HUATAJATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,5,1,6
HUAYLLAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,3,1,4
HUMANATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,2,6,8
ICHOCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,7,6,13
ICLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,11,2,13
INCAHUASI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,14,10,24
INQUISIVI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,5,10,15
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,18,21,39
IXIAMAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,17,4,21
JESUS DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,16,2,18
LA ASUNTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,84,5,89
LA GUARDIA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,209,7,216
LA PAZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,1190,38,1228
LAGUNILLAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,3,6,9
LAJA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,17,6,23
LAS CARRERAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,1,2,3
LICOMA PAMPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,0,1,1
LLALLAGUA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,51,73,124
LLICA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,4,0,4
LORETO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,5,4,9
LURIBAY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,6,6,12
MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,7,0,7
MACHARETI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,8,5,13
MAGDALENA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,19,5,24
MAIRANA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,23,0,23
MALLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,0,3,3
MAPIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,22,2,24
MECAPACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,8,7,15
MINEROS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,67,22,89
MIZQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,40,24,64
MOCOMOCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,6,8,14
MOJINETE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,0,2,2
MOJOCOYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,6,4,10
MONTEAGUDO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,39,9,48
MONTERO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,279,10,289
MORO MORO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,3,0,3
MOROCHATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,4,15,19
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,1,0,1
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,2,2,4
OCURI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,21,13,34
OKINAWA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,22,3,25
OMEREQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,1,4,5
ORURO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,512,2,514
PADCAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,20,6,26
PADILLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,12,6,18
PAILON,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,48,24,72
PALCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,22,9,31
PALOS BLANCOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,40,6,46
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,2,3,5
PAMPA GRANDE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,20,0,20
PAPEL PAMPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,7,5,12
PASORAPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,5,2,7
PATACAMAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,21,1,22
PAZÑA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,6,8,14
PELECHUCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,7,5,12
POCOATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,12,29,41
POCONA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,6,10,16
POJO (CBBA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,15,5,20
POOPO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,7,2,9
PORCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,28,9,37
POROMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,14,18,32
PORONGO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,18,5,23
PORTACHUELO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,45,0,45
PORVENIR,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,5,2,7
POSTRER VALLE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,2,0,2
POTOSI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,389,9,398
PRESTO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,1,7,8
PUCARANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,22,18,40
PUERTO ACOSTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,2,20,22
PUERTO CARABUCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,5,7,12
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,6,0,6
PUERTO PEREZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,2,2,4
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,39,2,41
PUERTO RICO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,12,2,14
PUERTO SILES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,0,2,2
PUERTO SUAREZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,44,5,49
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,114,12,126
PUNA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,10,16,26
PUNATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,47,1,48
QUIABAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,0,2,2
QUILLACOLLO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,238,14,252
QUIME,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,15,0,15
RAVELO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,9,21,30
REYES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,16,16,32
RIBERALTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,219,52,271
ROBORE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,27,6,33
RURRENABAQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,29,5,34
SABAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,1,1,2
SACABA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,215,36,251
SACABAMBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,1,1,2
SACACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,20,8,28
SAIPINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,4,2,6
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,5,7,12
SAMAIPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,9,5,14
SAN AGUSTIN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,3,0,3
SAN ANDRES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,13,6,19
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,4,2,6
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,3,0,3
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,11,5,16
SAN BENITO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,8,1,9
SAN BORJA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,96,19,115
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,14,4,18
SAN CARLOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,32,11,43
SAN IGNACIO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,27,29,56
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,27,5,32
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,2,3,5
SAN JAVIER(STC),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,37,5,42
SAN JOAQUIN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,11,2,13
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,20,3,23
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,23,1,24
SAN JULIAN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,63,33,96
SAN LORENZO(PND),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,2,3,5
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,27,10,37
SAN LUCAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,31,26,57
SAN MATIAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,36,2,38
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,4,1,5
SAN PEDRO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,26,0,26
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,25,62,87
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,1,4,5
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,3,1,4
SAN RAFAEL,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,5,0,5
SAN RAMON BENI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,5,11,16
SAN RAMON SCZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,25,0,25
SANTA ANA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,29,28,57
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,3114,52,3166
SANTA ROSA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,12,9,21
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,28,4,32
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,4,4,8
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,6,0,6
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,3,10,13
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,2,1,3
SANTIVAÑES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,12,1,13
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,7,1,8
SAPAHAQUI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,14,1,15
SENA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,12,3,15
SHINAOTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,56,4,60
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,22,8,30
SICAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,4,2,6
SIPE SIPE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,82,7,89
SOPACHUY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,1,4,5
SORACACHI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,12,17,29
SORATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,13,26,39
SUCRE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,475,7,482
TACACOMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,15,1,16
TACOBAMBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,12,9,21
TACOPAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,13,12,25
TAHUA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,2,0,2
TAPACARI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,27,17,44
TARABUCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,7,11,18
TARACO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,2,2,4
TARATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,12,1,13
TARIJA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-07-01,365,17,382
