,group,variable,month,BCG,BCG,TOTALES
UYUNI,vacunaciones en menores de 1 ano,bcg,2013-07-01,67,8,75
VACAS,vacunaciones en menores de 1 ano,bcg,2013-07-01,0,8,8
VALLEGRANDE,vacunaciones en menores de 1 ano,bcg,2013-07-01,22,1,23
VIACHA,vacunaciones en menores de 1 ano,bcg,2013-07-01,60,13,73
VILA VILA,vacunaciones en menores de 1 ano,bcg,2013-07-01,2,1,3
VILLA CHARCAS,vacunaciones en menores de 1 ano,bcg,2013-07-01,16,2,18
VILLA MONTES,vacunaciones en menores de 1 ano,bcg,2013-07-01,103,4,107
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,bcg,2013-07-01,0,2,2
VILLA RIVERO,vacunaciones en menores de 1 ano,bcg,2013-07-01,8,7,15
VILLA SERRANO,vacunaciones en menores de 1 ano,bcg,2013-07-01,7,2,9
VILLA TUNARI,vacunaciones en menores de 1 ano,bcg,2013-07-01,122,9,131
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,bcg,2013-07-01,8,5,13
VILLAZON,vacunaciones en menores de 1 ano,bcg,2013-07-01,68,4,72
VINTO,vacunaciones en menores de 1 ano,bcg,2013-07-01,100,2,102
VITICHI,vacunaciones en menores de 1 ano,bcg,2013-07-01,4,5,9
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,bcg,2013-07-01,1,1,2
WARNES,vacunaciones en menores de 1 ano,bcg,2013-07-01,143,5,148
YACO,vacunaciones en menores de 1 ano,bcg,2013-07-01,2,9,11
YACUIBA,vacunaciones en menores de 1 ano,bcg,2013-07-01,133,17,150
YAMPARAEZ,vacunaciones en menores de 1 ano,bcg,2013-07-01,4,3,7
YANACACHI,vacunaciones en menores de 1 ano,bcg,2013-07-01,7,0,7
YAPACANI,vacunaciones en menores de 1 ano,bcg,2013-07-01,98,5,103
YOCALLA,vacunaciones en menores de 1 ano,bcg,2013-07-01,10,4,14
YOTALA,vacunaciones en menores de 1 ano,bcg,2013-07-01,3,1,4
YUNCHARA,vacunaciones en menores de 1 ano,bcg,2013-07-01,2,5,7
ZUDAÑEZ,vacunaciones en menores de 1 ano,bcg,2013-07-01,1,4,5
ACACIO,vacunaciones en menores de 1 ano,bcg,2013-08-01,3,13,16
ACHACACHI,vacunaciones en menores de 1 ano,bcg,2013-08-01,41,20,61
ACHOCALLA,vacunaciones en menores de 1 ano,bcg,2013-08-01,1,3,4
AIQUILE,vacunaciones en menores de 1 ano,bcg,2013-08-01,44,11,55
ALALAY,vacunaciones en menores de 1 ano,bcg,2013-08-01,0,5,5
ALCALA,vacunaciones en menores de 1 ano,bcg,2013-08-01,1,1,2
ALTO BENI,vacunaciones en menores de 1 ano,bcg,2013-08-01,8,6,14
ANCORAIMES,vacunaciones en menores de 1 ano,bcg,2013-08-01,6,21,27
ANDAMARCA,vacunaciones en menores de 1 ano,bcg,2013-08-01,0,3,3
ANTEQUERA,vacunaciones en menores de 1 ano,bcg,2013-08-01,2,5,7
ANZALDO,vacunaciones en menores de 1 ano,bcg,2013-08-01,3,8,11
APOLO,vacunaciones en menores de 1 ano,bcg,2013-08-01,21,9,30
ARAMPAMPA,vacunaciones en menores de 1 ano,bcg,2013-08-01,2,4,6
ARANI,vacunaciones en menores de 1 ano,bcg,2013-08-01,33,1,34
ARBIETO,vacunaciones en menores de 1 ano,bcg,2013-08-01,10,8,18
ARQUE,vacunaciones en menores de 1 ano,bcg,2013-08-01,5,11,16
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,bcg,2013-08-01,65,5,70
ATOCHA,vacunaciones en menores de 1 ano,bcg,2013-08-01,3,9,12
AUCAPATA,vacunaciones en menores de 1 ano,bcg,2013-08-01,0,7,7
AYATA,vacunaciones en menores de 1 ano,bcg,2013-08-01,10,1,11
AYO AYO,vacunaciones en menores de 1 ano,bcg,2013-08-01,5,9,14
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,bcg,2013-08-01,26,23,49
AZURDUY,vacunaciones en menores de 1 ano,bcg,2013-08-01,11,7,18
BATALLAS,vacunaciones en menores de 1 ano,bcg,2013-08-01,15,18,33
BAURES,vacunaciones en menores de 1 ano,bcg,2013-08-01,13,1,14
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,bcg,2013-08-01,1,1,2
BELEN DE URMIRI,vacunaciones en menores de 1 ano,bcg,2013-08-01,0,1,1
BELLA FLOR,vacunaciones en menores de 1 ano,bcg,2013-08-01,3,3,6
BERMEJO,vacunaciones en menores de 1 ano,bcg,2013-08-01,49,5,54
BETANZOS,vacunaciones en menores de 1 ano,bcg,2013-08-01,24,25,49
BOLIVAR,vacunaciones en menores de 1 ano,bcg,2013-08-01,1,15,16
BOLPEBRA,vacunaciones en menores de 1 ano,bcg,2013-08-01,0,1,1
BOYUIBE,vacunaciones en menores de 1 ano,bcg,2013-08-01,3,1,4
BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2013-08-01,6,2,8
CABEZAS,vacunaciones en menores de 1 ano,bcg,2013-08-01,19,26,45
CAIROMA,vacunaciones en menores de 1 ano,bcg,2013-08-01,15,7,22
"CAIZA ""D""",vacunaciones en menores de 1 ano,bcg,2013-08-01,2,4,6
CAJUATA,vacunaciones en menores de 1 ano,bcg,2013-08-01,12,7,19
CALACOTO,vacunaciones en menores de 1 ano,bcg,2013-08-01,3,5,8
CALAMARCA,vacunaciones en menores de 1 ano,bcg,2013-08-01,7,14,21
CAMARGO,vacunaciones en menores de 1 ano,bcg,2013-08-01,35,6,41
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,bcg,2013-08-01,2,1,3
CAMIRI,vacunaciones en menores de 1 ano,bcg,2013-08-01,73,0,73
CAPINOTA,vacunaciones en menores de 1 ano,bcg,2013-08-01,19,9,28
CAQUIAVIRI,vacunaciones en menores de 1 ano,bcg,2013-08-01,8,5,13
CARACOLLO,vacunaciones en menores de 1 ano,bcg,2013-08-01,19,8,27
CARANAVI,vacunaciones en menores de 1 ano,bcg,2013-08-01,89,7,96
CARAPARI,vacunaciones en menores de 1 ano,bcg,2013-08-01,11,2,13
CARIPUYO,vacunaciones en menores de 1 ano,bcg,2013-08-01,4,18,22
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,bcg,2013-08-01,1,12,13
CHACARILLA,vacunaciones en menores de 1 ano,bcg,2013-08-01,0,1,1
CHALLAPATA,vacunaciones en menores de 1 ano,bcg,2013-08-01,58,14,72
CHAQUI,vacunaciones en menores de 1 ano,bcg,2013-08-01,1,12,13
CHARAGUA,vacunaciones en menores de 1 ano,bcg,2013-08-01,24,38,62
CHARAÑA,vacunaciones en menores de 1 ano,bcg,2013-08-01,2,0,2
CHAYANTA,vacunaciones en menores de 1 ano,bcg,2013-08-01,11,22,33
CHIMORE,vacunaciones en menores de 1 ano,bcg,2013-08-01,24,3,27
CHIPAYA,vacunaciones en menores de 1 ano,bcg,2013-08-01,1,0,1
CHOQUE COTA,vacunaciones en menores de 1 ano,bcg,2013-08-01,1,0,1
CHUA COCANI,vacunaciones en menores de 1 ano,bcg,2013-08-01,6,0,6
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,bcg,2013-08-01,37,10,47
CHUMA,vacunaciones en menores de 1 ano,bcg,2013-08-01,5,6,11
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,bcg,2013-08-01,3,13,16
CKOCHAS,vacunaciones en menores de 1 ano,bcg,2013-08-01,21,11,32
CLIZA,vacunaciones en menores de 1 ano,bcg,2013-08-01,25,3,28
COBIJA,vacunaciones en menores de 1 ano,bcg,2013-08-01,174,4,178
COCAPATA,vacunaciones en menores de 1 ano,bcg,2013-08-01,14,12,26
COCHABAMBA,vacunaciones en menores de 1 ano,bcg,2013-08-01,1561,11,1572
COIPASA,vacunaciones en menores de 1 ano,bcg,2013-08-01,2,0,2
COLCAPIRHUA,vacunaciones en menores de 1 ano,bcg,2013-08-01,85,3,88
"COLCHA ""K""",vacunaciones en menores de 1 ano,bcg,2013-08-01,4,8,12
COLLANA,vacunaciones en menores de 1 ano,bcg,2013-08-01,1,3,4
COLOMI,vacunaciones en menores de 1 ano,bcg,2013-08-01,25,11,36
COLPA BELGICA,vacunaciones en menores de 1 ano,bcg,2013-08-01,2,4,6
COLQUECHACA,vacunaciones en menores de 1 ano,bcg,2013-08-01,26,64,90
COLQUENCHA,vacunaciones en menores de 1 ano,bcg,2013-08-01,4,7,11
COLQUIRI,vacunaciones en menores de 1 ano,bcg,2013-08-01,1,33,34
COMANCHE,vacunaciones en menores de 1 ano,bcg,2013-08-01,0,3,3
COMARAPA,vacunaciones en menores de 1 ano,bcg,2013-08-01,25,4,29
COMBAYA,vacunaciones en menores de 1 ano,bcg,2013-08-01,4,9,13
CONCEPCION,vacunaciones en menores de 1 ano,bcg,2013-08-01,38,4,42
COPACABANA,vacunaciones en menores de 1 ano,bcg,2013-08-01,14,15,29
CORIPATA,vacunaciones en menores de 1 ano,bcg,2013-08-01,15,6,21
CORO CORO,vacunaciones en menores de 1 ano,bcg,2013-08-01,2,4,6
COROICO,vacunaciones en menores de 1 ano,bcg,2013-08-01,22,6,28
CORQUE,vacunaciones en menores de 1 ano,bcg,2013-08-01,2,6,8
COTAGAITA,vacunaciones en menores de 1 ano,bcg,2013-08-01,8,18,26
COTOCA,vacunaciones en menores de 1 ano,bcg,2013-08-01,71,14,85
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,bcg,2013-08-01,28,10,38
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,bcg,2013-08-01,0,3,3
CUEVO,vacunaciones en menores de 1 ano,bcg,2013-08-01,1,2,3
CULPINA,vacunaciones en menores de 1 ano,bcg,2013-08-01,23,6,29
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,bcg,2013-08-01,6,3,9
CURVA,vacunaciones en menores de 1 ano,bcg,2013-08-01,0,7,7
DESAGUADERO,vacunaciones en menores de 1 ano,bcg,2013-08-01,3,7,10
EL ALTO,vacunaciones en menores de 1 ano,bcg,2013-08-01,1651,29,1680
EL CHORO,vacunaciones en menores de 1 ano,bcg,2013-08-01,4,4,8
EL PUENTE(STC),vacunaciones en menores de 1 ano,bcg,2013-08-01,6,4,10
EL PUENTE(TJA),vacunaciones en menores de 1 ano,bcg,2013-08-01,7,3,10
EL TORNO,vacunaciones en menores de 1 ano,bcg,2013-08-01,80,0,80
EL VILLAR,vacunaciones en menores de 1 ano,bcg,2013-08-01,10,2,12
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,bcg,2013-08-01,13,8,21
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,bcg,2013-08-01,32,6,38
ESCOMA,vacunaciones en menores de 1 ano,bcg,2013-08-01,19,6,25
ESMERALDA,vacunaciones en menores de 1 ano,bcg,2013-08-01,0,1,1
EUCALIPTUS,vacunaciones en menores de 1 ano,bcg,2013-08-01,3,2,5
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,bcg,2013-08-01,3,1,4
EXALTACION,vacunaciones en menores de 1 ano,bcg,2013-08-01,2,3,5
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,bcg,2013-08-01,22,3,25
FILADELFIA,vacunaciones en menores de 1 ano,bcg,2013-08-01,1,5,6
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,bcg,2013-08-01,21,17,38
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,bcg,2013-08-01,2,21,23
GUANAY,vacunaciones en menores de 1 ano,bcg,2013-08-01,12,3,15
GUAQUI,vacunaciones en menores de 1 ano,bcg,2013-08-01,3,3,6
GUAYARAMERIN,vacunaciones en menores de 1 ano,bcg,2013-08-01,99,0,99
GUTIERREZ,vacunaciones en menores de 1 ano,bcg,2013-08-01,10,22,32
HUACARETA,vacunaciones en menores de 1 ano,bcg,2013-08-01,14,1,15
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,bcg,2013-08-01,2,3,5
HUANUNI,vacunaciones en menores de 1 ano,bcg,2013-08-01,38,0,38
HUARACAJE,vacunaciones en menores de 1 ano,bcg,2013-08-01,1,5,6
HUARINA,vacunaciones en menores de 1 ano,bcg,2013-08-01,2,5,7
HUATAJATA,vacunaciones en menores de 1 ano,bcg,2013-08-01,4,0,4
HUAYLLAMARCA,vacunaciones en menores de 1 ano,bcg,2013-08-01,1,4,5
HUMANATA,vacunaciones en menores de 1 ano,bcg,2013-08-01,3,3,6
ICHOCA,vacunaciones en menores de 1 ano,bcg,2013-08-01,0,9,9
ICLA,vacunaciones en menores de 1 ano,bcg,2013-08-01,4,3,7
INCAHUASI,vacunaciones en menores de 1 ano,bcg,2013-08-01,8,11,19
INQUISIVI,vacunaciones en menores de 1 ano,bcg,2013-08-01,10,12,22
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,bcg,2013-08-01,6,9,15
IXIAMAS,vacunaciones en menores de 1 ano,bcg,2013-08-01,17,0,17
JESUS DE MACHACA,vacunaciones en menores de 1 ano,bcg,2013-08-01,2,8,10
LA ASUNTA,vacunaciones en menores de 1 ano,bcg,2013-08-01,65,13,78
LA GUARDIA,vacunaciones en menores de 1 ano,bcg,2013-08-01,86,3,89
LA PAZ,vacunaciones en menores de 1 ano,bcg,2013-08-01,1771,15,1786
LAGUNILLAS,vacunaciones en menores de 1 ano,bcg,2013-08-01,6,0,6
LAJA,vacunaciones en menores de 1 ano,bcg,2013-08-01,14,8,22
LAS CARRERAS,vacunaciones en menores de 1 ano,bcg,2013-08-01,5,1,6
LICOMA PAMPA,vacunaciones en menores de 1 ano,bcg,2013-08-01,1,0,1
LLALLAGUA,vacunaciones en menores de 1 ano,bcg,2013-08-01,33,45,78
LLICA,vacunaciones en menores de 1 ano,bcg,2013-08-01,15,2,17
LORETO,vacunaciones en menores de 1 ano,bcg,2013-08-01,3,12,15
LURIBAY,vacunaciones en menores de 1 ano,bcg,2013-08-01,4,7,11
MACHACAMARCA,vacunaciones en menores de 1 ano,bcg,2013-08-01,4,0,4
MAGDALENA,vacunaciones en menores de 1 ano,bcg,2013-08-01,13,16,29
MAIRANA,vacunaciones en menores de 1 ano,bcg,2013-08-01,32,0,32
MALLA,vacunaciones en menores de 1 ano,bcg,2013-08-01,1,5,6
MAPIRI,vacunaciones en menores de 1 ano,bcg,2013-08-01,19,1,20
MECAPACA,vacunaciones en menores de 1 ano,bcg,2013-08-01,5,4,9
MINEROS,vacunaciones en menores de 1 ano,bcg,2013-08-01,20,2,22
MIZQUE,vacunaciones en menores de 1 ano,bcg,2013-08-01,46,22,68
MOCOMOCO,vacunaciones en menores de 1 ano,bcg,2013-08-01,8,13,21
MOJOCOYA,vacunaciones en menores de 1 ano,bcg,2013-08-01,1,6,7
MONTEAGUDO,vacunaciones en menores de 1 ano,bcg,2013-08-01,42,0,42
MONTERO,vacunaciones en menores de 1 ano,bcg,2013-08-01,359,3,362
MORO MORO,vacunaciones en menores de 1 ano,bcg,2013-08-01,2,0,2
MOROCHATA,vacunaciones en menores de 1 ano,bcg,2013-08-01,2,10,12
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,bcg,2013-08-01,1,1,2
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,bcg,2013-08-01,3,0,3
OCURI,vacunaciones en menores de 1 ano,bcg,2013-08-01,7,38,45
OKINAWA,vacunaciones en menores de 1 ano,bcg,2013-08-01,17,4,21
OMEREQUE,vacunaciones en menores de 1 ano,bcg,2013-08-01,7,2,9
ORURO,vacunaciones en menores de 1 ano,bcg,2013-08-01,698,0,698
PADCAYA,vacunaciones en menores de 1 ano,bcg,2013-08-01,12,2,14
PADILLA,vacunaciones en menores de 1 ano,bcg,2013-08-01,32,0,32
PAILON,vacunaciones en menores de 1 ano,bcg,2013-08-01,36,69,105
PALCA,vacunaciones en menores de 1 ano,bcg,2013-08-01,9,9,18
PALOS BLANCOS,vacunaciones en menores de 1 ano,bcg,2013-08-01,22,16,38
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,bcg,2013-08-01,2,2,4
PAMPA GRANDE,vacunaciones en menores de 1 ano,bcg,2013-08-01,5,0,5
PAPEL PAMPA,vacunaciones en menores de 1 ano,bcg,2013-08-01,1,5,6
PASORAPA,vacunaciones en menores de 1 ano,bcg,2013-08-01,2,0,2
PATACAMAYA,vacunaciones en menores de 1 ano,bcg,2013-08-01,39,6,45
PAZÑA,vacunaciones en menores de 1 ano,bcg,2013-08-01,5,2,7
PELECHUCO,vacunaciones en menores de 1 ano,bcg,2013-08-01,7,5,12
POCOATA,vacunaciones en menores de 1 ano,bcg,2013-08-01,2,47,49
POCONA,vacunaciones en menores de 1 ano,bcg,2013-08-01,13,15,28
POJO (CBBA),vacunaciones en menores de 1 ano,bcg,2013-08-01,8,5,13
POOPO,vacunaciones en menores de 1 ano,bcg,2013-08-01,6,5,11
PORCO,vacunaciones en menores de 1 ano,bcg,2013-08-01,19,2,21
POROMA,vacunaciones en menores de 1 ano,bcg,2013-08-01,17,9,26
PORONGO,vacunaciones en menores de 1 ano,bcg,2013-08-01,10,8,18
PORTACHUELO,vacunaciones en menores de 1 ano,bcg,2013-08-01,34,1,35
PORVENIR,vacunaciones en menores de 1 ano,bcg,2013-08-01,3,1,4
POSTRER VALLE,vacunaciones en menores de 1 ano,bcg,2013-08-01,4,0,4
POTOSI,vacunaciones en menores de 1 ano,bcg,2013-08-01,463,9,472
PRESTO,vacunaciones en menores de 1 ano,bcg,2013-08-01,6,6,12
PUCARANI,vacunaciones en menores de 1 ano,bcg,2013-08-01,18,21,39
PUERTO ACOSTA,vacunaciones en menores de 1 ano,bcg,2013-08-01,4,29,33
PUERTO CARABUCO,vacunaciones en menores de 1 ano,bcg,2013-08-01,4,18,22
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,bcg,2013-08-01,4,3,7
PUERTO PEREZ,vacunaciones en menores de 1 ano,bcg,2013-08-01,2,4,6
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,bcg,2013-08-01,13,2,15
PUERTO RICO,vacunaciones en menores de 1 ano,bcg,2013-08-01,5,9,14
PUERTO SILES,vacunaciones en menores de 1 ano,bcg,2013-08-01,0,1,1
PUERTO SUAREZ,vacunaciones en menores de 1 ano,bcg,2013-08-01,19,13,32
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,bcg,2013-08-01,115,5,120
PUNA,vacunaciones en menores de 1 ano,bcg,2013-08-01,11,18,29
PUNATA,vacunaciones en menores de 1 ano,bcg,2013-08-01,76,0,76
QUIABAYA,vacunaciones en menores de 1 ano,bcg,2013-08-01,0,3,3
QUILLACOLLO,vacunaciones en menores de 1 ano,bcg,2013-08-01,255,4,259
QUIME,vacunaciones en menores de 1 ano,bcg,2013-08-01,1,11,12
QUIRUSILLAS,vacunaciones en menores de 1 ano,bcg,2013-08-01,4,0,4
RAVELO,vacunaciones en menores de 1 ano,bcg,2013-08-01,7,22,29
REYES,vacunaciones en menores de 1 ano,bcg,2013-08-01,15,24,39
RIBERALTA,vacunaciones en menores de 1 ano,bcg,2013-08-01,293,7,300
ROBORE,vacunaciones en menores de 1 ano,bcg,2013-08-01,8,12,20
RURRENABAQUE,vacunaciones en menores de 1 ano,bcg,2013-08-01,41,11,52
SABAYA,vacunaciones en menores de 1 ano,bcg,2013-08-01,2,3,5
SACABA,vacunaciones en menores de 1 ano,bcg,2013-08-01,246,11,257
SACABAMBA,vacunaciones en menores de 1 ano,bcg,2013-08-01,0,8,8
SACACA,vacunaciones en menores de 1 ano,bcg,2013-08-01,29,21,50
SAIPINA,vacunaciones en menores de 1 ano,bcg,2013-08-01,7,3,10
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,bcg,2013-08-01,5,6,11
SAMAIPATA,vacunaciones en menores de 1 ano,bcg,2013-08-01,13,1,14
SAN ANDRES,vacunaciones en menores de 1 ano,bcg,2013-08-01,4,3,7
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,bcg,2013-08-01,4,3,7
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,bcg,2013-08-01,0,1,1
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,bcg,2013-08-01,5,5,10
SAN BENITO,vacunaciones en menores de 1 ano,bcg,2013-08-01,8,3,11
SAN BORJA,vacunaciones en menores de 1 ano,bcg,2013-08-01,66,37,103
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,bcg,2013-08-01,23,2,25
SAN CARLOS,vacunaciones en menores de 1 ano,bcg,2013-08-01,33,2,35
SAN IGNACIO,vacunaciones en menores de 1 ano,bcg,2013-08-01,42,13,55
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,bcg,2013-08-01,124,15,139
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,bcg,2013-08-01,0,6,6
SAN JAVIER(STC),vacunaciones en menores de 1 ano,bcg,2013-08-01,27,0,27
SAN JOAQUIN,vacunaciones en menores de 1 ano,bcg,2013-08-01,2,1,3
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,bcg,2013-08-01,29,23,52
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,bcg,2013-08-01,7,5,12
SAN JULIAN,vacunaciones en menores de 1 ano,bcg,2013-08-01,71,13,84
SAN LORENZO(PND),vacunaciones en menores de 1 ano,bcg,2013-08-01,3,3,6
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,bcg,2013-08-01,5,1,6
SAN LUCAS,vacunaciones en menores de 1 ano,bcg,2013-08-01,27,19,46
SAN MATIAS,vacunaciones en menores de 1 ano,bcg,2013-08-01,22,6,28
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,bcg,2013-08-01,15,1,16
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,bcg,2013-08-01,3,5,8
SAN PEDRO,vacunaciones en menores de 1 ano,bcg,2013-08-01,11,5,16
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2013-08-01,48,43,91
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,bcg,2013-08-01,0,8,8
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,bcg,2013-08-01,7,1,8
SAN PEDRO(PND),vacunaciones en menores de 1 ano,bcg,2013-08-01,0,6,6
SAN RAFAEL,vacunaciones en menores de 1 ano,bcg,2013-08-01,7,1,8
SAN RAMON BENI,vacunaciones en menores de 1 ano,bcg,2013-08-01,3,8,11
SAN RAMON SCZ,vacunaciones en menores de 1 ano,bcg,2013-08-01,26,1,27
SANTA ANA,vacunaciones en menores de 1 ano,bcg,2013-08-01,39,0,39
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,bcg,2013-08-01,2439,104,2543
SANTA ROSA,vacunaciones en menores de 1 ano,bcg,2013-08-01,16,4,20
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,bcg,2013-08-01,19,3,22
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,bcg,2013-08-01,0,5,5
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,bcg,2013-08-01,7,4,11
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,bcg,2013-08-01,2,16,18
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,bcg,2013-08-01,1,5,6
SANTIVAÑES,vacunaciones en menores de 1 ano,bcg,2013-08-01,5,0,5
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,bcg,2013-08-01,1,4,5
SAPAHAQUI,vacunaciones en menores de 1 ano,bcg,2013-08-01,4,17,21
SENA,vacunaciones en menores de 1 ano,bcg,2013-08-01,8,11,19
SHINAOTA,vacunaciones en menores de 1 ano,bcg,2013-08-01,43,0,43
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,bcg,2013-08-01,20,15,35
SICAYA,vacunaciones en menores de 1 ano,bcg,2013-08-01,2,1,3
SIPE SIPE,vacunaciones en menores de 1 ano,bcg,2013-08-01,64,3,67
SOPACHUY,vacunaciones en menores de 1 ano,bcg,2013-08-01,4,3,7
SORACACHI,vacunaciones en menores de 1 ano,bcg,2013-08-01,9,12,21
SORATA,vacunaciones en menores de 1 ano,bcg,2013-08-01,12,26,38
SUCRE,vacunaciones en menores de 1 ano,bcg,2013-08-01,522,4,526
TACACHI,vacunaciones en menores de 1 ano,bcg,2013-08-01,0,1,1
TACACOMA,vacunaciones en menores de 1 ano,bcg,2013-08-01,3,0,3
TACOBAMBA,vacunaciones en menores de 1 ano,bcg,2013-08-01,5,24,29
TACOPAYA,vacunaciones en menores de 1 ano,bcg,2013-08-01,10,1,11
TAHUA,vacunaciones en menores de 1 ano,bcg,2013-08-01,4,0,4
TAPACARI,vacunaciones en menores de 1 ano,bcg,2013-08-01,13,25,38
TARABUCO,vacunaciones en menores de 1 ano,bcg,2013-08-01,22,7,29
TARACO,vacunaciones en menores de 1 ano,bcg,2013-08-01,4,2,6
TARATA,vacunaciones en menores de 1 ano,bcg,2013-08-01,10,4,14
TARIJA,vacunaciones en menores de 1 ano,bcg,2013-08-01,462,0,462
TARVITA,vacunaciones en menores de 1 ano,bcg,2013-08-01,9,6,15
TEOPONTE,vacunaciones en menores de 1 ano,bcg,2013-08-01,5,4,9
TIAWANACU,vacunaciones en menores de 1 ano,bcg,2013-08-01,21,5,26
TINGUIPAYA,vacunaciones en menores de 1 ano,bcg,2013-08-01,10,24,34
TIPUANI,vacunaciones en menores de 1 ano,bcg,2013-08-01,5,3,8
TIQUIPAYA,vacunaciones en menores de 1 ano,bcg,2013-08-01,103,16,119
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,bcg,2013-08-01,23,11,34
TOCO,vacunaciones en menores de 1 ano,bcg,2013-08-01,8,1,9
TOLATA,vacunaciones en menores de 1 ano,bcg,2013-08-01,2,1,3
TOLEDO,vacunaciones en menores de 1 ano,bcg,2013-08-01,3,2,5
TOMAVE,vacunaciones en menores de 1 ano,bcg,2013-08-01,2,24,26
TOMINA,vacunaciones en menores de 1 ano,bcg,2013-08-01,5,3,8
TORO TORO,vacunaciones en menores de 1 ano,bcg,2013-08-01,10,14,24
TOTORA(CBBA),vacunaciones en menores de 1 ano,bcg,2013-08-01,32,4,36
TOTORA(ORR),vacunaciones en menores de 1 ano,bcg,2013-08-01,2,2,4
TRIGAL,vacunaciones en menores de 1 ano,bcg,2013-08-01,2,0,2
TRINIDAD,vacunaciones en menores de 1 ano,bcg,2013-08-01,277,0,277
TUPIZA,vacunaciones en menores de 1 ano,bcg,2013-08-01,80,11,91
TURCO,vacunaciones en menores de 1 ano,bcg,2013-08-01,3,1,4
UMALA,vacunaciones en menores de 1 ano,bcg,2013-08-01,4,11,15
UNCIA,vacunaciones en menores de 1 ano,bcg,2013-08-01,27,7,34
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,bcg,2013-08-01,10,1,11
URUBICHA,vacunaciones en menores de 1 ano,bcg,2013-08-01,8,0,8
UYUNI,vacunaciones en menores de 1 ano,bcg,2013-08-01,58,6,64
VACAS,vacunaciones en menores de 1 ano,bcg,2013-08-01,3,13,16
VALLEGRANDE,vacunaciones en menores de 1 ano,bcg,2013-08-01,26,0,26
VIACHA,vacunaciones en menores de 1 ano,bcg,2013-08-01,77,5,82
VILA VILA,vacunaciones en menores de 1 ano,bcg,2013-08-01,8,4,12
VILLA CHARCAS,vacunaciones en menores de 1 ano,bcg,2013-08-01,16,6,22
VILLA MONTES,vacunaciones en menores de 1 ano,bcg,2013-08-01,91,4,95
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,bcg,2013-08-01,2,1,3
