,group,variable,month,SRP DOSIS ÚNICA DENTRO,SRP DOSIS ÚNICA DENTRO,SRP DOSIS ÚNICA FUERA,SRP DOSIS ÚNICA FUERA,TOTALES
LA PAZ,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,97,139,6,15,257
LAS CARRERAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,3,3,2,6,14
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,0,0,6,8,14
LLICA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,0,1,0,0,1
LORETO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,0,0,4,0,4
LURIBAY,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,0,0,2,4,6
MACHARETI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,5,4,2,1,12
MAGDALENA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,10,10,31,16,67
MAIRANA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,3,2,0,1,6
MALLA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,2,0,5,6,13
MINEROS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,1,0,0,0,1
MIZQUE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,0,2,0,3,5
MOJOCOYA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,2,5,1,1,9
MONTERO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,41,61,26,30,158
MOROCHATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,0,0,3,3,6
OCURI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,0,1,9,11,21
ORURO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,32,36,9,5,82
PADCAYA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,6,7,0,1,14
PADILLA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,2,0,0,0,2
PAILON,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,2,3,2,1,8
PALCA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,1,0,0,0,1
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,1,4,0,2,7
PAMPA AULLAGAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,0,1,0,0,1
PAPEL PAMPA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,2,0,3,3,8
PATACAMAYA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,7,10,15,10,42
PAZÑA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,0,0,0,1,1
POCOATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,1,0,0,0,1
POCONA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,0,6,1,1,8
POOPO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,0,0,1,0,1
PORONGO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,0,0,1,0,1
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,1,2,0,0,3
PORVENIR,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,0,0,1,0,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,15,8,8,6,37
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,0,1,0,0,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,6,6,2,2,16
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,0,0,1,1,2
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,2,4,1,1,8
PUNATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,0,1,2,2,5
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,3,7,2,1,13
REYES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,2,0,14,14,30
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,56,61,97,101,315
ROBORE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,1,1,0,0,2
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,5,2,6,7,20
SACABA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,7,6,3,7,23
SACACA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,0,0,2,3,5
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,6,2,2,14,24
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,4,9,0,6,19
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,21,20,0,0,41
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,25,15,20,20,80
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,2,2,1,1,6
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,0,0,10,9,19
SAN JAVIER(STC),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,29,30,0,0,59
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,0,0,10,13,23
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,37,37,12,15,101
SAN LORENZO(PND),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,1,0,1,1,3
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,13,18,9,21,61
SAN LUCAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,17,7,16,11,51
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,2,4,10,11,27
SAN PEDRO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,1,3,0,0,4
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,6,6,8,7,27
SAN PEDRO DE QUEMES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,2,2,2,0,6
SAN RAMON SCZ,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,1,0,0,1,2
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,1,1,0,0,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,294,267,76,61,698
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,1,1,0,0,2
SANTIAGO DE CALLAPA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,3,0,8,4,15
SENA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,1,1,0,0,2
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,3,1,4,2,10
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,23,27,12,16,78
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,1,1,3,4,9
SORACACHI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,1,2,0,0,3
SUCRE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,31,25,9,12,77
TACACOMA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,0,0,0,1,1
TARACO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,0,1,0,0,1
TARATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,1,0,0,0,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,7,6,3,2,18
TINGUIPAYA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,3,9,31,28,71
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,3,1,2,4,10
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,0,0,5,3,8
TOLEDO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,0,0,1,1,2
TOMAVE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,5,6,21,24,56
TOMINA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,1,0,0,0,1
TORO TORO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,2,4,8,9,23
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,1,0,1,0,2
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,57,45,52,43,197
TUPIZA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,4,6,14,13,37
TURCO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,0,0,10,5,15
UMALA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,1,0,3,0,4
UNCIA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,2,9,5,8,24
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,3,0,0,0,3
URUBICHA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,5,6,0,0,11
UYUNI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,3,3,7,3,16
VIACHA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,3,3,35,26,67
VILLA CHARCAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,0,0,3,2,5
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,0,2,2,1,5
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,0,1,5,1,7
VILLA RIVERO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,0,0,0,2,2
VILLA SERRANO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,24,38,11,19,92
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,16,14,16,12,58
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,1,3,1,1,6
VILLAZON,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,6,4,0,1,11
VINTO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,2,0,2,2,6
WARNES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,13,11,0,0,24
YACUIBA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,1,1,2,1,5
YAPACANI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,8,4,7,2,21
YOCALLA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,5,4,1,3,13
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,16,14,1,2,33
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,0,1,1,1,3
AIQUILE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,0,0,0,1,1
ALALAY,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,0,0,0,1,1
APOLO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,15,31,13,15,74
ARBIETO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,0,0,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,40,29,10,10,89
ATOCHA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,0,0,0,1,1
AUCAPATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,1,0,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,6,6,29,28,69
AZURDUY,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,0,0,0,1,1
BATALLAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,3,3,1,0,7
BAURES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,5,3,30,22,60
BERMEJO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,14,8,1,5,28
BETANZOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,3,2,2,1,8
BOLIVAR,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,0,0,0,1,1
BOLPEBRA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,0,0,1,0,1
BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,5,8,13,15,41
"CAIZA ""D""",vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,1,1,3,3,8
CAJUATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,0,1,0,0,1
CALACOTO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,0,0,9,13,22
CAMARGO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,1,4,6,1,12
CAMIRI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,5,1,0,0,6
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,0,0,3,1,4
CARANAVI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,4,2,0,0,6
CARAPARI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,11,12,0,0,23
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,1,1,0,0,2
CHACARILLA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,0,1,0,0,1
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,1,0,2,0,3
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,0,1,0,0,1
CHAYANTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,1,1,0,0,2
CHIMORE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,2,1,2,3,8
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,1,0,0,0,1
CHUMA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,0,0,0,1,1
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,0,0,2,0,2
CKOCHAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,1,2,0,0,3
COBIJA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,4,2,1,2,9
COCAPATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,0,0,0,1,1
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,56,59,39,38,192
COIPASA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,0,0,1,1,2
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,3,5,0,1,9
"COLCHA ""K""",vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,2,2,0,0,4
COLLANA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,0,0,1,0,1
COLOMI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,1,1,0,1,3
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,1,2,2,0,5
COPACABANA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,2,0,1,0,3
CORIPATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,1,0,0,0,1
COROICO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,0,1,0,2,3
CORQUE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,1,0,0,0,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,4,8,1,0,13
CRUZ DE MACHACAMARCA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,0,0,3,0,3
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,9,17,3,8,37
CUEVO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,0,0,0,2,2
EL ALTO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,53,54,96,87,290
EL TORNO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,5,2,2,1,10
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,1,1,0,0,2
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,4,1,0,2,7
ESCARA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,0,2,0,0,2
EXALTACION,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,4,5,0,0,9
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,3,4,4,1,12
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,13,14,0,1,28
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,6,9,12,8,35
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,2,3,8,6,19
GUTIERREZ,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,0,0,1,0,1
HUACARETA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,2,3,8,11,24
HUANUNI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,4,3,0,4,11
HUARACAJE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,1,2,0,0,3
ICHOCA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,0,0,15,8,23
INCAHUASI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,5,5,15,11,36
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,0,0,0,1,1
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,2,0,1,2,5
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,5,6,3,4,18
LA PAZ,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,41,56,17,11,125
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,0,1,8,7,16
LLICA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,4,11,0,0,15
LORETO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,2,2,0,1,5
LURIBAY,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,0,1,1,4,6
MACHARETI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,1,1,1,0,3
MAGDALENA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,1,2,26,31,60
MAIRANA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,1,1,0,0,2
MALLA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,0,0,3,3,6
MECAPACA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,0,1,1,0,2
MIZQUE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,1,1,6,5,13
MONTEAGUDO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,0,0,0,1,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,20,37,17,23,97
OCURI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,5,4,4,2,15
OKINAWA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,2,0,0,0,2
ORURO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,42,44,10,12,108
PADCAYA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,8,11,1,0,20
PAILON,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,7,11,4,3,25
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,1,4,2,0,7
PAMPA AULLAGAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,0,0,1,2,3
PAPEL PAMPA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,0,2,0,0,2
PATACAMAYA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,5,4,18,11,38
PAZÑA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,1,1,0,0,2
POCOATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,0,0,0,1,1
POCONA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,0,0,1,0,1
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,2,0,1,0,3
POROMA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,1,1,0,0,2
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,0,1,0,0,1
PORVENIR,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,0,0,1,1,2
POTOSI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,8,9,1,1,19
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,8,4,0,0,12
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,1,0,0,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,3,0,16,16,35
PUNATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,1,3,1,0,5
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,6,2,5,5,18
RAVELO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,0,0,0,1,1
REYES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,1,0,0,0,1
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,42,34,17,20,113
ROBORE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,1,0,0,0,1
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,6,2,0,0,8
SABAYA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,1,0,0,0,1
SACABA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,10,12,14,11,47
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,14,19,10,5,48
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,34,18,3,8,63
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,21,21,13,17,72
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,0,0,0,1,1
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,20,12,17,17,66
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,2,1,0,3,6
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,5,7,1,1,14
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,1,1,1,0,3
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,2,0,6,14,22
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,2,2,1,3,8
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,52,60,64,68,244
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,14,13,7,9,43
SAN LUCAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,4,2,8,8,22
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,16,21,32,46,115
SAN PEDRO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,2,1,0,1,4
SAN PEDRO DE QUEMES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,1,2,0,2,5
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,2,1,0,4,7
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,398,370,171,159,1098
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,0,0,5,7,12
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,0,0,1,0,1
SANTIVAÑES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,0,0,1,0,1
SENA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,0,1,0,2,3
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,1,0,0,1,2
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,9,6,8,9,32
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,2,2,2,4,10
SORACACHI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,0,1,0,4,5
SORATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,0,0,0,1,1
SUCRE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,22,19,0,0,41
TACACOMA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,5,5,1,1,12
TACOBAMBA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,0,0,5,5,10
TAPACARI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,0,0,1,0,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-11-01,17,21,1,1,40
